New Run at  07/13/2017 15:50:15
, Time, RandomReward; Uniform_LinUCBReward; 
data,1172703600000,0;18;0
data,1172703600000,0;34;0
data,1172703600000,0;49;1
data,1172703600000,0;74;2
data,1172703600000,0;110;2
data,1172703600000,0;145;2
data,1172703600000,0;162;2
data,1175378400000,0;179;2
data,1175378400000,0;198;3
data,1175378400000,0;245;3
data,1175378400000,0;250;3
data,1177970400000,0;285;3
data,1177970400000,0;309;3
data,1177970400000,0;331;3
data,1177970400000,0;352;3
data,1180648800000,0;393;3
data,1180648800000,0;416;3
data,1180648800000,1;434;3
data,1180648800000,2;460;3
data,1180648800000,2;468;4
data,1180648800000,3;492;5
data,1180648800000,3;520;5
data,1180648800000,3;550;5
data,1180648800000,3;563;6
data,1180648800000,3;595;6
data,1183240800000,3;626;6
data,1185919200000,3;658;6
data,1188597600000,3;681;6
data,1188597600000,3;695;6
data,1188597600000,3;716;6
data,1191189600000,3;734;6
data,1191189600000,3;757;6
data,1191189600000,4;789;6
data,1191189600000,4;802;7
data,1191189600000,4;840;7
data,1191189600000,4;866;7
data,1191189600000,4;877;7
data,1191189600000,4;899;8
data,1191189600000,4;942;8
data,1191189600000,4;969;8
data,1191189600000,4;992;8
data,1191189600000,4;1001;8
data,1191189600000,4;1020;8
data,1191189600000,4;1044;8
data,1191189600000,4;1060;9
data,1191189600000,4;1086;9
data,1191189600000,4;1111;9
data,1191189600000,4;1139;9
data,1193871600000,4;1160;9
data,1193871600000,4;1193;9
data,1196463600000,4;1219;9
data,1196463600000,4;9;9
data,1196463600000,4;1258;9
data,1196463600000,4;1283;9
data,1196463600000,4;1285;10
data,1196463600000,4;1139;10
data,1196463600000,4;1345;10
data,1207000800000,4;1370;10
data,1209592800000,4;347;11
data,1259622000000,4;396;12
data,1193871600000,4;1422;12
data,1193871600000,4;41;12
data,1193871600000,4;802;12
data,1193871600000,4;1499;12
data,1193871600000,4;1523;12
data,1193871600000,4;1543;12
data,1193871600000,4;1564;12
data,1193871600000,4;1588;12
data,1193871600000,4;1606;12
data,1193871600000,4;1624;12
data,1193871600000,4;1646;12
data,1193871600000,4;1673;12
data,1193871600000,4;1688;12
data,1193871600000,5;1696;13
data,1193871600000,5;1728;13
data,1193871600000,5;1745;13
data,1193871600000,5;1771;13
data,1193871600000,5;1789;13
data,1193871600000,5;1813;13
data,1193871600000,5;1828;13
data,1193871600000,5;1856;13
data,1193871600000,5;1869;13
data,1193871600000,5;1906;13
data,1193871600000,5;1914;13
data,1193871600000,5;1933;13
data,1193871600000,5;1970;13
data,1193871600000,5;1972;14
data,1193871600000,5;1993;14
data,1193871600000,5;2018;14
data,1193871600000,5;1592;14
data,1193871600000,5;1159;14
data,1193871600000,5;2093;14
data,1193871600000,5;2097;15
data,1193871600000,5;2136;15
data,1193871600000,5;266;15
data,1193871600000,5;2170;15
data,1193871600000,5;2165;15
data,1193871600000,5;2204;15
data,1193871600000,5;2222;15
data,1193871600000,5;2241;16
data,1193871600000,5;49;17
data,1193871600000,5;2286;18
data,1193871600000,6;2317;18
data,1193871600000,6;2345;18
data,1193871600000,6;2353;18
data,1193871600000,6;2373;18
data,1193871600000,6;2393;18
data,1193871600000,6;2413;18
data,1193871600000,6;2425;19
data,1193871600000,6;2464;19
data,1193871600000,6;472;20
data,1193871600000,6;2499;20
data,1193871600000,6;2527;20
data,1193871600000,6;2529;21
data,1193871600000,6;528;21
data,1193871600000,6;2583;21
data,1193871600000,6;2608;21
data,1196463600000,6;2627;21
data,1199142000000,6;2645;21
data,1207000800000,6;2646;22
data,1207000800000,6;2646;23
data,1209592800000,6;2689;23
data,1209592800000,6;2715;23
data,1209592800000,6;2737;23
data,1209592800000,6;2752;23
data,1209592800000,6;2774;23
data,1209592800000,6;2789;24
data,1209592800000,6;2807;24
data,1209592800000,7;2828;25
data,1209592800000,7;2860;25
data,1209592800000,7;2867;26
data,1209592800000,7;2893;26
data,1209592800000,7;1925;26
data,1209592800000,7;2938;26
data,1209592800000,7;2955;26
data,1209592800000,7;2984;26
data,1209592800000,7;3005;26
data,1209592800000,7;3011;26
data,1209592800000,7;3026;26
data,1209592800000,7;3045;27
data,1209592800000,7;97;27
data,1209592800000,7;2286;28
data,1209592800000,7;3099;28
data,1209592800000,7;3125;28
data,1209592800000,7;3148;28
data,1209592800000,7;3149;29
data,1209592800000,7;3175;29
data,1209592800000,7;3200;29
data,1209592800000,7;3213;29
data,1209592800000,7;1856;29
data,1209592800000,7;3246;29
data,1209592800000,7;466;29
data,1209592800000,7;3284;29
data,1209592800000,7;3315;29
data,1209592800000,7;3320;29
data,1209592800000,7;3356;29
data,1209592800000,7;3377;29
data,1209592800000,7;2241;30
data,1209592800000,7;3398;30
data,1209592800000,7;3432;30
data,1209592800000,7;3440;30
data,1209592800000,7;908;30
data,1209592800000,7;1009;30
data,1209592800000,7;2627;30
data,1209592800000,7;3512;30
data,1209592800000,7;3523;30
data,1209592800000,7;2646;31
data,1209592800000,7;3561;31
data,1209592800000,7;2097;32
data,1209592800000,7;3284;32
data,1209592800000,7;1065;32
data,1212271200000,7;3615;33
data,1285884000000,7;3637;33
data,1291158000000,7;3650;33
data,1264978800000,7;3666;33
data,1264978800000,7;3682;33
data,1264978800000,7;3698;33
data,1264978800000,7;3737;33
data,1264978800000,7;1092;34
data,1264978800000,7;2583;35
data,1264978800000,7;3776;35
data,1264978800000,8;3797;35
data,1264978800000,8;3822;35
data,1264978800000,8;2715;35
data,1264978800000,8;3855;35
data,1264978800000,9;3868;35
data,1264978800000,9;3045;36
data,1264978800000,9;3904;36
data,1264978800000,9;3919;36
data,1264978800000,9;3933;36
data,1264978800000,9;3003;36
data,1264978800000,9;3963;36
data,1264978800000,9;2425;37
data,1264978800000,9;4005;37
data,1264978800000,9;3099;37
data,1264978800000,9;4033;37
data,1264978800000,9;4045;38
data,1264978800000,9;4085;38
data,1264978800000,9;3148;38
data,1264978800000,9;4113;38
data,1264978800000,9;4134;38
data,1264978800000,9;4135;39
data,1264978800000,9;1868;40
data,1264978800000,9;4178;40
data,1264978800000,9;4190;40
data,1264978800000,9;4213;40
data,1264978800000,9;4234;40
data,1264978800000,9;4238;40
data,1264978800000,9;4268;40
data,1264978800000,9;4275;41
data,1264978800000,9;4268;41
data,1264978800000,9;4320;41
data,1264978800000,9;4324;42
data,1264978800000,9;4355;42
data,1264978800000,9;2093;42
data,1264978800000,9;3317;43
data,1264978800000,9;2297;43
data,1264978800000,9;4004;43
data,1264978800000,9;4419;43
data,1264978800000,9;4430;44
data,1264978800000,9;4443;45
data,1264978800000,9;4458;46
data,1264978800000,9;4475;47
data,1264978800000,9;4495;48
data,1264978800000,9;2828;49
data,1264978800000,9;4531;49
data,1264978800000,9;4545;50
data,1264978800000,9;3200;50
data,1264978800000,9;4583;50
data,1264978800000,9;2077;51
data,1264978800000,9;2286;51
data,1264978800000,9;3090;51
data,1264978800000,10;3797;51
data,1264978800000,10;4656;52
data,1264978800000,10;4676;53
data,1264978800000,10;4690;54
data,1264978800000,10;4705;54
data,1264978800000,10;306;54
data,1264978800000,10;4732;55
data,1264978800000,10;4751;56
data,1264978800000,10;2241;57
data,1264978800000,10;4780;58
data,1264978800000,10;4812;58
data,1264978800000,10;4813;58
data,1264978800000,10;2317;58
data,1264978800000,10;4531;58
data,1264978800000,11;3377;58
data,1264978800000,11;4876;58
data,1264978800000,11;4891;58
data,1264978800000,11;4914;58
data,1264978800000,11;4915;59
data,1264978800000,11;1236;60
data,1264978800000,11;4948;60
data,1264978800000,11;2713;61
data,1264978800000,11;4972;62
data,1264978800000,11;4410;62
data,1264978800000,11;5007;63
data,1264978800000,11;3124;63
data,1264978800000,11;2529;64
data,1264978800000,11;729;64
data,1264978800000,11;5064;65
data,1264978800000,11;5080;66
data,1264978800000,11;3099;66
data,1264978800000,11;5114;66
data,1264978800000,11;5126;67
data,1264978800000,11;5145;67
data,1264978800000,12;5166;67
data,1264978800000,12;4521;67
data,1264978800000,12;5186;68
data,1264978800000,12;5207;68
data,1264978800000,12;5225;68
data,1264978800000,12;5245;68
data,1264978800000,12;5247;69
data,1264978800000,12;3469;69
data,1264978800000,12;916;69
data,1264978800000,12;310;69
data,1264978800000,12;5301;70
data,1264978800000,12;5322;70
data,1264978800000,12;4382;70
data,1264978800000,12;4287;70
data,1264978800000,12;5378;70
data,1264978800000,12;5379;71
data,1264978800000,12;5405;71
data,1264978800000,12;2789;72
data,1264978800000,12;3963;72
data,1264978800000,12;5450;72
data,1264978800000,12;5460;72
data,1264978800000,12;458;72
data,1264978800000,13;266;72
data,1264978800000,13;2093;72
data,1264978800000,13;5529;72
data,1264978800000,13;5535;72
data,1264978800000,13;4023;72
data,1264978800000,13;2286;72
data,1264978800000,13;5571;73
data,1264978800000,13;5588;74
data,1264978800000,13;5602;74
data,1264978800000,13;49;74
data,1264978800000,13;5642;74
data,1264978800000,13;5655;74
data,1264978800000,13;5658;75
data,1264978800000,13;5668;76
data,1264978800000,13;27;76
data,1264978800000,13;97;76
data,1264978800000,13;2646;77
data,1264978800000,13;556;78
data,1264978800000,13;410;78
data,1264978800000,13;5752;78
data,1264978800000,13;5768;78
data,1267398000000,13;5769;79
data,1267398000000,13;5256;79
data,1267398000000,13;327;79
data,1267398000000,13;4737;79
data,1267398000000,13;11;80
data,1267398000000,14;593;80
data,1267398000000,14;2889;81
data,1267398000000,14;477;81
data,1267398000000,14;4972;82
data,1267398000000,14;995;83
data,1267398000000,15;4704;83
data,1267398000000,15;4104;83
data,1270072800000,15;5915;84
data,1270072800000,15;1657;84
data,1272664800000,15;5948;84
data,1272664800000,15;3045;85
data,1272664800000,15;3963;85
data,1272664800000,16;2087;85
data,1272664800000,16;548;85
data,1272664800000,16;3768;85
data,1272664800000,16;4887;85
data,1272664800000,16;6047;86
data,1272664800000,16;1062;86
data,1272664800000,16;6077;86
data,1272664800000,16;6093;86
data,1272664800000,16;125;86
data,1272664800000,16;1101;87
data,1272664800000,16;6136;87
data,1272664800000,16;6139;87
data,1272664800000,16;6150;87
data,1272664800000,16;24;87
data,1272664800000,16;5792;87
data,1272664800000,16;6188;87
data,1272664800000,16;2527;87
data,1272664800000,16;6220;87
data,1272664800000,16;5256;87
data,1272664800000,16;6246;87
data,1272664800000,16;6257;87
data,1272664800000,17;1317;87
data,1272664800000,17;6285;87
data,1272664800000,17;1704;88
data,1272664800000,17;6302;88
data,1272664800000,17;1083;89
data,1272664800000,17;6323;90
data,1275343200000,17;3290;90
data,1275343200000,17;6353;90
data,1277935200000,17;1696;91
data,1277935200000,17;6381;91
data,1280613600000,17;6403;91
data,1280613600000,17;5166;91
data,1280613600000,17;6422;92
data,1280613600000,17;4715;92
data,1280613600000,17;6449;93
data,1280613600000,17;6459;93
data,1280613600000,17;6470;94
data,1280613600000,17;6482;95
data,1280613600000,17;6492;96
data,1280613600000,17;6504;97
data,1280613600000,17;2120;98
data,1280613600000,17;6536;98
data,1280613600000,17;5450;98
data,1280613600000,17;6561;99
data,1283292000000,17;6588;99
data,1285884000000,17;4887;99
data,1285884000000,17;6604;99
data,1285884000000,17;6615;100
data,1285884000000,17;6625;101
data,1285884000000,17;6636;102
data,1285884000000,17;1836;103
data,1285884000000,17;6656;104
data,1285884000000,17;669;104
data,1285884000000,17;2716;104
data,1285884000000,17;6692;105
data,1285884000000,17;6702;105
data,1285884000000,17;6714;106
data,1285884000000,17;918;106
data,1285884000000,17;6736;106
data,1285884000000,17;6547;106
data,1285884000000,17;541;107
data,1288566000000,17;869;107
data,1288566000000,17;6777;108
data,1288566000000,17;6788;109
data,1288566000000,17;3065;109
data,1288566000000,17;6819;109
data,1288566000000,17;6831;109
data,1288566000000,17;6839;110
data,1288566000000,17;2681;111
data,1291158000000,17;3818;111
data,1291158000000,17;6874;112
data,1291158000000,17;6889;112
data,1291158000000,17;6904;112
data,1291158000000,17;483;113
data,1291158000000,17;6929;113
data,1291158000000,17;2608;113
data,1291158000000,17;6950;113
data,1291158000000,17;6449;114
data,1291158000000,17;3184;114
data,1291158000000,17;3231;115
data,1291158000000,17;6996;116
data,1291158000000,17;3748;116
data,1291158000000,17;7031;116
data,1291158000000,17;371;116
data,1291158000000,17;4920;116
data,1291158000000,17;7058;117
data,1291158000000,17;7074;117
data,1291158000000,17;2355;118
data,1291158000000,17;7110;118
data,1291158000000,17;7111;119
data,1293836400000,17;7122;120
data,1293836400000,18;7144;120
data,1293836400000,18;7155;120
data,1293836400000,18;7160;121
data,1293836400000,18;7111;122
data,1293836400000,18;7183;122
data,1293836400000,18;7196;122
data,1293836400000,18;327;122
data,1293836400000,18;7211;123
data,1293836400000,18;7232;123
data,1293836400000,18;2706;123
data,1293836400000,18;7246;124
data,1293836400000,18;7260;124
data,1293836400000,18;6908;124
data,1293836400000,18;7278;124
data,1293836400000,19;1901;124
data,1293836400000,19;2380;124
data,1293836400000,19;1322;124
data,1293836400000,19;5048;124
data,1296514800000,19;899;124
data,1296514800000,19;6302;124
data,1298934000000,19;3438;124
data,1298934000000,19;7351;124
data,1298934000000,19;7363;125
data,1298934000000,19;7378;125
data,1304596135526,19;7391;125
data,1212271200000,19;7399;125
data,1212271200000,19;7410;125
data,1212271200000,19;5338;125
data,1212271200000,19;7356;125
data,1212271200000,19;7438;125
data,1212271200000,19;7456;125
data,1212271200000,19;766;125
data,1212271200000,19;7483;125
data,1212271200000,19;7487;125
data,1212271200000,19;7410;125
data,1212271200000,19;2976;125
data,1212271200000,19;7511;126
data,1212271200000,19;6301;126
data,1212271200000,19;7531;126
data,1212271200000,19;7160;126
data,1212271200000,19;7548;126
data,1212271200000,19;6077;126
data,1212271200000,19;7570;126
data,1212271200000,19;7149;126
data,1212271200000,19;4495;126
data,1212271200000,19;4236;126
data,1212271200000,19;6921;126
data,1212271200000,20;4645;126
data,1212271200000,20;5922;126
data,1212271200000,20;4010;126
data,1212271200000,20;4237;126
data,1212271200000,20;7356;126
data,1212271200000,20;6302;126
data,1212271200000,20;4237;126
data,1212271200000,20;669;126
data,1212271200000,20;5782;126
data,1212271200000,20;7696;126
data,1212271200000,20;7706;126
data,1212271200000,20;7127;126
data,1212271200000,20;993;126
data,1212271200000,20;7725;126
data,1212271200000,20;5186;126
data,1212271200000,20;1139;126
data,1212271200000,20;7759;126
data,1212271200000,20;7771;126
data,1212271200000,20;7777;126
data,1212271200000,20;4324;126
data,1212271200000,20;1211;126
data,1212271200000,20;6673;126
data,1212271200000,20;2565;126
data,1212271200000,20;2097;126
data,1212271200000,20;7833;126
data,1214863200000,20;7852;126
data,1214863200000,20;5391;126
data,1214863200000,20;5114;126
data,1214863200000,20;3902;126
data,1214863200000,20;7886;126
data,1217541600000,20;5581;126
data,1217541600000,20;6996;126
data,1217541600000,20;2336;126
data,1217541600000,20;6381;126
data,1217541600000,20;3345;127
data,1217541600000,20;1836;127
data,1217541600000,21;6604;127
data,1217541600000,21;7802;127
data,1217541600000,21;4323;127
data,1217541600000,21;3398;127
data,1217541600000,21;5643;127
data,1217541600000,21;4368;127
data,1217541600000,21;6400;127
data,1217541600000,21;5656;127
data,1217541600000,21;8024;127
data,1217541600000,21;865;127
data,1217541600000,21;8045;127
data,1217541600000,21;3466;127
data,1217541600000,21;4425;127
data,1217541600000,21;8079;127
data,1217541600000,21;5104;127
data,1217541600000,21;1563;127
data,1217541600000,21;8101;127
data,1217541600000,21;3320;127
data,1217541600000,21;3823;127
data,1217541600000,21;8126;127
data,1217541600000,21;7030;127
data,1217541600000,21;2965;127
data,1217541600000,21;1168;127
data,1217541600000,21;4875;127
data,1217541600000,21;5828;127
data,1217541600000,21;890;127
data,1217541600000,21;1563;127
data,1217541600000,21;4279;127
data,1217541600000,21;8196;127
data,1217541600000,21;4324;127
data,1217541600000,21;2689;127
data,1217541600000,21;8235;127
data,1217541600000,21;5256;127
data,1217541600000,21;7410;127
data,1217541600000,21;8259;127
data,1217541600000,21;8267;127
data,1217541600000,21;8275;127
data,1217541600000,21;1483;127
data,1217541600000,21;8299;127
data,1217541600000,21;5170;127
data,1217541600000,21;8317;127
data,1217541600000,21;8332;127
data,1217541600000,21;3312;127
data,1217541600000,21;7058;127
data,1217541600000,21;8360;127
data,1217541600000,21;696;127
data,1217541600000,21;154;127
data,1217541600000,21;8399;127
data,1217541600000,21;5064;127
data,1217541600000,21;6302;127
data,1217541600000,21;3403;127
data,1217541600000,21;8431;127
data,1217541600000,21;4891;127
data,1220220000000,21;2989;127
data,1304596176284,21;8457;127
data,1304596177553,21;8461;127
data,1304596187726,21;8470;127
data,1304596191912,21;4430;127
data,1304596194417,21;7148;127
data,1304596197640,21;8494;127
data,1304596214214,21;2583;127
data,1304596215240,21;3312;127
data,1304596223989,21;8518;127
data,1304596226144,21;8527;127
data,1209592800000,21;8534;127
data,1209592800000,21;1856;127
data,1209592800000,21;3045;127
data,1209592800000,21;1586;127
data,1212271200000,21;7777;127
data,1214863200000,21;8567;127
data,1222812000000,21;7531;127
data,1228086000000,21;7438;127
data,1228086000000,21;7527;127
data,1275343200000,21;8457;128
data,1275343200000,21;2423;128
data,1277935200000,21;8299;128
data,1277935200000,21;3797;128
data,1277935200000,21;7257;128
data,1277935200000,21;8640;128
data,1277935200000,21;8648;129
data,1277935200000,21;6208;129
data,1277935200000,21;8665;129
data,1280613600000,21;5922;129
data,1280613600000,21;2355;129
data,1280613600000,21;7737;129
data,1280613600000,21;8696;129
data,1285884000000,21;8115;129
data,1285884000000,21;3398;129
data,1285884000000,21;5948;129
data,1285884000000,21;995;130
data,1285884000000,21;825;130
data,1285884000000,21;6302;130
data,1285884000000,21;1101;130
data,1285884000000,21;2373;130
data,1285884000000,21;8759;130
data,1285884000000,21;2360;130
data,1285884000000,21;556;130
data,1285884000000,21;1634;130
data,1285884000000,21;3125;130
data,1285884000000,21;3149;130
data,1285884000000,21;8794;130
data,1285884000000,21;8796;131
data,1285884000000,21;8816;131
data,1285884000000,21;7147;131
data,1285884000000,21;3401;131
data,1285884000000,21;1676;132
data,1285884000000,21;778;132
data,1285884000000,21;4932;132
data,1288566000000,21;8859;132
data,1288566000000,21;8863;132
data,1288566000000,21;8869;132
data,1288566000000,21;4237;132
data,1288566000000,21;4643;132
data,1288566000000,21;179;132
data,1288566000000,21;6636;133
data,1288566000000,21;8816;133
data,1288566000000,22;2425;133
data,1291158000000,22;6470;133
data,1291158000000,22;7363;133
data,1291158000000,22;8920;133
data,1291158000000,22;3099;133
data,1291158000000,22;5720;133
data,1293836400000,22;5256;133
data,1293836400000,23;8959;133
data,1296514800000,23;1317;133
data,1296514800000,23;8976;133
data,1298934000000,24;8983;133
data,1304596239074,24;8148;133
data,1304596242695,24;7823;133
data,1304596260969,24;9006;133
data,1304596272248,24;8470;133
data,1304596273351,24;5876;133
data,1283292000000,24;9028;133
data,1283292000000,24;6505;133
data,1283292000000,24;6929;133
data,1283292000000,24;9046;133
data,1283292000000,24;345;133
data,1291158000000,24;9064;133
data,1291158000000,24;4430;133
data,1291158000000,24;6179;133
data,1291158000000,24;6673;133
data,1291158000000,24;3265;133
data,1291158000000,24;9100;133
data,1293836400000,24;516;134
data,1293836400000,24;5859;134
data,1293836400000,24;516;135
data,1296514800000,24;4969;135
data,1296514800000,24;9136;135
data,1296514800000,24;245;136
data,1296514800000,24;4135;136
data,1296514800000,24;8666;136
data,1296514800000,24;8435;137
data,1296514800000,24;4958;138
data,1296514800000,24;8435;139
data,1296514800000,24;3103;140
data,1296514800000,24;1744;140
data,1296514800000,24;201;140
data,1296514800000,24;9190;140
data,1296514800000,24;516;141
data,1296514800000,24;1016;142
data,1296514800000,24;9180;143
data,1296514800000,25;9217;143
data,1296514800000,25;9219;143
data,1296514800000,25;8517;143
data,1296514800000,25;131;144
data,1296514800000,25;8435;145
data,1296514800000,25;3149;145
data,1296514800000,25;9082;146
data,1296514800000,25;7735;146
data,1296514800000,25;1397;146
data,1296514800000,25;5101;146
data,1296514800000,25;4958;147
data,1296514800000,25;6709;147
data,1296514800000,25;131;148
data,1296514800000,25;9284;148
data,1296514800000,25;516;149
data,1296514800000,25;516;150
data,1296514800000,25;245;151
data,1296514800000,25;5470;152
data,1296514800000,25;168;153
data,1298934000000,25;8435;154
data,1298934000000,25;8567;154
data,1298934000000,25;8435;155
data,1298934000000,25;6999;156
data,1298934000000,25;9000;156
data,1298934000000,25;516;157
data,1298934000000,25;2927;157
data,1298934000000,25;5851;158
data,1298934000000,25;7735;158
data,1298934000000,25;9370;158
data,1298934000000,25;1565;158
data,1298934000000,25;8435;159
data,1298934000000,25;516;160
data,1298934000000,25;1205;160
data,1298934000000,25;516;161
data,1298934000000,26;245;162
data,1298934000000,26;5224;163
data,1298934000000,26;3127;164
data,1298934000000,26;8435;165
data,1298934000000,26;5358;165
data,1298934000000,26;3127;166
data,1298934000000,26;5224;167
data,1298934000000,27;516;168
data,1298934000000,27;1016;169
data,1298934000000,27;3127;170
data,1298934000000,27;4958;171
data,1298934000000,27;3442;172
data,1298934000000,27;3119;172
data,1298934000000,27;8435;173
data,1298934000000,27;4958;174
data,1298934000000,27;8435;175
data,1298934000000,27;3578;175
data,1298934000000,27;8880;175
data,1298934000000,27;6008;176
data,1298934000000,28;6008;177
data,1298934000000,28;9367;178
data,1298934000000,28;3127;179
data,1298934000000,28;8435;180
data,1298934000000,28;2349;180
data,1298934000000,28;245;181
data,1298934000000,28;245;182
data,1298934000000,28;6999;183
data,1298934000000,28;5718;184
data,1298934000000,28;3127;185
data,1298934000000,28;3998;185
data,1298934000000,28;516;186
data,1298934000000,28;516;187
data,1298934000000,28;9082;188
data,1298934000000,28;8435;189
data,1298934000000,28;1016;190
data,1298934000000,28;7197;191
data,1298934000000,28;9082;192
data,1304596429856,28;7430;193
data,1304596429049,28;3688;193
data,1304596429840,28;2267;193
data,1304596429340,28;7430;194
data,1304596429357,28;9653;195
data,1304596429273,28;4108;195
data,1304596429090,28;9063;195
data,1304596429027,28;2111;196
data,1304596429182,28;168;197
data,1304596429124,28;6537;197
data,1304596429232,28;7848;197
data,1304596429074,28;3014;197
data,1304596429107,28;9695;198
data,1304596432786,28;1639;198
data,1304596432553,28;9695;199
data,1304596432678,28;777;199
data,1304596432586,28;5839;199
data,1304596432770,28;7430;200
data,1304596432803,28;6492;201
data,1304596432645,28;5795;201
data,1304596432537,28;3275;202
data,1304596432517,28;2111;203
data,1304596432720,28;6702;204
data,1304596433427,28;6999;205
data,1304596433585,28;9367;206
data,1304596433519,28;9771;206
data,1304596433535,28;516;207
data,1304596433444,28;1843;207
data,1304596433477,28;5470;208
data,1304596433552,28;6702;209
data,1304596433461,28;3025;209
data,1304596433410,28;2111;210
data,1304596433569,28;5718;211
data,1304596433610,28;8435;212
data,1304596433502,28;3127;213
data,1304596433627,28;7775;213
data,1304596435600,28;6456;213
data,1304596435733,28;9837;213
data,1304596435617,28;9842;213
data,1304596435533,28;1744;213
data,1304596435658,28;6702;214
data,1304596435708,28;7430;215
data,1304596435492,28;3275;216
data,1304596436275,28;1350;216
data,1304596437731,28;4497;216
data,1304596437839,28;5358;216
data,1304596437806,28;5470;217
data,1304596437709,28;2111;218
data,1304596437773,28;4215;218
data,1304596437914,28;7430;219
data,1304596437823,29;4160;219
data,1304596438039,29;6702;220
data,1304596438097,29;9653;221
data,1304596438988,29;2111;222
data,1304596439121,29;7430;223
data,1304596439063,29;6702;224
data,1304596439030,29;9180;225
data,1304596439706,29;6702;226
data,1304596439046,29;6999;227
data,1304596439154,29;1562;227
data,1304596440312,29;2111;228
data,1304596440328,29;6702;229
data,1304596441769,29;7430;230
data,1304596441785,29;9966;230
data,1304596441752,29;6675;230
data,1304596443491,29;3127;231
data,1304596443467,29;5224;232
data,1304596443433,29;6702;233
data,1304596443398,29;2111;234
data,1304596443450,29;6402;234
data,1304596443416,29;6999;235
data,1304596443508,29;9653;236
data,1304596444469,29;7397;236
data,1304596444499,29;6670;237
data,1304596444482,29;7197;238
data,1304596445832,29;8435;239
data,1304596445848,29;7430;240
data,1304596445790,29;131;241
data,1304596447147,29;3103;242
data,1304596447130,29;2111;243
data,1304596447971,29;6999;244
data,1304596447107,29;10055;244
data,1304596447938,29;9180;245
data,1304596447197,29;6702;246
data,1304596447954,29;3103;247
data,1304596447988,29;1016;248
data,1304596447288,29;9653;249
data,1304596447164,29;7197;250
data,1304596448138,29;7430;251
data,1304596448046,29;1101;251
data,1304596448154,29;9190;251
data,1304596448096,29;131;252
data,1304596448063,29;3127;253
data,1304596448121,29;9367;254
data,1304596448029,29;5224;255
data,1304596448079,30;168;256
data,1304596448712,30;3275;257
data,1304596448013,30;245;258
data,1304596449570,30;3103;259
data,1304596449669,30;9653;260
data,1304596449636,30;7430;261
data,1304596450735,30;3095;261
data,1304596450723,30;3103;262
data,1304596450851,30;4327;262
data,1304596450835,30;8435;263
data,1304596450793,30;1016;264
data,1304596450244,30;3127;265
data,1304596450818,30;131;266
data,1304596450190,30;516;267
data,1304596450210,30;8435;268
data,1304596451393,30;1350;268
data,1304596453865,30;9000;268
data,1304596453832,31;6999;269
data,1304596453940,31;168;270
data,1304596453973,31;1744;270
data,1304596453898,31;4313;270
data,1304596453815,31;5408;270
data,1304596453956,31;8941;270
data,1304596454023,31;6702;271
data,1304596454006,31;9141;271
data,1304596454065,31;6724;271
data,1304596455056,31;5101;271
data,1304596455088,31;6702;272
data,1304596455030,32;7197;273
data,1304596455014,33;9180;274
data,1304596455986,33;4551;274
data,1304596455072,33;6670;275
data,1304596455163,33;6492;276
data,1304596456096,33;8594;276
data,1304596456112,33;9653;277
data,1304596456021,33;9802;277
data,1304596456079,33;7430;278
data,1304596458131,33;2111;279
data,1304596458194,33;10295;279
data,1304596458378,33;7754;279
data,1304596458393,33;6702;280
data,1304596458486,33;7430;281
data,1304596459127,33;6702;282
data,1304596459192,33;7430;283
data,1304596459079,33;2111;284
data,1304596459101,33;8407;284
data,1304596459209,33;9653;285
data,1304596459176,33;7205;285
data,1304596460233,33;4453;285
data,1304596460325,33;8788;285
data,1304596460341,33;131;286
data,1304596460217,33;5470;287
data,1304596460266,33;2855;288
data,1304596460283,33;7197;289
data,1304596460400,33;7603;289
data,1304596460125,33;8110;289
data,1304596460175,33;10361;289
data,1304596461199,33;7430;290
data,1304596461090,33;6008;291
data,1304596461215,33;6907;291
data,1304596461057,33;3103;292
data,1304596461182,33;8435;293
data,1304596461041,33;2111;294
data,1304596461787,33;6702;295
data,1304596461074,33;9180;296
data,1304596462417,33;2111;297
data,1304596462581,33;9653;298
data,1304596462547,33;7430;299
data,1304596462481,33;6702;300
data,1304596463257,33;7430;301
data,1304596463289,33;9653;302
data,1304596463272,33;5470;303
data,1304596463231,33;4915;303
data,1304596463164,34;76;303
data,1304596463198,34;6702;304
data,1304596463142,34;2111;305
data,1304596464697,34;1016;306
data,1304596465653,34;3127;307
data,1304596465575,34;2111;308
data,1304596467368,34;516;309
data,1304596467476,34;6492;310
data,1304596467385,34;10460;310
data,1304596467460,34;9490;310
data,1304596467351,34;7197;311
data,1304596468367,34;4807;311
data,1304596468307,34;9180;312
data,1304596468384,34;7430;313
data,1304596471272,35;3127;314
data,1304596471197,36;2111;315
data,1304596471214,36;6702;316
data,1304596471289,36;9653;317
data,1304596471231,36;8435;318
data,1304596471257,36;8502;318
data,1304596472879,36;6702;319
data,1304596472813,36;2111;320
data,1304596472970,36;7430;321
data,1304596472912,36;10516;321
data,1304596473004,36;9653;322
data,1304596474266,36;7566;322
data,1304596474361,36;9653;323
data,1304596475325,36;2111;324
data,1304596475451,36;7430;325
data,1304596475484,36;9653;326
data,1304596475368,36;6702;327
data,1304596476492,36;131;328
data,1304596476575,36;7430;329
data,1304596476425,36;2243;329
data,1304596476360,36;10561;329
data,1304596476316,36;2111;330
data,1304596476408,36;10460;330
