New Run at  07/13/2017 20:13:27
, Time, RandomReward; N_LinUCBReward; 
data,1259622000000,1974;6399;16326
data,1288566000000,1974;9911;16326
data,1262300400000,1974;5301;16326
data,1262300400000,1974;4277;16326
data,1262300400000,1974;2990;16327
data,1262300400000,1974;11613;16327
data,1262300400000,1974;7243;16327
data,1262300400000,1974;1251;16327
data,1262300400000,1974;6225;16327
data,1262300400000,1974;3522;16327
data,1262300400000,1974;10488;16327
data,1262300400000,1974;12272;16327
data,1262300400000,1974;6956;16327
data,1262300400000,1974;9412;16328
data,1262300400000,1974;9100;16328
data,1262300400000,1974;9014;16328
data,1262300400000,1974;7085;16328
data,1262300400000,1974;1236;16328
data,1262300400000,1974;1563;16328
data,1264978800000,1974;5107;16328
data,1264978800000,1974;8413;16329
data,1264978800000,1974;1481;16329
data,1264978800000,1974;8354;16330
data,1270072800000,1974;6301;16331
data,1270072800000,1974;2192;16331
data,1270072800000,1974;8378;16331
data,1270072800000,1974;11753;16331
data,1270072800000,1974;3312;16332
data,1272664800000,1974;5278;16332
data,1272664800000,1974;11811;16332
data,1272664800000,1974;3144;16333
data,1272664800000,1974;9016;16333
data,1272664800000,1974;6673;16333
data,1272664800000,1975;8413;16334
data,1272664800000,1975;8417;16334
data,1272664800000,1975;7406;16335
data,1272664800000,1975;12072;16335
data,1272664800000,1975;3356;16335
data,1272664800000,1975;471;16335
data,1272664800000,1975;12072;16335
data,1272664800000,1975;4867;16335
data,1272664800000,1975;1485;16335
data,1272664800000,1975;8736;16335
data,1272664800000,1975;2738;16335
data,1272664800000,1975;719;16335
data,1275343200000,1976;8139;16335
data,1275343200000,1976;10058;16335
data,1275343200000,1976;495;16335
data,1275343200000,1976;2350;16336
data,1275343200000,1976;4793;16336
data,1275343200000,1976;12520;16336
data,1275343200000,1976;3015;16337
data,1275343200000,1976;5405;16337
data,1275343200000,1976;7495;16338
data,1275343200000,1976;201;16339
data,1275343200000,1976;8413;16340
data,1275343200000,1976;5602;16340
data,1275343200000,1976;8623;16340
data,1275343200000,1976;5693;16341
data,1275343200000,1976;5930;16342
data,1275343200000,1976;1813;16342
data,1275343200000,1976;5358;16342
data,1275343200000,1976;4717;16342
data,1275343200000,1976;5767;16342
data,1275343200000,1977;9695;16343
data,1275343200000,1977;2266;16344
data,1275343200000,1977;1332;16344
data,1275343200000,1977;8959;16344
data,1280613600000,1977;548;16345
data,1280613600000,1977;9966;16346
data,1291158000000,1977;12133;16346
data,1291158000000,1977;7801;16346
data,1293836400000,1977;10247;16346
data,1293836400000,1977;8662;16347
data,1293836400000,1977;2191;16347
data,1293836400000,1977;6143;16347
data,1293836400000,1977;10699;16347
data,1293836400000,1977;11798;16347
data,1220220000000,1977;3747;16347
data,1220220000000,1977;4887;16347
data,1220220000000,1977;1646;16347
data,1220220000000,1977;9210;16347
data,1220220000000,1977;1482;16347
data,1220220000000,1977;103;16347
data,1220220000000,1977;2100;16347
data,1220220000000,1977;9406;16347
data,1220220000000,1977;969;16347
data,1220220000000,1978;6402;16347
data,1220220000000,1978;11394;16347
data,1220220000000,1978;7197;16347
data,1225494000000,1978;5478;16347
data,1225494000000,1978;41;16347
data,1225494000000,1978;2552;16347
data,1225494000000,1978;6800;16347
data,1225494000000,1978;12291;16347
data,1225494000000,1978;5942;16347
data,1225494000000,1978;9523;16347
data,1225494000000,1978;778;16348
data,1225494000000,1978;6588;16348
data,1225494000000,1978;728;16348
data,1225494000000,1978;1933;16348
data,1225494000000,1978;4434;16348
data,1225494000000,1978;5377;16349
data,1225494000000,1978;11787;16349
data,1225494000000,1978;5801;16350
data,1225494000000,1978;347;16351
data,1225494000000,1978;6289;16351
data,1225494000000,1978;2858;16351
data,1225494000000,1978;10109;16351
data,1228086000000,1978;3768;16351
data,1228086000000,1978;10291;16351
data,1228086000000,1978;2565;16351
data,1228086000000,1978;420;16351
data,1228086000000,1978;6387;16351
data,1228086000000,1978;3493;16351
data,1228086000000,1978;6038;16352
data,1228086000000,1978;5575;16352
data,1228086000000,1978;8063;16352
data,1228086000000,1978;1906;16352
data,1228086000000,1978;8091;16352
data,1228086000000,1978;10500;16352
data,1228086000000,1978;8562;16352
data,1228086000000,1978;2033;16352
data,1228086000000,1978;7147;16352
data,1228086000000,1978;5743;16352
data,1228086000000,1978;268;16352
data,1230764400000,1978;11145;16352
data,1230764400000,1978;6022;16352
data,1230764400000,1979;6459;16353
data,1230764400000,1980;11262;16353
data,1230764400000,1980;5569;16353
data,1230764400000,1980;9560;16353
data,1230764400000,1980;7580;16353
data,1230764400000,1980;11642;16353
data,1230764400000,1980;7147;16353
data,1233442800000,1980;3345;16353
data,1233442800000,1980;11030;16353
data,1233442800000,1980;8816;16353
data,1233442800000,1980;9690;16353
data,1233442800000,1980;9496;16353
data,1233442800000,1980;2269;16353
data,1233442800000,1981;6561;16353
data,1235862000000,1981;70;16353
data,1235862000000,1981;70;16353
data,1238536800000,1981;5602;16354
data,1238536800000,1981;12213;16354
data,1241128800000,1982;4477;16354
data,1241128800000,1982;1853;16354
data,1243807200000,1982;6007;16355
data,1243807200000,1982;318;16355
data,1243807200000,1982;7231;16356
data,1243807200000,1982;3578;16356
data,1243807200000,1982;11965;16356
data,1243807200000,1982;919;16357
data,1243807200000,1982;5366;16357
data,1243807200000,1982;4287;16358
data,1246399200000,1982;9263;16358
data,1246399200000,1982;4813;16358
data,1246399200000,1982;6475;16359
data,1246399200000,1982;566;16359
data,1246399200000,1982;10202;16359
data,1246399200000,1982;6047;16360
data,1246399200000,1982;9704;16360
data,1246399200000,1982;2388;16361
data,1246399200000,1982;3116;16362
data,1246399200000,1982;9071;16362
data,1246399200000,1982;827;16362
data,1246399200000,1982;8910;16362
data,1246399200000,1982;9494;16362
data,1246399200000,1982;8717;16363
data,1246399200000,1982;11669;16364
data,1246399200000,1982;857;16364
data,1246399200000,1982;11202;16364
data,1246399200000,1982;3213;16364
data,1246399200000,1982;7391;16365
data,1246399200000,1982;919;16366
data,1246399200000,1982;11973;16366
data,1246399200000,1982;6740;16366
data,1249077600000,1982;3122;16366
data,1249077600000,1982;6622;16367
data,1249077600000,1982;3561;16368
data,1249077600000,1982;1048;16368
data,1249077600000,1982;366;16368
data,1249077600000,1982;9129;16368
data,1249077600000,1982;9917;16368
data,1249077600000,1982;8790;16368
data,1249077600000,1982;124;16368
data,1249077600000,1982;5371;16368
data,1249077600000,1982;1688;16368
data,1249077600000,1982;6673;16368
data,1249077600000,1982;8470;16368
data,1249077600000,1982;12143;16368
data,1249077600000,1982;2120;16369
data,1249077600000,1982;11079;16369
data,1249077600000,1982;6139;16369
data,1249077600000,1982;8521;16369
data,1249077600000,1982;3014;16370
data,1249077600000,1982;11066;16370
data,1249077600000,1982;8294;16370
data,1249077600000,1982;10660;16370
data,1249077600000,1982;203;16371
data,1249077600000,1982;3317;16372
data,1249077600000,1982;1449;16372
data,1249077600000,1982;5120;16373
data,1249077600000,1982;2062;16373
data,1249077600000,1983;9148;16373
data,1249077600000,1983;8788;16373
data,1249077600000,1983;7229;16373
data,1251756000000,1984;4581;16374
data,1251756000000,1984;2543;16374
data,1251756000000,1984;2196;16374
data,1251756000000,1984;5170;16374
data,1251756000000,1984;5764;16375
data,1257030000000,1984;12149;16375
data,1257030000000,1984;12378;16375
data,1259622000000,1984;8641;16375
data,1262300400000,1984;1313;16375
data,1264978800000,1984;3387;16375
data,1264978800000,1984;4962;16375
data,1264978800000,1984;3098;16376
data,1267398000000,1984;2097;16376
data,1267398000000,1984;9896;16376
data,1272664800000,1984;10522;16377
data,1283292000000,1984;102;16377
data,1285884000000,1984;5170;16377
data,1291158000000,1984;5544;16377
data,1291158000000,1984;4174;16377
data,1296514800000,1984;9836;16377
data,1298934000000,1984;6036;16377
data,1304614010809,1984;6169;16377
data,1304614015745,1984;10043;16377
data,1304614015761,1984;6220;16377
data,1304614017094,1984;10808;16377
data,1304614017112,1984;11851;16377
data,1304614024996,1984;8225;16377
data,1304614025010,1984;6940;16377
data,1188597600000,1984;5764;16377
data,1188597600000,1984;10291;16377
data,1188597600000,1984;3593;16377
data,1188597600000,1984;6874;16377
data,1188597600000,1984;689;16377
data,1188597600000,1984;10348;16377
data,1188597600000,1984;3696;16377
data,1188597600000,1984;10177;16377
data,1188597600000,1984;4922;16377
data,1188597600000,1984;516;16377
data,1188597600000,1984;4998;16377
data,1188597600000,1984;7529;16377
data,1188597600000,1984;6078;16377
data,1188597600000,1984;5943;16378
data,1188597600000,1984;4831;16378
data,1188597600000,1984;2350;16378
data,1188597600000,1984;923;16379
data,1188597600000,1984;3753;16379
data,1188597600000,1984;11413;16379
data,1188597600000,1984;11233;16379
data,1188597600000,1984;9714;16380
data,1188597600000,1984;1051;16380
data,1188597600000,1984;3442;16380
data,1188597600000,1984;8814;16380
data,1188597600000,1984;4333;16380
data,1188597600000,1984;9813;16380
data,1188597600000,1984;4336;16381
data,1188597600000,1984;7495;16381
data,1188597600000,1984;11541;16381
data,1188597600000,1984;536;16381
data,1188597600000,1984;11019;16381
data,1188597600000,1984;4185;16381
data,1188597600000,1984;8947;16381
data,1188597600000,1984;10541;16382
data,1188597600000,1984;4808;16382
data,1188597600000,1984;2646;16382
data,1188597600000,1984;5856;16382
data,1188597600000,1984;6937;16382
data,1188597600000,1984;8422;16382
data,1188597600000,1984;9812;16382
data,1188597600000,1984;778;16382
data,1188597600000,1984;7231;16382
data,1188597600000,1984;8467;16382
data,1188597600000,1984;516;16382
data,1188597600000,1984;3252;16383
data,1188597600000,1984;4323;16383
data,1188597600000,1984;669;16383
data,1188597600000,1984;2044;16383
data,1188597600000,1984;1139;16383
data,1188597600000,1984;10778;16383
data,1188597600000,1984;3578;16383
data,1188597600000,1984;9005;16383
data,1188597600000,1984;3764;16383
data,1188597600000,1984;7725;16383
data,1188597600000,1984;3887;16383
data,1188597600000,1984;1520;16383
data,1188597600000,1984;8566;16383
data,1188597600000,1984;740;16384
data,1188597600000,1984;9266;16384
data,1188597600000,1984;11063;16385
data,1188597600000,1984;6020;16386
data,1188597600000,1984;10537;16386
data,1188597600000,1984;9548;16387
data,1188597600000,1984;6823;16387
data,1188597600000,1984;4645;16387
data,1188597600000,1984;9159;16387
data,1188597600000,1984;612;16388
data,1188597600000,1984;10565;16389
data,1188597600000,1984;7230;16390
data,1188597600000,1984;229;16391
data,1188597600000,1984;244;16392
data,1188597600000,1984;11973;16392
data,1188597600000,1984;3424;16393
data,1188597600000,1984;7677;16393
data,1191189600000,1984;11806;16393
data,1191189600000,1984;8576;16393
data,1193871600000,1984;2519;16393
data,1193871600000,1984;8151;16393
data,1233442800000,1984;1946;16393
data,1235862000000,1984;3664;16393
data,1249077600000,1984;7343;16394
data,1249077600000,1984;923;16395
data,1254348000000,1984;3727;16395
data,1254348000000,1984;4619;16396
data,1254348000000,1984;1313;16396
data,1254348000000,1984;11492;16396
data,1254348000000,1984;8716;16396
data,1254348000000,1984;7574;16397
data,1257030000000,1984;4044;16397
data,1257030000000,1984;11011;16397
data,1257030000000,1984;9074;16397
data,1257030000000,1984;10320;16397
data,1257030000000,1984;4522;16397
data,1257030000000,1984;10177;16397
data,1257030000000,1984;7231;16397
data,1259622000000,1984;3366;16398
data,1259622000000,1984;9989;16398
data,1259622000000,1984;2794;16398
data,1259622000000,1984;4933;16399
data,1259622000000,1984;11953;16400
data,1259622000000,1984;729;16400
data,1259622000000,1984;3673;16400
data,1259622000000,1984;9185;16401
data,1259622000000,1984;10401;16401
data,1259622000000,1984;3356;16401
data,1259622000000,1984;1283;16401
data,1259622000000,1985;7079;16401
data,1259622000000,1985;7716;16401
data,1262300400000,1985;2627;16401
data,1262300400000,1985;3950;16401
data,1262300400000,1985;9989;16401
data,1262300400000,1985;4921;16402
data,1262300400000,1985;2888;16402
data,1262300400000,1985;2938;16402
data,1262300400000,1985;5051;16403
data,1264978800000,1985;2844;16403
data,1264978800000,1985;6038;16403
data,1264978800000,1985;6152;16403
data,1264978800000,1985;12481;16403
data,1264978800000,1985;12106;16403
data,1264978800000,1985;7260;16403
data,1264978800000,1985;3337;16403
data,1264978800000,1985;1204;16403
data,1264978800000,1985;5051;16404
data,1264978800000,1986;5577;16404
data,1264978800000,1986;593;16404
data,1264978800000,1986;8260;16404
data,1264978800000,1986;244;16405
data,1264978800000,1986;8011;16405
data,1264978800000,1986;2136;16405
data,1264978800000,1986;6353;16405
data,1264978800000,1986;5362;16405
data,1264978800000,1986;9422;16405
data,1264978800000,1986;244;16406
data,1264978800000,1987;12433;16407
data,1264978800000,1987;4336;16408
data,1264978800000,1987;1564;16408
data,1264978800000,1987;12349;16408
data,1264978800000,1987;10236;16408
data,1264978800000,1987;41;16408
data,1264978800000,1987;7941;16408
data,1264978800000,1987;7540;16408
data,1264978800000,1987;2589;16409
data,1264978800000,1987;2380;16409
data,1264978800000,1987;5181;16409
data,1264978800000,1987;6425;16409
data,1264978800000,1987;5961;16409
data,1264978800000,1987;8040;16409
data,1264978800000,1987;11502;16409
data,1264978800000,1987;9763;16410
data,1264978800000,1987;5630;16411
data,1264978800000,1987;3791;16411
data,1264978800000,1987;7219;16411
data,1264978800000,1987;8009;16412
data,1264978800000,1987;7230;16413
data,1264978800000,1987;1126;16413
data,1264978800000,1987;5426;16413
data,1264978800000,1987;8293;16413
data,1264978800000,1987;4055;16413
data,1264978800000,1987;10225;16413
data,1264978800000,1987;12266;16414
data,1264978800000,1987;2553;16414
data,1264978800000,1987;8422;16414
data,1264978800000,1987;11720;16414
data,1264978800000,1987;2005;16415
data,1264978800000,1987;8683;16416
data,1264978800000,1987;229;16417
data,1264978800000,1987;9763;16418
data,1264978800000,1987;7766;16418
data,1264978800000,1987;12470;16419
data,1264978800000,1987;4031;16419
data,1264978800000,1987;530;16419
data,1264978800000,1987;6803;16419
data,1264978800000,1987;7231;16419
data,1264978800000,1987;7941;16419
data,1264978800000,1987;4959;16419
data,1267398000000,1987;3673;16419
data,1267398000000,1987;6038;16419
data,1267398000000,1987;6722;16419
data,1267398000000,1987;225;16419
data,1267398000000,1987;11254;16419
data,1267398000000,1987;4162;16419
data,1267398000000,1987;6671;16419
data,1267398000000,1987;3696;16419
data,1267398000000,1987;840;16419
data,1267398000000,1987;53;16419
data,1267398000000,1987;1656;16419
data,1267398000000,1987;7725;16419
data,1267398000000,1987;2204;16419
data,1267398000000,1987;6584;16419
data,1267398000000,1987;1136;16419
data,1267398000000,1987;7865;16419
data,1267398000000,1987;1058;16419
data,1267398000000,1987;6996;16419
data,1267398000000,1987;6717;16419
data,1267398000000,1987;10728;16419
data,1267398000000,1987;3566;16419
data,1267398000000,1987;1482;16419
data,1267398000000,1987;4268;16419
data,1270072800000,1987;6288;16420
data,1270072800000,1987;1421;16420
data,1272664800000,1987;7222;16420
data,1272664800000,1987;6143;16420
data,1272664800000,1987;5096;16421
data,1272664800000,1987;7736;16421
data,1272664800000,1987;1221;16421
data,1272664800000,1987;10246;16422
data,1272664800000,1987;12106;16422
data,1272664800000,1987;2537;16422
data,1272664800000,1987;2487;16422
data,1275343200000,1987;3493;16423
data,1275343200000,1987;802;16423
data,1275343200000,1987;11720;16423
data,1275343200000,1987;4536;16423
data,1275343200000,1987;7619;16423
data,1275343200000,1987;11699;16423
data,1277935200000,1987;7813;16423
data,1277935200000,1987;4316;16423
data,1280613600000,1987;6537;16423
data,1280613600000,1987;895;16423
data,1280613600000,1987;8023;16423
data,1280613600000,1987;1051;16423
