New Run at  07/24/2017 14:48:22
, Time, RandomReward; UniformAdTSReward; 
data,1296514800000,977;4959;6646
data,1296514800000,977;4331;6646
data,1296514800000,977;1761;6646
data,1296514800000,977;12002;6646
data,1296514800000,977;5431;6646
data,1296514800000,977;12446;6646
data,1296514800000,977;4778;6647
data,1296514800000,977;5559;6647
data,1296514800000,977;11451;6647
data,1296514800000,977;1720;6647
data,1296514800000,977;6575;6647
data,1296514800000,977;5369;6647
data,1296514800000,977;9026;6647
data,1296514800000,977;9325;6648
data,1296514800000,978;3779;6648
data,1296514800000,978;4780;6649
data,1296514800000,978;2962;6650
data,1296514800000,978;10207;6651
data,1296514800000,978;4768;6651
data,1296514800000,978;3993;6651
data,1296514800000,978;2517;6652
data,1296514800000,978;4778;6653
data,1296514800000,978;3475;6653
data,1296514800000,978;4973;6653
data,1296514800000,978;1010;6654
data,1296514800000,978;11635;6654
data,1296514800000,978;7020;6654
data,1296514800000,978;3193;6654
data,1296514800000,978;8152;6655
data,1296514800000,978;2806;6656
data,1296514800000,978;9001;6656
data,1296514800000,978;2423;6656
data,1296514800000,978;6776;6657
data,1296514800000,978;8939;6657
data,1298934000000,978;5314;6657
data,1298934000000,978;10452;6657
data,1298934000000,978;5052;6657
data,1298934000000,978;1297;6657
data,1298934000000,978;10504;6657
data,1298934000000,978;8224;6657
data,1298934000000,978;10907;6657
data,1298934000000,978;4982;6657
data,1298934000000,978;2484;6657
data,1298934000000,978;11451;6657
data,1298934000000,978;9211;6657
data,1298934000000,978;11834;6657
data,1298934000000,978;5652;6657
data,1298934000000,978;9502;6657
data,1298934000000,978;248;6657
data,1298934000000,978;3423;6657
data,1298934000000,978;11037;6657
data,1298934000000,978;2826;6657
data,1298934000000,978;1375;6657
data,1298934000000,978;3238;6657
data,1298934000000,978;11585;6657
data,1298934000000,978;2009;6657
data,1298934000000,978;8491;6657
data,1298934000000,978;6722;6657
data,1298934000000,978;320;6657
data,1298934000000,978;2660;6658
data,1298934000000,978;5949;6658
data,1298934000000,979;3451;6658
data,1298934000000,979;1856;6658
data,1298934000000,979;8320;6658
data,1304603044956,980;386;6659
data,1304603044890,980;6401;6660
data,1304603044857,981;1921;6660
data,1304603044607,981;11020;6661
data,1304603044739,981;7739;6662
data,1304603045869,981;320;6662
data,1304603048802,981;6401;6663
data,1304603048952,981;5606;6663
data,1304603048785,981;7363;6663
data,1304603051999,981;6650;6663
data,1304603052432,982;10223;6664
data,1304603052514,982;1692;6664
data,1304603052548,982;10462;6664
data,1304603052316,982;11754;6664
data,1304603061382,982;5889;6664
data,1304603061032,982;5431;6664
data,1304603061465,982;12152;6664
data,1304603061315,982;11566;6664
data,1304603061216,982;2073;6664
data,1304603062589,982;7954;6664
data,1304603062556,982;12419;6665
data,1304603062622,982;850;6665
data,1304603064228,982;11504;6666
data,1304603064253,982;9873;6666
data,1304603064570,982;4269;6666
data,1304603064320,982;2986;6666
data,1304603064678,982;4282;6666
data,1304603064270,982;3654;6666
data,1304603068740,982;7739;6667
data,1304603068557,982;11020;6668
data,1304603068407,982;11504;6669
data,1304603068940,982;386;6670
data,1304603071565,982;5054;6670
data,1304603072712,983;11476;6670
data,1304603072779,984;3887;6670
data,1304603072679,984;7101;6670
data,1304603075784,984;11020;6671
data,1304603075646,984;11504;6672
data,1304603075951,985;930;6672
data,1304603076150,985;3676;6672
data,1304603076075,985;10223;6673
data,1304603079213,985;10223;6674
data,1304603079197,985;11504;6675
data,1304603090652,985;4775;6675
data,1304603091135,985;10966;6675
data,1304603091543,985;11766;6675
data,1304603091027,985;10192;6675
data,1304603093682,985;12358;6675
data,1304603094090,985;8443;6675
data,1304603098494,986;124;6675
data,1304603098744,986;1702;6675
data,1304603098777,986;8801;6675
data,1304603098545,986;6141;6675
data,1304603102764,986;4892;6675
data,1304603103380,986;10914;6675
data,1304603103081,986;3503;6675
data,1304603104254,986;10223;6676
data,1304603104238,986;11504;6677
data,1304603105345,986;2228;6677
data,1304603106244,986;5181;6677
data,1304603109974,986;3805;6677
data,1304603109908,986;5768;6678
data,1304603109891,986;3111;6678
data,1304603110191,986;10114;6678
data,1304603110906,986;70;6678
data,1304603110274,986;8148;6678
data,1304603110025,986;1680;6678
data,1304603110041,986;8184;6678
data,1193871600000,986;6251;6678
data,1193871600000,986;3515;6678
data,1214863200000,986;6483;6678
data,1214863200000,986;5768;6678
data,1214863200000,986;8276;6678
data,1217541600000,986;9611;6678
data,1235862000000,986;4980;6678
data,1235862000000,986;11483;6678
data,1235862000000,986;41;6678
data,1235862000000,986;6401;6678
data,1235862000000,986;11189;6678
data,1246399200000,986;2982;6679
data,1246399200000,986;7087;6679
data,1246399200000,986;3228;6679
data,1246399200000,986;10626;6679
data,1246399200000,986;1124;6679
data,1246399200000,986;8426;6680
data,1246399200000,986;8426;6681
data,1246399200000,986;5547;6681
data,1246399200000,986;5366;6681
data,1246399200000,986;10581;6681
data,1246399200000,987;10914;6681
data,1277935200000,987;8842;6681
data,1277935200000,987;8749;6682
data,1277935200000,987;4812;6682
data,1277935200000,987;11520;6683
data,1277935200000,987;6251;6683
data,1277935200000,987;960;6683
data,1277935200000,987;2988;6683
data,1277935200000,987;12250;6683
data,1277935200000,987;11879;6683
data,1277935200000,987;1747;6683
data,1277935200000,987;598;6683
data,1277935200000,987;8590;6683
data,1188597600000,987;6521;6683
data,1188597600000,987;8827;6683
data,1188597600000,987;2635;6683
data,1188597600000,987;11019;6683
data,1188597600000,987;8211;6683
data,1188597600000,987;1204;6683
data,1188597600000,987;11080;6683
data,1188597600000,987;9973;6684
data,1188597600000,987;2094;6684
data,1188597600000,987;4407;6684
data,1188597600000,987;2614;6684
data,1191189600000,987;257;6684
data,1204326000000,987;6557;6684
data,1204326000000,987;8554;6684
data,1191189600000,987;7817;6684
data,1191189600000,987;7837;6684
data,1191189600000,988;200;6684
data,1191189600000,988;9310;6684
data,1191189600000,988;11007;6684
data,1191189600000,988;4675;6684
data,1191189600000,988;7192;6684
data,1191189600000,988;6737;6684
data,1191189600000,988;9818;6685
data,1191189600000,988;2111;6685
data,1191189600000,988;7329;6686
data,1191189600000,988;2616;6686
data,1191189600000,988;802;6687
data,1191189600000,988;5356;6687
data,1191189600000,988;2336;6687
data,1191189600000,988;9428;6687
data,1191189600000,988;6466;6687
data,1191189600000,989;2660;6688
data,1191189600000,989;1542;6688
data,1191189600000,989;5582;6688
data,1191189600000,989;4628;6688
data,1191189600000,989;2338;6688
data,1191189600000,989;9312;6688
data,1191189600000,989;1611;6689
data,1191189600000,989;10720;6690
data,1191189600000,989;4051;6691
data,1191189600000,989;1661;6692
data,1191189600000,989;5431;6693
data,1191189600000,990;4290;6693
data,1191189600000,990;375;6694
data,1191189600000,990;2367;6694
data,1191189600000,990;6199;6694
data,1193871600000,990;5231;6694
data,1193871600000,990;3844;6694
data,1193871600000,990;1010;6694
data,1193871600000,990;8748;6694
data,1193871600000,990;1847;6694
data,1193871600000,990;1715;6694
data,1193871600000,990;10175;6694
data,1193871600000,990;4528;6694
data,1193871600000,990;3658;6694
data,1193871600000,990;8300;6694
data,1193871600000,990;5652;6694
data,1193871600000,990;10197;6695
data,1193871600000,990;4637;6695
data,1193871600000,990;8356;6696
data,1193871600000,990;3817;6696
data,1193871600000,990;10637;6696
data,1193871600000,990;1539;6696
data,1193871600000,990;10858;6696
data,1193871600000,990;8170;6696
data,1193871600000,990;11566;6696
data,1193871600000,990;11726;6696
data,1193871600000,990;11743;6696
data,1193871600000,990;7199;6696
data,1193871600000,990;5068;6696
data,1193871600000,990;12189;6696
data,1193871600000,990;4533;6696
data,1193871600000,990;4349;6696
data,1193871600000,991;4258;6696
data,1193871600000,991;12290;6696
data,1193871600000,991;8398;6696
data,1193871600000,991;8357;6697
data,1193871600000,991;10247;6698
data,1193871600000,991;4768;6699
data,1193871600000,991;4766;6699
data,1193871600000,991;5310;6699
data,1193871600000,991;8309;6700
data,1193871600000,991;6846;6701
data,1193871600000,991;9791;6701
data,1193871600000,991;8556;6701
data,1193871600000,991;9717;6701
data,1193871600000,991;10391;6702
data,1193871600000,991;7700;6703
data,1193871600000,992;7163;6704
data,1193871600000,992;8812;6705
data,1193871600000,993;3626;6705
data,1193871600000,993;999;6705
data,1193871600000,993;11509;6705
data,1193871600000,993;6592;6706
data,1193871600000,993;2009;6706
data,1193871600000,993;1983;6706
data,1193871600000,993;4337;6706
data,1193871600000,993;11094;6706
data,1193871600000,993;11098;6706
data,1193871600000,993;1285;6706
data,1193871600000,993;12108;6707
data,1193871600000,993;3592;6707
data,1193871600000,993;10094;6708
data,1193871600000,993;2621;6708
data,1193871600000,993;4598;6709
data,1193871600000,993;10990;6709
data,1193871600000,993;3816;6709
data,1193871600000,993;9167;6709
data,1193871600000,994;4031;6709
data,1193871600000,994;10619;6709
data,1193871600000,994;6192;6710
data,1193871600000,994;6180;6710
data,1193871600000,994;5467;6710
data,1193871600000,994;2459;6710
data,1193871600000,994;1305;6710
data,1193871600000,994;11114;6710
data,1193871600000,994;7571;6710
data,1193871600000,994;12358;6711
data,1193871600000,994;86;6711
data,1193871600000,995;10302;6711
data,1193871600000,995;5364;6711
data,1193871600000,996;7396;6712
data,1193871600000,996;2327;6712
data,1193871600000,996;11264;6712
data,1193871600000,996;4637;6712
data,1193871600000,996;1375;6713
data,1193871600000,996;12201;6714
data,1193871600000,997;1285;6714
data,1193871600000,997;12399;6715
data,1193871600000,997;12152;6716
data,1193871600000,997;5496;6716
data,1193871600000,997;12305;6717
data,1193871600000,997;10696;6717
data,1193871600000,997;5647;6717
data,1193871600000,997;12026;6717
data,1193871600000,997;3733;6717
data,1193871600000,997;11983;6717
data,1193871600000,998;12154;6717
data,1193871600000,998;2563;6718
data,1193871600000,998;3034;6718
data,1193871600000,998;7696;6718
data,1193871600000,998;6678;6718
data,1193871600000,998;218;6719
data,1193871600000,998;5972;6719
data,1193871600000,998;9047;6720
data,1193871600000,998;10696;6720
data,1193871600000,998;2238;6721
data,1193871600000,998;887;6721
data,1193871600000,998;2575;6721
data,1193871600000,998;4839;6722
data,1193871600000,998;7108;6722
data,1193871600000,998;6979;6723
data,1193871600000,998;5160;6723
data,1193871600000,998;5371;6724
data,1193871600000,998;7199;6724
data,1193871600000,998;10926;6724
data,1193871600000,998;4524;6725
data,1193871600000,998;5163;6725
data,1193871600000,998;10696;6725
data,1193871600000,998;8671;6725
data,1193871600000,999;11554;6725
data,1193871600000,999;8620;6725
data,1193871600000,999;3223;6725
data,1193871600000,999;11113;6726
data,1193871600000,999;1047;6727
data,1196463600000,999;3549;6728
data,1196463600000,999;2796;6728
data,1196463600000,1000;690;6728
data,1196463600000,1000;4629;6728
data,1196463600000,1000;6537;6729
data,1196463600000,1000;4349;6729
data,1196463600000,1001;3520;6729
data,1196463600000,1001;5114;6729
data,1196463600000,1001;1725;6730
data,1196463600000,1001;4284;6730
data,1196463600000,1001;255;6730
data,1196463600000,1001;11329;6730
data,1196463600000,1001;12154;6730
data,1196463600000,1002;85;6730
data,1196463600000,1002;8936;6730
data,1196463600000,1002;10302;6730
data,1196463600000,1002;7954;6731
data,1196463600000,1002;3203;6731
data,1196463600000,1002;6822;6731
data,1196463600000,1002;5572;6731
data,1196463600000,1002;10484;6732
data,1196463600000,1002;9325;6732
data,1199142000000,1002;4685;6733
data,1199142000000,1002;11020;6734
data,1199142000000,1003;830;6734
data,1199142000000,1003;9211;6735
data,1199142000000,1003;5889;6735
data,1199142000000,1003;9908;6735
data,1201820400000,1003;2241;6736
data,1201820400000,1004;5790;6737
data,1201820400000,1004;10103;6737
data,1201820400000,1004;11126;6738
data,1201820400000,1004;8804;6739
data,1204326000000,1004;2072;6739
data,1204326000000,1004;8314;6739
data,1204326000000,1004;6958;6739
data,1204326000000,1004;1584;6740
data,1204326000000,1004;7827;6741
data,1204326000000,1004;10637;6741
data,1204326000000,1004;8033;6741
data,1204326000000,1004;2293;6742
data,1204326000000,1004;11505;6742
data,1207000800000,1004;6150;6742
data,1207000800000,1004;226;6743
data,1207000800000,1004;4117;6743
data,1207000800000,1004;4284;6743
data,1207000800000,1004;6634;6744
data,1207000800000,1004;993;6744
data,1209592800000,1004;8629;6745
data,1209592800000,1004;9863;6745
data,1209592800000,1004;2962;6746
data,1209592800000,1004;3173;6747
data,1209592800000,1004;7233;6747
data,1209592800000,1004;1214;6747
data,1209592800000,1004;3511;6747
data,1209592800000,1004;5654;6747
data,1209592800000,1004;11274;6748
data,1209592800000,1004;3508;6748
data,1209592800000,1004;2582;6748
data,1209592800000,1004;4840;6748
data,1209592800000,1004;318;6749
data,1209592800000,1004;12455;6749
data,1209592800000,1004;11973;6749
data,1209592800000,1004;5912;6750
data,1212271200000,1004;1120;6751
data,1212271200000,1004;1214;6751
data,1212271200000,1004;3311;6752
data,1212271200000,1004;9765;6753
data,1212271200000,1004;5258;6753
data,1212271200000,1004;9662;6754
data,1212271200000,1004;10421;6754
data,1212271200000,1004;9545;6755
data,1212271200000,1004;233;6756
data,1214863200000,1004;12016;6756
data,1214863200000,1004;901;6757
data,1214863200000,1004;9006;6758
data,1214863200000,1004;2520;6759
data,1214863200000,1004;10448;6760
data,1214863200000,1004;10639;6760
data,1214863200000,1004;7213;6761
data,1214863200000,1004;12161;6762
data,1214863200000,1004;1927;6763
data,1214863200000,1004;8963;6763
data,1214863200000,1004;10111;6763
data,1214863200000,1004;7082;6763
data,1214863200000,1004;11102;6763
data,1214863200000,1004;11410;6763
data,1214863200000,1005;3814;6764
data,1217541600000,1005;6476;6764
data,1217541600000,1005;3817;6764
data,1217541600000,1005;10775;6765
data,1217541600000,1006;4933;6765
data,1217541600000,1006;2321;6766
data,1217541600000,1006;3171;6766
data,1217541600000,1006;8152;6766
data,1217541600000,1006;4668;6767
data,1217541600000,1006;6477;6767
data,1217541600000,1006;10151;6767
data,1217541600000,1006;3184;6767
data,1217541600000,1006;2763;6768
data,1217541600000,1006;437;6768
data,1217541600000,1007;8936;6768
data,1217541600000,1007;9562;6768
data,1217541600000,1007;11554;6768
data,1220220000000,1007;4713;6768
data,1220220000000,1007;2403;6768
data,1220220000000,1007;8939;6769
data,1220220000000,1007;6968;6769
data,1220220000000,1007;11411;6769
data,1220220000000,1007;11483;6769
data,1220220000000,1007;2664;6769
data,1220220000000,1008;6025;6769
data,1222812000000,1008;8502;6769
data,1222812000000,1008;1079;6769
data,1222812000000,1008;8;6769
data,1222812000000,1008;3053;6770
data,1222812000000,1008;9884;6770
data,1222812000000,1008;2273;6770
data,1222812000000,1009;6308;6771
data,1222812000000,1009;6845;6771
data,1222812000000,1009;10341;6771
data,1222812000000,1009;3592;6771
data,1222812000000,1009;5174;6772
data,1222812000000,1009;6353;6772
data,1222812000000,1009;7119;6773
data,1222812000000,1009;3045;6774
data,1222812000000,1009;1173;6775
data,1222812000000,1009;8725;6776
data,1222812000000,1009;5747;6776
data,1222812000000,1009;11413;6777
data,1225494000000,1009;1937;6777
data,1225494000000,1009;4824;6777
data,1225494000000,1009;9711;6778
data,1225494000000,1009;1887;6778
data,1225494000000,1009;8445;6779
data,1225494000000,1009;11505;6779
data,1225494000000,1009;8182;6780
data,1225494000000,1009;6448;6781
data,1225494000000,1009;11473;6782
data,1225494000000,1009;7949;6783
data,1225494000000,1009;1480;6784
data,1225494000000,1009;4021;6785
data,1225494000000,1009;6206;6785
data,1225494000000,1009;1704;6785
data,1225494000000,1009;8800;6786
data,1225494000000,1009;7660;6786
data,1225494000000,1009;3117;6786
data,1228086000000,1009;23;6786
data,1228086000000,1009;9172;6787
data,1228086000000,1009;8547;6787
data,1228086000000,1009;3105;6787
data,1228086000000,1009;10463;6788
data,1228086000000,1009;5369;6788
data,1228086000000,1009;997;6789
data,1228086000000,1009;2661;6789
data,1228086000000,1009;11207;6789
data,1228086000000,1009;8559;6789
data,1228086000000,1009;10126;6789
data,1230764400000,1009;7702;6790
data,1230764400000,1009;8459;6790
data,1230764400000,1009;13;6790
data,1230764400000,1009;1921;6791
data,1230764400000,1009;8832;6792
data,1230764400000,1009;11505;6792
data,1230764400000,1009;7587;6792
data,1230764400000,1010;5508;6792
data,1230764400000,1010;6405;6793
data,1230764400000,1010;6465;6794
data,1230764400000,1010;7698;6795
data,1230764400000,1010;3510;6795
data,1233442800000,1010;5831;6795
data,1233442800000,1010;3304;6795
data,1233442800000,1010;9671;6795
data,1233442800000,1010;11592;6795
data,1235862000000,1010;8152;6795
data,1235862000000,1010;10827;6796
data,1235862000000,1010;2623;6796
data,1235862000000,1010;9381;6796
data,1235862000000,1010;12202;6797
data,1238536800000,1010;783;6798
data,1238536800000,1010;6324;6798
data,1238536800000,1011;6051;6799
data,1243807200000,1011;980;6799
data,1243807200000,1011;6464;6800
data,1246399200000,1011;3305;6800
data,1246399200000,1011;8441;6801
data,1246399200000,1011;10544;6801
data,1246399200000,1012;5274;6801
data,1246399200000,1012;6822;6801
data,1246399200000,1012;4388;6801
data,1251756000000,1012;1045;6802
data,1262300400000,1012;8773;6802
data,1172703600000,1012;9138;6802
data,1228086000000,1012;5912;6802
data,1228086000000,1012;85;6802
data,1228086000000,1012;3706;6802
data,1230764400000,1012;9427;6802
data,1230764400000,1012;1768;6802
data,1233442800000,1012;9818;6803
data,1233442800000,1012;12443;6803
data,1233442800000,1012;1778;6804
data,1233442800000,1012;1998;6805
data,1233442800000,1012;6236;6805
data,1233442800000,1012;11303;6805
data,1233442800000,1012;217;6805
data,1233442800000,1012;9860;6805
data,1235862000000,1012;7246;6805
data,1235862000000,1012;966;6805
data,1235862000000,1012;4021;6805
data,1235862000000,1012;1588;6805
data,1235862000000,1012;6589;6806
data,1235862000000,1012;6212;6806
data,1235862000000,1012;8320;6806
data,1235862000000,1012;1559;6806
data,1235862000000,1012;11458;6806
data,1235862000000,1012;2034;6807
data,1235862000000,1012;8441;6807
data,1238536800000,1012;7812;6807
data,1238536800000,1012;1024;6807
data,1238536800000,1012;4396;6808
data,1272664800000,1012;7942;6809
data,1283292000000,1012;9700;6809
data,1283292000000,1012;8944;6809
data,1283292000000,1012;6449;6809
data,1285884000000,1012;4371;6809
data,1285884000000,1012;1982;6810
data,1288566000000,1012;6455;6810
data,1288566000000,1012;3173;6810
data,1193871600000,1012;10991;6810
data,1193871600000,1012;8364;6810
data,1193871600000,1012;8508;6810
data,1193871600000,1012;5284;6810
data,1193871600000,1012;4718;6810
data,1193871600000,1012;2284;6810
data,1193871600000,1012;382;6810
data,1193871600000,1012;1504;6810
data,1193871600000,1012;11777;6810
data,1193871600000,1012;4021;6810
data,1193871600000,1012;4053;6810
data,1193871600000,1013;481;6810
data,1193871600000,1013;2594;6810
data,1193871600000,1013;10648;6810
data,1193871600000,1013;5836;6810
data,1193871600000,1013;7852;6810
data,1193871600000,1013;1727;6811
data,1193871600000,1013;3213;6812
data,1193871600000,1014;7622;6812
data,1196463600000,1014;4224;6812
data,1196463600000,1014;341;6812
data,1196463600000,1014;11318;6812
data,1196463600000,1014;8152;6812
data,1196463600000,1014;8672;6812
data,1196463600000,1014;601;6812
data,1196463600000,1014;6485;6812
data,1196463600000,1014;159;6812
data,1196463600000,1014;2707;6812
data,1196463600000,1014;12245;6812
data,1196463600000,1014;2635;6812
data,1196463600000,1014;10267;6812
data,1196463600000,1014;6629;6813
data,1196463600000,1014;5606;6813
data,1196463600000,1014;10937;6813
data,1196463600000,1014;11316;6813
data,1196463600000,1014;7835;6813
data,1196463600000,1014;7814;6813
data,1196463600000,1014;5505;6813
data,1196463600000,1014;256;6813
data,1196463600000,1014;1025;6813
data,1196463600000,1014;6131;6813
data,1196463600000,1014;11189;6814
data,1199142000000,1014;8243;6815
data,1199142000000,1015;2167;6816
data,1199142000000,1015;7384;6816
data,1201820400000,1015;7700;6816
data,1201820400000,1015;836;6817
data,1201820400000,1015;11365;6817
data,1201820400000,1015;4377;6817
data,1204326000000,1015;6335;6817
data,1204326000000,1015;1846;6817
data,1204326000000,1015;187;6817
data,1204326000000,1015;6866;6817
data,1204326000000,1015;503;6817
data,1204326000000,1015;8163;6817
data,1207000800000,1015;10992;6817
data,1207000800000,1015;4235;6817
data,1207000800000,1015;11273;6817
data,1207000800000,1015;344;6818
data,1207000800000,1015;7602;6818
data,1207000800000,1015;11856;6818
data,1209592800000,1015;7319;6818
data,1209592800000,1015;663;6818
data,1209592800000,1015;11201;6818
data,1209592800000,1015;5535;6818
data,1209592800000,1015;1805;6818
data,1209592800000,1015;2801;6818
data,1209592800000,1015;12102;6818
data,1209592800000,1015;10878;6818
data,1209592800000,1015;7698;6818
data,1209592800000,1015;5799;6818
data,1209592800000,1015;9841;6818
data,1209592800000,1015;1844;6818
data,1209592800000,1015;4499;6818
data,1209592800000,1015;596;6818
data,1209592800000,1015;8972;6818
data,1209592800000,1015;9130;6818
data,1209592800000,1015;6883;6818
data,1209592800000,1015;3007;6818
data,1209592800000,1015;6627;6818
data,1209592800000,1015;5978;6818
data,1209592800000,1015;507;6818
data,1212271200000,1015;2924;6818
data,1212271200000,1015;4877;6818
data,1212271200000,1015;7504;6818
data,1212271200000,1016;8793;6818
data,1212271200000,1016;1477;6818
data,1212271200000,1016;1146;6818
data,1212271200000,1016;480;6818
data,1212271200000,1017;714;6818
data,1212271200000,1017;10331;6818
data,1212271200000,1017;1144;6818
data,1212271200000,1017;1436;6818
data,1212271200000,1017;12362;6818
data,1212271200000,1017;3269;6818
data,1212271200000,1017;10757;6818
data,1212271200000,1017;2529;6818
data,1212271200000,1017;8369;6818
data,1212271200000,1017;6245;6818
data,1212271200000,1017;4299;6818
data,1212271200000,1017;10577;6818
data,1212271200000,1017;1827;6818
data,1212271200000,1017;3558;6818
data,1212271200000,1017;3697;6818
data,1212271200000,1017;614;6818
data,1212271200000,1017;2742;6818
data,1212271200000,1017;3352;6818
data,1212271200000,1017;7674;6818
data,1212271200000,1017;11387;6818
data,1212271200000,1017;11674;6818
data,1214863200000,1017;10719;6818
data,1214863200000,1017;1406;6818
data,1214863200000,1018;6841;6818
data,1214863200000,1018;5808;6819
data,1214863200000,1018;4024;6819
data,1214863200000,1018;5464;6819
data,1214863200000,1018;4135;6819
data,1214863200000,1018;2986;6819
data,1214863200000,1018;5365;6819
data,1214863200000,1018;7858;6819
data,1217541600000,1018;436;6819
data,1217541600000,1018;6365;6819
data,1217541600000,1018;6877;6819
data,1217541600000,1018;6615;6819
data,1220220000000,1018;12091;6819
data,1220220000000,1018;9314;6819
data,1220220000000,1018;6685;6819
data,1220220000000,1018;10752;6819
data,1220220000000,1018;371;6819
data,1220220000000,1018;7852;6819
data,1220220000000,1018;11771;6819
data,1220220000000,1018;6668;6819
data,1220220000000,1018;1157;6820
data,1220220000000,1018;5077;6820
data,1220220000000,1018;10364;6820
data,1222812000000,1018;8120;6820
data,1222812000000,1018;8024;6821
data,1222812000000,1018;7629;6822
data,1225494000000,1018;7788;6822
data,1225494000000,1018;4024;6822
data,1225494000000,1018;6291;6822
data,1225494000000,1018;5834;6822
data,1225494000000,1018;4782;6823
data,1225494000000,1018;2671;6823
data,1225494000000,1018;4193;6823
data,1225494000000,1018;7409;6823
data,1225494000000,1018;11393;6823
data,1225494000000,1018;6879;6823
data,1225494000000,1018;8496;6823
data,1225494000000,1018;7365;6823
data,1225494000000,1018;9945;6823
data,1225494000000,1018;11923;6823
data,1225494000000,1018;8352;6823
data,1225494000000,1018;4924;6823
data,1225494000000,1018;7119;6823
data,1225494000000,1018;8140;6823
data,1225494000000,1018;3114;6823
data,1225494000000,1018;2400;6823
data,1228086000000,1018;7543;6824
data,1228086000000,1018;2059;6825
data,1228086000000,1018;10484;6825
data,1228086000000,1018;4840;6825
data,1228086000000,1018;11038;6825
data,1228086000000,1018;5529;6825
data,1228086000000,1018;3175;6825
data,1228086000000,1018;9481;6825
data,1228086000000,1018;4623;6826
data,1228086000000,1018;11951;6827
data,1228086000000,1018;498;6828
data,1228086000000,1018;3169;6829
data,1228086000000,1018;9250;6829
data,1228086000000,1018;6686;6829
data,1228086000000,1018;6686;6829
data,1228086000000,1018;12045;6829
data,1228086000000,1018;5168;6829
data,1228086000000,1018;2101;6829
data,1228086000000,1018;6585;6829
data,1228086000000,1018;7833;6829
data,1228086000000,1018;6686;6829
data,1228086000000,1018;8878;6829
data,1228086000000,1018;8858;6829
data,1228086000000,1018;3516;6830
data,1228086000000,1018;8742;6831
data,1228086000000,1018;7022;6831
data,1228086000000,1018;5946;6831
data,1228086000000,1018;2938;6831
data,1228086000000,1018;1357;6831
data,1228086000000,1018;1769;6831
data,1228086000000,1018;2716;6831
data,1228086000000,1018;4376;6831
data,1228086000000,1018;10049;6832
data,1228086000000,1018;6294;6833
data,1228086000000,1018;11710;6833
data,1228086000000,1018;6744;6833
data,1228086000000,1018;750;6833
data,1228086000000,1018;4471;6834
data,1228086000000,1018;9600;6835
data,1228086000000,1018;12347;6836
data,1228086000000,1018;7129;6837
data,1228086000000,1018;405;6837
data,1228086000000,1018;121;6837
data,1228086000000,1018;6291;6837
data,1228086000000,1018;7914;6837
data,1230764400000,1018;5791;6837
data,1230764400000,1018;11670;6837
data,1230764400000,1018;1366;6837
data,1230764400000,1018;4081;6837
data,1230764400000,1018;6513;6837
data,1230764400000,1018;8271;6837
data,1230764400000,1018;664;6838
data,1230764400000,1018;3086;6838
data,1230764400000,1018;6392;6838
data,1230764400000,1018;2561;6838
data,1230764400000,1018;10739;6838
data,1230764400000,1018;7372;6838
data,1230764400000,1018;2384;6838
data,1230764400000,1018;6963;6838
data,1230764400000,1018;620;6838
data,1230764400000,1018;842;6839
data,1230764400000,1018;7531;6839
data,1230764400000,1018;10406;6839
data,1230764400000,1018;3996;6839
data,1230764400000,1018;9711;6839
data,1230764400000,1018;10196;6839
data,1230764400000,1018;2463;6839
data,1230764400000,1018;8257;6839
data,1230764400000,1018;3157;6840
data,1230764400000,1018;3766;6841
data,1233442800000,1018;4031;6841
data,1233442800000,1018;2958;6841
data,1233442800000,1018;1859;6841
data,1233442800000,1018;4624;6841
data,1233442800000,1018;7517;6841
data,1233442800000,1018;9993;6841
data,1233442800000,1018;8370;6841
data,1233442800000,1018;5363;6841
data,1233442800000,1019;4726;6841
data,1233442800000,1019;6338;6841
data,1235862000000,1019;7359;6841
data,1235862000000,1019;4918;6842
data,1235862000000,1019;7619;6842
data,1235862000000,1019;9898;6842
data,1235862000000,1019;6303;6842
data,1235862000000,1020;4355;6842
data,1241128800000,1020;3493;6842
data,1243807200000,1020;7162;6842
data,1249077600000,1021;6513;6842
data,1249077600000,1021;12438;6842
data,1249077600000,1021;3746;6842
data,1249077600000,1021;1592;6842
data,1249077600000,1021;220;6842
data,1249077600000,1021;592;6842
data,1249077600000,1021;1711;6842
data,1249077600000,1021;3120;6842
data,1249077600000,1021;5355;6842
data,1249077600000,1021;3119;6842
data,1249077600000,1021;12075;6842
data,1249077600000,1021;6224;6842
data,1249077600000,1021;3874;6843
data,1249077600000,1021;2329;6843
data,1249077600000,1021;11362;6843
data,1249077600000,1021;457;6843
data,1249077600000,1021;1859;6843
data,1249077600000,1021;233;6843
data,1249077600000,1021;7152;6843
data,1249077600000,1021;6876;6843
data,1249077600000,1021;2946;6843
data,1249077600000,1021;8655;6843
data,1249077600000,1021;1884;6843
data,1249077600000,1021;7954;6843
data,1249077600000,1021;3075;6843
data,1249077600000,1021;5031;6843
data,1249077600000,1021;9998;6843
data,1249077600000,1021;9840;6843
data,1249077600000,1021;6593;6843
data,1249077600000,1021;5064;6843
data,1249077600000,1021;6410;6843
data,1249077600000,1021;405;6843
data,1249077600000,1021;366;6843
data,1249077600000,1021;3995;6843
data,1249077600000,1021;9957;6843
data,1249077600000,1021;8438;6843
data,1249077600000,1021;4066;6843
data,1249077600000,1022;1661;6843
data,1249077600000,1022;6398;6843
