New Run at  07/24/2017 14:48:22
, Time, RandomReward; UniformAdTSReward; 
data,1196463600000,4;823;8
data,1196463600000,4;2186;8
data,1196463600000,4;2203;8
data,1196463600000,4;2219;8
data,1196463600000,4;2083;8
data,1196463600000,4;2271;8
data,1207000800000,4;2275;8
data,1209592800000,4;2303;8
data,1259622000000,4;2331;8
data,1207000800000,4;339;9
data,1207000800000,4;2356;9
data,1207000800000,4;233;9
data,1207000800000,4;2414;9
data,1207000800000,4;2418;9
data,1207000800000,4;2443;9
data,1207000800000,4;2459;9
data,1207000800000,4;2481;9
data,1207000800000,4;786;9
data,1207000800000,4;2530;9
data,1207000800000,4;2559;9
data,1207000800000,4;2580;9
data,1207000800000,4;2584;10
data,1207000800000,4;1866;11
data,1207000800000,4;2627;11
data,1207000800000,4;2648;11
data,1207000800000,4;2671;11
data,1207000800000,4;2679;12
data,1207000800000,4;2707;12
data,1207000800000,4;2735;12
data,1207000800000,4;2724;12
data,1207000800000,4;2767;12
data,1207000800000,4;2778;13
data,1207000800000,4;2034;14
data,1207000800000,4;2826;14
data,1207000800000,4;2832;15
data,1207000800000,4;2334;15
data,1207000800000,4;2873;16
data,1220220000000,4;121;16
data,1228086000000,4;2932;16
data,1228086000000,4;2935;17
data,1228086000000,4;2964;17
data,1228086000000,4;2982;17
data,1257030000000,4;2355;18
data,1280613600000,4;3015;18
data,1280613600000,4;3037;18
data,1283292000000,4;3059;18
data,1193871600000,4;3070;18
data,1193871600000,4;3086;18
data,1193871600000,4;3105;18
data,1193871600000,4;3122;18
data,1193871600000,4;3154;18
data,1193871600000,4;1605;18
data,1193871600000,5;935;18
data,1193871600000,5;720;18
data,1193871600000,5;3228;18
data,1193871600000,5;3242;18
data,1193871600000,5;226;18
data,1193871600000,5;1435;18
data,1193871600000,5;860;18
data,1193871600000,5;208;18
data,1193871600000,5;240;19
data,1193871600000,5;3358;19
data,1193871600000,6;3363;19
data,1193871600000,6;3390;19
data,1193871600000,6;3403;19
data,1193871600000,6;3423;19
data,1193871600000,6;3444;19
data,1193871600000,6;2772;19
data,1193871600000,6;3472;19
data,1193871600000,6;3496;19
data,1193871600000,6;3515;19
data,1193871600000,6;2346;19
data,1193871600000,6;3192;19
data,1193871600000,6;1022;19
data,1193871600000,6;3590;19
data,1193871600000,6;1711;19
data,1193871600000,6;3624;19
data,1193871600000,7;3630;19
data,1193871600000,7;3648;19
data,1193871600000,8;1208;19
data,1193871600000,8;3689;19
data,1193871600000,9;3706;19
data,1193871600000,9;3727;19
data,1193871600000,9;830;19
data,1193871600000,9;1894;19
data,1193871600000,9;3770;19
data,1193871600000,9;3778;19
data,1193871600000,9;3805;19
data,1193871600000,9;3811;19
data,1193871600000,9;2822;19
data,1193871600000,9;3857;19
data,1193871600000,9;3868;19
data,1193871600000,9;3874;20
data,1193871600000,9;731;20
data,1193871600000,9;3912;21
data,1193871600000,9;2563;21
data,1193871600000,9;3953;21
data,1193871600000,9;3977;21
data,1193871600000,9;2637;21
data,1193871600000,10;4008;21
data,1193871600000,10;4024;21
data,1193871600000,10;3030;21
data,1193871600000,10;4055;21
data,1196463600000,10;4086;21
data,1199142000000,10;3648;21
data,1207000800000,10;4100;22
data,1207000800000,10;4100;23
data,1209592800000,10;4152;23
data,1209592800000,10;2763;23
data,1209592800000,10;4182;23
data,1209592800000,11;4190;24
data,1209592800000,11;3037;24
data,1209592800000,11;4224;25
data,1209592800000,11;4245;25
data,1209592800000,11;4258;26
data,1209592800000,11;4282;26
data,1209592800000,11;4308;26
data,1209592800000,11;683;26
data,1209592800000,11;3500;26
data,1209592800000,11;4349;26
data,1209592800000,11;847;26
data,1209592800000,11;4378;26
data,1209592800000,11;4389;26
data,1209592800000,11;4404;26
data,1209592800000,12;4428;26
data,1209592800000,12;2778;26
data,1209592800000,12;1872;26
data,1209592800000,12;509;26
data,1209592800000,12;4479;26
data,1209592800000,12;4500;26
data,1209592800000,12;4509;26
data,1209592800000,12;4527;26
data,1209592800000,12;2708;26
data,1209592800000,12;4570;26
data,1209592800000,12;4584;26
data,1209592800000,13;4602;26
data,1209592800000,13;4610;26
data,1209592800000,13;1480;26
data,1209592800000,13;4650;26
data,1209592800000,13;4668;26
data,1209592800000,13;4674;26
data,1209592800000,13;397;26
data,1209592800000,13;3872;26
data,1209592800000,13;1945;26
data,1209592800000,13;2724;26
data,1209592800000,13;2415;26
data,1209592800000,13;1834;26
data,1209592800000,13;1183;26
data,1209592800000,13;4815;26
data,1209592800000,13;4086;26
data,1209592800000,13;3590;26
data,1209592800000,13;3030;26
data,1209592800000,13;4100;27
data,1209592800000,13;4883;27
data,1209592800000,13;4901;27
data,1209592800000,13;2966;27
data,1209592800000,13;2484;27
data,1212271200000,13;4931;27
data,1285884000000,13;4947;27
data,1291158000000,13;4959;27
data,1172703600000,13;4978;27
data,1185919200000,13;4986;27
data,1185919200000,13;5001;27
data,1185919200000,13;5013;27
data,1185919200000,13;2427;27
data,1185919200000,13;935;28
data,1185919200000,13;1497;28
data,1201820400000,13;5086;28
data,1201820400000,13;947;28
data,1201820400000,13;3811;28
data,1207000800000,13;4309;28
data,1209592800000,13;311;28
data,1220220000000,13;4726;29
data,1222812000000,13;5178;29
data,1225494000000,13;5192;29
data,1235862000000,13;4822;29
data,1238536800000,13;5225;29
data,1241128800000,13;5241;29
data,1243807200000,13;5249;29
data,1243807200000,13;5274;29
data,1243807200000,13;5287;29
data,1243807200000,13;5303;29
data,1243807200000,13;5305;29
data,1243807200000,14;5321;29
data,1243807200000,14;5342;29
data,1243807200000,14;3684;29
data,1243807200000,14;5370;29
data,1243807200000,14;1605;29
data,1243807200000,14;5393;29
data,1243807200000,14;5400;29
data,1243807200000,14;5414;29
data,1246399200000,14;1208;29
data,1249077600000,14;4024;29
data,1249077600000,14;3266;29
data,1262300400000,14;5481;29
data,1264978800000,14;5496;29
data,1264978800000,14;5507;29
data,1264978800000,14;5513;29
data,1264978800000,14;5538;29
data,1264978800000,14;5559;29
data,1264978800000,14;4048;30
data,1264978800000,14;257;30
data,1264978800000,14;643;30
data,1264978800000,14;5605;30
data,1264978800000,14;436;30
data,1264978800000,14;5645;30
data,1264978800000,14;3857;30
data,1264978800000,14;5671;30
data,1264978800000,14;3859;30
data,1264978800000,14;5691;30
data,1264978800000,14;4986;30
data,1264978800000,14;5717;30
data,1264978800000,14;3390;30
data,1264978800000,14;5733;30
data,1264978800000,14;720;31
data,1264978800000,14;4479;31
data,1264978800000,14;1655;31
data,1264978800000,14;5783;32
data,1264978800000,14;5817;32
data,1264978800000,14;4489;32
data,1264978800000,14;5836;32
data,1264978800000,14;1076;32
data,1264978800000,14;4475;32
data,1264978800000,15;5875;32
data,1264978800000,15;5890;32
data,1264978800000,15;5903;32
data,1264978800000,15;5919;32
data,1264978800000,15;5943;32
data,1264978800000,15;5946;33
data,1264978800000,15;4214;33
data,1264978800000,15;1083;33
data,1264978800000,15;5995;33
data,1264978800000,15;6020;33
data,1264978800000,15;6023;33
data,1264978800000,15;722;33
data,1264978800000,15;2655;33
data,1264978800000,15;3727;33
data,1264978800000,15;268;33
data,1264978800000,15;1953;33
data,1264978800000,15;6097;33
data,1264978800000,15;6106;34
data,1264978800000,15;6116;35
data,1264978800000,15;2757;35
data,1264978800000,15;6141;36
data,1264978800000,15;6159;37
data,1264978800000,15;4258;38
data,1264978800000,15;6188;38
data,1264978800000,15;6211;38
data,1264978800000,15;4570;38
data,1264978800000,15;6230;38
data,1264978800000,15;6239;38
data,1264978800000,15;6255;38
data,1264978800000,15;5975;38
data,1264978800000,15;5594;38
data,1264978800000,15;6295;38
data,1264978800000,15;6300;39
data,1264978800000,15;6310;40
data,1264978800000,15;1778;40
data,1264978800000,15;4309;41
data,1264978800000,15;670;42
data,1264978800000,15;6372;42
data,1264978800000,15;111;43
data,1264978800000,15;6398;43
data,1264978800000,16;541;43
data,1264978800000,16;6417;43
data,1264978800000,16;6429;43
data,1264978800000,16;6446;43
data,1264978800000,16;4722;43
data,1264978800000,16;1844;43
data,1264978800000,16;6477;43
data,1264978800000,16;6500;43
data,1264978800000,16;6507;43
data,1264978800000,16;6514;43
data,1264978800000,16;6531;43
data,1264978800000,16;4161;44
data,1264978800000,16;3298;44
data,1264978800000,16;1143;44
data,1264978800000,16;3676;44
data,1264978800000,16;6589;45
data,1264978800000,16;6605;45
data,1264978800000,16;6616;45
data,1264978800000,16;6620;46
data,1264978800000,16;6640;46
data,1264978800000,16;6650;46
data,1264978800000,16;6666;46
data,1264978800000,16;2735;47
data,1264978800000,16;5086;47
data,1264978800000,16;6700;47
data,1264978800000,16;4521;47
data,1264978800000,16;6717;48
data,1264978800000,16;0;48
data,1264978800000,16;6751;48
data,1264978800000,16;4742;49
data,1264978800000,16;6777;49
data,1264978800000,16;6787;49
data,1264978800000,16;1880;49
data,1264978800000,16;1883;49
data,1264978800000,16;1300;49
data,1264978800000,16;6830;49
data,1264978800000,17;2857;49
data,1264978800000,17;5989;49
data,1264978800000,17;2766;49
data,1264978800000,17;6880;49
data,1264978800000,17;6890;49
data,1264978800000,17;4224;50
data,1264978800000,17;4440;50
data,1264978800000,17;5287;50
data,1264978800000,17;6941;50
data,1264978800000,17;4416;50
data,1264978800000,17;6975;50
data,1264978800000,17;666;50
data,1264978800000,17;6999;50
data,1264978800000,17;7012;50
data,1264978800000,17;5075;50
data,1264978800000,17;3403;51
data,1264978800000,17;7037;51
data,1264978800000,17;1372;51
data,1264978800000,17;4434;52
data,1264978800000,17;6993;52
data,1264978800000,17;7081;52
data,1264978800000,17;529;52
data,1264978800000,18;5393;52
data,1264978800000,18;3007;53
data,1264978800000,18;5797;53
data,1264978800000,18;1136;53
data,1264978800000,18;4100;54
data,1264978800000,18;7153;54
data,1264978800000,18;7162;54
data,1264978800000,18;4009;55
data,1264978800000,18;7191;55
data,1267398000000,18;7192;56
data,1267398000000,18;6777;56
data,1267398000000,18;1350;56
data,1267398000000,18;6104;56
data,1267398000000,18;1057;57
data,1267398000000,18;1594;57
data,1267398000000,18;4309;58
data,1267398000000,18;7258;58
data,1267398000000,18;253;59
data,1267398000000,18;7277;59
data,1267398000000,18;2713;59
data,1267398000000,18;1842;60
data,1270072800000,18;7317;60
data,1270072800000,18;3266;60
data,1272664800000,18;7333;60
data,1272664800000,18;4434;61
data,1272664800000,18;7358;61
data,1272664800000,18;1596;61
data,1272664800000,18;7383;61
data,1272664800000,18;7398;61
data,1272664800000,18;2539;61
data,1272664800000,18;3070;61
data,1272664800000,18;4661;62
data,1272664800000,18;7444;62
data,1272664800000,18;7452;62
data,1272664800000,18;4349;62
data,1272664800000,18;6487;62
data,1272664800000,18;789;62
data,1272664800000,18;7501;62
data,1272664800000,18;7511;62
data,1272664800000,18;4687;63
data,1272664800000,18;7533;63
data,1272664800000,18;7536;64
data,1272664800000,18;7551;64
data,1272664800000,18;5945;64
data,1272664800000,18;5547;64
data,1272664800000,18;7574;65
data,1272664800000,18;5112;65
data,1272664800000,18;2242;65
data,1272664800000,18;7616;65
data,1272664800000,18;2395;66
data,1272664800000,18;7630;66
data,1272664800000,18;2034;67
data,1272664800000,18;411;68
data,1275343200000,18;1597;68
data,1275343200000,18;5069;68
data,1277935200000,18;3299;69
data,1277935200000,18;7696;69
data,1280613600000,18;7715;69
data,1280613600000,18;7721;69
data,1280613600000,18;7734;69
data,1280613600000,18;6329;69
data,1280613600000,18;5861;69
data,1280613600000,18;6464;69
data,1280613600000,18;1235;69
data,1280613600000,19;123;70
data,1280613600000,19;5614;70
data,1280613600000,19;7793;70
data,1280613600000,19;7333;70
data,1280613600000,19;4830;70
data,1280613600000,19;5287;70
data,1280613600000,19;7835;71
data,1283292000000,19;5479;71
data,1285884000000,19;2539;71
data,1285884000000,19;7870;71
data,1285884000000,19;257;71
data,1285884000000,19;7885;72
data,1285884000000,19;925;73
data,1285884000000,19;3423;74
data,1285884000000,19;7911;75
data,1285884000000,19;7925;75
data,1285884000000,19;2763;75
data,1285884000000,19;7942;76
data,1285884000000,19;904;76
data,1285884000000,19;187;77
data,1285884000000,19;2724;77
data,1285884000000,19;228;77
data,1285884000000,19;7984;77
data,1285884000000,19;1549;78
data,1288566000000,19;1838;78
data,1288566000000,19;598;78
data,1288566000000,19;8014;78
data,1288566000000,19;2597;78
data,1288566000000,19;3213;79
data,1288566000000,19;8047;79
data,1288566000000,19;3856;79
data,1288566000000,19;8061;79
data,1291158000000,19;939;79
data,1291158000000,19;8078;79
data,1291158000000,19;3242;79
data,1291158000000,19;8098;79
data,1291158000000,19;2930;79
data,1291158000000,19;4628;79
data,1291158000000,19;4068;79
data,1291158000000,19;8134;79
data,1291158000000,19;8141;79
data,1291158000000,19;5903;79
data,1291158000000,19;4596;80
data,1291158000000,19;8171;81
data,1291158000000,19;4182;82
data,1291158000000,19;1341;83
data,1291158000000,19;7817;83
data,1291158000000,19;5263;83
data,1291158000000,19;3759;83
data,1291158000000,19;2013;83
data,1291158000000,20;8240;83
data,1291158000000,20;6265;83
data,1291158000000,20;8014;83
data,1293836400000,20;8271;84
data,1293836400000,20;3817;84
data,1293836400000,20;8296;85
data,1293836400000,20;7557;85
data,1293836400000,20;8263;86
data,1293836400000,20;5487;86
data,1293836400000,20;8324;86
data,1293836400000,20;257;86
data,1293836400000,20;8345;86
data,1293836400000,21;5647;86
data,1293836400000,21;765;86
data,1293836400000,21;8374;86
data,1293836400000,21;8377;86
data,1293836400000,21;2802;86
data,1293836400000,21;2973;86
data,1293836400000,21;8401;86
data,1293836400000,22;3874;86
data,1293836400000,22;8413;86
data,1293836400000,22;3061;86
data,1296514800000,22;1866;86
data,1296514800000,22;148;86
data,1298934000000,22;8145;86
data,1298934000000,22;4125;86
data,1298934000000,22;8460;87
data,1298934000000,22;2916;87
data,1304596135526,22;5943;87
data,1246399200000,22;8489;87
data,1246399200000,22;8499;87
data,1246399200000,22;1130;87
data,1246399200000,22;1207;87
data,1246399200000,22;137;87
data,1246399200000,22;2617;87
data,1246399200000,22;7950;88
data,1246399200000,22;5837;88
data,1251756000000,22;1343;88
data,1251756000000,22;8304;89
data,1251756000000,22;2624;89
data,1251756000000,22;8304;90
data,1251756000000,22;4131;91
data,1251756000000,22;5068;91
data,1251756000000,22;7852;91
data,1254348000000,22;4674;91
data,1254348000000,22;4131;92
data,1254348000000,22;6199;92
data,1254348000000,22;8633;92
data,1254348000000,22;8640;92
data,1254348000000,22;4131;93
data,1257030000000,22;4131;94
data,1257030000000,22;4131;95
data,1257030000000,22;4131;96
data,1259622000000,22;4131;97
data,1212271200000,22;8680;97
data,1212271200000,22;6455;97
data,1212271200000,22;6842;97
data,1212271200000,22;8454;97
data,1212271200000,22;8714;97
data,1212271200000,22;5053;97
data,1212271200000,22;5667;97
data,1212271200000,22;8749;97
data,1212271200000,22;7605;97
data,1212271200000,22;8691;97
data,1212271200000,22;4378;97
data,1212271200000,22;8772;98
data,1212271200000,22;2637;98
data,1212271200000,22;8785;98
data,1212271200000,22;8304;98
data,1212271200000,22;8805;98
data,1212271200000,22;7444;98
data,1212271200000,22;8820;98
data,1212271200000,22;8304;98
data,1212271200000,22;6159;98
data,1212271200000,22;5945;98
data,1212271200000,22;4607;98
data,1212271200000,22;6279;98
data,1212271200000,22;7310;98
data,1212271200000,22;5755;98
data,1212271200000,22;5414;98
data,1212271200000,22;8454;98
data,1212271200000,22;7630;98
data,1212271200000,22;5946;98
data,1212271200000,22;1661;98
data,1212271200000,22;320;98
data,1212271200000,22;8919;98
data,1212271200000,22;1828;98
data,1212271200000,22;8926;98
data,1212271200000,22;1949;98
data,1212271200000,22;8936;98
data,1212271200000,22;2063;98
data,1212271200000,22;2857;98
data,1212271200000,22;8960;98
data,1212271200000,22;7546;98
data,1212271200000,23;4800;98
data,1212271200000,23;6021;98
data,1212271200000,23;8304;98
data,1212271200000,23;6968;99
data,1212271200000,23;4031;99
data,1212271200000,24;8033;99
data,1212271200000,24;9020;99
data,1214863200000,24;8142;99
data,1214863200000,24;1810;99
data,1214863200000,24;9045;99
data,1214863200000,24;2455;99
data,1214863200000,24;9067;99
data,1217541600000,24;9072;99
data,1217541600000,24;8171;99
data,1217541600000,24;3836;99
data,1217541600000,24;2788;99
data,1217541600000,24;5003;99
data,1217541600000,24;3423;99
data,1217541600000,24;9115;99
data,1217541600000,24;9119;99
data,1217541600000,24;6020;99
data,1217541600000,24;2724;99
data,1217541600000,24;9140;99
data,1217541600000,24;9153;99
data,1217541600000,24;9161;99
data,1217541600000,24;2400;100
data,1217541600000,24;8140;100
data,1217541600000,24;2404;100
data,1217541600000,24;9187;100
data,1217541600000,24;4800;100
data,1217541600000,24;137;100
data,1217541600000,24;8640;100
data,1217541600000,24;5622;100
data,1217541600000,24;6464;100
data,1217541600000,24;2824;100
data,1217541600000,24;4674;100
data,1217541600000,24;5614;100
data,1217541600000,24;9245;100
data,1217541600000,25;975;100
data,1217541600000,25;9259;100
data,1217541600000,25;2111;100
data,1217541600000,25;5629;100
data,1217541600000,25;346;100
data,1217541600000,25;6189;101
data,1217541600000,25;935;101
data,1217541600000,25;9293;101
data,1217541600000,25;3069;101
data,1217541600000,25;6021;101
data,1217541600000,25;8114;101
data,1217541600000,25;5796;101
data,1217541600000,25;6777;101
data,1217541600000,25;2813;101
data,1217541600000,25;8872;101
data,1217541600000,25;9350;101
data,1217541600000,25;2264;101
data,1217541600000,25;8812;101
data,1217541600000,25;9372;101
data,1217541600000,25;5647;101
data,1217541600000,25;1392;101
data,1217541600000,25;9394;101
data,1217541600000,25;4668;101
data,1217541600000,25;4877;101
data,1217541600000,25;9415;101
data,1217541600000,25;9428;101
data,1217541600000,25;1016;101
data,1217541600000,25;4214;101
data,1217541600000,25;9020;101
data,1217541600000,25;5300;102
data,1217541600000,25;5538;102
data,1217541600000,25;9469;102
data,1217541600000,25;6465;102
data,1220220000000,25;885;102
data,1304596176284,25;9491;102
data,1304596177553,25;5554;102
data,1304596187726,25;4668;102
data,1304596191912,25;9510;102
data,1304596194417,25;864;102
data,1304596197640,25;920;102
data,1304596214214,25;9525;102
data,1304596215240,25;6294;102
data,1304596223989,25;2080;102
data,1304596226144,25;9540;102
data,1209592800000,25;4644;102
data,1209592800000,25;7846;102
data,1209592800000,25;3394;102
data,1209592800000,25;1248;102
data,1212271200000,25;9572;102
data,1214863200000,25;8199;102
data,1222812000000,25;802;102
data,1228086000000,26;1297;102
data,1228086000000,26;4111;102
data,1275343200000,26;9268;102
data,1275343200000,26;3910;102
data,1277935200000,26;5374;102
data,1277935200000,26;9619;102
data,1277935200000,26;5274;102
data,1277935200000,27;5033;102
data,1277935200000,27;331;102
data,1277935200000,27;9647;102
data,1277935200000,27;9651;102
data,1280613600000,27;2420;102
data,1280613600000,28;1998;102
data,1280613600000,28;2806;102
data,1280613600000,28;8250;102
data,1285884000000,28;7948;102
data,1285884000000,28;2642;102
data,1285884000000,28;2229;102
data,1285884000000,28;5363;102
data,1285884000000,28;6845;102
data,1285884000000,28;9700;102
data,1285884000000,28;9144;102
data,1285884000000,28;1558;102
data,1285884000000,28;9716;102
data,1285884000000,28;5568;102
data,1285884000000,28;6534;102
data,1285884000000,28;8798;102
data,1285884000000,28;8715;102
data,1285884000000,28;3238;102
data,1285884000000,29;9748;102
data,1285884000000,29;8556;103
data,1285884000000,29;9761;103
data,1285884000000,29;4061;104
data,1285884000000,30;3995;104
data,1285884000000,30;1646;104
data,1285884000000,30;4430;104
data,1285884000000,30;7858;104
data,1288566000000,30;7334;104
data,1288566000000,30;910;104
data,1288566000000,30;5888;104
data,1288566000000,30;1186;104
data,1288566000000,31;3582;104
data,1288566000000,31;5511;104
data,1288566000000,31;9816;104
data,1288566000000,31;1530;104
data,1288566000000,31;2875;104
data,1291158000000,31;8297;104
data,1291158000000,31;6016;104
data,1291158000000,32;3356;104
data,1291158000000,32;9849;104
data,1291158000000,32;9851;104
data,1293836400000,32;5084;104
data,1293836400000,32;9866;104
data,1296514800000,32;1594;104
data,1296514800000,32;9881;104
data,1298934000000,32;9886;104
data,1304596239074,32;9890;104
data,1304596242695,32;951;105
data,1304596260969,32;7493;105
data,1304596272248,32;9908;105
data,1304596273351,32;4484;105
data,1157061600000,32;5;105
data,1157061600000,33;7310;106
data,1157061600000,33;9594;106
data,1157061600000,34;3589;106
data,1157061600000,34;7950;107
data,1157061600000,34;6397;107
data,1157061600000,34;4965;108
data,1157061600000,34;9962;108
data,1157061600000,34;9077;108
data,1157061600000,34;4827;108
data,1157061600000,35;7788;109
data,1157061600000,35;7611;110
data,1157061600000,35;9989;110
data,1157061600000,36;9993;110
data,1157061600000,36;9187;111
data,1157061600000,36;5672;111
data,1157061600000,36;3790;111
data,1157061600000,36;5286;111
data,1157061600000,36;4525;112
data,1164927600000,36;9386;112
data,1164927600000,36;2843;112
data,1267398000000,36;2198;112
data,1285884000000,36;3197;112
data,1288566000000,36;7712;112
data,1249077600000,36;10045;112
data,1249077600000,36;4537;112
data,1249077600000,36;10051;112
data,1249077600000,36;8744;112
data,1249077600000,36;10069;112
data,1249077600000,36;9655;112
data,1249077600000,36;1901;112
data,1249077600000,36;10081;112
data,1249077600000,36;6464;112
data,1249077600000,36;5629;112
data,1249077600000,36;1278;112
data,1249077600000,36;4827;112
data,1249077600000,36;4625;112
data,1249077600000,36;3853;112
data,1249077600000,36;4339;113
data,1249077600000,36;10126;113
data,1249077600000,37;7321;113
data,1249077600000,37;10130;113
data,1249077600000,37;1148;113
data,1249077600000,37;435;113
data,1249077600000,37;3981;113
data,1249077600000,37;3396;113
data,1249077600000,37;10151;113
data,1249077600000,37;389;113
data,1249077600000,37;10162;113
data,1249077600000,37;1613;113
data,1249077600000,37;10171;113
data,1251756000000,37;10175;113
data,1264978800000,37;8842;113
data,1199142000000,37;3390;113
data,1199142000000,37;8304;114
data,1199142000000,37;3022;115
data,1199142000000,37;2505;116
data,1199142000000,37;2821;116
data,1199142000000,37;8071;116
data,1199142000000,37;2523;117
data,1199142000000,37;3477;117
data,1199142000000,37;1887;118
data,1199142000000,37;4099;119
data,1201820400000,37;10176;119
data,1228086000000,37;4099;120
data,1228086000000,37;4378;120
data,1228086000000,38;5330;120
data,1228086000000,38;10125;120
data,1228086000000,38;8550;120
data,1228086000000,38;10165;120
data,1228086000000,38;960;121
data,1228086000000,38;10268;121
data,1228086000000,38;10227;122
data,1228086000000,38;4157;123
data,1243807200000,38;4178;124
data,1243807200000,38;1717;125
data,1257030000000,38;1187;126
data,1257030000000,38;1717;127
data,1257030000000,38;2505;128
data,1257030000000,38;10298;128
data,1257030000000,38;3022;129
data,1267398000000,38;3022;130
data,1272664800000,38;9228;130
data,1275343200000,38;10185;131
data,1275343200000,38;10185;132
data,1214863200000,38;3654;132
data,1214863200000,38;8556;132
data,1214863200000,39;10093;132
data,1217541600000,39;9611;132
data,1217541600000,39;5250;132
data,1217541600000,39;10351;132
data,1217541600000,39;2568;132
data,1217541600000,39;5727;132
data,1217541600000,39;6712;132
data,1217541600000,39;5019;132
data,1217541600000,39;7093;132
data,1217541600000,39;6020;132
data,1220220000000,39;5068;132
data,1220220000000,39;8614;132
data,1220220000000,39;2111;132
data,1222812000000,39;8969;132
data,1228086000000,39;1068;132
data,1230764400000,39;9973;132
data,1230764400000,39;9377;132
data,1230764400000,39;7120;132
data,1235862000000,39;1653;132
data,1235862000000,39;9341;132
data,1246399200000,40;3400;132
data,1246399200000,40;5495;132
data,1233442800000,40;10175;132
data,1233442800000,40;4812;132
data,1233442800000,40;10086;132
data,1233442800000,40;6498;132
data,1233442800000,40;6363;133
data,1233442800000,40;2351;133
data,1233442800000,40;6326;134
data,1233442800000,40;9510;134
data,1233442800000,40;8823;134
data,1233442800000,40;4389;134
data,1233442800000,40;3916;134
data,1233442800000,40;7950;134
data,1233442800000,40;9467;134
data,1262300400000,40;2039;134
data,1277935200000,40;2247;134
data,1280613600000,40;9761;134
data,1293836400000,40;10492;134
data,1209592800000,40;10497;134
data,1212271200000,40;1156;134
data,1212271200000,40;2356;134
data,1212271200000,40;4458;134
data,1212271200000,40;292;134
data,1214863200000,40;1901;134
data,1222812000000,40;3464;134
data,1222812000000,40;10522;134
data,1222812000000,40;6204;134
data,1222812000000,40;10528;134
data,1222812000000,40;5324;134
data,1222812000000,40;7812;134
data,1225494000000,40;10547;134
data,1225494000000,40;8514;134
data,1225494000000,40;1141;134
data,1225494000000,40;288;134
data,1283292000000,40;750;134
data,1283292000000,40;1525;135
data,1283292000000,40;8117;135
data,1283292000000,40;7631;135
data,1283292000000,40;9476;136
data,1291158000000,40;2158;136
data,1291158000000,40;8173;137
data,1291158000000,40;10583;138
data,1291158000000,40;7151;139
data,1291158000000,40;6694;139
data,1291158000000,40;7151;140
data,1293836400000,40;1525;141
data,1293836400000,40;10603;141
data,1293836400000,40;1525;142
data,1296514800000,40;7151;143
data,1296514800000,40;4250;143
data,1296514800000,40;1274;144
data,1296514800000,40;5214;144
