New Run at  08/09/2018 10:38:00
, Time, RandomReward; dLinUCB_Likelihood_UniformReward, ClusterID;UserID;dLinUCB_Likelihood_UniformModelUsed,
data,1280613600000,89;2674;691.0,0;45;1
data,1280613600000,89;2843;691.0,0;45;1
data,1280613600000,89;2112;692.0,0;45;1
data,1280613600000,89;2214;692.0,0;45;1
data,1280613600000,89;12216;693.0,0;45;1
data,1280613600000,89;123;694.0,0;45;1
data,1280613600000,89;9809;694.0,0;45;1
data,1280613600000,89;5210;694.0,0;45;1
data,1280613600000,90;9960;694.0,0;45;1
data,1280613600000,90;10041;694.0,0;45;1
data,1280613600000,90;9435;694.0,0;45;1
data,1280613600000,90;6447;694.0,0;45;1
data,1280613600000,90;8390;694.0,0;45;1
data,1280613600000,90;6705;694.0,0;45;1
data,1280613600000,90;9955;694.0,0;45;1
data,1280613600000,90;8099;694.0,0;45;1
data,1280613600000,90;7012;695.0,0;45;1
data,1280613600000,90;11882;695.0,0;45;1
data,1280613600000,90;8614;695.0,0;45;1
data,1280613600000,90;9809;695.0,0;45;1
data,1280613600000,90;11811;695.0,0;45;1
data,1280613600000,90;9534;695.0,0;45;1
data,1280613600000,90;8595;695.0,0;45;1
data,1280613600000,90;3111;695.0,0;45;1
data,1280613600000,90;3134;695.0,0;45;1
data,1280613600000,90;10706;695.0,0;45;1
data,1280613600000,90;9288;695.0,0;45;1
data,1280613600000,90;5305;695.0,0;45;1
data,1280613600000,90;1613;695.0,0;45;1
data,1280613600000,90;5749;695.0,0;45;1
data,1280613600000,90;6750;695.0,0;45;1
data,1280613600000,90;11435;695.0,0;45;1
data,1280613600000,90;6549;696.0,0;45;1
data,1280613600000,90;4966;696.0,0;45;1
data,1280613600000,90;1962;696.0,0;45;1
data,1280613600000,90;8489;696.0,0;45;1
data,1280613600000,90;7690;696.0,0;45;1
data,1280613600000,91;1887;697.0,0;45;1
data,1280613600000,91;57;698.0,0;45;1
data,1280613600000,91;10835;698.0,0;45;1
data,1280613600000,91;3790;698.0,0;45;1
data,1280613600000,91;5356;699.0,0;45;1
data,1280613600000,91;7611;700.0,0;45;1
data,1280613600000,91;3451;701.0,0;45;1
data,1280613600000,91;3082;701.0,0;45;1
data,1280613600000,91;6589;702.0,0;45;1
data,1280613600000,91;876;702.0,0;45;1
data,1280613600000,91;11032;702.0,0;45;1
data,1280613600000,91;1050;702.0,0;45;1
data,1280613600000,91;9636;702.0,0;45;1
data,1280613600000,91;1071;703.0,0;45;1
data,1280613600000,91;12233;703.0,0;45;1
data,1280613600000,91;5430;703.0,0;45;1
data,1280613600000,91;8158;703.0,0;45;1
data,1280613600000,91;2129;704.0,0;45;1
data,1280613600000,91;8544;705.0,0;45;1
data,1280613600000,91;5169;706.0,0;45;1
data,1280613600000,91;8741;706.0,0;45;1
data,1280613600000,91;835;706.0,0;45;1
data,1280613600000,91;4389;706.0,0;45;1
data,1280613600000,91;7635;706.0,0;45;1
data,1280613600000,91;7320;706.0,0;45;1
data,1280613600000,91;9535;706.0,0;45;1
data,1280613600000,91;2046;706.0,0;45;1
data,1280613600000,91;4596;707.0,0;45;1
data,1280613600000,91;9020;707.0,0;45;1
data,1280613600000,91;10685;708.0,0;45;1
data,1280613600000,91;4427;709.0,0;45;1
data,1304596730436,91;2174;710.0,0;45;1
data,1304596770583,91;8296;710.0,0;45;1
data,1283292000000,91;7242;710.0,0;46;1
data,1283292000000,91;8304;711.0,0;46;1
data,1283292000000,91;8304;712.0,0;46;1
data,1283292000000,91;8304;713.0,0;46;1
data,1283292000000,91;1322;713.0,0;46;1
data,1283292000000,91;5590;713.0,0;46;1
data,1283292000000,91;8304;714.0,0;46;1
data,1283292000000,91;1035;714.0,0;46;1
data,1283292000000,91;6240;714.0,0;46;1
data,1283292000000,91;301;715.0,0;46;1
data,1283292000000,91;10583;715.0,0;46;1
data,1285884000000,91;8304;716.0,0;46;1
data,1285884000000,91;8304;717.0,0;46;1
data,1285884000000,91;8304;718.0,0;46;1
data,1285884000000,92;8304;719.0,0;46;1
data,1288566000000,92;4987;719.0,0;46;1
data,1259622000000,92;4131;720.0,0;47;1
data,1259622000000,92;12430;720.0,0;47;1
data,1259622000000,92;4579;720.0,0;47;1
data,1262300400000,92;1491;720.0,0;47;1
data,1262300400000,92;10811;720.0,0;47;1
data,1262300400000,92;641;721.0,0;47;1
data,1262300400000,92;1319;722.0,0;47;1
data,1262300400000,92;10832;722.0,0;47;1
data,1264978800000,92;1495;723.0,0;47;1
data,1264978800000,92;4483;724.0,0;47;1
data,1264978800000,92;2813;725.0,0;47;1
data,1264978800000,92;2111;726.0,0;47;1
data,1264978800000,92;11847;726.0,0;47;1
data,1264978800000,92;7534;726.0,0;47;1
data,1264978800000,92;5230;726.0,0;47;1
data,1264978800000,92;1101;727.0,0;47;1
data,1264978800000,92;5003;727.0,0;47;1
data,1264978800000,93;6951;728.0,0;47;1
data,1264978800000,93;9496;729.0,0;47;1
data,1264978800000,93;4684;729.0,0;47;1
data,1264978800000,93;6160;729.0,0;47;1
data,1264978800000,93;9669;729.0,0;47;1
data,1264978800000,93;1302;729.0,0;47;1
data,1264978800000,93;11811;730.0,0;47;1
data,1264978800000,93;6626;730.0,0;47;1
data,1264978800000,93;7003;731.0,0;47;1
data,1264978800000,93;1046;731.0,0;47;1
data,1264978800000,93;8263;731.0,0;47;1
data,1264978800000,93;4407;732.0,0;47;1
data,1264978800000,93;8673;732.0,0;47;1
data,1264978800000,93;1354;733.0,0;47;1
data,1264978800000,93;5825;734.0,0;47;1
data,1264978800000,93;9185;734.0,0;47;1
data,1264978800000,93;2063;734.0,0;47;1
data,1264978800000,93;6204;734.0,0;47;1
data,1264978800000,93;2094;734.0,0;47;1
data,1264978800000,93;2121;734.0,0;47;1
data,1264978800000,93;9804;734.0,0;47;1
data,1264978800000,93;1525;735.0,0;47;1
data,1264978800000,93;5856;735.0,0;47;1
data,1264978800000,93;2922;735.0,0;47;1
data,1264978800000,93;12457;735.0,0;47;1
data,1264978800000,93;3313;735.0,0;47;1
data,1264978800000,93;10860;735.0,0;47;1
data,1264978800000,93;1525;736.0,0;47;1
data,1264978800000,93;5442;736.0,0;47;1
data,1264978800000,93;8092;736.0,0;47;1
data,1264978800000,93;1050;737.0,0;47;1
data,1264978800000,93;12171;737.0,0;47;1
data,1264978800000,93;7258;737.0,0;47;1
data,1264978800000,94;694;737.0,0;47;1
data,1264978800000,94;631;737.0,0;47;1
data,1264978800000,94;8262;737.0,0;47;1
data,1264978800000,94;2459;738.0,0;47;1
data,1264978800000,94;10646;738.0,0;47;1
data,1264978800000,95;1300;738.0,0;47;1
data,1264978800000,95;1796;738.0,0;47;1
data,1264978800000,95;434;738.0,0;47;1
data,1264978800000,95;5838;739.0,0;47;1
data,1264978800000,95;11795;740.0,0;47;1
data,1264978800000,95;4655;740.0,0;47;1
data,1264978800000,95;3477;740.0,0;47;1
data,1264978800000,95;8527;740.0,0;47;1
data,1264978800000,95;7436;741.0,0;47;1
data,1264978800000,95;9505;741.0,0;47;1
data,1264978800000,95;8195;741.0,0;47;1
data,1264978800000,95;9895;741.0,0;47;1
data,1264978800000,95;3604;741.0,0;47;1
data,1264978800000,95;4640;741.0,0;47;1
data,1264978800000,95;4817;741.0,0;47;1
data,1264978800000,95;12392;742.0,0;47;1
data,1264978800000,95;6739;742.0,0;47;1
data,1264978800000,95;6445;742.0,0;47;1
data,1264978800000,95;8164;742.0,0;47;1
data,1264978800000,95;7193;743.0,0;47;1
data,1264978800000,95;2229;743.0,0;47;1
data,1264978800000,95;9007;744.0,0;47;1
data,1264978800000,95;1717;745.0,0;47;1
data,1264978800000,95;9236;745.0,0;47;1
data,1264978800000,95;12313;745.0,0;47;1
data,1264978800000,95;2146;745.0,0;47;1
data,1264978800000,95;3162;745.0,0;47;1
data,1264978800000,95;8076;746.0,0;47;1
data,1264978800000,95;8759;747.0,0;47;1
data,1264978800000,95;1319;748.0,0;47;1
data,1264978800000,95;11435;749.0,0;47;1
data,1264978800000,95;8076;750.0,0;47;1
data,1264978800000,95;2784;751.0,0;47;1
data,1264978800000,95;8069;751.0,0;47;1
data,1264978800000,95;7396;751.0,0;47;1
data,1264978800000,95;3610;751.0,0;47;1
data,1264978800000,95;5881;751.0,0;47;1
data,1264978800000,95;4668;752.0,0;47;1
data,1264978800000,95;10548;753.0,0;47;1
data,1264978800000,95;9349;753.0,0;47;1
data,1264978800000,95;8014;753.0,0;47;1
data,1264978800000,95;6277;754.0,0;47;1
data,1264978800000,95;9083;754.0,0;47;1
data,1264978800000,95;9476;755.0,0;47;1
data,1264978800000,95;8218;756.0,0;47;1
data,1264978800000,95;9592;756.0,0;47;1
data,1264978800000,95;5356;757.0,0;47;1
data,1264978800000,95;7830;758.0,0;47;1
data,1264978800000,95;2146;758.0,0;47;1
data,1264978800000,95;7643;758.0,0;47;1
data,1264978800000,95;641;759.0,0;47;1
data,1267398000000,95;10099;759.0,0;47;1
data,1267398000000,95;1365;759.0,0;47;1
data,1267398000000,95;12446;759.0,0;47;1
data,1267398000000,95;3992;759.0,0;47;1
data,1267398000000,95;9781;760.0,0;47;1
data,1267398000000,95;1790;761.0,0;47;1
data,1267398000000,95;4599;761.0,0;47;1
data,1267398000000,95;1325;762.0,0;47;1
data,1267398000000,95;10942;763.0,0;47;1
data,1267398000000,95;5688;763.0,0;47;1
data,1267398000000,95;2462;763.0,0;47;1
data,1267398000000,95;396;764.0,0;47;1
data,1267398000000,95;12125;764.0,0;47;1
data,1267398000000,95;2198;764.0,0;47;1
data,1267398000000,95;7198;765.0,0;47;1
data,1267398000000,95;8239;765.0,0;47;1
data,1267398000000,95;5467;765.0,0;47;1
data,1267398000000,95;5040;765.0,0;47;1
data,1267398000000,95;7436;766.0,0;47;1
data,1267398000000,95;1525;767.0,0;47;1
data,1267398000000,95;4440;767.0,0;47;1
data,1267398000000,95;4678;767.0,0;47;1
data,1267398000000,95;150;767.0,0;47;1
data,1267398000000,95;10185;767.0,0;47;1
data,1267398000000,95;6428;768.0,0;47;1
data,1267398000000,95;7534;768.0,0;47;1
data,1267398000000,95;5796;768.0,0;47;1
data,1267398000000,95;12070;768.0,0;47;1
data,1267398000000,95;1525;769.0,0;47;1
data,1267398000000,95;9626;769.0,0;47;1
data,1267398000000,95;2215;770.0,0;47;1
data,1267398000000,95;10012;770.0,0;47;1
data,1267398000000,95;9207;770.0,0;47;1
data,1267398000000,95;4131;771.0,0;47;1
data,1267398000000,95;1092;771.0,0;47;1
data,1267398000000,95;9624;771.0,0;47;1
data,1267398000000,95;11813;772.0,0;47;1
data,1267398000000,95;7850;772.0,0;47;1
data,1267398000000,95;8134;772.0,0;47;1
data,1267398000000,95;10822;773.0,0;47;1
data,1267398000000,95;10669;773.0,0;47;1
data,1267398000000,95;6521;773.0,0;47;1
data,1267398000000,95;11360;774.0,0;47;1
data,1270072800000,95;12426;775.0,0;47;1
data,1270072800000,95;11433;775.0,0;47;1
data,1270072800000,95;0;775.0,0;47;1
data,1270072800000,95;6848;775.0,0;47;1
data,1270072800000,95;1319;776.0,0;47;1
data,1270072800000,95;8795;776.0,0;47;1
data,1270072800000,95;641;777.0,0;47;1
data,1272664800000,95;6836;778.0,0;47;1
data,1272664800000,95;8076;779.0,0;47;1
data,1272664800000,95;5314;780.0,0;47;1
data,1272664800000,95;2266;781.0,0;47;1
data,1272664800000,95;8076;782.0,0;47;1
data,1272664800000,95;641;783.0,0;47;1
data,1272664800000,95;8076;784.0,0;47;1
data,1272664800000,95;9737;784.0,0;47;1
data,1272664800000,95;641;785.0,0;47;1
data,1272664800000,95;8390;785.0,0;47;1
data,1272664800000,95;5211;785.0,0;47;1
data,1272664800000,95;69;786.0,0;47;1
data,1272664800000,95;9020;786.0,0;47;1
data,1275343200000,96;8076;787.0,0;47;1
data,1275343200000,96;5284;787.0,0;47;1
data,1275343200000,96;4702;787.0,0;47;1
data,1275343200000,96;3646;787.0,0;47;1
data,1275343200000,96;8076;788.0,0;47;1
data,1275343200000,96;8076;789.0,0;47;1
data,1275343200000,96;7370;789.0,0;47;1
data,1275343200000,96;6504;789.0,0;47;1
data,1275343200000,96;2121;789.0,0;47;1
data,1275343200000,96;5415;789.0,0;47;1
data,1275343200000,96;3698;789.0,0;47;1
data,1275343200000,96;163;789.0,0;47;1
data,1275343200000,96;4339;789.0,0;47;1
data,1275343200000,97;854;789.0,0;47;1
data,1275343200000,97;5213;789.0,0;47;1
data,1275343200000,97;8405;789.0,0;47;1
data,1304596810163,97;641;790.0,0;47;1
data,1304596814456,97;641;791.0,0;47;1
data,1304685121537,97;4800;791.0,0;47;1
data,1304685124413,97;12245;791.0,0;47;1
data,1304685124404,97;2606;791.0,0;47;1
data,1304686261760,97;3849;791.0,0;47;1
data,1304686261773,97;3906;791.0,0;47;1
data,1177970400000,97;658;791.0,0;53;1
data,1212271200000,97;5213;791.0,0;53;1
data,1212271200000,97;11291;791.0,0;53;1
data,1212271200000,97;3652;791.0,0;53;1
data,1220220000000,97;12395;791.0,0;53;1
data,1222812000000,97;833;791.0,0;53;1
data,1222812000000,97;8069;791.0,0;53;1
data,1228086000000,97;5230;791.0,0;53;1
data,1230764400000,97;6320;791.0,0;53;1
data,1230764400000,97;4798;791.0,0;53;1
data,1230764400000,97;11097;792.0,0;53;1
data,1243807200000,97;3687;792.0,0;53;1
data,1243807200000,97;9476;792.0,0;53;1
data,1243807200000,97;1525;792.0,0;53;1
data,1243807200000,97;8957;792.0,0;53;1
data,1243807200000,97;5985;792.0,0;53;1
data,1243807200000,97;7446;792.0,0;53;1
data,1243807200000,97;4407;792.0,0;53;1
data,1243807200000,97;137;792.0,0;53;1
data,1251756000000,97;3294;792.0,0;53;1
data,1267398000000,97;9499;792.0,0;53;1
data,1267398000000,97;5065;792.0,0;53;1
data,1283292000000,97;9185;792.0,0;55;1
data,1283292000000,97;12392;792.0,0;55;1
data,1288566000000,97;68;792.0,0;55;1
data,1288566000000,97;4440;792.0,0;55;1
data,1291158000000,97;788;792.0,0;55;1
data,1291158000000,97;10268;792.0,0;55;1
data,1293836400000,97;7511;792.0,0;55;1
data,1293836400000,97;7967;792.0,0;55;1
data,1298934000000,97;2051;792.0,0;55;1
data,1298934000000,97;509;792.0,0;55;1
data,1298934000000,97;10041;792.0,0;55;1
data,1304596869967,97;2330;792.0,0;55;1
data,1304596870998,97;1543;792.0,0;55;1
data,1304596871374,97;8305;792.0,0;55;1
data,1270072800000,97;12419;792.0,0;56;1
data,1270072800000,97;4638;792.0,0;56;1
data,1270072800000,97;6873;792.0,0;56;1
data,1272664800000,97;8304;793.0,0;56;1
data,1272664800000,97;8304;794.0,0;56;1
data,1272664800000,97;8304;795.0,0;56;1
data,1275343200000,97;4131;796.0,0;56;1
data,1275343200000,97;4131;797.0,0;56;1
data,1275343200000,97;8304;798.0,0;56;1
data,1275343200000,97;5068;798.0,0;56;1
data,1275343200000,97;4131;799.0,0;56;1
data,1277935200000,97;3423;799.0,0;56;1
data,1277935200000,97;4131;800.0,0;56;1
data,1277935200000,97;4099;801.0,0;56;1
data,1277935200000,97;3874;801.0,0;56;1
data,1277935200000,97;9962;801.0,0;56;1
data,1277935200000,97;4561;801.0,0;56;1
data,1277935200000,97;5129;801.0,0;56;1
data,1277935200000,97;5139;801.0,0;56;1
data,1277935200000,97;1663;801.0,0;56;1
data,1280613600000,97;4430;801.0,0;56;1
data,1280613600000,97;321;801.0,0;56;1
data,1280613600000,97;631;801.0,0;56;1
data,1280613600000,97;6557;802.0,0;56;1
data,1280613600000,97;2256;802.0,0;56;1
data,1280613600000,97;8640;802.0,0;56;1
data,1280613600000,97;9611;802.0,0;56;1
data,1280613600000,97;8957;802.0,0;56;1
data,1280613600000,97;2685;802.0,0;56;1
data,1280613600000,97;4483;802.0,0;56;1
data,1280613600000,97;6722;802.0,0;56;1
data,1280613600000,97;4099;803.0,0;56;1
data,1280613600000,97;7753;804.0,0;56;1
data,1280613600000,97;12395;804.0,0;56;1
data,1280613600000,97;8171;804.0,0;56;1
data,1283292000000,98;5722;804.0,0;56;1
data,1283292000000,98;9496;804.0,0;56;1
data,1283292000000,99;10185;805.0,0;56;1
data,1283292000000,99;10185;806.0,0;56;1
data,1283292000000,99;7511;806.0,0;56;1
data,1283292000000,99;7003;807.0,0;56;1
data,1283292000000,99;8638;808.0,0;56;1
data,1283292000000,99;4099;809.0,0;56;1
data,1283292000000,99;4099;810.0,0;56;1
data,1283292000000,99;4131;811.0,0;56;1
data,1283292000000,99;10185;812.0,0;56;1
data,1283292000000,99;8304;813.0,0;56;1
data,1285884000000,99;7003;814.0,0;56;1
data,1285884000000,99;7753;815.0,0;56;1
data,1285884000000,99;6277;815.0,0;56;1
data,1285884000000,99;7003;816.0,0;56;1
data,1285884000000,99;7830;817.0,0;56;1
data,1285884000000,99;8110;817.0,0;56;1
data,1285884000000,99;7193;817.0,0;56;1
data,1285884000000,99;4099;818.0,0;56;1
data,1285884000000,99;8638;819.0,0;56;1
data,1285884000000,99;6739;819.0,0;56;1
data,1285884000000,99;11435;819.0,0;56;1
data,1285884000000,99;4131;820.0,0;56;1
data,1285884000000,99;7830;821.0,0;56;1
data,1285884000000,99;10185;822.0,0;56;1
data,1285884000000,99;4131;823.0,0;56;1
data,1285884000000,99;1380;823.0,0;56;1
data,1285884000000,99;6557;824.0,0;56;1
data,1285884000000,99;8304;825.0,0;56;1
data,1285884000000,99;4131;826.0,0;56;1
data,1285884000000,99;1459;826.0,0;56;1
data,1285884000000,99;7830;827.0,0;56;1
data,1285884000000,99;4379;827.0,0;56;1
data,1285884000000,99;6842;827.0,0;56;1
data,1285884000000,99;2459;827.0,0;56;1
data,1285884000000,99;7753;828.0,0;56;1
data,1285884000000,99;10068;828.0,0;56;1
data,1285884000000,100;9626;828.0,0;56;1
data,1285884000000,100;8440;828.0,0;56;1
data,1285884000000,100;7003;829.0,0;56;1
data,1285884000000,100;8304;830.0,0;56;1
data,1285884000000,100;6449;830.0,0;56;1
data,1285884000000,100;671;830.0,0;56;1
data,1285884000000,100;10185;831.0,0;56;1
data,1285884000000,100;11476;831.0,0;56;1
data,1285884000000,101;9848;831.0,0;56;1
data,1285884000000,101;7788;832.0,0;56;1
data,1285884000000,101;7753;833.0,0;56;1
data,1285884000000,101;10185;834.0,0;56;1
data,1285884000000,101;2284;834.0,0;56;1
data,1285884000000,101;1152;834.0,0;56;1
data,1285884000000,101;10185;835.0,0;56;1
data,1285884000000,101;4099;836.0,0;56;1
data,1285884000000,101;210;836.0,0;56;1
data,1285884000000,101;2813;836.0,0;56;1
data,1285884000000,101;2950;836.0,0;56;1
data,1285884000000,101;8969;836.0,0;56;1
data,1285884000000,101;6557;837.0,0;56;1
data,1285884000000,101;4131;838.0,0;56;1
data,1288566000000,101;1270;838.0,0;56;1
data,1288566000000,101;11452;838.0,0;56;1
data,1288566000000,101;102;838.0,0;56;1
data,1288566000000,101;10548;838.0,0;56;1
data,1288566000000,101;7944;838.0,0;56;1
data,1288566000000,101;10522;838.0,0;56;1
data,1288566000000,101;4178;839.0,0;56;1
data,1288566000000,101;10130;839.0,0;56;1
data,1288566000000,101;1319;839.0,0;56;1
data,1288566000000,101;4398;840.0,0;56;1
data,1288566000000,101;6950;840.0,0;56;1
data,1288566000000,101;10185;841.0,0;56;1
data,1288566000000,101;6445;842.0,0;56;1
data,1288566000000,101;7093;842.0,0;56;1
data,1288566000000,101;8023;842.0,0;56;1
data,1288566000000,101;4453;842.0,0;56;1
data,1288566000000,102;7753;843.0,0;56;1
data,1288566000000,102;8614;843.0,0;56;1
data,1288566000000,102;8371;844.0,0;56;1
data,1288566000000,102;7830;845.0,0;56;1
data,1288566000000,102;7257;845.0,0;56;1
data,1288566000000,102;12125;846.0,0;56;1
data,1288566000000,102;9126;846.0,0;56;1
data,1288566000000,102;11952;847.0,0;56;1
data,1288566000000,102;4131;848.0,0;56;1
data,1288566000000,102;9223;848.0,0;56;1
data,1288566000000,102;292;848.0,0;56;1
data,1288566000000,102;4131;849.0,0;56;1
data,1288566000000,102;8304;850.0,0;56;1
data,1288566000000,102;9975;850.0,0;56;1
data,1288566000000,102;7830;851.0,0;56;1
data,1288566000000,102;8263;852.0,0;56;1
data,1288566000000,102;10185;853.0,0;56;1
data,1288566000000,102;12102;853.0,0;56;1
data,1288566000000,102;4131;854.0,0;56;1
data,1288566000000,102;8304;855.0,0;56;1
data,1288566000000,102;10185;856.0,0;56;1
data,1288566000000,102;10130;856.0,0;56;1
data,1288566000000,102;7643;856.0,0;56;1
data,1288566000000,102;7830;857.0,0;56;1
data,1288566000000,102;8304;858.0,0;56;1
data,1288566000000,102;7753;859.0,0;56;1
data,1288566000000,103;7788;860.0,0;56;1
data,1288566000000,103;7003;861.0,0;56;1
data,1288566000000,103;10227;861.0,0;56;1
data,1288566000000,103;4131;862.0,0;56;1
data,1288566000000,103;12235;862.0,0;56;1
data,1288566000000,103;1054;862.0,0;56;1
data,1288566000000,103;4178;863.0,0;56;1
data,1288566000000,103;8076;864.0,0;56;1
data,1288566000000,103;9624;864.0,0;56;1
data,1288566000000,104;10901;864.0,0;56;1
data,1291158000000,104;6409;864.0,0;56;1
data,1291158000000,104;2966;864.0,0;56;1
data,1291158000000,104;6557;865.0,0;56;1
data,1291158000000,104;7830;866.0,0;56;1
data,1291158000000,104;4131;867.0,0;56;1
data,1291158000000,104;7814;867.0,0;56;1
data,1291158000000,104;1416;867.0,0;56;1
data,1291158000000,104;4154;867.0,0;56;1
data,1291158000000,104;8263;868.0,0;56;1
data,1291158000000,104;4131;869.0,0;56;1
data,1291158000000,104;4099;870.0,0;56;1
data,1291158000000,104;8304;871.0,0;56;1
data,1291158000000,104;4579;871.0,0;56;1
data,1291158000000,104;7830;872.0,0;56;1
data,1291158000000,104;4099;873.0,0;56;1
data,1291158000000,104;5068;873.0,0;56;1
data,1291158000000,104;3294;873.0,0;56;1
data,1291158000000,104;1322;873.0,0;56;1
data,1291158000000,104;2800;873.0,0;56;1
data,1291158000000,105;11811;873.0,0;56;1
data,1291158000000,105;7830;874.0,0;56;1
data,1291158000000,105;10248;874.0,0;56;1
data,1291158000000,105;4000;874.0,0;56;1
data,1291158000000,105;10185;875.0,0;56;1
data,1291158000000,106;11335;875.0,0;56;1
data,1291158000000,106;7753;876.0,0;56;1
data,1291158000000,106;4400;876.0,0;56;1
data,1291158000000,106;9931;876.0,0;56;1
data,1291158000000,106;5129;876.0,0;56;1
data,1291158000000,106;2330;876.0,0;56;1
data,1291158000000,106;6557;877.0,0;56;1
data,1291158000000,106;5830;877.0,0;56;1
data,1291158000000,106;8304;878.0,0;56;1
data,1291158000000,106;2462;878.0,0;56;1
data,1291158000000,106;4099;879.0,0;56;1
data,1291158000000,106;7788;880.0,0;56;1
data,1291158000000,106;6160;880.0,0;56;1
data,1291158000000,107;5213;881.0,0;56;1
data,1291158000000,107;4099;882.0,0;56;1
data,1291158000000,108;8785;882.0,0;56;1
data,1291158000000,108;11697;882.0,0;56;1
data,1291158000000,109;7788;883.0,0;56;1
data,1291158000000,109;3738;883.0,0;56;1
data,1291158000000,109;9115;883.0,0;56;1
data,1291158000000,109;509;883.0,0;56;1
data,1291158000000,109;5688;883.0,0;56;1
data,1291158000000,109;1873;883.0,0;56;1
data,1291158000000,110;11010;883.0,0;56;1
data,1291158000000,111;8942;883.0,0;56;1
data,1291158000000,111;6320;883.0,0;56;1
data,1291158000000,111;11646;883.0,0;56;1
data,1291158000000,111;3384;884.0,0;56;1
data,1291158000000,111;5292;884.0,0;56;1
data,1291158000000,112;7753;885.0,0;56;1
data,1291158000000,113;7830;886.0,0;56;1
data,1291158000000,113;4131;887.0,0;56;1
data,1291158000000,113;10185;888.0,0;56;1
data,1291158000000,113;4099;889.0,0;56;1
data,1291158000000,113;10185;890.0,0;56;1
data,1291158000000,113;8304;891.0,0;56;1
data,1291158000000,113;6557;892.0,0;56;1
data,1291158000000,113;7611;892.0,0;56;1
data,1291158000000,113;7753;893.0,0;56;1
data,1293836400000,113;843;893.0,0;56;1
data,1293836400000,113;9261;893.0,0;56;1
data,1293836400000,113;9084;893.0,0;56;1
data,1293836400000,113;5879;893.0,0;56;1
data,1293836400000,113;4640;893.0,0;56;1
data,1293836400000,113;5430;893.0,0;56;1
data,1293836400000,113;5883;893.0,0;56;1
data,1293836400000,113;3647;893.0,0;56;1
data,1293836400000,113;5688;893.0,0;56;1
data,1293836400000,113;724;893.0,0;56;1
data,1293836400000,114;5330;893.0,0;56;1
data,1293836400000,114;1187;894.0,0;56;1
data,1293836400000,114;4398;895.0,0;56;1
data,1293836400000,114;5855;895.0,0;56;1
data,1293836400000,114;8356;896.0,0;56;1
data,1293836400000,114;11459;897.0,0;56;1
data,1293836400000,114;1797;897.0,0;56;1
data,1293836400000,114;4178;898.0,0;56;1
data,1293836400000,114;1887;899.0,0;56;1
data,1293836400000,114;5796;899.0,0;56;1
data,1293836400000,115;6184;899.0,0;56;1
data,1293836400000,115;4800;899.0,0;56;1
data,1293836400000,115;123;900.0,0;56;1
data,1293836400000,115;3849;900.0,0;56;1
data,1293836400000,115;9084;900.0,0;56;1
data,1293836400000,115;6193;900.0,0;56;1
data,1293836400000,115;7768;901.0,0;56;1
data,1293836400000,115;11459;902.0,0;56;1
data,1293836400000,115;12302;902.0,0;56;1
data,1293836400000,115;12359;903.0,0;56;1
data,1293836400000,115;1717;904.0,0;56;1
data,1293836400000,115;8402;905.0,0;56;1
data,1293836400000,115;11426;906.0,0;56;1
data,1293836400000,115;1322;906.0,0;56;1
data,1293836400000,115;5495;906.0,0;56;1
data,1293836400000,115;6557;907.0,0;56;1
data,1293836400000,115;8218;907.0,0;56;1
data,1293836400000,115;6020;907.0,0;56;1
data,1293836400000,115;1634;907.0,0;56;1
data,1293836400000,115;11291;907.0,0;56;1
data,1293836400000,115;5280;907.0,0;56;1
data,1296514800000,115;1391;907.0,0;56;1
data,1296514800000,115;9428;908.0,0;56;1
data,1296514800000,115;4453;908.0,0;56;1
data,1296514800000,115;10227;908.0,0;56;1
data,1296514800000,115;8111;908.0,0;56;1
data,1296514800000,115;3193;908.0,0;56;1
data,1296514800000,115;3397;908.0,0;56;1
data,1296514800000,115;2448;908.0,0;56;1
data,1298934000000,115;4800;908.0,0;56;1
data,1298934000000,116;4131;909.0,0;56;1
data,1298934000000,116;9496;909.0,0;56;1
data,1298934000000,116;7788;910.0,0;56;1
data,1298934000000,116;7788;911.0,0;56;1
data,1304596903908,116;9578;912.0,0;56;1
data,1304596915753,116;9578;913.0,0;56;1
data,1193871600000,116;2685;913.0,0;57;1
data,1193871600000,116;3161;913.0,0;57;1
data,1193871600000,116;7815;914.0,0;57;1
data,1193871600000,116;4398;914.0,0;57;1
data,1196463600000,116;2599;914.0,0;57;1
data,1196463600000,116;1634;914.0,0;57;1
data,1196463600000,116;7730;914.0,0;57;1
data,1196463600000,116;7193;914.0,0;57;1
data,1196463600000,116;1346;915.0,0;57;1
data,1199142000000,116;1274;915.0,0;57;1
data,1201820400000,116;2185;915.0,0;57;1
data,1201820400000,116;3397;915.0,0;57;1
data,1201820400000,116;9848;915.0,0;57;1
data,1201820400000,116;4816;915.0,0;57;1
data,1201820400000,116;6501;915.0,0;57;1
data,1209592800000,116;8111;915.0,0;57;1
data,1209592800000,116;1346;916.0,0;57;1
data,1209592800000,116;2415;917.0,0;57;1
data,1209592800000,116;4250;917.0,0;57;1
data,1209592800000,116;2150;917.0,0;57;1
data,1209592800000,116;2559;917.0,0;57;1
data,1209592800000,116;7411;917.0,0;57;1
data,1212271200000,116;7242;917.0,0;57;1
data,1212271200000,116;1346;918.0,0;57;1
data,1212271200000,116;2111;918.0,0;57;1
data,1212271200000,116;1525;919.0,0;57;1
