New Run at  08/08/2018 22:53:11
, Time, RandomReward; M_LinUCBReward, ClusterID;UserID;M_LinUCBModelUsed,
data,1293836400000,1299;9064;10426.0,13;624
data,1296514800000,1299;8550;10426.0,13;624
data,1296514800000,1299;11402;10426.0,13;624
data,1296514800000,1299;5734;10426.0,13;624
data,1298934000000,1300;3444;10426.0,13;624
data,1298934000000,1300;7885;10426.0,13;624
data,1298934000000,1300;10125;10426.0,13;624
data,1225494000000,1300;10990;10426.0,96;626
data,1228086000000,1300;5791;10426.0,96;626
data,1228086000000,1300;4224;10427.0,96;626
data,1228086000000,1300;11936;10427.0,96;626
data,1228086000000,1300;2435;10427.0,96;626
data,1228086000000,1300;5538;10427.0,96;626
data,1230764400000,1300;3013;10427.0,96;626
data,1230764400000,1300;8812;10427.0,96;626
data,1233442800000,1300;10751;10427.0,96;626
data,1235862000000,1300;3845;10427.0,96;626
data,1235862000000,1300;12054;10427.0,96;626
data,1238536800000,1300;11550;10428.0,96;626
data,1238536800000,1300;10187;10428.0,96;626
data,1212271200000,1300;57;10429.0,7;628
data,1214863200000,1300;9137;10429.0,7;628
data,1214863200000,1300;9962;10430.0,7;628
data,1214863200000,1300;9115;10430.0,7;628
data,1214863200000,1300;995;10430.0,7;628
data,1217541600000,1300;5495;10431.0,7;628
data,1220220000000,1301;4099;10432.0,7;628
data,1220220000000,1301;7788;10433.0,7;628
data,1225494000000,1301;4800;10433.0,7;628
data,1225494000000,1301;8635;10434.0,7;628
data,1283292000000,1301;3477;10435.0,7;628
data,1293836400000,1301;7524;10435.0,175;629
data,1293836400000,1301;10032;10435.0,175;629
data,1293836400000,1301;8633;10435.0,175;629
data,1293836400000,1301;7442;10435.0,175;629
data,1293836400000,1301;8942;10435.0,175;629
data,1293836400000,1301;11279;10435.0,175;629
data,1293836400000,1301;975;10435.0,175;629
data,1293836400000,1301;1636;10435.0,175;629
data,1293836400000,1301;7433;10435.0,175;629
data,1293836400000,1301;11543;10435.0,175;629
data,1293836400000,1301;7364;10435.0,175;629
data,1293836400000,1301;12361;10435.0,175;629
data,1220220000000,1301;4129;10435.0,171;630
data,1233442800000,1301;1291;10435.0,171;630
data,1233442800000,1301;3433;10435.0,171;630
data,1233442800000,1301;4638;10435.0,171;630
data,1233442800000,1301;5577;10435.0,171;630
data,1233442800000,1301;2470;10435.0,171;630
data,1233442800000,1301;8583;10435.0,171;630
data,1235862000000,1301;9217;10435.0,171;630
data,1235862000000,1301;724;10435.0,171;630
data,1235862000000,1302;5235;10435.0,171;630
data,1235862000000,1302;614;10436.0,171;630
data,1235862000000,1302;1242;10436.0,171;630
data,1235862000000,1302;9377;10436.0,171;630
data,1238536800000,1302;11454;10436.0,171;630
data,1238536800000,1302;2580;10436.0,171;630
data,1238536800000,1302;6668;10437.0,171;630
data,1238536800000,1302;8243;10437.0,171;630
data,1241128800000,1302;9479;10437.0,171;630
data,1243807200000,1302;3469;10437.0,171;630
data,1251756000000,1302;4120;10437.0,171;630
data,1259622000000,1302;5252;10437.0,171;630
data,1272664800000,1302;7334;10437.0,171;630
data,1188597600000,1302;4742;10437.0,11;632
data,1204326000000,1302;420;10437.0,11;632
data,1204326000000,1302;11023;10437.0,11;632
data,1204326000000,1302;4776;10437.0,11;632
data,1204326000000,1302;10046;10437.0,11;632
data,1209592800000,1302;5168;10437.0,11;632
data,1212271200000,1302;1588;10437.0,11;632
data,1217541600000,1302;11870;10437.0,11;632
data,1225494000000,1302;7476;10437.0,11;632
data,1267398000000,1302;6409;10437.0,11;632
data,1204326000000,1302;9562;10437.0,64;634
data,1204326000000,1302;1154;10437.0,64;634
data,1204326000000,1302;3846;10437.0,64;634
data,1204326000000,1302;9682;10438.0,64;634
data,1204326000000,1302;4571;10438.0,64;634
data,1204326000000,1302;10171;10438.0,64;634
data,1204326000000,1302;12249;10438.0,64;634
data,1207000800000,1302;9369;10438.0,64;634
data,1207000800000,1302;11895;10438.0,64;634
data,1209592800000,1302;6232;10438.0,64;634
data,1209592800000,1302;9685;10438.0,64;634
data,1209592800000,1302;98;10438.0,64;634
data,1212271200000,1302;1564;10438.0,64;634
data,1212271200000,1302;12427;10438.0,64;634
data,1212271200000,1302;4012;10438.0,64;634
data,1212271200000,1302;7398;10439.0,64;634
data,1212271200000,1302;9576;10439.0,64;634
data,1212271200000,1302;11021;10439.0,64;634
data,1212271200000,1302;10219;10439.0,64;634
data,1212271200000,1302;9362;10439.0,64;634
data,1214863200000,1302;3706;10439.0,64;634
data,1214863200000,1302;8411;10439.0,64;634
data,1214863200000,1302;7415;10439.0,64;634
data,1217541600000,1302;842;10439.0,64;634
data,1217541600000,1302;3000;10439.0,64;634
data,1217541600000,1302;6488;10439.0,64;634
data,1217541600000,1302;124;10439.0,64;634
data,1220220000000,1302;8;10439.0,64;634
data,1304605074428,1302;5013;10440.0,64;634
data,1304605076176,1302;5013;10441.0,64;634
data,1304605080484,1302;3845;10441.0,64;634
data,1304605100560,1302;3033;10441.0,64;634
data,1188597600000,1302;2459;10442.0,146;636
data,1199142000000,1302;5887;10443.0,146;636
data,1199142000000,1302;10988;10444.0,146;636
data,1199142000000,1302;215;10445.0,146;636
data,1199142000000,1302;4517;10445.0,146;636
data,1199142000000,1302;215;10446.0,146;636
data,1204326000000,1302;8527;10447.0,146;636
data,1214863200000,1302;5076;10447.0,146;636
data,1217541600000,1302;2843;10448.0,146;636
data,1217541600000,1302;2161;10448.0,146;636
data,1233442800000,1302;12318;10449.0,146;636
data,1233442800000,1302;7900;10450.0,146;636
data,1233442800000,1302;3161;10451.0,146;636
data,1233442800000,1302;12260;10451.0,146;636
data,1233442800000,1302;3306;10452.0,146;636
data,1233442800000,1302;6742;10453.0,146;636
data,1233442800000,1302;7900;10454.0,146;636
data,1233442800000,1302;6377;10455.0,146;636
data,1233442800000,1302;7993;10456.0,146;636
data,1233442800000,1302;2229;10457.0,146;636
data,1233442800000,1302;7714;10458.0,146;636
data,1235862000000,1302;215;10459.0,146;636
data,1235862000000,1302;2229;10460.0,146;636
data,1235862000000,1302;7903;10460.0,146;636
data,1235862000000,1302;5887;10461.0,146;636
data,1235862000000,1302;215;10462.0,146;636
data,1235862000000,1302;4599;10462.0,146;636
data,1235862000000,1302;4339;10463.0,146;636
data,1235862000000,1302;2229;10464.0,146;636
data,1235862000000,1302;11465;10465.0,146;636
data,1235862000000,1302;7900;10466.0,146;636
data,1238536800000,1302;5223;10466.0,146;636
data,1238536800000,1302;9126;10466.0,146;636
data,1238536800000,1302;1856;10466.0,146;636
data,1238536800000,1302;215;10467.0,146;636
data,1238536800000,1302;215;10468.0,146;636
data,1238536800000,1302;3721;10469.0,146;636
data,1241128800000,1302;8942;10469.0,146;636
data,1241128800000,1302;2574;10469.0,146;636
data,1243807200000,1303;10646;10470.0,146;636
data,1243807200000,1303;3338;10471.0,146;636
data,1246399200000,1303;2199;10472.0,146;636
data,1251756000000,1303;10988;10473.0,146;636
data,1254348000000,1303;150;10474.0,146;636
data,1228086000000,1303;11445;10474.0,46;638
data,1228086000000,1303;2415;10475.0,46;638
data,1228086000000,1303;7183;10475.0,46;638
data,1228086000000,1304;12216;10475.0,46;638
data,1228086000000,1304;9979;10475.0,46;638
data,1228086000000,1304;1607;10475.0,46;638
data,1228086000000,1304;5988;10475.0,46;638
data,1228086000000,1304;6805;10475.0,46;638
data,1228086000000,1304;69;10476.0,46;638
data,1228086000000,1305;4592;10476.0,46;638
data,1228086000000,1305;2284;10476.0,46;638
data,1228086000000,1305;9007;10476.0,46;638
data,1228086000000,1305;4833;10477.0,46;638
data,1228086000000,1305;6537;10477.0,46;638
data,1228086000000,1305;7470;10477.0,46;638
data,1228086000000,1305;6557;10478.0,46;638
data,1228086000000,1306;5292;10478.0,46;638
data,1228086000000,1306;11655;10478.0,46;638
data,1228086000000,1306;7750;10478.0,46;638
data,1228086000000,1306;11520;10478.0,46;638
data,1228086000000,1306;5831;10478.0,46;638
data,1228086000000,1306;9962;10478.0,46;638
data,1228086000000,1306;3480;10478.0,46;638
data,1228086000000,1306;7213;10479.0,46;638
data,1228086000000,1306;7411;10480.0,46;638
data,1228086000000,1306;4483;10481.0,46;638
data,1228086000000,1306;2879;10481.0,46;638
data,1228086000000,1306;4234;10481.0,46;638
data,1228086000000,1306;7332;10481.0,46;638
data,1228086000000,1306;2991;10481.0,46;638
data,1228086000000,1306;4824;10481.0,46;638
data,1228086000000,1306;1433;10481.0,46;638
data,1228086000000,1306;5665;10481.0,46;638
data,1228086000000,1306;11242;10481.0,46;638
data,1228086000000,1306;4800;10481.0,46;638
data,1228086000000,1306;7202;10481.0,46;638
data,1228086000000,1306;5068;10481.0,46;638
data,1228086000000,1306;2632;10481.0,46;638
data,1228086000000,1306;5275;10481.0,46;638
data,1228086000000,1306;1319;10482.0,46;638
data,1228086000000,1306;4815;10482.0,46;638
data,1228086000000,1306;1416;10482.0,46;638
data,1228086000000,1306;2649;10482.0,46;638
data,1228086000000,1306;9562;10482.0,46;638
data,1228086000000,1306;671;10482.0,46;638
data,1228086000000,1306;2966;10482.0,46;638
data,1228086000000,1306;8099;10482.0,46;638
data,1228086000000,1306;9329;10482.0,46;638
data,1228086000000,1306;8297;10482.0,46;638
data,1228086000000,1306;6263;10482.0,46;638
data,1228086000000,1306;4131;10483.0,46;638
data,1228086000000,1306;6670;10483.0,46;638
data,1228086000000,1306;3971;10483.0,46;638
data,1228086000000,1306;4951;10483.0,46;638
data,1228086000000,1306;2241;10484.0,46;638
data,1228086000000,1306;360;10484.0,46;638
data,1230764400000,1306;7905;10484.0,46;638
data,1230764400000,1306;2261;10484.0,46;638
data,1230764400000,1306;9476;10484.0,46;638
data,1230764400000,1306;5002;10484.0,46;638
data,1233442800000,1306;9959;10484.0,46;638
data,1233442800000,1306;6842;10484.0,46;638
data,1233442800000,1306;11342;10484.0,46;638
data,1233442800000,1306;2976;10484.0,46;638
data,1235862000000,1306;1054;10484.0,46;638
data,1235862000000,1306;7402;10484.0,46;638
data,1235862000000,1306;4413;10484.0,46;638
data,1235862000000,1306;7753;10485.0,46;638
data,1235862000000,1306;4833;10486.0,46;638
data,1235862000000,1306;925;10486.0,46;638
data,1235862000000,1307;12013;10486.0,46;638
data,1235862000000,1307;9232;10486.0,46;638
data,1235862000000,1307;2605;10486.0,46;638
data,1235862000000,1307;1083;10486.0,46;638
data,1238536800000,1307;8209;10486.0,46;638
data,1238536800000,1307;1282;10486.0,46;638
data,1238536800000,1307;6428;10486.0,46;638
data,1238536800000,1307;321;10486.0,46;638
data,1238536800000,1307;9451;10486.0,46;638
data,1238536800000,1307;4427;10486.0,46;638
data,1238536800000,1307;2813;10486.0,46;638
data,1238536800000,1307;4155;10486.0,46;638
data,1238536800000,1307;5695;10486.0,46;638
data,1238536800000,1307;3827;10486.0,46;638
data,1238536800000,1307;163;10486.0,46;638
data,1238536800000,1307;5064;10486.0,46;638
data,1238536800000,1307;2247;10486.0,46;638
data,1238536800000,1307;288;10486.0,46;638
data,1241128800000,1307;5467;10486.0,46;638
data,1241128800000,1307;4937;10486.0,46;638
data,1241128800000,1307;3813;10486.0,46;638
data,1241128800000,1307;4715;10486.0,46;638
data,1241128800000,1307;8443;10486.0,46;638
data,1241128800000,1307;3489;10486.0,46;638
data,1241128800000,1307;1887;10487.0,46;638
data,1243807200000,1307;1025;10487.0,46;638
data,1243807200000,1307;3511;10487.0,46;638
data,1243807200000,1307;3517;10487.0,46;638
data,1243807200000,1307;10268;10487.0,46;638
data,1243807200000,1307;389;10487.0,46;638
data,1243807200000,1307;3959;10487.0,46;638
data,1243807200000,1307;6755;10487.0,46;638
data,1246399200000,1307;1391;10487.0,46;638
data,1246399200000,1307;12344;10487.0,46;638
data,1246399200000,1307;2763;10487.0,46;638
data,1246399200000,1307;8134;10488.0,46;638
data,1249077600000,1307;3959;10488.0,46;638
data,1249077600000,1307;11130;10488.0,46;638
data,1249077600000,1307;6445;10488.0,46;638
data,1249077600000,1307;4640;10488.0,46;638
data,1249077600000,1307;1887;10489.0,46;638
data,1249077600000,1307;4833;10490.0,46;638
data,1251756000000,1307;8171;10490.0,46;638
data,1251756000000,1307;1171;10490.0,46;638
data,1251756000000,1307;3464;10490.0,46;638
data,1251756000000,1307;9187;10490.0,46;638
data,1251756000000,1307;9572;10490.0,46;638
data,1251756000000,1307;6537;10490.0,46;638
data,1251756000000,1307;11425;10490.0,46;638
data,1251756000000,1307;10559;10490.0,46;638
data,1251756000000,1307;7274;10491.0,46;638
data,1251756000000,1307;4719;10491.0,46;638
data,1254348000000,1308;11279;10491.0,46;638
data,1254348000000,1308;1334;10491.0,46;638
data,1254348000000,1308;5165;10491.0,46;638
data,1254348000000,1308;8445;10491.0,46;638
data,1254348000000,1308;6033;10491.0,46;638
data,1254348000000,1308;9711;10491.0,46;638
data,1254348000000,1308;9262;10491.0,46;638
data,1254348000000,1308;8356;10492.0,46;638
data,1254348000000,1308;288;10492.0,46;638
data,1254348000000,1308;12178;10492.0,46;638
data,1254348000000,1308;5231;10492.0,46;638
data,1254348000000,1308;3654;10492.0,46;638
data,1254348000000,1308;3715;10492.0,46;638
data,1254348000000,1308;3012;10492.0,46;638
data,1257030000000,1308;8891;10492.0,46;638
data,1257030000000,1308;5205;10492.0,46;638
data,1257030000000,1308;4237;10492.0,46;638
data,1257030000000,1308;2009;10492.0,46;638
data,1257030000000,1308;3778;10492.0,46;638
data,1257030000000,1308;2247;10492.0,46;638
data,1257030000000,1308;13;10492.0,46;638
data,1257030000000,1308;1574;10492.0,46;638
data,1257030000000,1308;10235;10492.0,46;638
data,1257030000000,1308;11459;10492.0,46;638
data,1257030000000,1308;8725;10492.0,46;638
data,1257030000000,1308;9781;10492.0,46;638
data,1257030000000,1308;3384;10492.0,46;638
data,1257030000000,1308;2261;10492.0,46;638
data,1257030000000,1308;6338;10492.0,46;638
data,1257030000000,1308;8501;10492.0,46;638
data,1257030000000,1308;2465;10492.0,46;638
data,1257030000000,1308;504;10492.0,46;638
data,1257030000000,1308;8786;10492.0,46;638
data,1259622000000,1308;6193;10492.0,46;638
data,1259622000000,1308;7003;10493.0,46;638
data,1259622000000,1308;7998;10493.0,46;638
data,1259622000000,1308;5934;10493.0,46;638
data,1259622000000,1308;3577;10493.0,46;638
data,1259622000000,1308;1348;10493.0,46;638
data,1259622000000,1308;11482;10493.0,46;638
data,1259622000000,1308;8110;10493.0,46;638
data,1259622000000,1308;4798;10493.0,46;638
data,1259622000000,1308;10822;10493.0,46;638
data,1262300400000,1308;7202;10493.0,46;638
data,1262300400000,1308;8304;10494.0,46;638
data,1262300400000,1308;6937;10494.0,46;638
data,1262300400000,1308;12013;10494.0,46;638
data,1264978800000,1308;2605;10494.0,46;638
data,1264978800000,1308;960;10494.0,46;638
data,1264978800000,1308;1341;10494.0,46;638
data,1264978800000,1308;8033;10494.0,46;638
data,1264978800000,1308;6445;10494.0,46;638
data,1264978800000,1308;8786;10494.0,46;638
data,1264978800000,1308;11726;10494.0,46;638
data,1264978800000,1308;5353;10494.0,46;638
data,1267398000000,1308;12117;10494.0,46;638
data,1267398000000,1308;1717;10494.0,46;638
data,1267398000000,1308;5165;10494.0,46;638
data,1267398000000,1308;10103;10494.0,46;638
data,1267398000000,1308;5033;10494.0,46;638
data,1267398000000,1308;7186;10494.0,46;638
data,1270072800000,1308;7082;10495.0,46;638
data,1270072800000,1308;12313;10496.0,46;638
data,1270072800000,1308;1101;10496.0,46;638
data,1270072800000,1308;5220;10496.0,46;638
data,1270072800000,1308;6445;10496.0,46;638
data,1272664800000,1308;3337;10496.0,46;638
data,1272664800000,1308;4051;10496.0,46;638
data,1272664800000,1308;5855;10496.0,46;638
data,1272664800000,1308;5213;10496.0,46;638
data,1272664800000,1308;2426;10496.0,46;638
data,1272664800000,1309;10685;10496.0,46;638
data,1272664800000,1309;5033;10496.0,46;638
data,1272664800000,1309;887;10496.0,46;638
data,1272664800000,1309;5428;10496.0,46;638
data,1272664800000,1309;10732;10496.0,46;638
data,1272664800000,1309;9866;10496.0,46;638
data,1272664800000,1309;5525;10496.0,46;638
data,1272664800000,1309;7108;10496.0,46;638
data,1272664800000,1309;4250;10496.0,46;638
data,1275343200000,1309;7146;10496.0,46;638
data,1275343200000,1309;7611;10496.0,46;638
data,1275343200000,1309;6324;10496.0,46;638
data,1275343200000,1309;4379;10496.0,46;638
data,1275343200000,1309;8263;10497.0,46;638
data,1275343200000,1309;9410;10497.0,46;638
data,1277935200000,1309;9707;10497.0,46;638
data,1277935200000,1309;2654;10497.0,46;638
data,1277935200000,1309;8629;10498.0,46;638
data,1277935200000,1309;3789;10498.0,46;638
data,1277935200000,1309;10463;10499.0,46;638
data,1277935200000,1309;12216;10499.0,46;638
data,1277935200000,1309;3352;10499.0,46;638
data,1277935200000,1309;10969;10499.0,46;638
data,1277935200000,1309;5213;10499.0,46;638
data,1277935200000,1309;12392;10499.0,46;638
data,1277935200000,1309;1006;10499.0,46;638
data,1277935200000,1309;10167;10499.0,46;638
data,1280613600000,1309;2879;10499.0,46;638
data,1280613600000,1309;5169;10499.0,46;638
data,1280613600000,1309;12082;10499.0,46;638
data,1283292000000,1309;4999;10499.0,46;638
data,1283292000000,1309;7773;10499.0,46;638
data,1283292000000,1309;2623;10499.0,46;638
data,1285884000000,1309;2051;10499.0,46;638
data,1285884000000,1309;4983;10499.0,46;638
data,1285884000000,1309;504;10499.0,46;638
data,1285884000000,1309;6592;10499.0,46;638
data,1285884000000,1309;9265;10499.0,46;638
data,1285884000000,1309;6259;10499.0,46;638
data,1285884000000,1309;8411;10499.0,46;638
data,1288566000000,1309;8556;10499.0,46;638
data,1288566000000,1309;378;10499.0,46;638
data,1288566000000,1309;7827;10499.0,46;638
data,1288566000000,1309;9820;10499.0,46;638
data,1288566000000,1309;5213;10499.0,46;638
data,1288566000000,1309;217;10499.0,46;638
data,1288566000000,1309;3477;10499.0,46;638
data,1288566000000,1309;12425;10499.0,46;638
data,1291158000000,1309;11054;10499.0,46;638
data,1291158000000,1309;4800;10499.0,46;638
data,1291158000000,1309;4966;10499.0,46;638
data,1293836400000,1309;10160;10499.0,46;638
data,1293836400000,1309;10544;10499.0,46;638
data,1293836400000,1309;2937;10499.0,46;638
data,1293836400000,1309;4840;10500.0,46;638
data,1293836400000,1309;5487;10500.0,46;638
data,1293836400000,1309;4360;10500.0,46;638
data,1293836400000,1309;11009;10500.0,46;638
data,1293836400000,1309;9020;10500.0,46;638
data,1293836400000,1309;4815;10500.0,46;638
data,1293836400000,1309;10787;10500.0,46;638
data,1293836400000,1309;3933;10500.0,46;638
data,1293836400000,1309;504;10500.0,46;638
data,1293836400000,1309;3571;10500.0,46;638
data,1296514800000,1309;5069;10501.0,46;638
data,1296514800000,1309;1063;10501.0,46;638
data,1296514800000,1309;7611;10501.0,46;638
data,1296514800000,1309;5304;10501.0,46;638
data,1298934000000,1309;9566;10501.0,46;638
data,1298934000000,1309;8749;10501.0,46;638
data,1298934000000,1309;9990;10501.0,46;638
data,1298934000000,1309;4186;10502.0,46;638
data,1298934000000,1309;1341;10502.0,46;638
data,1298934000000,1309;10661;10502.0,46;638
data,1298934000000,1309;7119;10503.0,46;638
data,1298934000000,1309;5280;10504.0,46;638
data,1298934000000,1309;8749;10504.0,46;638
data,1298934000000,1309;4299;10504.0,46;638
data,1298934000000,1309;5210;10504.0,46;638
data,1304605164659,1310;5342;10504.0,46;638
data,1304695857263,1310;10959;10504.0,46;638
data,1304695858589,1310;2674;10504.0,46;638
data,1304695859887,1310;8780;10505.0,46;638
data,1304695859889,1310;2946;10506.0,46;638
data,1304695874128,1310;2946;10507.0,46;638
data,1304695874125,1310;8780;10508.0,46;638
data,1193871600000,1310;3213;10508.0,128;639
data,1193871600000,1310;6324;10508.0,128;639
data,1193871600000,1310;0;10508.0,128;639
data,1193871600000,1310;10450;10508.0,128;639
data,1193871600000,1310;7358;10508.0,128;639
data,1193871600000,1310;8061;10508.0,128;639
data,1193871600000,1310;7857;10508.0,128;639
data,1193871600000,1310;7442;10508.0,128;639
data,1193871600000,1310;11253;10508.0,128;639
data,1193871600000,1311;2435;10508.0,128;639
data,1193871600000,1311;4982;10508.0,128;639
data,1193871600000,1311;7327;10508.0,128;639
data,1193871600000,1311;2932;10508.0,128;639
data,1193871600000,1311;2766;10508.0,128;639
data,1193871600000,1312;1414;10509.0,128;639
data,1193871600000,1312;12443;10509.0,128;639
data,1193871600000,1312;123;10510.0,128;639
data,1193871600000,1312;1897;10510.0,128;639
data,1201820400000,1312;12426;10510.0,128;639
data,1201820400000,1312;10762;10510.0,128;639
data,1201820400000,1312;2117;10511.0,128;639
data,1204326000000,1312;11767;10511.0,128;639
data,1204326000000,1313;9476;10512.0,128;639
data,1212271200000,1313;10758;10512.0,128;639
data,1220220000000,1313;2104;10512.0,128;639
data,1220220000000,1313;4610;10512.0,128;639
data,1220220000000,1313;4250;10512.0,128;639
data,1220220000000,1313;9726;10512.0,128;639
data,1220220000000,1313;631;10512.0,128;639
data,1222812000000,1313;2967;10512.0,128;639
data,1222812000000,1314;12446;10512.0,128;639
data,1222812000000,1314;11677;10512.0,128;639
data,1222812000000,1314;4722;10512.0,128;639
data,1222812000000,1314;6343;10512.0,128;639
data,1225494000000,1314;11548;10512.0,128;639
data,1235862000000,1314;7708;10512.0,128;639
data,1235862000000,1314;5647;10512.0,128;639
data,1235862000000,1314;7574;10512.0,128;639
data,1235862000000,1314;4561;10512.0,128;639
data,1235862000000,1314;833;10512.0,128;639
data,1238536800000,1314;9711;10512.0,128;639
data,1238536800000,1314;5620;10512.0,128;639
data,1238536800000,1314;925;10513.0,128;639
data,1238536800000,1314;6464;10513.0,128;639
data,1238536800000,1314;6732;10513.0,128;639
data,1238536800000,1315;3151;10514.0,128;639
data,1238536800000,1315;549;10514.0,128;639
data,1238536800000,1315;8030;10515.0,128;639
data,1238536800000,1315;8673;10516.0,128;639
data,1238536800000,1315;8228;10516.0,128;639
data,1238536800000,1315;9809;10516.0,128;639
data,1238536800000,1315;3610;10517.0,128;639
data,1238536800000,1316;2999;10517.0,128;639
data,1238536800000,1316;10685;10518.0,128;639
data,1238536800000,1316;123;10519.0,128;639
data,1238536800000,1316;12313;10520.0,128;639
data,1238536800000,1316;6573;10521.0,128;639
data,1238536800000,1316;3134;10522.0,128;639
data,1238536800000,1316;2658;10523.0,128;639
data,1238536800000,1316;5442;10524.0,128;639
data,1246399200000,1316;622;10524.0,128;639
data,1249077600000,1316;259;10524.0,128;639
data,1251756000000,1316;5042;10524.0,128;639
data,1291158000000,1316;5357;10524.0,13;642
data,1291158000000,1316;2136;10524.0,13;642
data,1291158000000,1316;3164;10524.0,13;642
data,1291158000000,1316;6365;10525.0,13;642
data,1291158000000,1316;4687;10526.0,13;642
data,1291158000000,1316;10548;10526.0,13;642
data,1291158000000,1316;10185;10527.0,13;642
data,1291158000000,1316;6033;10527.0,13;642
data,1291158000000,1316;4496;10527.0,13;642
data,1291158000000,1316;7674;10527.0,13;642
data,1291158000000,1316;4131;10528.0,13;642
data,1243807200000,1316;10326;10528.0,46;643
data,1243807200000,1316;8304;10529.0,46;643
data,1243807200000,1316;137;10529.0,46;643
data,1243807200000,1316;6970;10529.0,46;643
data,1243807200000,1316;11019;10529.0,46;643
data,1243807200000,1316;8304;10530.0,46;643
data,1243807200000,1316;4131;10531.0,46;643
data,1243807200000,1316;3384;10532.0,46;643
data,1243807200000,1316;8749;10532.0,46;643
data,1243807200000,1316;8076;10533.0,46;643
data,1243807200000,1316;1758;10533.0,46;643
data,1246399200000,1316;8304;10534.0,46;643
data,1246399200000,1316;8304;10535.0,46;643
data,1246399200000,1316;8749;10535.0,46;643
data,1246399200000,1316;8780;10535.0,46;643
data,1246399200000,1316;5213;10536.0,46;643
data,1296514800000,1316;6020;10536.0,46;643
data,1246399200000,1316;9716;10536.0,43;644
data,1251756000000,1316;873;10536.0,43;644
data,1251756000000,1316;8432;10536.0,43;644
data,1251756000000,1316;12365;10536.0,43;644
data,1251756000000,1316;3733;10536.0,43;644
data,1251756000000,1316;1827;10536.0,43;644
data,1251756000000,1316;6232;10536.0,43;644
data,1251756000000,1316;11616;10536.0,43;644
data,1251756000000,1316;12053;10536.0,43;644
data,1251756000000,1316;1671;10536.0,43;644
data,1251756000000,1316;7774;10536.0,43;644
data,1254348000000,1316;7739;10536.0,43;644
data,1257030000000,1316;8474;10536.0,43;644
data,1257030000000,1316;6477;10536.0,43;644
data,1257030000000,1316;10693;10536.0,43;644
data,1257030000000,1316;6773;10536.0,43;644
data,1257030000000,1316;12056;10536.0,43;644
data,1264978800000,1316;2879;10536.0,43;644
data,1267398000000,1316;225;10536.0,43;644
data,1272664800000,1316;320;10536.0,43;644
data,1275343200000,1316;12204;10536.0,43;644
data,1275343200000,1316;8895;10536.0,43;644
data,1283292000000,1316;745;10536.0,43;644
data,1235862000000,1316;1570;10536.0,156;645
data,1235862000000,1316;2415;10536.0,156;645
data,1235862000000,1316;12156;10536.0,156;645
data,1235862000000,1316;9575;10536.0,156;645
data,1235862000000,1316;7258;10536.0,156;645
data,1235862000000,1317;9833;10536.0,156;645
data,1238536800000,1317;10762;10536.0,156;645
data,1238536800000,1317;7397;10536.0,156;645
data,1238536800000,1317;9461;10536.0,156;645
data,1238536800000,1317;6799;10536.0,156;645
data,1238536800000,1317;7236;10536.0,156;645
data,1238536800000,1317;100;10536.0,156;645
data,1238536800000,1317;11426;10537.0,156;645
data,1238536800000,1317;10976;10537.0,156;645
data,1238536800000,1317;1725;10538.0,156;645
data,1238536800000,1317;997;10538.0,156;645
data,1238536800000,1317;3520;10538.0,156;645
data,1238536800000,1317;7965;10539.0,156;645
data,1238536800000,1317;12399;10539.0,156;645
data,1238536800000,1317;4240;10540.0,156;645
data,1238536800000,1317;7965;10541.0,156;645
data,1238536800000,1317;11611;10541.0,156;645
data,1238536800000,1317;5405;10541.0,156;645
data,1238536800000,1317;6883;10542.0,156;645
data,1238536800000,1317;7700;10542.0,156;645
data,1241128800000,1317;8827;10542.0,156;645
data,1241128800000,1317;9245;10542.0,156;645
data,1243807200000,1317;11080;10542.0,156;645
data,1243807200000,1317;5511;10542.0,156;645
data,1243807200000,1317;10882;10542.0,156;645
data,1243807200000,1317;4051;10543.0,156;645
data,1243807200000,1317;10256;10543.0,156;645
data,1243807200000,1317;11771;10543.0,156;645
data,1243807200000,1317;1937;10543.0,156;645
data,1243807200000,1317;1178;10543.0,156;645
data,1243807200000,1317;7396;10544.0,156;645
data,1243807200000,1317;8019;10544.0,156;645
data,1243807200000,1317;5665;10544.0,156;645
data,1243807200000,1317;3238;10544.0,156;645
data,1243807200000,1317;4051;10545.0,156;645
data,1243807200000,1317;9427;10545.0,156;645
data,1246399200000,1317;1083;10545.0,156;645
data,1246399200000,1317;2218;10545.0,156;645
data,1246399200000,1317;1717;10546.0,156;645
data,1246399200000,1317;7908;10546.0,156;645
data,1246399200000,1317;1717;10547.0,156;645
data,1246399200000,1317;4051;10548.0,156;645
data,1246399200000,1317;7965;10549.0,156;645
data,1246399200000,1317;8203;10549.0,156;645
data,1246399200000,1317;7396;10550.0,156;645
data,1246399200000,1317;9047;10551.0,156;645
data,1246399200000,1317;7396;10552.0,156;645
data,1246399200000,1317;7965;10553.0,156;645
data,1246399200000,1317;7396;10554.0,156;645
data,1246399200000,1317;6769;10555.0,156;645
data,1246399200000,1317;8827;10555.0,156;645
data,1249077600000,1317;1717;10556.0,156;645
data,1249077600000,1317;2219;10556.0,156;645
data,1249077600000,1317;11426;10557.0,156;645
data,1249077600000,1317;1148;10557.0,156;645
data,1249077600000,1317;7965;10558.0,156;645
data,1249077600000,1317;4051;10559.0,156;645
data,1249077600000,1317;715;10559.0,156;645
data,1249077600000,1317;4051;10560.0,156;645
