New Run at  07/13/2017 15:50:07
, Time, RandomReward; Master_UniformLCBReward; 
data,1191189600000,1016;2717;7272
data,1191189600000,1016;5478;7272
data,1191189600000,1016;3573;7272
data,1191189600000,1016;5670;7272
data,1191189600000,1017;892;7272
data,1191189600000,1017;2987;7272
data,1191189600000,1017;12172;7272
data,1191189600000,1017;2582;7272
data,1191189600000,1017;8600;7272
data,1191189600000,1017;11219;7272
data,1193871600000,1017;7584;7272
data,1193871600000,1017;12168;7272
data,1193871600000,1017;7798;7272
data,1193871600000,1017;6565;7272
data,1193871600000,1017;11752;7272
data,1193871600000,1017;11910;7272
data,1193871600000,1017;9007;7272
data,1193871600000,1017;1433;7272
data,1193871600000,1017;550;7272
data,1193871600000,1018;4897;7272
data,1193871600000,1018;11416;7272
data,1193871600000,1019;1908;7272
data,1193871600000,1019;10458;7272
data,1193871600000,1019;11203;7272
data,1193871600000,1019;8847;7272
data,1196463600000,1019;11243;7272
data,1196463600000,1019;945;7272
data,1196463600000,1019;10526;7272
data,1196463600000,1019;6384;7272
data,1199142000000,1019;7379;7272
data,1199142000000,1019;2943;7272
data,1199142000000,1019;2490;7272
data,1199142000000,1019;10387;7272
data,1199142000000,1019;11471;7272
data,1199142000000,1019;1943;7272
data,1207000800000,1019;4163;7272
data,1209592800000,1019;10134;7272
data,1209592800000,1019;2015;7272
data,1214863200000,1019;11845;7272
data,1217541600000,1019;8812;7272
data,1217541600000,1019;9622;7272
data,1217541600000,1019;707;7273
data,1220220000000,1019;9896;7273
data,1222812000000,1019;6943;7274
data,1230764400000,1019;2506;7274
data,1235862000000,1019;4241;7274
data,1235862000000,1020;8858;7275
data,1235862000000,1020;4932;7276
data,1238536800000,1020;10764;7276
data,1272664800000,1020;11566;7277
data,1272664800000,1020;707;7278
data,1272664800000,1020;707;7279
data,1293836400000,1020;9263;7279
data,1183240800000,1021;3714;7279
data,1183240800000,1022;22;7279
data,1183240800000,1022;9551;7279
data,1183240800000,1022;9951;7279
data,1183240800000,1022;11044;7279
data,1183240800000,1022;3378;7279
data,1183240800000,1022;3505;7279
data,1183240800000,1022;918;7279
data,1183240800000,1022;3573;7279
data,1183240800000,1022;3651;7279
data,1183240800000,1022;3819;7279
data,1183240800000,1022;1185;7279
data,1185919200000,1022;348;7279
data,1185919200000,1022;12316;7279
data,1185919200000,1022;11856;7279
data,1185919200000,1022;5398;7279
data,1188597600000,1022;4341;7279
data,1188597600000,1022;10844;7279
data,1188597600000,1022;3714;7279
data,1188597600000,1022;6147;7279
data,1188597600000,1022;10924;7279
data,1188597600000,1022;9523;7279
data,1188597600000,1022;7936;7279
data,1188597600000,1022;10798;7279
data,1188597600000,1022;3570;7279
data,1188597600000,1022;6660;7279
data,1188597600000,1022;10528;7279
data,1188597600000,1022;4434;7279
data,1188597600000,1022;11963;7279
data,1188597600000,1022;9578;7279
data,1188597600000,1022;1798;7279
data,1188597600000,1022;9038;7279
data,1191189600000,1022;2729;7279
data,1191189600000,1022;3772;7279
data,1191189600000,1022;6075;7279
data,1191189600000,1022;4666;7279
data,1191189600000,1022;4860;7279
data,1191189600000,1022;2153;7279
data,1191189600000,1022;9673;7279
data,1191189600000,1022;2438;7279
data,1191189600000,1022;6934;7279
data,1191189600000,1022;2450;7279
data,1191189600000,1022;2137;7279
data,1191189600000,1022;14;7279
data,1191189600000,1022;2776;7279
data,1191189600000,1022;10324;7279
data,1191189600000,1022;2969;7279
data,1191189600000,1022;834;7279
data,1191189600000,1022;2106;7279
data,1191189600000,1022;7726;7279
data,1191189600000,1022;3651;7279
data,1191189600000,1022;7040;7279
data,1191189600000,1022;715;7279
data,1191189600000,1022;6324;7279
data,1191189600000,1022;1817;7279
data,1191189600000,1022;3260;7279
data,1191189600000,1022;8328;7279
data,1191189600000,1022;8207;7279
data,1193871600000,1022;3747;7279
data,1204326000000,1022;1950;7279
data,1204326000000,1022;1728;7279
data,1204326000000,1022;4825;7279
data,1204326000000,1022;4202;7279
data,1235862000000,1022;8139;7279
data,1235862000000,1022;2847;7279
data,1235862000000,1022;9410;7279
data,1235862000000,1022;12316;7279
data,1235862000000,1022;11428;7279
data,1235862000000,1022;5133;7279
data,1277935200000,1022;4667;7279
data,1280613600000,1022;2745;7279
data,1283292000000,1022;11129;7279
data,1283292000000,1022;7584;7279
data,1283292000000,1022;8157;7279
data,1283292000000,1022;9195;7279
data,1283292000000,1022;9826;7279
data,1283292000000,1022;3847;7279
data,1283292000000,1022;5416;7279
data,1283292000000,1022;5794;7279
data,1283292000000,1022;7467;7279
data,1291158000000,1022;2470;7279
data,1291158000000,1022;6889;7279
data,1154383200000,1022;3552;7279
data,1154383200000,1022;2000;7279
data,1154383200000,1022;2610;7279
data,1154383200000,1022;2558;7279
data,1154383200000,1022;8932;7279
data,1154383200000,1022;6632;7279
data,1154383200000,1022;9622;7279
data,1154383200000,1022;5240;7279
data,1154383200000,1022;10683;7279
data,1154383200000,1022;8917;7279
data,1154383200000,1022;8231;7279
data,1154383200000,1022;5551;7279
data,1154383200000,1022;4560;7279
data,1154383200000,1022;10720;7279
data,1154383200000,1022;931;7279
data,1154383200000,1022;3726;7279
data,1154383200000,1022;7558;7279
data,1154383200000,1022;5637;7279
data,1154383200000,1022;6147;7279
data,1154383200000,1022;5825;7279
data,1154383200000,1022;9410;7279
data,1154383200000,1022;10046;7279
data,1154383200000,1022;10788;7279
data,1154383200000,1022;8328;7279
data,1154383200000,1022;5647;7279
data,1154383200000,1022;11374;7279
data,1154383200000,1022;12111;7279
data,1154383200000,1022;1950;7279
data,1154383200000,1022;1943;7279
data,1154383200000,1022;5680;7279
data,1154383200000,1022;5843;7279
data,1154383200000,1023;8654;7279
data,1154383200000,1023;7530;7279
data,1154383200000,1023;6841;7279
data,1154383200000,1023;12253;7279
data,1154383200000,1023;7726;7279
data,1154383200000,1023;6227;7279
data,1154383200000,1024;10350;7279
data,1154383200000,1024;7309;7279
data,1154383200000,1024;6359;7279
data,1154383200000,1024;7532;7279
data,1154383200000,1024;5240;7279
data,1154383200000,1024;730;7279
data,1154383200000,1024;1883;7279
data,1154383200000,1024;5352;7279
data,1154383200000,1024;10393;7279
data,1154383200000,1024;2582;7279
data,1154383200000,1024;2189;7279
data,1154383200000,1024;3714;7279
data,1154383200000,1024;1728;7279
data,1154383200000,1024;9195;7279
data,1154383200000,1024;6971;7279
data,1154383200000,1024;627;7279
data,1154383200000,1024;4271;7279
data,1154383200000,1024;3602;7279
data,1154383200000,1024;2445;7279
data,1154383200000,1024;1345;7279
data,1154383200000,1024;10971;7279
data,1154383200000,1024;6344;7279
data,1154383200000,1024;12118;7279
data,1154383200000,1024;292;7279
data,1154383200000,1024;7671;7279
data,1154383200000,1024;7726;7279
data,1154383200000,1024;3652;7279
data,1154383200000,1024;4412;7279
data,1154383200000,1024;736;7279
data,1154383200000,1024;1749;7279
data,1154383200000,1024;4271;7279
data,1154383200000,1024;10231;7279
data,1154383200000,1024;1728;7279
data,1154383200000,1024;9263;7279
data,1154383200000,1024;9808;7279
data,1154383200000,1024;110;7279
data,1154383200000,1024;11416;7279
data,1154383200000,1024;9785;7279
data,1154383200000,1024;343;7279
data,1154383200000,1024;4603;7279
data,1154383200000,1024;12226;7279
data,1154383200000,1025;2044;7279
data,1154383200000,1025;2518;7279
data,1154383200000,1025;204;7279
data,1154383200000,1025;6872;7279
data,1154383200000,1025;279;7279
data,1154383200000,1025;12511;7279
data,1154383200000,1025;1506;7279
data,1154383200000,1025;7790;7279
data,1154383200000,1025;7444;7279
data,1154383200000,1025;11203;7279
data,1154383200000,1025;8546;7279
data,1154383200000,1025;8328;7279
data,1154383200000,1025;2820;7279
data,1154383200000,1025;7711;7279
data,1154383200000,1025;5352;7279
data,1154383200000,1026;1306;7279
data,1154383200000,1027;10647;7279
data,1154383200000,1027;6031;7279
data,1154383200000,1027;7111;7280
data,1154383200000,1027;11493;7281
data,1154383200000,1027;3505;7281
data,1154383200000,1027;11927;7282
data,1154383200000,1027;1265;7282
data,1154383200000,1027;4429;7282
data,1154383200000,1027;1536;7282
data,1154383200000,1027;7231;7283
data,1154383200000,1027;4877;7283
data,1154383200000,1027;343;7283
data,1154383200000,1028;11795;7283
data,1154383200000,1028;5712;7283
data,1154383200000,1028;1309;7283
data,1154383200000,1028;3659;7284
data,1154383200000,1029;487;7284
data,1154383200000,1029;3789;7284
data,1154383200000,1029;6311;7284
data,1154383200000,1029;1614;7284
data,1154383200000,1029;3552;7284
data,1154383200000,1029;7736;7284
data,1154383200000,1029;4890;7285
data,1154383200000,1029;9192;7285
data,1154383200000,1030;8126;7285
data,1154383200000,1030;9735;7285
data,1154383200000,1030;4323;7285
data,1154383200000,1030;1692;7285
data,1154383200000,1030;11129;7285
data,1154383200000,1030;923;7286
data,1154383200000,1030;9735;7286
data,1154383200000,1030;7230;7286
data,1154383200000,1030;8887;7286
data,1154383200000,1030;5763;7286
data,1154383200000,1030;11853;7286
data,1154383200000,1030;1309;7286
data,1154383200000,1031;1950;7286
data,1154383200000,1032;10844;7286
data,1154383200000,1032;612;7287
data,1154383200000,1032;6400;7287
data,1154383200000,1032;2707;7288
data,1154383200000,1032;3789;7288
data,1154383200000,1032;5986;7288
data,1154383200000,1032;5779;7288
data,1154383200000,1032;6278;7289
data,1154383200000,1033;2052;7289
data,1154383200000,1033;4043;7290
data,1154383200000,1033;9799;7290
data,1154383200000,1033;10148;7290
data,1154383200000,1033;9763;7291
data,1154383200000,1033;1928;7291
data,1154383200000,1033;117;7292
data,1154383200000,1033;8045;7293
data,1154383200000,1033;7644;7294
data,1154383200000,1033;3964;7294
data,1154383200000,1033;1946;7295
data,1154383200000,1033;923;7296
data,1154383200000,1033;244;7297
data,1154383200000,1033;10107;7297
data,1154383200000,1033;137;7297
data,1154383200000,1033;3336;7298
data,1154383200000,1033;8634;7299
data,1154383200000,1033;9829;7299
data,1154383200000,1033;5934;7299
data,1154383200000,1033;5912;7300
data,1154383200000,1033;10211;7300
data,1154383200000,1033;11602;7300
data,1154383200000,1033;2803;7300
data,1154383200000,1034;6705;7301
data,1154383200000,1034;3424;7302
data,1154383200000,1034;11630;7302
data,1154383200000,1034;9890;7303
data,1154383200000,1034;938;7303
data,1154383200000,1034;12253;7303
data,1154383200000,1034;1920;7304
data,1154383200000,1034;6555;7304
data,1154383200000,1034;11965;7304
data,1154383200000,1034;4236;7304
data,1154383200000,1034;6315;7305
data,1154383200000,1034;11605;7305
data,1154383200000,1034;8332;7305
data,1154383200000,1034;823;7305
data,1154383200000,1034;322;7305
data,1154383200000,1034;3140;7305
data,1167606000000,1034;7111;7306
data,1167606000000,1034;7111;7307
data,1177970400000,1034;923;7308
data,1177970400000,1034;923;7309
data,1177970400000,1034;8192;7310
data,1243807200000,1034;8009;7311
data,1243807200000,1034;10348;7311
data,1243807200000,1034;340;7311
data,1243807200000,1034;10382;7311
data,1243807200000,1034;7219;7311
data,1249077600000,1034;11630;7311
data,1249077600000,1034;8513;7311
data,1249077600000,1034;11898;7311
data,1249077600000,1034;2989;7311
data,1249077600000,1034;7907;7311
data,1249077600000,1034;11196;7311
data,1249077600000,1034;6020;7312
data,1249077600000,1034;11178;7312
data,1249077600000,1034;9091;7312
data,1249077600000,1034;10565;7313
data,1249077600000,1034;7771;7313
data,1249077600000,1034;7127;7313
data,1249077600000,1034;778;7314
data,1249077600000,1034;5338;7314
data,1249077600000,1034;9735;7314
data,1249077600000,1034;2213;7314
data,1249077600000,1034;2667;7314
data,1249077600000,1035;8796;7314
data,1249077600000,1035;11965;7315
data,1249077600000,1035;8009;7316
data,1249077600000,1035;2686;7316
data,1249077600000,1035;8555;7316
data,1249077600000,1035;12076;7316
data,1249077600000,1035;5674;7317
data,1249077600000,1035;8321;7317
data,1249077600000,1035;1369;7318
data,1249077600000,1035;6311;7318
data,1249077600000,1035;1256;7318
data,1249077600000,1035;10270;7319
data,1249077600000,1035;11694;7320
data,1249077600000,1035;552;7320
data,1249077600000,1035;1400;7320
data,1249077600000,1035;11682;7320
data,1249077600000,1035;7439;7320
data,1249077600000,1035;4192;7320
data,1249077600000,1036;6702;7320
data,1249077600000,1036;2534;7320
data,1249077600000,1036;4434;7320
data,1249077600000,1036;7338;7320
data,1249077600000,1036;7561;7321
data,1249077600000,1036;2265;7321
data,1249077600000,1036;2265;7321
data,1249077600000,1036;2265;7321
data,1249077600000,1036;3964;7321
data,1249077600000,1036;12502;7321
data,1249077600000,1036;10049;7322
data,1249077600000,1036;6020;7323
data,1249077600000,1036;2059;7323
data,1249077600000,1036;8401;7323
data,1249077600000,1036;12374;7324
data,1249077600000,1036;2589;7325
data,1249077600000,1036;9767;7325
data,1249077600000,1036;9280;7326
data,1249077600000,1036;5760;7327
data,1249077600000,1036;6071;7327
data,1249077600000,1036;3641;7328
data,1249077600000,1036;5025;7329
data,1249077600000,1036;1564;7329
data,1249077600000,1036;6536;7329
data,1249077600000,1037;11346;7330
data,1249077600000,1037;244;7331
data,1249077600000,1037;8887;7331
data,1249077600000,1037;11872;7331
data,1249077600000,1038;2413;7331
data,1249077600000,1038;829;7331
data,1249077600000,1038;1469;7331
data,1249077600000,1038;10382;7331
data,1249077600000,1038;80;7331
data,1249077600000,1039;1621;7332
data,1249077600000,1039;6748;7332
data,1249077600000,1039;2115;7332
data,1249077600000,1039;2253;7332
data,1249077600000,1039;6929;7332
data,1249077600000,1039;2770;7332
data,1249077600000,1039;7045;7332
data,1249077600000,1039;6031;7332
data,1249077600000,1039;7230;7333
data,1249077600000,1039;3146;7333
data,1249077600000,1039;2159;7333
data,1249077600000,1039;10351;7333
data,1249077600000,1039;11927;7333
data,1249077600000,1039;1804;7334
data,1249077600000,1039;11927;7334
data,1249077600000,1039;8;7334
data,1249077600000,1039;11813;7335
data,1249077600000,1039;5478;7335
data,1249077600000,1039;3201;7335
data,1249077600000,1039;5979;7335
data,1249077600000,1039;3712;7335
data,1249077600000,1039;7766;7336
data,1249077600000,1039;1633;7336
data,1249077600000,1039;7888;7337
data,1249077600000,1039;8009;7338
data,1249077600000,1039;4043;7339
data,1249077600000,1039;10270;7340
data,1249077600000,1039;11758;7340
data,1249077600000,1039;11872;7340
data,1249077600000,1039;5956;7340
data,1249077600000,1039;8550;7340
data,1249077600000,1039;9471;7341
data,1249077600000,1039;3508;7341
data,1249077600000,1039;11069;7342
data,1251756000000,1039;6637;7342
data,1251756000000,1039;1067;7342
data,1251756000000,1039;3266;7342
data,1251756000000,1039;1703;7342
data,1251756000000,1039;6020;7343
data,1251756000000,1039;10565;7344
data,1251756000000,1039;11806;7344
data,1251756000000,1039;10707;7345
data,1251756000000,1039;9763;7346
data,1251756000000,1039;7338;7346
data,1251756000000,1039;1895;7346
data,1251756000000,1040;294;7346
data,1251756000000,1040;5630;7346
data,1251756000000,1040;1533;7346
data,1251756000000,1040;353;7346
data,1251756000000,1040;6823;7347
data,1251756000000,1040;7452;7348
data,1251756000000,1040;6445;7348
data,1251756000000,1041;8683;7349
data,1251756000000,1041;2858;7349
data,1251756000000,1041;12115;7350
data,1251756000000,1041;8145;7350
data,1251756000000,1041;4544;7350
data,1251756000000,1041;4710;7350
data,1251756000000,1041;5760;7351
data,1251756000000,1041;4940;7351
data,1251756000000,1041;3659;7351
data,1251756000000,1041;8964;7351
data,1251756000000,1041;7222;7352
data,1251756000000,1041;4363;7352
data,1251756000000,1041;8312;7352
data,1251756000000,1041;12280;7353
data,1251756000000,1041;3951;7354
data,1251756000000,1041;12079;7354
data,1251756000000,1041;2589;7355
data,1251756000000,1041;959;7355
data,1251756000000,1041;6662;7356
data,1251756000000,1041;4336;7357
data,1251756000000,1041;9780;7357
data,1251756000000,1041;1804;7358
data,1251756000000,1041;8755;7359
data,1251756000000,1041;316;7359
data,1251756000000,1041;12182;7359
data,1251756000000,1041;11699;7360
data,1251756000000,1041;1406;7361
data,1251756000000,1041;6700;7361
data,1251756000000,1041;3512;7362
data,1251756000000,1041;6589;7362
data,1251756000000,1041;11941;7362
data,1251756000000,1041;1614;7362
data,1251756000000,1041;4852;7363
data,1251756000000,1041;4700;7363
data,1251756000000,1041;11605;7363
data,1251756000000,1041;2312;7363
data,1251756000000,1041;6419;7364
data,1251756000000,1041;8009;7365
data,1254348000000,1041;7186;7365
data,1254348000000,1041;7586;7365
data,1254348000000,1041;3971;7365
data,1254348000000,1041;3869;7365
data,1254348000000,1041;6020;7366
data,1254348000000,1041;4831;7367
data,1254348000000,1041;225;7368
data,1254348000000,1041;12470;7369
data,1254348000000,1041;10955;7369
data,1254348000000,1041;6959;7369
data,1254348000000,1041;6038;7370
data,1254348000000,1041;3755;7370
data,1254348000000,1041;11195;7370
data,1254348000000,1041;7541;7370
data,1254348000000,1041;12389;7371
data,1254348000000,1041;4963;7371
data,1254348000000,1041;6700;7371
data,1254348000000,1041;1539;7371
data,1254348000000,1041;353;7371
data,1254348000000,1041;3101;7371
data,1254348000000,1041;5893;7372
data,1254348000000,1041;10307;7372
data,1254348000000,1041;10565;7373
data,1254348000000,1042;11493;7374
data,1254348000000,1042;2794;7374
data,1254348000000,1042;10144;7374
data,1254348000000,1042;138;7374
data,1254348000000,1042;32;7375
data,1254348000000,1042;6665;7375
data,1254348000000,1042;5608;7376
data,1254348000000,1043;11386;7377
data,1254348000000,1043;10000;7377
data,1254348000000,1043;8418;7377
data,1254348000000,1043;4580;7377
data,1254348000000,1043;7460;7377
data,1254348000000,1043;10952;7377
data,1254348000000,1043;6387;7377
data,1254348000000,1043;11726;7377
data,1254348000000,1043;4134;7377
data,1254348000000,1043;5912;7378
data,1254348000000,1043;9548;7378
data,1254348000000,1043;12318;7378
data,1254348000000,1043;2450;7378
data,1254348000000,1043;12470;7379
data,1254348000000,1043;5564;7379
data,1254348000000,1043;3334;7379
data,1254348000000,1043;8555;7379
data,1254348000000,1043;6770;7379
data,1254348000000,1043;9217;7379
data,1254348000000,1043;11262;7380
data,1257030000000,1043;10148;7381
data,1257030000000,1043;5943;7382
data,1257030000000,1043;3764;7382
data,1257030000000,1043;3764;7382
data,1257030000000,1043;1621;7383
data,1257030000000,1043;11806;7383
data,1257030000000,1043;8665;7383
data,1257030000000,1043;923;7384
data,1257030000000,1043;11833;7385
data,1257030000000,1043;1520;7386
data,1257030000000,1043;731;7386
data,1257030000000,1043;6929;7386
data,1257030000000,1043;7257;7386
data,1257030000000,1043;11927;7386
data,1257030000000,1043;11145;7386
data,1257030000000,1043;3860;7386
data,1257030000000,1043;1309;7386
data,1257030000000,1043;4844;7387
data,1257030000000,1043;70;7387
data,1257030000000,1043;1421;7388
data,1257030000000,1043;3405;7388
data,1257030000000,1043;3696;7389
data,1257030000000,1043;1058;7390
data,1257030000000,1043;1530;7391
data,1257030000000,1043;595;7391
data,1257030000000,1043;10000;7391
data,1257030000000,1043;3266;7391
data,1257030000000,1043;5178;7391
data,1257030000000,1043;444;7392
data,1257030000000,1043;10979;7392
data,1257030000000,1043;10565;7393
data,1257030000000,1043;6722;7393
data,1257030000000,1043;7439;7393
data,1257030000000,1043;11694;7394
data,1257030000000,1043;5281;7395
data,1257030000000,1043;3334;7395
data,1257030000000,1043;5181;7395
data,1257030000000,1043;10148;7396
data,1257030000000,1043;7383;7397
data,1257030000000,1043;444;7398
data,1257030000000,1043;7688;7398
data,1257030000000,1043;8572;7399
data,1257030000000,1043;9548;7399
data,1257030000000,1043;244;7400
data,1257030000000,1043;9340;7401
data,1257030000000,1043;1688;7402
data,1257030000000,1043;745;7403
data,1257030000000,1043;11720;7403
data,1257030000000,1043;2269;7404
data,1257030000000,1043;6887;7405
data,1257030000000,1043;1933;7406
data,1257030000000,1043;1790;7407
data,1257030000000,1043;8683;7408
data,1257030000000,1043;1221;7409
data,1257030000000,1043;8418;7409
data,1257030000000,1043;5762;7409
data,1259622000000,1043;5760;7410
data,1259622000000,1043;2341;7411
data,1259622000000,1043;11605;7411
data,1259622000000,1043;5181;7411
data,1259622000000,1043;2705;7411
data,1259622000000,1043;5085;7411
data,1259622000000,1043;1126;7412
data,1259622000000,1043;2457;7413
data,1259622000000,1043;3180;7413
data,1259622000000,1043;3664;7414
data,1259622000000,1043;1020;7415
data,1259622000000,1043;1621;7416
data,1259622000000,1043;9653;7417
data,1259622000000,1043;11966;7418
data,1259622000000,1043;7343;7419
data,1259622000000,1043;4959;7420
data,1259622000000,1043;8788;7420
data,1259622000000,1043;7687;7421
data,1259622000000,1043;6353;7421
data,1259622000000,1043;8233;7422
data,1259622000000,1043;12007;7423
data,1259622000000,1043;4272;7423
data,1259622000000,1043;4545;7423
data,1259622000000,1043;1543;7424
data,1259622000000,1043;3848;7424
data,1259622000000,1043;972;7424
data,1259622000000,1043;6761;7424
data,1259622000000,1043;8541;7424
data,1259622000000,1043;1965;7424
data,1259622000000,1043;70;7424
data,1259622000000,1043;7011;7424
data,1259622000000,1043;6023;7424
data,1259622000000,1043;5207;7425
data,1259622000000,1043;729;7425
data,1259622000000,1043;3424;7426
data,1259622000000,1043;993;7427
data,1259622000000,1043;11327;7428
data,1259622000000,1043;1764;7428
data,1259622000000,1043;5659;7429
data,1259622000000,1043;923;7430
data,1259622000000,1043;7865;7431
data,1259622000000,1043;7775;7432
data,1259622000000,1043;5210;7432
data,1259622000000,1043;8375;7433
data,1259622000000,1043;2350;7434
data,1259622000000,1043;5362;7434
data,1259622000000,1043;4327;7434
data,1259622000000,1043;4664;7435
data,1259622000000,1043;8552;7435
data,1259622000000,1043;10249;7435
data,1259622000000,1043;740;7436
data,1259622000000,1043;5251;7436
data,1259622000000,1043;7338;7436
data,1259622000000,1043;12349;7436
data,1259622000000,1043;1309;7436
data,1259622000000,1043;7065;7437
data,1259622000000,1043;491;7437
data,1259622000000,1043;6548;7437
data,1259622000000,1043;3369;7438
data,1259622000000,1043;2589;7439
data,1259622000000,1043;2005;7440
data,1259622000000,1043;10543;7440
data,1259622000000,1043;5025;7441
data,1259622000000,1043;1790;7442
data,1259622000000,1043;11965;7443
data,1259622000000,1043;573;7443
data,1262300400000,1043;4574;7443
data,1262300400000,1043;10561;7443
data,1262300400000,1043;5760;7444
data,1262300400000,1043;9407;7444
data,1262300400000,1043;8665;7444
data,1262300400000,1043;3557;7444
data,1262300400000,1043;5409;7444
data,1262300400000,1043;9817;7444
data,1262300400000,1043;9351;7444
data,1262300400000,1043;11645;7445
data,1262300400000,1043;9891;7445
data,1262300400000,1043;1726;7445
data,1262300400000,1043;5760;7446
data,1262300400000,1043;3547;7447
data,1262300400000,1043;8985;7448
data,1262300400000,1043;11492;7448
data,1262300400000,1043;863;7448
data,1262300400000,1043;11269;7448
data,1262300400000,1044;7865;7449
data,1262300400000,1044;11109;7450
data,1262300400000,1044;11931;7451
data,1262300400000,1044;3364;7451
data,1262300400000,1044;5365;7451
data,1262300400000,1044;9479;7451
data,1262300400000,1044;8634;7452
data,1262300400000,1044;5760;7453
data,1262300400000,1044;9134;7453
data,1262300400000,1044;6456;7454
data,1262300400000,1044;3265;7454
data,1262300400000,1044;1016;7454
data,1262300400000,1044;9373;7454
data,1262300400000,1044;8407;7454
data,1262300400000,1044;8293;7455
data,1262300400000,1044;11066;7456
data,1262300400000,1044;4882;7456
data,1262300400000,1044;11708;7457
data,1262300400000,1044;11605;7457
data,1262300400000,1044;2218;7457
data,1262300400000,1044;5534;7457
data,1262300400000,1044;10590;7457
data,1262300400000,1044;9567;7457
data,1262300400000,1044;6164;7458
data,1262300400000,1044;9479;7458
data,1262300400000,1044;778;7459
data,1262300400000,1044;2181;7460
data,1262300400000,1044;12417;7460
data,1262300400000,1044;6229;7461
data,1262300400000,1044;277;7462
data,1262300400000,1045;11694;7463
data,1262300400000,1045;863;7463
data,1262300400000,1045;6229;7464
data,1262300400000,1045;10999;7465
data,1262300400000,1045;3030;7465
data,1262300400000,1045;10049;7466
data,1262300400000,1045;11169;7466
data,1262300400000,1045;8675;7466
data,1264978800000,1045;5314;7466
data,1264978800000,1045;7515;7466
data,1264978800000,1045;8036;7467
data,1264978800000,1045;11966;7468
data,1264978800000,1045;11186;7469
data,1264978800000,1045;7001;7469
data,1264978800000,1046;1621;7470
data,1264978800000,1046;11602;7470
data,1264978800000,1046;4915;7471
data,1264978800000,1046;5436;7471
data,1264978800000,1046;10794;7472
data,1264978800000,1046;7644;7472
data,1264978800000,1047;10650;7472
data,1264978800000,1047;6508;7472
data,1264978800000,1047;1289;7473
data,1264978800000,1048;10229;7473
data,1264978800000,1048;7084;7473
data,1264978800000,1048;4094;7473
data,1264978800000,1048;740;7474
data,1264978800000,1048;11399;7474
data,1264978800000,1048;12345;7474
data,1264978800000,1048;10148;7475
data,1264978800000,1048;11853;7475
data,1264978800000,1048;5659;7476
data,1264978800000,1048;6828;7476
data,1264978800000,1048;5045;7477
data,1264978800000,1048;11927;7477
data,1264978800000,1048;3641;7478
data,1264978800000,1048;1689;7478
data,1264978800000,1048;740;7479
data,1264978800000,1048;12085;7480
data,1264978800000,1048;4653;7481
data,1264978800000,1048;11966;7482
data,1264978800000,1048;7791;7483
data,1264978800000,1048;7841;7483
data,1264978800000,1048;3727;7484
data,1264978800000,1048;4534;7485
data,1264978800000,1048;3688;7486
data,1264978800000,1048;5856;7487
data,1264978800000,1048;3250;7487
data,1264978800000,1048;10401;7487
data,1264978800000,1048;2483;7488
data,1264978800000,1048;9825;7488
data,1267398000000,1048;3020;7488
data,1267398000000,1048;11493;7489
data,1267398000000,1049;10376;7490
data,1267398000000,1049;137;7490
data,1267398000000,1049;11541;7490
data,1267398000000,1049;10590;7490
data,1267398000000,1049;1614;7490
data,1267398000000,1049;9548;7490
data,1267398000000,1049;3578;7490
data,1267398000000,1049;9300;7490
data,1267398000000,1049;6431;7491
data,1267398000000,1049;7076;7491
data,1267398000000,1049;9351;7491
data,1267398000000,1049;5469;7491
data,1267398000000,1049;8519;7491
data,1267398000000,1049;1983;7492
data,1267398000000,1049;7556;7492
data,1267398000000,1050;8009;7493
data,1267398000000,1050;4247;7494
data,1267398000000,1050;8027;7494
data,1267398000000,1050;6229;7495
data,1267398000000,1050;8495;7495
data,1267398000000,1050;4728;7495
data,1267398000000,1050;3233;7496
data,1267398000000,1050;3600;7496
data,1267398000000,1050;9280;7497
data,1267398000000,1050;823;7498
data,1267398000000,1050;336;7499
data,1267398000000,1050;8009;7500
data,1267398000000,1050;2589;7501
data,1267398000000,1050;10320;7501
data,1267398000000,1050;11493;7502
data,1267398000000,1050;11249;7503
data,1267398000000,1051;4055;7503
data,1267398000000,1051;1627;7503
data,1267398000000,1051;4553;7504
data,1267398000000,1051;117;7504
data,1267398000000,1051;3493;7505
data,1267398000000,1051;11970;7505
data,1267398000000,1051;11502;7506
data,1267398000000,1051;18;7506
data,1267398000000,1051;8009;7507
data,1270072800000,1051;1920;7507
data,1270072800000,1051;9370;7508
data,1270072800000,1051;3464;7508
data,1270072800000,1051;11573;7509
data,1270072800000,1051;156;7509
data,1270072800000,1051;7257;7509
data,1270072800000,1051;4962;7510
data,1270072800000,1051;9351;7510
data,1270072800000,1051;9437;7511
data,1270072800000,1051;5045;7512
data,1270072800000,1051;7892;7512
data,1270072800000,1051;3860;7512
data,1270072800000,1051;9351;7512
data,1270072800000,1051;9300;7512
data,1270072800000,1051;9763;7513
data,1270072800000,1051;1315;7514
data,1270072800000,1051;1315;7515
data,1270072800000,1051;2589;7516
data,1270072800000,1051;11308;7517
data,1270072800000,1051;12481;7518
data,1270072800000,1051;3395;7518
data,1270072800000,1051;11184;7518
data,1270072800000,1051;2559;7518
data,1270072800000,1051;9763;7519
data,1270072800000,1051;5581;7519
data,1270072800000,1051;11145;7519
data,1270072800000,1051;8689;7520
data,1270072800000,1051;9312;7520
data,1270072800000,1051;689;7521
data,1270072800000,1051;256;7522
data,1272664800000,1051;5893;7523
