New Run at  07/24/2017 14:49:10
, Time, RandomReward; UniformAdTSReward; 
data,1267398000000,318;1904;2589
data,1267398000000,318;10974;2590
data,1270072800000,318;2144;2590
data,1270072800000,318;3388;2590
data,1270072800000,318;4606;2591
data,1277935200000,318;4043;2592
data,1277935200000,318;1322;2592
data,1277935200000,318;5621;2593
data,1277935200000,318;4043;2594
data,1277935200000,318;2325;2595
data,1277935200000,318;4043;2596
data,1277935200000,318;5621;2597
data,1277935200000,318;4043;2598
data,1277935200000,318;5621;2599
data,1277935200000,318;2065;2599
data,1277935200000,318;7529;2599
data,1277935200000,318;5621;2600
data,1280613600000,318;2325;2601
data,1280613600000,318;4043;2602
data,1280613600000,318;2325;2603
data,1280613600000,318;2059;2604
data,1280613600000,318;3712;2605
data,1280613600000,318;2325;2606
data,1280613600000,318;3712;2607
data,1280613600000,318;3712;2608
data,1280613600000,318;5309;2609
data,1280613600000,318;4618;2610
data,1280613600000,318;10778;2610
data,1280613600000,318;3712;2611
data,1280613600000,318;4668;2612
data,1280613600000,318;4618;2613
data,1280613600000,318;2840;2614
data,1280613600000,318;2840;2615
data,1280613600000,318;4668;2616
data,1280613600000,318;4606;2617
data,1280613600000,318;2059;2618
data,1280613600000,318;5309;2619
data,1280613600000,318;4668;2620
data,1280613600000,318;2325;2621
data,1280613600000,318;4606;2622
data,1280613600000,318;4043;2623
data,1280613600000,318;4606;2624
data,1283292000000,318;2059;2625
data,1283292000000,318;2059;2626
data,1285884000000,318;8747;2627
data,1285884000000,318;4279;2627
data,1285884000000,318;8820;2628
data,1285884000000,318;10508;2629
data,1285884000000,318;8820;2630
data,1285884000000,318;8747;2631
data,1285884000000,318;6649;2631
data,1285884000000,318;4852;2632
data,1285884000000,318;8820;2633
data,1288566000000,318;9301;2633
data,1288566000000,318;5218;2634
data,1288566000000,318;5218;2635
data,1288566000000,318;11542;2636
data,1288566000000,318;11542;2637
data,1288566000000,318;11542;2638
data,1288566000000,318;11542;2639
data,1288566000000,318;5218;2640
data,1291158000000,318;9852;2640
data,1291158000000,318;4279;2640
data,1291158000000,318;12353;2641
data,1291158000000,318;882;2641
data,1296514800000,318;2800;2641
data,1296514800000,318;11243;2641
data,1298934000000,318;4043;2642
data,1298934000000,318;11542;2643
data,1298934000000,318;11542;2644
data,1298934000000,318;4668;2645
data,1298934000000,318;4099;2645
data,1298934000000,318;1779;2646
data,1298934000000,318;9916;2646
data,1298934000000,318;4943;2647
data,1298934000000,318;10291;2648
data,1298934000000,318;2325;2649
data,1298934000000,318;1779;2650
data,1298934000000,318;5309;2651
data,1298934000000,318;10291;2652
data,1298934000000,319;4668;2653
data,1298934000000,319;2325;2654
data,1298934000000,319;11542;2655
data,1298934000000,319;2325;2656
data,1298934000000,319;10291;2657
data,1298934000000,319;4099;2657
data,1298934000000,319;10291;2658
data,1304598511073,320;6591;2659
data,1304598513812,320;7356;2659
data,1304598515878,320;8;2659
data,1304598527748,320;1287;2659
data,1304598536011,320;12075;2659
data,1304598544427,320;5621;2660
data,1304598546041,320;6591;2661
data,1304598564677,320;6591;2662
data,1304598580370,320;6591;2663
data,1304689004603,320;4758;2664
data,1304689007276,320;11898;2665
data,1304689007297,320;2645;2666
data,1304689007290,320;7057;2667
data,1304689007274,320;4758;2668
data,1304689007291,320;11705;2669
data,1304689007298,320;10003;2670
data,1304689008806,320;4758;2671
data,1304689011588,320;4143;2672
data,1304689014210,320;4758;2673
data,1304689017679,320;4043;2674
data,1304689019852,320;11898;2675
data,1304689019843,320;7057;2676
data,1304689019828,320;4758;2677
data,1304689019863,320;10003;2678
data,1304689019857,320;3130;2678
data,1304689021997,320;11898;2679
data,1304689022015,320;11109;2679
data,1304689024844,320;5621;2680
data,1304689024839,320;2325;2681
data,1304689024831,320;1695;2681
data,1304689024853,320;9337;2681
data,1304689024845,320;7057;2682
data,1304689024845,320;8552;2682
data,1304689026549,320;4758;2683
data,1304689028482,320;5621;2684
data,1304689031682,320;7057;2685
data,1304689031692,320;2645;2686
data,1304689031668,320;4758;2687
data,1304689033592,320;7242;2687
data,1304689033569,320;5319;2687
data,1304689033603,320;10003;2688
data,1304689038363,320;4143;2689
data,1304689040091,320;4043;2690
data,1304689040115,320;5309;2691
data,1304689040124,320;10003;2692
data,1304689042822,320;4043;2693
data,1304689044923,320;5309;2694
data,1304689044912,320;4143;2695
data,1304689050216,320;11898;2696
data,1304689050228,320;5621;2697
data,1304689050230,320;8481;2697
data,1304689050214,320;4758;2698
data,1304689058233,320;11898;2699
data,1304689060064,320;4143;2700
data,1304689060073,320;7950;2700
data,1304689060060,320;11309;2701
data,1304689060081,320;3735;2701
data,1304689060079,320;5621;2702
data,1304689060087,320;10003;2703
data,1304689060087,320;2645;2704
data,1304689060061,320;7057;2705
data,1304689060052,320;4758;2706
data,1304689066035,320;11309;2707
data,1304689066052,320;5621;2708
data,1304689066045,320;11898;2709
data,1304689066026,320;4758;2710
data,1304689066031,320;10291;2711
data,1304689066055,320;2867;2711
data,1304689066036,320;7057;2712
data,1304689066038,320;4274;2712
data,1304689068156,320;5231;2712
data,1304689068179,320;10003;2713
data,1304689068152,320;4758;2714
data,1304689068170,320;2978;2714
data,1304689068169,320;7057;2715
data,1304689069830,320;7057;2716
data,1304689069814,320;4758;2717
data,1304689078654,320;11898;2718
data,1304689078661,320;10007;2718
data,1304689078659,320;5621;2719
data,1304689078668,320;10778;2719
data,1304689078667,320;2645;2720
data,1304689078642,320;11309;2721
data,1304689078646,320;4143;2722
data,1304689078642,320;7057;2723
data,1304689078634,320;4758;2724
data,1304689082224,320;4758;2725
data,1304689082263,320;10003;2726
data,1304689084079,320;11898;2727
data,1304689084094,320;10003;2728
data,1304689086094,320;691;2728
data,1304689086098,320;10003;2729
data,1304689086062,320;4758;2730
data,1304689088676,320;4758;2731
data,1204326000000,320;9033;2731
data,1204326000000,320;6258;2731
data,1204326000000,320;3842;2731
data,1204326000000,320;4618;2731
data,1204326000000,320;3175;2731
data,1204326000000,320;7725;2732
data,1204326000000,320;1520;2732
data,1204326000000,320;1286;2733
data,1204326000000,320;6615;2733
data,1204326000000,320;9685;2734
data,1204326000000,320;1500;2734
data,1204326000000,320;8377;2734
data,1204326000000,320;5142;2734
data,1204326000000,320;9690;2734
data,1204326000000,320;2706;2734
data,1204326000000,320;7342;2734
data,1204326000000,320;8235;2734
data,1204326000000,320;11361;2734
data,1204326000000,320;1309;2734
data,1204326000000,320;2077;2734
data,1204326000000,320;7242;2734
data,1204326000000,320;11505;2734
data,1204326000000,320;9214;2734
data,1204326000000,320;8171;2734
data,1204326000000,320;4622;2734
data,1204326000000,321;8736;2734
data,1204326000000,321;3696;2734
data,1204326000000,321;1168;2734
data,1204326000000,321;2603;2734
data,1204326000000,321;4446;2734
data,1204326000000,321;8126;2734
data,1204326000000,321;3503;2734
data,1204326000000,321;3271;2734
data,1204326000000,321;4071;2734
data,1204326000000,321;4839;2734
data,1204326000000,321;6186;2734
data,1204326000000,321;8311;2734
data,1204326000000,321;1683;2734
data,1204326000000,321;4037;2734
data,1204326000000,321;2681;2734
data,1204326000000,321;11269;2734
data,1204326000000,321;5218;2734
data,1204326000000,321;10973;2734
data,1204326000000,321;8616;2734
data,1204326000000,321;9128;2734
data,1204326000000,321;8057;2734
data,1204326000000,321;11521;2734
data,1204326000000,321;1286;2735
data,1204326000000,321;9274;2735
data,1204326000000,322;11850;2735
data,1204326000000,322;8820;2735
data,1207000800000,322;10592;2735
data,1207000800000,322;6555;2735
data,1207000800000,322;8332;2735
data,1207000800000,322;10003;2735
data,1207000800000,322;117;2735
data,1207000800000,322;0;2736
data,1207000800000,322;3658;2736
data,1207000800000,322;11754;2736
data,1207000800000,322;11913;2736
data,1207000800000,322;9488;2736
data,1207000800000,322;5875;2736
data,1207000800000,322;12399;2736
data,1207000800000,322;536;2736
data,1207000800000,322;9662;2736
data,1207000800000,322;444;2736
data,1207000800000,322;4037;2736
data,1207000800000,322;2742;2736
data,1207000800000,322;3302;2736
data,1207000800000,322;7257;2736
data,1207000800000,322;9090;2736
data,1207000800000,322;739;2736
data,1207000800000,322;7440;2736
data,1207000800000,322;12181;2736
data,1207000800000,322;7495;2737
data,1207000800000,322;10592;2737
data,1207000800000,322;5926;2737
data,1207000800000,322;10338;2737
data,1207000800000,322;6959;2737
data,1207000800000,322;765;2737
data,1207000800000,322;12353;2737
data,1207000800000,322;2386;2737
data,1207000800000,322;4824;2737
data,1207000800000,322;206;2737
data,1207000800000,322;9347;2737
data,1207000800000,322;1550;2737
data,1207000800000,322;3278;2737
data,1207000800000,322;4447;2737
data,1209592800000,322;11468;2737
data,1209592800000,322;11492;2737
data,1209592800000,322;7696;2737
data,1209592800000,322;117;2737
data,1209592800000,322;2027;2737
data,1209592800000,322;8855;2737
data,1209592800000,322;3860;2737
data,1209592800000,322;10231;2737
data,1209592800000,322;6555;2737
data,1209592800000,322;3074;2737
data,1209592800000,322;7257;2737
data,1209592800000,322;4099;2737
data,1209592800000,322;10974;2737
data,1209592800000,322;7155;2737
data,1209592800000,322;8406;2737
data,1209592800000,322;11196;2737
data,1209592800000,322;1426;2737
data,1209592800000,322;9977;2737
data,1209592800000,322;162;2737
data,1209592800000,322;10870;2737
data,1209592800000,322;8101;2737
data,1209592800000,322;1037;2737
data,1209592800000,322;9091;2737
data,1209592800000,322;8115;2737
data,1209592800000,323;10935;2738
data,1209592800000,323;4329;2738
data,1209592800000,323;1285;2739
data,1209592800000,323;6500;2739
data,1209592800000,323;2311;2739
data,1209592800000,323;1194;2739
data,1209592800000,323;5534;2739
data,1209592800000,323;2057;2740
data,1209592800000,323;4402;2740
data,1209592800000,323;10650;2740
data,1209592800000,323;5941;2740
data,1209592800000,323;11617;2740
data,1209592800000,323;8045;2740
data,1209592800000,323;12380;2740
data,1209592800000,323;6072;2740
data,1209592800000,323;1286;2741
data,1209592800000,323;11749;2741
data,1209592800000,323;865;2741
data,1212271200000,323;7057;2741
data,1212271200000,323;4831;2741
data,1212271200000,323;3353;2741
data,1212271200000,323;4460;2741
data,1212271200000,323;1456;2741
data,1212271200000,323;8079;2741
data,1212271200000,323;3356;2741
data,1212271200000,323;739;2741
data,1212271200000,323;5122;2741
data,1212271200000,323;1379;2741
data,1212271200000,323;4992;2741
data,1212271200000,323;10813;2741
data,1212271200000,323;8791;2741
data,1212271200000,323;5713;2741
data,1212271200000,323;2421;2741
data,1212271200000,323;3103;2741
data,1212271200000,323;4668;2741
data,1212271200000,323;1296;2741
data,1212271200000,323;7634;2741
data,1212271200000,323;4187;2741
data,1212271200000,323;438;2741
data,1212271200000,323;7257;2741
data,1212271200000,323;11693;2741
data,1212271200000,323;7166;2741
data,1212271200000,323;3823;2742
data,1212271200000,323;725;2742
data,1212271200000,323;9754;2742
data,1214863200000,323;10973;2742
data,1214863200000,323;12150;2742
data,1214863200000,323;3775;2742
data,1214863200000,323;6470;2742
data,1214863200000,323;3099;2742
data,1214863200000,323;550;2742
data,1214863200000,323;3823;2743
data,1214863200000,323;650;2743
data,1214863200000,323;9977;2743
data,1214863200000,323;8299;2743
data,1214863200000,323;10254;2743
data,1214863200000,323;10974;2743
data,1214863200000,323;9272;2743
data,1214863200000,323;10859;2743
data,1214863200000,323;5218;2743
data,1214863200000,323;11179;2743
data,1214863200000,323;8757;2743
data,1214863200000,323;10592;2743
data,1214863200000,323;4339;2744
data,1214863200000,323;5145;2745
data,1214863200000,324;2978;2745
data,1214863200000,324;8747;2745
data,1214863200000,324;4339;2746
data,1214863200000,324;10963;2746
data,1214863200000,324;1286;2747
data,1214863200000,324;4187;2747
data,1214863200000,324;6511;2747
data,1214863200000,324;5218;2747
data,1217541600000,324;6295;2747
data,1217541600000,324;7217;2747
data,1217541600000,324;7527;2747
data,1217541600000,325;6808;2747
data,1217541600000,325;1568;2747
data,1217541600000,325;6979;2747
data,1217541600000,325;12374;2747
data,1217541600000,326;1305;2747
data,1217541600000,326;3174;2747
data,1217541600000,326;1872;2747
data,1220220000000,326;10913;2747
data,1220220000000,326;3063;2747
data,1220220000000,326;10442;2747
data,1222812000000,326;1928;2747
data,1222812000000,326;10348;2747
data,1222812000000,326;11454;2747
data,1222812000000,326;2669;2747
data,1238536800000,326;6232;2748
data,1241128800000,326;6182;2748
data,1220220000000,326;9608;2748
data,1262300400000,326;9387;2748
data,1262300400000,326;8378;2748
data,1262300400000,326;5145;2748
data,1262300400000,326;221;2748
data,1262300400000,326;5627;2748
data,1262300400000,326;3984;2748
data,1262300400000,326;11708;2748
data,1262300400000,326;3098;2748
data,1262300400000,326;9522;2748
data,1262300400000,326;4715;2748
data,1262300400000,326;3714;2748
data,1262300400000,326;6904;2748
data,1262300400000,326;7362;2748
data,1262300400000,326;11629;2748
data,1262300400000,326;2651;2748
data,1262300400000,326;1390;2748
data,1262300400000,326;9782;2748
data,1262300400000,326;3599;2748
data,1262300400000,326;12021;2748
data,1262300400000,326;9064;2748
data,1262300400000,326;9767;2749
data,1262300400000,326;2813;2749
data,1264978800000,326;1214;2749
data,1264978800000,326;5831;2749
data,1264978800000,326;3143;2749
data,1264978800000,326;5534;2749
data,1264978800000,326;11899;2749
data,1264978800000,326;1673;2749
data,1264978800000,326;2612;2749
data,1264978800000,327;2140;2749
data,1264978800000,327;10156;2749
data,1264978800000,328;7001;2749
data,1264978800000,328;10825;2749
data,1264978800000,328;7383;2749
data,1264978800000,328;4897;2749
data,1264978800000,328;6872;2749
data,1264978800000,328;11337;2749
data,1267398000000,328;9840;2749
data,1267398000000,328;7588;2749
data,1267398000000,328;4097;2749
data,1267398000000,328;7894;2749
data,1267398000000,328;393;2749
data,1267398000000,328;7577;2749
data,1267398000000,328;28;2750
data,1267398000000,328;595;2750
data,1267398000000,328;8470;2750
data,1267398000000,328;9522;2750
data,1267398000000,328;4899;2751
data,1267398000000,328;5994;2752
data,1267398000000,328;7393;2752
data,1275343200000,328;3215;2752
data,1275343200000,328;10647;2752
data,1275343200000,328;1340;2752
data,1275343200000,328;8728;2752
data,1275343200000,328;11347;2752
data,1275343200000,328;5782;2752
data,1275343200000,328;12075;2752
data,1275343200000,328;1343;2753
data,1275343200000,328;513;2753
data,1275343200000,329;1848;2754
data,1275343200000,329;5409;2754
data,1275343200000,329;3356;2754
data,1277935200000,329;9195;2755
data,1277935200000,329;2945;2755
data,1277935200000,329;3505;2755
data,1277935200000,329;10191;2755
data,1277935200000,329;10181;2755
data,1277935200000,329;6611;2755
data,1277935200000,329;8858;2756
data,1277935200000,329;6867;2757
data,1277935200000,329;8493;2757
data,1277935200000,329;4825;2758
data,1277935200000,329;9007;2759
data,1277935200000,329;2713;2760
data,1277935200000,329;7885;2760
data,1277935200000,329;11428;2760
data,1277935200000,329;4825;2761
data,1277935200000,329;1315;2761
data,1277935200000,329;8858;2762
data,1277935200000,329;3826;2763
data,1277935200000,329;381;2763
data,1277935200000,329;346;2763
data,1277935200000,329;6587;2764
data,1277935200000,329;11899;2764
data,1277935200000,329;6587;2765
data,1277935200000,329;4389;2766
data,1277935200000,329;11428;2766
data,1277935200000,329;5062;2767
data,1277935200000,329;5977;2767
data,1277935200000,329;10243;2767
data,1280613600000,329;12168;2768
data,1280613600000,329;2807;2768
data,1280613600000,329;5425;2769
data,1283292000000,329;3201;2769
data,1283292000000,329;12511;2770
data,1283292000000,329;7177;2770
data,1283292000000,329;12253;2771
data,1285884000000,329;8792;2771
data,1285884000000,329;6384;2771
data,1288566000000,329;4429;2772
data,1288566000000,329;717;2772
data,1288566000000,329;3242;2772
data,1288566000000,329;4899;2773
data,1288566000000,329;4899;2774
data,1288566000000,329;6746;2775
data,1288566000000,329;4899;2776
data,1233442800000,329;269;2776
data,1233442800000,329;5994;2777
data,1235862000000,329;10937;2777
data,1235862000000,329;6139;2777
data,1235862000000,329;4825;2778
data,1235862000000,329;5339;2778
data,1235862000000,329;5711;2778
data,1235862000000,329;8939;2778
data,1238536800000,329;6867;2779
data,1238536800000,329;5333;2779
data,1238536800000,329;3519;2779
data,1238536800000,329;9192;2779
data,1238536800000,329;11353;2779
data,1238536800000,329;654;2780
data,1238536800000,329;6632;2780
data,1238536800000,329;2849;2780
data,1241128800000,329;174;2780
data,1241128800000,329;6613;2780
data,1241128800000,329;10702;2780
data,1241128800000,329;10626;2780
data,1241128800000,329;10091;2780
data,1243807200000,329;12511;2780
data,1243807200000,329;2559;2780
data,1243807200000,329;10458;2780
data,1243807200000,329;4382;2780
data,1243807200000,329;2717;2780
data,1246399200000,329;1696;2780
data,1246399200000,330;8858;2781
data,1246399200000,330;7721;2781
data,1246399200000,330;6793;2781
data,1246399200000,330;2734;2781
data,1249077600000,330;5013;2781
data,1249077600000,330;469;2781
data,1249077600000,330;1278;2781
data,1249077600000,330;2093;2781
data,1249077600000,330;1678;2782
data,1251756000000,330;8171;2782
data,1251756000000,330;10259;2782
data,1251756000000,330;1678;2783
data,1251756000000,330;10692;2783
data,1251756000000,330;3505;2783
data,1251756000000,330;4932;2784
data,1251756000000,330;10656;2784
data,1251756000000,330;10937;2784
data,1251756000000,330;12224;2784
data,1251756000000,330;5436;2784
data,1254348000000,330;8344;2784
data,1254348000000,330;2807;2784
data,1254348000000,330;5237;2784
data,1254348000000,330;2813;2784
data,1257030000000,330;7049;2784
data,1259622000000,330;3658;2784
data,1259622000000,330;629;2784
data,1259622000000,330;8639;2784
data,1259622000000,330;7330;2784
data,1259622000000,330;5372;2784
data,1259622000000,330;8168;2784
data,1259622000000,330;10898;2784
data,1259622000000,330;7558;2784
data,1259622000000,330;5309;2784
data,1259622000000,330;5145;2784
data,1259622000000,330;1062;2784
data,1259622000000,330;9901;2785
data,1259622000000,330;2935;2785
data,1259622000000,330;4820;2785
data,1259622000000,330;10822;2785
data,1262300400000,330;9341;2785
data,1262300400000,330;10056;2785
data,1262300400000,330;9209;2785
data,1262300400000,330;10829;2785
data,1264978800000,330;7820;2785
data,1267398000000,330;6045;2785
data,1270072800000,330;947;2785
data,1270072800000,330;10678;2785
data,1270072800000,330;9566;2785
data,1272664800000,330;7309;2786
data,1272664800000,330;3315;2786
data,1272664800000,330;1439;2787
data,1272664800000,330;8858;2788
data,1272664800000,330;2546;2788
data,1272664800000,330;8858;2789
data,1275343200000,330;5884;2789
data,1275343200000,330;5686;2789
data,1275343200000,330;8650;2789
data,1277935200000,330;4320;2789
data,1280613600000,330;8870;2790
data,1280613600000,330;8858;2791
data,1280613600000,330;3570;2791
data,1280613600000,330;9195;2792
data,1280613600000,330;7906;2792
data,1283292000000,330;6455;2792
data,1283292000000,330;12396;2792
data,1283292000000,330;10362;2792
data,1283292000000,330;6050;2792
data,1285884000000,330;7820;2792
data,1285884000000,330;5410;2792
data,1288566000000,330;7115;2792
data,1288566000000,330;4429;2793
data,1288566000000,330;4744;2793
data,1288566000000,330;9543;2793
data,1288566000000,330;6232;2793
data,1291158000000,330;4429;2794
data,1291158000000,330;8858;2795
data,1291158000000,330;7475;2795
data,1291158000000,330;5410;2795
data,1293836400000,330;4882;2795
data,1293836400000,330;5463;2795
data,1296514800000,330;6045;2795
data,1304598778228,330;12253;2796
data,1304598783404,330;12253;2797
data,1304598785318,330;931;2798
data,1304598785271,330;12253;2799
data,1304689386129,330;8037;2800
data,1185919200000,330;6914;2800
data,1185919200000,330;6077;2800
data,1185919200000,330;6561;2800
data,1185919200000,330;806;2800
data,1185919200000,330;2559;2800
data,1185919200000,330;9071;2800
data,1185919200000,330;1531;2800
data,1185919200000,330;2506;2800
data,1185919200000,330;1931;2800
data,1185919200000,330;10278;2800
data,1185919200000,330;3432;2800
data,1185919200000,330;9195;2800
data,1185919200000,330;1256;2800
data,1185919200000,330;9195;2800
data,1185919200000,330;6138;2800
data,1185919200000,330;12021;2800
data,1185919200000,330;1730;2800
data,1185919200000,330;9270;2800
data,1185919200000,330;9829;2800
data,1185919200000,330;971;2800
data,1185919200000,330;10851;2800
data,1185919200000,331;669;2800
data,1185919200000,331;8057;2800
data,1185919200000,331;3573;2800
data,1185919200000,331;5379;2800
data,1185919200000,332;6403;2800
data,1185919200000,332;2815;2800
data,1185919200000,332;6728;2800
data,1185919200000,332;2;2800
data,1185919200000,332;12295;2800
data,1185919200000,332;8025;2800
data,1185919200000,333;11821;2800
data,1185919200000,333;9115;2800
data,1185919200000,333;5327;2800
data,1185919200000,333;9767;2800
data,1185919200000,333;3984;2800
data,1185919200000,333;10702;2800
data,1185919200000,333;11203;2800
data,1185919200000,333;1426;2800
data,1185919200000,333;10351;2800
data,1185919200000,333;3255;2800
data,1185919200000,333;3299;2800
data,1185919200000,333;11791;2800
data,1185919200000,333;2140;2800
data,1185919200000,333;2399;2800
data,1185919200000,333;4382;2800
data,1185919200000,333;10937;2800
data,1185919200000,333;5463;2800
data,1185919200000,333;10561;2800
data,1185919200000,333;4445;2800
data,1185919200000,333;3573;2800
data,1185919200000,333;11010;2800
data,1185919200000,333;7597;2800
data,1185919200000,333;2470;2800
data,1185919200000,333;7807;2800
data,1185919200000,333;12295;2800
data,1185919200000,333;11170;2800
data,1185919200000,333;7849;2800
data,1185919200000,333;3068;2800
data,1185919200000,333;10050;2800
data,1185919200000,333;2394;2800
data,1185919200000,334;11847;2800
data,1185919200000,334;5379;2800
data,1185919200000,334;9816;2800
data,1185919200000,334;629;2800
data,1185919200000,334;11411;2800
data,1185919200000,334;3847;2800
data,1185919200000,334;8655;2800
data,1185919200000,334;7524;2800
data,1185919200000,334;2552;2800
data,1185919200000,334;9510;2800
data,1185919200000,334;4416;2800
data,1185919200000,335;6045;2800
data,1185919200000,335;10086;2800
data,1185919200000,335;5514;2800
data,1185919200000,335;949;2800
data,1185919200000,335;2813;2800
data,1185919200000,335;915;2800
data,1185919200000,335;6390;2800
data,1185919200000,335;10091;2800
data,1185919200000,335;11733;2800
data,1185919200000,335;5386;2800
data,1185919200000,335;5743;2800
data,1185919200000,335;1098;2800
data,1185919200000,335;4591;2800
data,1185919200000,335;2729;2800
data,1185919200000,335;3663;2800
data,1185919200000,335;12168;2800
data,1185919200000,335;4262;2800
data,1188597600000,335;10844;2800
data,1188597600000,335;4262;2800
data,1188597600000,335;1019;2800
data,1188597600000,335;11850;2800
data,1188597600000,335;12511;2800
data,1188597600000,335;10086;2800
data,1188597600000,335;6696;2800
data,1188597600000,335;12461;2800
data,1188597600000,335;3979;2801
data,1188597600000,335;11309;2801
data,1188597600000,335;105;2801
data,1188597600000,335;6182;2801
data,1191189600000,335;8025;2801
data,1191189600000,335;4049;2801
data,1191189600000,335;4884;2801
data,1191189600000,335;6399;2801
data,1191189600000,335;947;2801
data,1191189600000,335;3483;2801
data,1191189600000,335;1178;2801
data,1191189600000,335;11847;2801
data,1191189600000,335;9265;2801
data,1191189600000,335;10050;2801
data,1191189600000,335;11875;2801
data,1191189600000,335;11978;2801
data,1191189600000,336;1284;2801
data,1191189600000,336;9263;2801
data,1191189600000,336;10702;2801
data,1191189600000,336;7211;2801
data,1191189600000,336;1848;2801
data,1191189600000,336;4935;2801
data,1191189600000,336;6910;2801
data,1191189600000,336;6314;2801
data,1191189600000,336;707;2801
data,1191189600000,336;1256;2801
data,1191189600000,336;5180;2801
data,1191189600000,336;5800;2801
data,1191189600000,336;9129;2801
data,1191189600000,336;12522;2801
data,1191189600000,336;5436;2801
data,1191189600000,336;9899;2801
data,1191189600000,336;1569;2801
data,1191189600000,336;12380;2801
data,1193871600000,336;8762;2801
data,1193871600000,336;1848;2801
data,1193871600000,336;11798;2801
data,1193871600000,336;6322;2801
data,1193871600000,336;7921;2801
data,1193871600000,336;7173;2801
data,1193871600000,336;8307;2801
data,1193871600000,336;7033;2801
data,1193871600000,336;10840;2801
data,1193871600000,336;7309;2801
data,1193871600000,336;5145;2801
data,1193871600000,336;8567;2801
data,1193871600000,336;10844;2801
data,1193871600000,336;579;2801
data,1193871600000,336;947;2801
data,1193871600000,336;4617;2801
data,1193871600000,336;392;2801
data,1193871600000,336;5386;2801
data,1193871600000,336;1539;2801
data,1193871600000,336;7475;2801
data,1193871600000,336;1883;2801
data,1193871600000,336;9808;2801
data,1193871600000,336;8816;2802
data,1193871600000,336;1853;2802
data,1193871600000,336;9983;2802
data,1193871600000,337;629;2802
data,1193871600000,337;1423;2802
data,1193871600000,337;9025;2802
data,1193871600000,337;7363;2802
data,1193871600000,337;4049;2802
data,1193871600000,337;4344;2802
data,1193871600000,337;755;2803
data,1193871600000,337;1372;2803
data,1193871600000,337;6308;2803
data,1193871600000,338;6767;2804
data,1193871600000,338;11847;2804
data,1193871600000,338;11337;2804
data,1193871600000,338;6871;2804
data,1193871600000,338;7108;2804
data,1193871600000,338;3546;2804
data,1193871600000,338;5571;2804
data,1193871600000,338;2807;2804
data,1193871600000,338;3335;2804
data,1193871600000,338;3674;2804
data,1193871600000,338;3125;2804
data,1193871600000,338;8022;2804
data,1193871600000,338;4152;2804
data,1193871600000,339;7186;2804
data,1193871600000,339;3718;2804
data,1193871600000,339;12253;2804
data,1193871600000,339;10417;2804
data,1193871600000,339;7264;2804
data,1193871600000,339;11469;2804
data,1193871600000,339;6681;2805
data,1193871600000,339;10259;2805
data,1193871600000,339;808;2805
data,1193871600000,339;2106;2805
data,1193871600000,340;7615;2806
data,1193871600000,340;7183;2806
data,1193871600000,340;9265;2806
data,1193871600000,340;1295;2806
data,1193871600000,340;5979;2806
data,1193871600000,340;9977;2806
data,1193871600000,340;2752;2806
data,1193871600000,340;6908;2806
data,1193871600000,340;3869;2806
data,1193871600000,340;11821;2806
data,1193871600000,340;985;2806
data,1193871600000,340;9727;2806
data,1193871600000,340;7441;2806
data,1193871600000,340;9283;2806
data,1193871600000,340;11990;2806
data,1193871600000,340;2984;2806
data,1193871600000,340;7742;2806
data,1193871600000,340;238;2806
data,1193871600000,340;2605;2806
data,1193871600000,340;4011;2806
data,1193871600000,340;972;2806
data,1193871600000,340;5425;2806
data,1193871600000,340;1072;2806
data,1193871600000,340;11294;2806
data,1193871600000,340;3972;2806
data,1193871600000,340;7473;2806
data,1193871600000,340;1944;2806
data,1193871600000,340;10457;2806
data,1193871600000,340;1730;2806
data,1193871600000,340;9331;2806
data,1193871600000,340;6656;2806
data,1193871600000,340;9588;2806
data,1193871600000,340;10577;2806
data,1193871600000,340;1314;2806
data,1193871600000,340;10959;2806
data,1193871600000,340;12292;2806
data,1193871600000,340;3507;2806
data,1193871600000,341;3972;2806
data,1193871600000,341;10859;2806
data,1193871600000,341;3847;2806
data,1193871600000,341;1044;2806
data,1193871600000,341;4257;2806
data,1193871600000,341;7386;2806
data,1193871600000,341;7441;2806
data,1193871600000,341;1783;2806
data,1193871600000,341;2825;2806
data,1193871600000,341;12118;2806
data,1193871600000,341;3291;2806
data,1193871600000,341;11899;2806
data,1193871600000,342;5104;2806
data,1193871600000,342;3782;2806
data,1193871600000,342;748;2806
data,1193871600000,342;629;2806
data,1193871600000,342;4430;2806
data,1193871600000,342;9195;2806
data,1193871600000,342;7226;2806
data,1193871600000,342;4429;2806
data,1193871600000,342;10351;2806
data,1193871600000,342;3146;2806
data,1193871600000,342;11986;2806
data,1193871600000,342;4072;2806
data,1193871600000,342;1098;2806
data,1193871600000,342;4425;2806
data,1193871600000,342;12397;2806
data,1193871600000,342;11419;2806
data,1193871600000,342;8887;2806
data,1193871600000,342;536;2806
data,1193871600000,342;12238;2806
data,1193871600000,342;10050;2806
data,1193871600000,342;12225;2806
data,1193871600000,342;1588;2806
data,1193871600000,342;10289;2806
data,1193871600000,342;7935;2807
data,1193871600000,342;12292;2807
data,1193871600000,342;11856;2807
data,1193871600000,342;1055;2808
data,1193871600000,342;3090;2808
data,1193871600000,342;8196;2808
data,1193871600000,342;3847;2808
data,1193871600000,342;8168;2808
data,1193871600000,342;4737;2808
data,1196463600000,342;3409;2808
