New Run at  07/13/2017 16:34:00
, Time, RandomReward; Uniform_LinUCBReward; 
data,1188597600000,3;1664;2
data,1188597600000,3;1685;2
data,1188597600000,3;1711;2
data,1191189600000,3;850;2
data,1191189600000,3;1753;2
data,1191189600000,3;433;2
data,1191189600000,3;1778;3
data,1191189600000,3;1810;3
data,1191189600000,3;1838;3
data,1191189600000,3;1846;3
data,1191189600000,3;1866;4
data,1191189600000,3;1905;4
data,1191189600000,3;1931;4
data,1191189600000,3;1946;4
data,1191189600000,3;1957;4
data,1191189600000,3;1989;4
data,1191189600000,3;2009;4
data,1191189600000,4;2030;4
data,1191189600000,4;2034;5
data,1191189600000,4;621;6
data,1191189600000,4;2083;6
data,1193871600000,4;2104;6
data,1193871600000,4;2117;7
data,1196463600000,5;2153;7
data,1196463600000,5;2176;7
data,1196463600000,5;2153;7
data,1196463600000,5;2213;7
data,1196463600000,5;2229;7
data,1196463600000,5;2083;7
data,1196463600000,5;215;8
data,1207000800000,5;2274;9
data,1209592800000,5;2308;9
data,1259622000000,5;1414;10
data,1207000800000,5;2341;10
data,1207000800000,5;2366;10
data,1207000800000,5;356;10
data,1207000800000,5;2400;10
data,1207000800000,5;2428;10
data,1207000800000,5;2439;10
data,1207000800000,5;2460;10
data,1207000800000,5;2496;10
data,1207000800000,5;2517;10
data,1207000800000,5;2539;10
data,1207000800000,5;2549;10
data,1207000800000,5;670;10
data,1207000800000,5;2597;10
data,1207000800000,5;1866;11
data,1207000800000,5;2642;11
data,1207000800000,5;2647;11
data,1207000800000,5;2661;11
data,1207000800000,5;2688;11
data,1207000800000,5;2711;11
data,1207000800000,5;2743;11
data,1207000800000,5;2755;11
data,1207000800000,5;2767;11
data,1207000800000,5;2793;11
data,1207000800000,5;2034;12
data,1207000800000,5;2826;12
data,1207000800000,5;2832;13
data,1207000800000,5;2857;13
data,1207000800000,5;2873;14
data,1220220000000,5;2906;14
data,1228086000000,5;2922;14
data,1228086000000,5;2935;15
data,1228086000000,5;2964;15
data,1228086000000,5;2966;16
data,1257030000000,5;2355;17
data,1280613600000,5;3006;17
data,1280613600000,5;3037;17
data,1283292000000,5;3049;17
data,1193871600000,5;3070;17
data,1193871600000,5;1082;17
data,1193871600000,5;1778;17
data,1193871600000,5;3129;17
data,1193871600000,5;3151;17
data,1193871600000,5;1605;17
data,1193871600000,5;935;17
data,1193871600000,5;1104;17
data,1193871600000,5;3228;17
data,1193871600000,5;3242;17
data,1193871600000,5;3251;17
data,1193871600000,5;3280;17
data,1193871600000,5;3298;17
data,1193871600000,6;208;17
data,1193871600000,6;3328;17
data,1193871600000,6;3358;17
data,1193871600000,6;3363;17
data,1193871600000,6;3390;17
data,1193871600000,6;3193;17
data,1193871600000,6;3423;17
data,1193871600000,6;3444;17
data,1193871600000,6;3451;17
data,1193871600000,6;3475;17
data,1193871600000,6;3489;17
data,1193871600000,6;3515;17
data,1193871600000,6;2346;17
data,1193871600000,6;3192;17
data,1193871600000,6;3559;17
data,1193871600000,6;3590;17
data,1193871600000,6;3595;17
data,1193871600000,6;572;18
data,1193871600000,6;666;18
data,1193871600000,6;3228;18
data,1193871600000,6;3664;18
data,1193871600000,7;3696;18
data,1193871600000,7;2826;18
data,1193871600000,7;3722;18
data,1193871600000,7;3733;18
data,1193871600000,7;3749;18
data,1193871600000,7;3770;18
data,1193871600000,7;3780;18
data,1193871600000,7;3794;19
data,1193871600000,7;1594;19
data,1193871600000,7;3451;19
data,1193871600000,7;3857;19
data,1193871600000,7;3868;19
data,1193871600000,7;3883;19
data,1193871600000,7;441;19
data,1193871600000,7;3912;20
data,1193871600000,7;2588;20
data,1193871600000,7;3962;20
data,1193871600000,7;3978;20
data,1193871600000,7;2637;20
data,1193871600000,7;4009;20
data,1193871600000,7;4031;20
data,1193871600000,7;4048;20
data,1193871600000,7;4068;20
data,1196463600000,7;4086;20
data,1199142000000,7;2647;20
data,1207000800000,7;4100;21
data,1207000800000,7;4100;22
data,1209592800000,7;4153;22
data,1209592800000,7;2763;22
data,1209592800000,7;4182;22
data,1209592800000,7;4190;23
data,1209592800000,7;3037;23
data,1209592800000,7;4224;24
data,1209592800000,7;4247;24
data,1209592800000,7;4258;25
data,1209592800000,7;4272;25
data,1209592800000,7;4290;26
data,1209592800000,7;2451;26
data,1209592800000,7;3500;26
data,1209592800000,7;4349;26
data,1209592800000,7;847;26
data,1209592800000,7;3722;26
data,1209592800000,7;4396;26
data,1209592800000,7;4416;26
data,1209592800000,7;4418;26
data,1209592800000,7;4434;27
data,1209592800000,7;1136;27
data,1209592800000,8;3794;28
data,1209592800000,8;4479;28
data,1209592800000,8;4501;28
data,1209592800000,8;4521;28
data,1209592800000,8;4522;29
data,1209592800000,8;4547;29
data,1209592800000,8;4570;29
data,1209592800000,8;4584;29
data,1209592800000,8;3439;29
data,1209592800000,8;4610;29
data,1209592800000,8;1480;29
data,1209592800000,8;2199;29
data,1209592800000,8;4668;29
data,1209592800000,8;4674;29
data,1209592800000,8;397;29
data,1209592800000,8;4722;29
data,1209592800000,8;111;30
data,1209592800000,8;2724;30
data,1209592800000,8;2415;30
data,1209592800000,8;4776;30
data,1209592800000,8;1183;30
data,1209592800000,8;1964;30
data,1209592800000,8;4830;30
data,1209592800000,8;4840;30
data,1209592800000,8;346;30
data,1209592800000,8;4100;31
data,1209592800000,8;4881;31
data,1209592800000,8;4896;31
data,1209592800000,8;4645;31
data,1209592800000,8;2016;31
data,1212271200000,8;4927;32
data,1285884000000,9;4946;32
data,1291158000000,9;842;32
data,1172703600000,9;4972;32
data,1185919200000,9;4986;32
data,1185919200000,9;3045;32
data,1185919200000,9;5013;32
data,1185919200000,9;5029;32
data,1185919200000,9;935;33
data,1185919200000,9;5075;33
data,1201820400000,9;5086;33
data,1201820400000,9;2832;33
data,1201820400000,9;5119;33
data,1207000800000,9;5129;33
data,1209592800000,9;5149;33
data,1220220000000,9;2454;33
data,1222812000000,9;3196;33
data,1225494000000,9;4840;33
data,1235862000000,9;5200;33
data,1238536800000,9;5225;33
data,1241128800000,9;3280;33
data,1243807200000,9;5248;33
data,1243807200000,9;1331;33
data,1243807200000,9;5287;33
data,1243807200000,9;5303;33
data,1243807200000,9;5305;33
data,1243807200000,9;1437;33
data,1243807200000,9;1285;33
data,1243807200000,9;5353;33
data,1243807200000,9;5364;33
data,1243807200000,9;1605;33
data,1243807200000,9;5393;33
data,1243807200000,9;5400;33
data,1243807200000,9;5414;33
data,1246399200000,9;5430;33
data,1249077600000,9;4024;33
data,1249077600000,9;3266;33
data,1262300400000,9;5479;33
data,1264978800000,9;2199;33
data,1264978800000,9;5501;33
data,1264978800000,9;5513;33
data,1264978800000,9;4416;33
data,1264978800000,9;2043;34
data,1264978800000,10;4048;35
data,1264978800000,10;257;35
data,1264978800000,10;5594;35
data,1264978800000,10;5614;35
data,1264978800000,10;2455;35
data,1264978800000,11;5504;35
data,1264978800000,11;5653;35
data,1264978800000,11;4434;36
data,1264978800000,11;5264;36
data,1264978800000,11;5691;36
data,1264978800000,11;4986;36
data,1264978800000,11;5715;36
data,1264978800000,11;5722;36
data,1264978800000,11;482;36
data,1264978800000,11;5757;36
data,1264978800000,11;4479;36
data,1264978800000,11;5773;36
data,1264978800000,11;5783;37
data,1264978800000,11;5808;37
data,1264978800000,11;4489;37
data,1264978800000,11;5842;37
data,1264978800000,11;5853;37
data,1264978800000,11;639;38
data,1264978800000,11;3449;39
data,1264978800000,11;5890;39
data,1264978800000,11;5903;39
data,1264978800000,11;5923;39
data,1264978800000,11;5943;39
data,1264978800000,11;5947;39
data,1264978800000,11;5972;39
data,1264978800000,12;5978;40
data,1264978800000,12;5972;40
data,1264978800000,12;6018;40
data,1264978800000,12;6021;41
data,1264978800000,12;6045;41
data,1264978800000,12;666;41
data,1264978800000,12;3727;41
data,1264978800000,12;3803;41
data,1264978800000,12;1953;41
data,1264978800000,12;6104;41
data,1264978800000,12;6106;42
data,1264978800000,12;6116;43
data,1264978800000,12;6125;44
data,1264978800000,12;6141;45
data,1264978800000,13;6159;46
data,1264978800000,13;4258;47
data,1264978800000,13;5661;47
data,1264978800000,13;6199;48
data,1264978800000,13;4570;48
data,1264978800000,13;6230;48
data,1264978800000,13;3626;49
data,1264978800000,13;3794;49
data,1264978800000,13;4471;49
data,1264978800000,13;5594;49
data,1264978800000,13;915;50
data,1264978800000,13;6300;51
data,1264978800000,13;6310;52
data,1264978800000,14;1778;52
data,1264978800000,15;1331;52
data,1264978800000,15;670;53
data,1264978800000,15;6359;54
data,1264978800000,15;111;55
data,1264978800000,15;6398;55
data,1264978800000,15;541;55
data,1264978800000,15;6417;55
data,1264978800000,15;3819;55
data,1264978800000,15;6188;55
data,1264978800000,15;4722;55
data,1264978800000,15;6464;55
data,1264978800000,15;6477;55
data,1264978800000,15;6488;55
data,1264978800000,15;1597;55
data,1264978800000,15;2174;56
data,1264978800000,16;1613;56
data,1264978800000,16;6534;56
data,1264978800000,16;3298;56
data,1264978800000,16;6088;56
data,1264978800000,16;6575;57
data,1264978800000,16;4500;57
data,1264978800000,16;4000;58
data,1264978800000,16;5481;58
data,1264978800000,16;6620;59
data,1264978800000,16;6641;59
data,1264978800000,16;4479;59
data,1264978800000,16;2199;59
data,1264978800000,16;2735;60
data,1264978800000,16;5086;60
data,1264978800000,16;6701;60
data,1264978800000,16;6179;60
data,1264978800000,16;6717;61
data,1264978800000,16;78;61
data,1264978800000,16;6751;61
data,1264978800000,16;6766;61
data,1264978800000,16;6768;62
data,1264978800000,16;6781;62
data,1264978800000,16;1880;62
data,1264978800000,16;1883;62
data,1264978800000,16;513;63
data,1264978800000,16;6824;63
data,1264978800000,16;6066;63
data,1264978800000,16;5989;63
data,1264978800000,17;2766;63
data,1264978800000,17;6876;64
data,1264978800000,17;6896;64
data,1264978800000,17;4224;65
data,1264978800000,17;5722;65
data,1264978800000,17;5287;65
data,1264978800000,17;4408;65
data,1264978800000,17;1473;65
data,1264978800000,17;6975;65
data,1264978800000,17;666;65
data,1264978800000,18;7002;65
data,1264978800000,18;7007;65
data,1264978800000,18;5075;65
data,1264978800000,18;3794;65
data,1264978800000,18;979;66
data,1264978800000,18;7050;67
data,1264978800000,18;4434;68
data,1264978800000,18;7077;68
data,1264978800000,19;2594;68
data,1264978800000,19;529;68
data,1264978800000,19;7107;69
data,1264978800000,19;3007;70
data,1264978800000,19;1072;70
data,1264978800000,19;1136;70
data,1264978800000,19;4100;71
data,1264978800000,19;1559;72
data,1264978800000,19;7162;72
data,1264978800000,19;7176;72
data,1264978800000,19;7191;72
data,1267398000000,19;7192;73
data,1267398000000,19;6777;73
data,1267398000000,19;1350;73
data,1267398000000,19;6346;73
data,1267398000000,19;1057;74
data,1267398000000,19;1594;74
data,1267398000000,19;4309;75
data,1267398000000,19;2981;75
data,1267398000000,19;253;76
data,1267398000000,19;1951;77
data,1267398000000,19;2713;77
data,1267398000000,19;1842;78
data,1270072800000,19;1146;78
data,1270072800000,19;3266;78
data,1272664800000,19;7333;78
data,1272664800000,20;4434;79
data,1272664800000,20;5722;79
data,1272664800000,20;5513;79
data,1272664800000,21;1555;79
data,1272664800000,21;5571;79
data,1272664800000,21;2539;79
data,1272664800000,21;7419;80
data,1272664800000,21;2013;80
data,1272664800000,21;7444;80
data,1272664800000,21;7459;80
data,1272664800000,21;1161;80
data,1272664800000,21;2051;81
data,1272664800000,21;7498;81
data,1272664800000,21;7501;81
data,1272664800000,21;2658;82
data,1272664800000,21;1069;82
data,1272664800000,21;7206;82
data,1272664800000,21;2559;82
data,1272664800000,21;2637;82
data,1272664800000,21;601;83
data,1272664800000,21;6777;83
data,1272664800000,21;579;83
data,1272664800000,21;4389;83
data,1272664800000,21;2242;83
data,1272664800000,21;7616;83
data,1272664800000,21;2395;84
data,1272664800000,21;7630;84
data,1272664800000,21;2034;85
data,1272664800000,21;411;86
data,1275343200000,21;7664;86
data,1275343200000,21;7681;86
data,1277935200000,21;3299;87
data,1277935200000,21;2788;87
data,1280613600000,21;7715;87
data,1280613600000,21;6701;87
data,1280613600000,21;7730;88
data,1280613600000,21;6329;88
data,1280613600000,21;7753;89
data,1280613600000,22;7760;89
data,1280613600000,23;7768;90
data,1280613600000,23;123;91
data,1280613600000,23;7779;92
data,1280613600000,23;7788;93
data,1280613600000,23;3662;94
data,1280613600000,23;7814;94
data,1280613600000,23;5287;94
data,1280613600000,23;7835;95
data,1283292000000,23;7857;95
data,1285884000000,23;2539;95
data,1285884000000,23;7870;95
data,1285884000000,23;2922;96
data,1285884000000,23;7885;97
data,1285884000000,23;925;98
data,1285884000000,23;3423;99
data,1285884000000,23;7911;100
data,1285884000000,23;1661;100
data,1285884000000,23;2763;100
data,1285884000000,23;7942;101
data,1285884000000,23;7950;101
data,1285884000000,23;7321;101
data,1285884000000,23;1882;101
data,1285884000000,23;228;101
data,1285884000000,23;5324;101
data,1285884000000,23;1549;102
data,1288566000000,23;4750;103
data,1288566000000,23;8005;104
data,1288566000000,23;8012;105
data,1288566000000,23;4453;105
data,1288566000000,23;3213;106
data,1288566000000,23;2707;106
data,1288566000000,23;8049;107
data,1288566000000,23;4131;108
data,1291158000000,23;5275;108
data,1291158000000,23;8078;108
data,1291158000000,23;8086;108
data,1291158000000,23;4157;108
data,1291158000000,23;5205;108
data,1291158000000,23;4628;108
data,1291158000000,23;5576;109
data,1291158000000,23;8134;109
data,1291158000000,23;7753;110
data,1291158000000,23;5903;110
data,1291158000000,23;4596;111
data,1291158000000,23;8171;112
data,1291158000000,23;4182;113
data,1291158000000,23;1341;114
data,1291158000000,23;1391;114
data,1291158000000,23;8209;115
data,1291158000000,23;8218;116
data,1291158000000,23;2013;116
data,1291158000000,23;8240;116
data,1291158000000,23;8258;116
data,1291158000000,23;8263;117
data,1293836400000,23;8276;117
data,1293836400000,23;3891;118
data,1293836400000,23;5292;118
data,1293836400000,23;8304;119
data,1293836400000,23;8263;120
data,1293836400000,23;8320;120
data,1293836400000,24;4324;120
data,1293836400000,24;1350;120
data,1293836400000,24;8339;121
data,1293836400000,25;5900;121
data,1293836400000,25;4154;121
data,1293836400000,25;5612;121
data,1293836400000,26;8376;121
data,1293836400000,26;4826;121
data,1293836400000,26;4816;121
data,1293836400000,26;3477;121
data,1293836400000,26;3874;121
data,1293836400000,26;2247;121
data,1293836400000,26;3061;121
data,1296514800000,27;1866;121
data,1296514800000,27;7630;121
data,1298934000000,27;3039;121
data,1298934000000,27;8450;121
data,1298934000000,27;8460;122
data,1298934000000,27;109;122
data,1304596135526,27;8481;122
data,1246399200000,28;8304;123
data,1246399200000,28;2215;123
data,1246399200000,28;4131;124
data,1246399200000,28;5033;125
data,1246399200000,28;4131;126
data,1246399200000,28;8263;127
data,1246399200000,28;7950;128
data,1246399200000,28;4131;129
data,1251756000000,28;8544;130
data,1251756000000,28;8304;131
data,1251756000000,28;1857;131
data,1251756000000,28;8304;132
data,1251756000000,28;8171;132
data,1251756000000,28;5068;132
data,1251756000000,28;1335;132
data,1254348000000,28;4674;132
data,1254348000000,28;4131;133
data,1254348000000,28;6199;133
data,1254348000000,28;8633;133
data,1254348000000,28;8640;133
data,1254348000000,28;4131;134
data,1257030000000,28;4131;135
data,1257030000000,28;4131;136
data,1257030000000,28;4131;137
data,1259622000000,28;4131;138
data,1212271200000,28;5275;138
data,1212271200000,28;8691;138
data,1212271200000,28;6842;138
data,1212271200000,28;8454;138
data,1212271200000,28;8714;138
data,1212271200000,28;5053;138
data,1212271200000,28;5210;138
data,1212271200000,28;8749;138
data,1212271200000,28;7605;138
data,1212271200000,28;6751;138
data,1212271200000,28;4378;138
data,1212271200000,28;8772;139
data,1212271200000,28;6320;139
data,1212271200000,28;8785;139
data,1212271200000,28;8304;139
data,1212271200000,28;3154;139
data,1212271200000,28;8808;139
data,1212271200000,28;643;139
data,1212271200000,28;8304;139
data,1212271200000,28;6159;139
data,1212271200000,29;8839;139
data,1212271200000,29;8110;139
data,1212271200000,29;6279;139
data,1212271200000,29;7310;139
data,1212271200000,29;8864;139
data,1212271200000,29;5504;139
data,1212271200000,29;8454;139
data,1212271200000,30;7630;139
data,1212271200000,30;5946;139
data,1212271200000,30;7003;139
data,1212271200000,30;320;139
data,1212271200000,30;8914;139
data,1212271200000,31;8922;139
data,1212271200000,31;8276;139
data,1212271200000,31;6294;139
data,1212271200000,31;8936;139
data,1212271200000,32;2485;139
data,1212271200000,32;7768;139
data,1212271200000,32;8960;139
data,1212271200000,32;8969;139
data,1212271200000,32;4800;139
data,1212271200000,32;6021;139
data,1212271200000,32;8304;139
data,1212271200000,32;7925;139
data,1212271200000,32;4031;139
data,1212271200000,32;8033;139
data,1212271200000,32;9020;139
data,1214863200000,32;5235;139
data,1214863200000,32;8099;139
data,1214863200000,32;7605;139
data,1214863200000,32;267;139
data,1214863200000,32;9067;139
data,1217541600000,32;9072;139
data,1217541600000,32;8171;139
data,1217541600000,32;7753;139
data,1217541600000,32;2788;139
data,1217541600000,32;5003;139
data,1217541600000,32;3423;139
data,1217541600000,32;9115;139
data,1217541600000,32;8994;139
data,1217541600000,32;6020;139
data,1217541600000,32;2724;139
data,1217541600000,32;7257;139
data,1217541600000,32;5283;139
data,1217541600000,32;7712;139
data,1217541600000,32;529;139
data,1217541600000,32;9169;139
data,1217541600000,32;1834;139
data,1217541600000,32;9187;139
data,1217541600000,32;4800;139
data,1217541600000,32;137;139
data,1217541600000,32;8640;139
data,1217541600000,32;5878;139
data,1217541600000,32;6473;139
data,1217541600000,32;9228;139
data,1217541600000,32;4674;139
data,1217541600000,32;9236;139
data,1217541600000,32;9245;139
data,1217541600000,32;975;139
data,1217541600000,32;9259;139
data,1217541600000,32;2111;139
data,1217541600000,32;5629;139
data,1217541600000,32;346;139
data,1217541600000,32;1857;139
data,1217541600000,32;935;139
data,1217541600000,32;9293;139
data,1217541600000,32;9303;139
data,1217541600000,32;6021;139
data,1217541600000,32;2383;139
data,1217541600000,32;5796;139
data,1217541600000,32;6777;139
data,1217541600000,32;8691;139
data,1217541600000,32;8633;139
data,1217541600000,32;6622;139
data,1217541600000,32;2264;139
data,1217541600000,32;3120;139
data,1217541600000,32;9372;139
data,1217541600000,32;5647;139
data,1217541600000,32;2869;139
data,1217541600000,33;5068;139
data,1217541600000,33;4668;139
data,1217541600000,33;8218;139
data,1217541600000,33;378;139
data,1217541600000,33;9431;139
data,1217541600000,33;1187;139
data,1217541600000,33;1717;139
data,1217541600000,33;6620;139
data,1217541600000,33;7630;139
data,1217541600000,33;9465;139
data,1217541600000,33;3705;139
data,1217541600000,34;6477;139
data,1220220000000,34;9485;139
data,1304596176284,34;9491;139
data,1304596177553,34;9496;139
data,1304596187726,34;9505;139
data,1304596191912,34;6106;139
data,1304596194417,34;8864;139
data,1304596197640,34;8647;139
data,1304596214214,34;4048;139
data,1304596215240,34;4668;139
data,1304596223989,34;9537;139
data,1304596226144,34;3030;139
data,1209592800000,34;5430;139
data,1209592800000,34;3439;139
data,1209592800000,34;4434;139
data,1209592800000,34;9115;139
data,1212271200000,34;4525;139
data,1214863200000,34;9575;139
data,1222812000000,34;3625;139
data,1228086000000,34;8713;139
data,1228086000000,34;8355;139
data,1275343200000,34;9491;140
data,1275343200000,34;3910;140
data,1277935200000,34;9372;140
data,1277935200000,34;5594;140
data,1277935200000,34;5234;140
data,1277935200000,34;5033;140
data,1277935200000,34;9636;141
data,1277935200000,34;1844;141
data,1277935200000,34;2674;141
data,1280613600000,34;7310;141
data,1280613600000,34;7950;141
data,1280613600000,34;8944;141
data,1280613600000,34;9187;141
data,1285884000000,34;9236;141
data,1285884000000,34;2724;141
data,1285884000000,34;7333;141
data,1285884000000,34;1951;142
data,1285884000000,34;4335;142
data,1285884000000,34;7630;142
data,1285884000000,34;2051;142
data,1285884000000,34;3868;142
data,1285884000000,34;9717;142
data,1285884000000,34;3857;142
data,1285884000000,34;1559;142
data,1285884000000,34;3251;142
data,1285884000000,34;41;142
data,1285884000000,34;4522;142
data,1285884000000,34;5442;142
data,1285884000000,34;8556;143
data,1285884000000,34;9761;143
data,1285884000000,34;8294;143
data,1285884000000,34;9415;144
data,1285884000000,34;3283;145
data,1285884000000,34;1416;145
data,1285884000000,34;6513;145
data,1288566000000,34;301;145
data,1288566000000,34;910;145
data,1288566000000,34;9800;145
data,1288566000000,34;5946;145
data,1288566000000,34;3437;145
data,1288566000000,34;1211;145
data,1288566000000,34;925;146
data,1288566000000,34;9761;146
data,1288566000000,34;8749;146
data,1291158000000,34;7768;146
data,1291158000000,35;8460;146
data,1291158000000,35;8576;146
data,1291158000000,35;4479;146
data,1291158000000,35;7153;146
data,1293836400000,35;6777;146
data,1293836400000,35;9868;146
data,1296514800000,35;2242;146
data,1296514800000,35;9881;146
data,1298934000000,35;9885;146
data,1304596239074,35;9259;146
data,1304596242695,35;8514;146
data,1304596260969,35;9900;146
data,1304596272248,35;9909;146
data,1304596273351,35;7275;146
data,1157061600000,35;378;147
data,1157061600000,35;7310;148
data,1157061600000,35;9868;148
data,1157061600000,35;4483;149
data,1157061600000,35;7950;150
data,1157061600000,35;5324;150
data,1157061600000,35;709;150
data,1157061600000,35;9962;150
data,1157061600000,35;7835;150
data,1157061600000,35;4237;150
data,1157061600000,35;7788;151
data,1157061600000,35;1057;151
data,1157061600000,35;1406;151
data,1157061600000,35;2063;151
data,1157061600000,35;9187;152
data,1157061600000,35;5033;153
data,1157061600000,35;57;154
data,1157061600000,35;9265;154
data,1157061600000,35;6141;154
data,1164927600000,35;1873;154
data,1164927600000,35;7950;155
data,1267398000000,35;3481;155
data,1285884000000,35;10038;155
data,1288566000000,35;4640;155
data,1249077600000,35;10045;155
data,1249077600000,35;6184;155
data,1249077600000,35;2395;155
data,1249077600000,35;1070;155
data,1249077600000,35;10068;155
data,1249077600000,35;1545;155
data,1249077600000,35;1901;155
data,1249077600000,35;251;155
data,1249077600000,35;4972;155
data,1249077600000,35;5629;155
data,1249077600000,35;4479;155
data,1249077600000,35;4827;155
data,1249077600000,35;3813;155
data,1249077600000,35;2174;155
data,1249077600000,35;9236;155
data,1249077600000,35;10125;155
data,1249077600000,35;7321;155
data,1249077600000,35;4290;155
data,1249077600000,36;1148;155
data,1249077600000,36;3558;155
data,1249077600000,36;4099;155
data,1249077600000,36;2435;155
data,1249077600000,36;8533;155
data,1249077600000,36;2778;156
data,1249077600000,36;2112;156
data,1249077600000,36;6066;156
data,1249077600000,36;10171;156
data,1251756000000,36;5356;156
data,1264978800000,36;7835;156
data,1199142000000,36;10185;157
data,1199142000000,37;8304;158
data,1199142000000,37;7715;158
data,1199142000000,37;2505;159
data,1199142000000,37;4525;160
data,1199142000000,37;4610;160
data,1199142000000,37;2523;161
data,1199142000000,37;10218;161
data,1199142000000,37;1887;162
data,1199142000000,37;3500;162
data,1201820400000,37;10227;163
data,1228086000000,37;5068;163
data,1228086000000,37;3794;163
data,1228086000000,37;7310;164
data,1228086000000,37;5672;165
data,1228086000000,37;7321;165
data,1228086000000,37;10261;165
data,1228086000000,37;2869;165
data,1228086000000,37;10268;165
data,1228086000000,37;10227;166
data,1228086000000,37;935;166
data,1243807200000,37;4178;167
data,1243807200000,37;7814;167
data,1257030000000,37;8450;167
data,1257030000000,37;1717;168
data,1257030000000,37;2505;169
data,1257030000000,37;7704;169
data,1257030000000,37;3022;170
data,1267398000000,37;3022;171
data,1272664800000,37;9228;171
data,1275343200000,37;10185;172
data,1275343200000,37;10185;173
data,1214863200000,37;218;173
data,1214863200000,37;8556;173
data,1214863200000,37;5324;173
data,1217541600000,37;4522;173
data,1217541600000,37;102;173
data,1217541600000,37;6184;173
data,1217541600000,38;9820;173
data,1217541600000,38;4674;173
data,1217541600000,38;6712;173
data,1217541600000,38;10360;173
data,1217541600000,38;7093;173
data,1217541600000,38;6020;173
data,1220220000000,38;6842;173
data,1220220000000,38;8614;173
data,1220220000000,38;2111;173
data,1222812000000,38;8969;173
data,1228086000000,38;4985;173
data,1230764400000,38;9973;173
data,1230764400000,38;1549;174
data,1230764400000,38;776;174
data,1235862000000,38;1653;174
data,1235862000000,38;4427;174
data,1246399200000,38;111;174
data,1246399200000,38;10428;174
data,1233442800000,38;10175;174
data,1233442800000,38;2435;175
data,1233442800000,38;6024;175
data,1233442800000,38;3451;176
data,1233442800000,38;915;176
data,1233442800000,38;5129;176
data,1233442800000,38;3423;176
data,1233442800000,38;9510;176
data,1233442800000,38;9881;176
data,1233442800000,38;10460;177
data,1233442800000,38;4258;177
data,1233442800000,38;7950;177
data,1233442800000,38;10472;177
data,1262300400000,38;5442;177
data,1277935200000,38;2247;177
data,1280613600000,38;9761;177
data,1293836400000,38;10227;177
data,1209592800000,38;844;178
data,1212271200000,38;7715;178
data,1212271200000,39;7242;178
data,1212271200000,39;2462;178
data,1212271200000,39;5400;178
data,1214863200000,39;1901;178
data,1222812000000,39;9411;178
data,1222812000000,39;9223;178
data,1222812000000,39;5614;178
data,1222812000000,39;2699;178
data,1222812000000,39;5324;178
data,1222812000000,39;2034;179
data,1225494000000,39;10547;179
data,1225494000000,39;10548;180
data,1225494000000,39;1322;180
data,1225494000000,39;1416;180
data,1283292000000,39;1747;180
data,1283292000000,39;1525;181
data,1283292000000,39;8117;181
data,1283292000000,39;10565;181
data,1283292000000,39;9476;182
data,1291158000000,40;1274;183
data,1291158000000,40;6106;183
data,1291158000000,40;8243;183
data,1291158000000,40;7925;183
data,1291158000000,40;6694;183
data,1291158000000,40;6399;183
data,1293836400000,40;1525;184
data,1293836400000,40;7260;184
data,1293836400000,40;1525;185
data,1296514800000,40;6542;185
data,1296514800000,40;5129;185
data,1296514800000,40;1274;186
