New Run at  08/08/2018 19:48:47
, Time, RandomReward; dLinUCB_Likelihood_UniformReward, ClusterID;UserID;dLinUCB_Likelihood_UniformModelUsed,
data,1180648800000,3;1449;1.0,0;3;1
data,1180648800000,3;1475;1.0,0;3;1
data,1180648800000,3;1482;2.0,0;3;1
data,1180648800000,3;1517;2.0,0;3;1
data,1180648800000,3;1529;2.0,0;3;1
data,1180648800000,3;224;2.0,0;3;1
data,1180648800000,3;1578;2.0,0;3;1
data,1180648800000,3;1475;2.0,0;3;1
data,1183240800000,3;436;2.0,0;3;1
data,1185919200000,3;1645;2.0,0;3;1
data,1188597600000,4;1664;2.0,0;3;1
data,1188597600000,4;1685;2.0,0;3;1
data,1188597600000,4;1711;2.0,0;3;1
data,1191189600000,4;850;2.0,0;3;1
data,1191189600000,4;1753;2.0,0;3;1
data,1191189600000,4;433;2.0,0;3;1
data,1191189600000,4;1778;3.0,0;3;1
data,1191189600000,4;1810;3.0,0;3;1
data,1191189600000,4;1838;3.0,0;3;1
data,1191189600000,4;1846;3.0,0;3;1
data,1191189600000,4;1866;4.0,0;3;1
data,1191189600000,4;1905;4.0,0;3;1
data,1191189600000,4;1931;4.0,0;3;1
data,1191189600000,4;1946;4.0,0;3;1
data,1191189600000,4;1957;4.0,0;3;1
data,1191189600000,4;1989;4.0,0;3;1
data,1191189600000,4;2009;4.0,0;3;1
data,1191189600000,4;2030;4.0,0;3;1
data,1191189600000,4;2034;5.0,0;3;1
data,1191189600000,4;621;6.0,0;3;1
data,1191189600000,4;2083;6.0,0;3;1
data,1193871600000,4;2104;6.0,0;3;1
data,1193871600000,4;2117;7.0,0;3;1
data,1196463600000,4;2153;7.0,0;3;1
data,1196463600000,4;2176;7.0,0;3;1
data,1196463600000,4;2153;7.0,0;3;1
data,1196463600000,4;2213;7.0,0;3;1
data,1196463600000,4;2229;7.0,0;3;1
data,1196463600000,4;2083;7.0,0;3;1
data,1196463600000,4;215;8.0,0;3;1
data,1207000800000,4;2274;9.0,0;3;1
data,1209592800000,4;2308;9.0,0;3;1
data,1259622000000,4;1414;10.0,0;3;1
data,1207000800000,4;2341;10.0,0;4;1
data,1207000800000,4;2366;10.0,0;4;1
data,1207000800000,4;356;10.0,0;4;1
data,1207000800000,4;2400;10.0,0;4;1
data,1207000800000,4;2428;10.0,0;4;1
data,1207000800000,4;2439;10.0,0;4;1
data,1207000800000,4;2460;10.0,0;4;1
data,1207000800000,4;2496;10.0,0;4;1
data,1207000800000,4;2517;10.0,0;4;1
data,1207000800000,4;2539;10.0,0;4;1
data,1207000800000,4;2549;10.0,0;4;1
data,1207000800000,4;670;10.0,0;4;1
data,1207000800000,4;2597;10.0,0;4;1
data,1207000800000,4;1866;11.0,0;4;1
data,1207000800000,4;2642;11.0,0;4;1
data,1207000800000,4;2647;11.0,0;4;1
data,1207000800000,4;2661;11.0,0;4;1
data,1207000800000,4;2688;11.0,0;4;1
data,1207000800000,4;2711;11.0,0;4;1
data,1207000800000,4;2743;11.0,0;4;1
data,1207000800000,4;2755;11.0,0;4;1
data,1207000800000,4;2767;11.0,0;4;1
data,1207000800000,4;2793;11.0,0;4;1
data,1207000800000,4;2034;12.0,0;4;1
data,1207000800000,4;2826;12.0,0;4;1
data,1207000800000,4;2832;13.0,0;4;1
data,1207000800000,4;2857;13.0,0;4;1
data,1207000800000,5;2873;14.0,0;4;1
data,1220220000000,5;2906;14.0,0;4;1
data,1228086000000,5;2922;14.0,0;4;1
data,1228086000000,5;2935;15.0,0;4;1
data,1228086000000,6;2964;15.0,0;4;1
data,1228086000000,6;2966;16.0,0;4;1
data,1257030000000,6;2355;17.0,0;4;1
data,1280613600000,6;3006;17.0,0;4;1
data,1280613600000,6;3037;17.0,0;4;1
data,1283292000000,6;3049;17.0,0;4;1
data,1193871600000,6;3070;17.0,0;8;1
data,1193871600000,6;1082;17.0,0;8;1
data,1193871600000,6;1778;17.0,0;8;1
data,1193871600000,6;3129;17.0,0;8;1
data,1193871600000,6;3151;17.0,0;8;1
data,1193871600000,6;1605;17.0,0;8;1
data,1193871600000,6;935;17.0,0;8;1
data,1193871600000,6;1104;17.0,0;8;1
data,1193871600000,6;3228;17.0,0;8;1
data,1193871600000,6;3242;17.0,0;8;1
data,1193871600000,7;3251;17.0,0;8;1
data,1193871600000,7;3280;17.0,0;8;1
data,1193871600000,7;3298;17.0,0;8;1
data,1193871600000,7;208;17.0,0;8;1
data,1193871600000,7;3328;17.0,0;8;1
data,1193871600000,7;3358;17.0,0;8;1
data,1193871600000,7;3363;17.0,0;8;1
data,1193871600000,7;3390;17.0,0;8;1
data,1193871600000,7;3193;17.0,0;8;1
data,1193871600000,7;3423;17.0,0;8;1
data,1193871600000,7;3444;17.0,0;8;1
data,1193871600000,7;3451;17.0,0;8;1
data,1193871600000,7;3475;17.0,0;8;1
data,1193871600000,7;3489;17.0,0;8;1
data,1193871600000,7;3515;17.0,0;8;1
data,1193871600000,7;2346;17.0,0;8;1
data,1193871600000,7;3192;17.0,0;8;1
data,1193871600000,7;3559;17.0,0;8;1
data,1193871600000,7;3590;17.0,0;8;1
data,1193871600000,7;3595;17.0,0;8;1
data,1193871600000,7;572;18.0,0;8;1
data,1193871600000,7;666;18.0,0;8;1
data,1193871600000,7;3228;18.0,0;8;1
data,1193871600000,7;3664;18.0,0;8;1
data,1193871600000,7;3696;18.0,0;8;1
data,1193871600000,7;2826;18.0,0;8;1
data,1193871600000,7;3722;18.0,0;8;1
data,1193871600000,7;3733;18.0,0;8;1
data,1193871600000,7;3749;18.0,0;8;1
data,1193871600000,7;3770;18.0,0;8;1
data,1193871600000,7;3780;18.0,0;8;1
data,1193871600000,7;3794;19.0,0;8;1
data,1193871600000,7;1594;19.0,0;8;1
data,1193871600000,7;3451;19.0,0;8;1
data,1193871600000,7;3857;19.0,0;8;1
data,1193871600000,7;3868;19.0,0;8;1
data,1193871600000,7;3883;19.0,0;8;1
data,1193871600000,7;441;19.0,0;8;1
data,1193871600000,7;3912;20.0,0;8;1
data,1193871600000,7;2588;20.0,0;8;1
data,1193871600000,7;3962;20.0,0;8;1
data,1193871600000,7;3978;20.0,0;8;1
data,1193871600000,7;2637;20.0,0;8;1
data,1193871600000,7;4009;20.0,0;8;1
data,1193871600000,7;4031;20.0,0;8;1
data,1193871600000,7;4048;20.0,0;8;1
data,1193871600000,7;4068;20.0,0;8;1
data,1196463600000,7;4086;20.0,0;8;1
data,1199142000000,7;2647;20.0,0;8;1
data,1207000800000,7;4100;21.0,0;8;1
data,1207000800000,7;4100;22.0,0;8;1
data,1209592800000,7;4153;22.0,0;8;1
data,1209592800000,7;2763;22.0,0;8;1
data,1209592800000,7;4182;22.0,0;8;1
data,1209592800000,7;4190;23.0,0;8;1
data,1209592800000,7;3037;23.0,0;8;1
data,1209592800000,7;4224;24.0,0;8;1
data,1209592800000,7;4247;24.0,0;8;1
data,1209592800000,7;4258;25.0,0;8;1
data,1209592800000,7;4272;25.0,0;8;1
data,1209592800000,7;4290;26.0,0;8;1
data,1209592800000,7;2451;26.0,0;8;1
data,1209592800000,7;3500;26.0,0;8;1
data,1209592800000,7;4349;26.0,0;8;1
data,1209592800000,7;847;26.0,0;8;1
data,1209592800000,7;3722;26.0,0;8;1
data,1209592800000,7;4396;26.0,0;8;1
data,1209592800000,7;4416;26.0,0;8;1
data,1209592800000,7;4418;26.0,0;8;1
data,1209592800000,8;4434;27.0,0;8;1
data,1209592800000,8;1136;27.0,0;8;1
data,1209592800000,8;3794;28.0,0;8;1
data,1209592800000,8;4479;28.0,0;8;1
data,1209592800000,8;4501;28.0,0;8;1
data,1209592800000,8;4521;28.0,0;8;1
data,1209592800000,8;4522;29.0,0;8;1
data,1209592800000,8;4547;29.0,0;8;1
data,1209592800000,8;4570;29.0,0;8;1
data,1209592800000,8;4584;29.0,0;8;1
data,1209592800000,8;3439;29.0,0;8;1
data,1209592800000,9;4610;29.0,0;8;1
data,1209592800000,9;1480;29.0,0;8;1
data,1209592800000,10;2199;29.0,0;8;1
data,1209592800000,10;4668;29.0,0;8;1
data,1209592800000,10;4674;29.0,0;8;1
data,1209592800000,10;397;29.0,0;8;1
data,1209592800000,10;4722;29.0,0;8;1
data,1209592800000,10;111;30.0,0;8;1
data,1209592800000,10;2724;30.0,0;8;1
data,1209592800000,10;2415;30.0,0;8;1
data,1209592800000,10;4776;30.0,0;8;1
data,1209592800000,10;1183;30.0,0;8;1
data,1209592800000,10;1964;30.0,0;8;1
data,1209592800000,10;4830;30.0,0;8;1
data,1209592800000,10;4840;30.0,0;8;1
data,1209592800000,10;346;30.0,0;8;1
data,1209592800000,10;4100;31.0,0;8;1
data,1209592800000,10;4881;31.0,0;8;1
data,1209592800000,10;4896;31.0,0;8;1
data,1209592800000,10;4645;31.0,0;8;1
data,1209592800000,10;2016;31.0,0;8;1
data,1212271200000,10;4927;32.0,0;8;1
data,1285884000000,10;4946;32.0,0;8;1
data,1291158000000,10;842;32.0,0;8;1
data,1172703600000,10;4972;32.0,0;9;1
data,1185919200000,10;4986;32.0,0;9;1
data,1185919200000,10;3045;32.0,0;9;1
data,1185919200000,10;5013;32.0,0;9;1
data,1185919200000,10;5029;32.0,0;9;1
data,1185919200000,11;935;33.0,0;9;1
data,1185919200000,11;5075;33.0,0;9;1
data,1201820400000,11;5086;33.0,0;9;1
data,1201820400000,11;2832;33.0,0;9;1
data,1201820400000,11;5119;33.0,0;9;1
data,1207000800000,11;5129;33.0,0;9;1
data,1209592800000,11;5149;33.0,0;9;1
data,1220220000000,11;2454;33.0,0;9;1
data,1222812000000,11;3196;33.0,0;9;1
data,1225494000000,11;4840;33.0,0;10;1
data,1235862000000,11;5200;33.0,0;10;1
data,1238536800000,11;5225;33.0,0;10;1
data,1241128800000,11;3280;33.0,0;10;1
data,1243807200000,11;5248;33.0,0;10;1
data,1243807200000,11;1331;33.0,0;10;1
data,1243807200000,11;5287;33.0,0;10;1
data,1243807200000,11;5303;33.0,0;10;1
data,1243807200000,11;5305;33.0,0;10;1
data,1243807200000,11;1437;33.0,0;10;1
data,1243807200000,11;1285;33.0,0;10;1
data,1243807200000,11;5353;33.0,0;10;1
data,1243807200000,11;5364;33.0,0;10;1
data,1243807200000,11;1605;33.0,0;10;1
data,1243807200000,11;5393;33.0,0;10;1
data,1243807200000,11;5400;33.0,0;10;1
data,1243807200000,11;5414;33.0,0;10;1
data,1246399200000,11;5430;33.0,0;10;1
data,1249077600000,11;4024;33.0,0;10;1
data,1249077600000,11;3266;33.0,0;10;1
data,1262300400000,11;5479;33.0,0;10;1
data,1264978800000,11;2199;33.0,0;11;1
data,1264978800000,11;5501;33.0,0;11;1
data,1264978800000,11;5513;33.0,0;11;1
data,1264978800000,11;4416;33.0,0;11;1
data,1264978800000,11;2043;34.0,0;11;1
data,1264978800000,11;4048;35.0,0;11;1
data,1264978800000,11;257;35.0,0;11;1
data,1264978800000,11;5594;35.0,0;11;1
data,1264978800000,11;5614;35.0,0;11;1
data,1264978800000,11;2455;35.0,0;11;1
data,1264978800000,11;5504;35.0,0;11;1
data,1264978800000,11;5653;35.0,0;11;1
data,1264978800000,12;4434;36.0,0;11;1
data,1264978800000,12;5264;36.0,0;11;1
data,1264978800000,12;5691;36.0,0;11;1
data,1264978800000,12;4986;36.0,0;11;1
data,1264978800000,12;5715;36.0,0;11;1
data,1264978800000,13;5722;36.0,0;11;1
data,1264978800000,13;482;36.0,0;11;1
data,1264978800000,13;5757;36.0,0;11;1
data,1264978800000,13;4479;36.0,0;11;1
data,1264978800000,13;5773;36.0,0;11;1
data,1264978800000,13;5783;37.0,0;11;1
data,1264978800000,13;5808;37.0,0;11;1
data,1264978800000,13;4489;37.0,0;11;1
data,1264978800000,13;5842;37.0,0;11;1
data,1264978800000,13;5853;37.0,0;11;1
data,1264978800000,13;639;38.0,0;11;1
data,1264978800000,13;3449;39.0,0;11;1
data,1264978800000,13;5890;39.0,0;11;1
data,1264978800000,13;5903;39.0,0;11;1
data,1264978800000,13;5923;39.0,0;11;1
data,1264978800000,13;5943;39.0,0;11;1
data,1264978800000,13;5947;39.0,0;11;1
data,1264978800000,13;5972;39.0,0;11;1
data,1264978800000,13;5978;40.0,0;11;1
data,1264978800000,13;5972;40.0,0;11;1
data,1264978800000,13;6018;40.0,0;11;1
data,1264978800000,13;6021;41.0,0;11;1
data,1264978800000,13;6045;41.0,0;11;1
data,1264978800000,13;666;41.0,0;11;1
data,1264978800000,13;3727;41.0,0;11;1
data,1264978800000,13;3803;41.0,0;11;1
data,1264978800000,13;1953;41.0,0;11;1
data,1264978800000,13;6104;41.0,0;11;1
data,1264978800000,13;6106;42.0,0;11;1
data,1264978800000,13;6116;43.0,0;11;1
data,1264978800000,13;6125;44.0,0;11;1
data,1264978800000,13;6141;45.0,0;11;1
data,1264978800000,13;6159;46.0,0;11;1
data,1264978800000,13;4258;47.0,0;11;1
data,1264978800000,13;5661;47.0,0;11;1
data,1264978800000,13;6199;48.0,0;11;1
data,1264978800000,13;4570;48.0,0;11;1
data,1264978800000,13;6230;48.0,0;11;1
data,1264978800000,13;3626;49.0,0;11;1
data,1264978800000,13;3794;49.0,0;11;1
data,1264978800000,13;4471;49.0,0;11;1
data,1264978800000,13;5594;49.0,0;11;1
data,1264978800000,13;915;50.0,0;11;1
data,1264978800000,13;6300;51.0,0;11;1
data,1264978800000,13;6310;52.0,0;11;1
data,1264978800000,13;1778;52.0,0;11;1
data,1264978800000,13;1331;52.0,0;11;1
data,1264978800000,13;670;53.0,0;11;1
data,1264978800000,13;6359;54.0,0;11;1
data,1264978800000,13;111;55.0,0;11;1
data,1264978800000,13;6398;55.0,0;11;1
data,1264978800000,13;541;55.0,0;11;1
data,1264978800000,13;6417;55.0,0;11;1
data,1264978800000,13;3819;55.0,0;11;1
data,1264978800000,13;6188;55.0,0;11;1
data,1264978800000,13;4722;55.0,0;11;1
data,1264978800000,13;6464;55.0,0;11;1
data,1264978800000,13;6477;55.0,0;11;1
data,1264978800000,13;6488;55.0,0;11;1
data,1264978800000,13;1597;55.0,0;11;1
data,1264978800000,13;2174;56.0,0;11;1
data,1264978800000,13;1613;56.0,0;11;1
data,1264978800000,13;6534;56.0,0;11;1
data,1264978800000,13;3298;56.0,0;11;1
data,1264978800000,13;6088;56.0,0;11;1
data,1264978800000,13;6575;57.0,0;11;1
data,1264978800000,13;4500;57.0,0;11;1
data,1264978800000,13;4000;58.0,0;11;1
data,1264978800000,13;5481;58.0,0;11;1
data,1264978800000,13;6620;59.0,0;11;1
data,1264978800000,13;6641;59.0,0;11;1
data,1264978800000,13;4479;59.0,0;11;1
data,1264978800000,13;2199;59.0,0;11;1
data,1264978800000,13;2735;60.0,0;11;1
data,1264978800000,13;5086;60.0,0;11;1
data,1264978800000,13;6701;60.0,0;11;1
data,1264978800000,13;6179;60.0,0;11;1
data,1264978800000,13;6717;61.0,0;11;1
data,1264978800000,13;78;61.0,0;11;1
data,1264978800000,13;6751;61.0,0;11;1
data,1264978800000,13;6766;61.0,0;11;1
data,1264978800000,13;6768;62.0,0;11;1
data,1264978800000,13;6781;62.0,0;11;1
data,1264978800000,13;1880;62.0,0;11;1
data,1264978800000,13;1883;62.0,0;11;1
data,1264978800000,13;513;63.0,0;11;1
data,1264978800000,13;6824;63.0,0;11;1
data,1264978800000,13;6066;63.0,0;11;1
data,1264978800000,13;5989;63.0,0;11;1
data,1264978800000,13;2766;63.0,0;11;1
data,1264978800000,13;6876;64.0,0;11;1
data,1264978800000,13;6896;64.0,0;11;1
data,1264978800000,13;4224;65.0,0;11;1
data,1264978800000,13;5722;65.0,0;11;1
data,1264978800000,13;5287;65.0,0;11;1
data,1264978800000,13;4408;65.0,0;11;1
data,1264978800000,13;1473;65.0,0;11;1
data,1264978800000,13;6975;65.0,0;11;1
data,1264978800000,13;666;65.0,0;11;1
data,1264978800000,13;7002;65.0,0;11;1
data,1264978800000,13;7007;65.0,0;11;1
data,1264978800000,13;5075;65.0,0;11;1
data,1264978800000,13;3794;65.0,0;11;1
data,1264978800000,13;979;66.0,0;11;1
data,1264978800000,13;7050;67.0,0;11;1
data,1264978800000,13;4434;68.0,0;11;1
data,1264978800000,13;7077;68.0,0;11;1
data,1264978800000,13;2594;68.0,0;11;1
data,1264978800000,13;529;68.0,0;11;1
data,1264978800000,13;7107;69.0,0;11;1
data,1264978800000,14;3007;70.0,0;11;1
data,1264978800000,14;1072;70.0,0;11;1
data,1264978800000,14;1136;70.0,0;11;1
data,1264978800000,14;4100;71.0,0;11;1
data,1264978800000,14;1559;72.0,0;11;1
data,1264978800000,14;7162;72.0,0;11;1
data,1264978800000,14;7176;72.0,0;11;1
data,1264978800000,14;7191;72.0,0;11;1
data,1267398000000,14;7192;73.0,0;11;1
data,1267398000000,14;6777;73.0,0;11;1
data,1267398000000,14;1350;73.0,0;11;1
data,1267398000000,14;6346;73.0,0;11;1
data,1267398000000,14;1057;74.0,0;11;1
data,1267398000000,14;1594;74.0,0;11;1
data,1267398000000,14;4309;75.0,0;11;1
data,1267398000000,14;2981;75.0,0;11;1
data,1267398000000,14;253;76.0,0;11;1
data,1267398000000,14;1951;77.0,0;11;1
data,1267398000000,14;2713;77.0,0;11;1
data,1267398000000,14;1842;78.0,0;11;1
data,1270072800000,14;1146;78.0,0;11;1
data,1270072800000,14;3266;78.0,0;11;1
data,1272664800000,14;7333;78.0,0;11;1
data,1272664800000,14;4434;79.0,0;11;1
data,1272664800000,14;5722;79.0,0;11;1
data,1272664800000,14;5513;79.0,0;11;1
data,1272664800000,14;1555;79.0,0;11;1
data,1272664800000,14;5571;79.0,0;11;1
data,1272664800000,14;2539;79.0,0;11;1
data,1272664800000,14;7419;80.0,0;11;1
data,1272664800000,14;2013;80.0,0;11;1
data,1272664800000,14;7444;80.0,0;11;1
data,1272664800000,14;7459;80.0,0;11;1
data,1272664800000,14;1161;80.0,0;11;1
data,1272664800000,14;2051;81.0,0;11;1
data,1272664800000,14;7498;81.0,0;11;1
data,1272664800000,14;7501;81.0,0;11;1
data,1272664800000,14;2658;82.0,0;11;1
data,1272664800000,14;1069;82.0,0;11;1
data,1272664800000,14;7206;82.0,0;11;1
data,1272664800000,14;2559;82.0,0;11;1
data,1272664800000,14;2637;82.0,0;11;1
data,1272664800000,14;601;83.0,0;11;1
data,1272664800000,14;6777;83.0,0;11;1
data,1272664800000,14;579;83.0,0;11;1
data,1272664800000,14;4389;83.0,0;11;1
data,1272664800000,14;2242;83.0,0;11;1
data,1272664800000,14;7616;83.0,0;11;1
data,1272664800000,14;2395;84.0,0;11;1
data,1272664800000,14;7630;84.0,0;11;1
data,1272664800000,14;2034;85.0,0;11;1
data,1272664800000,14;411;86.0,0;11;1
data,1275343200000,14;7664;86.0,0;11;1
data,1275343200000,14;7681;86.0,0;11;1
data,1277935200000,14;3299;87.0,0;11;1
data,1277935200000,14;2788;87.0,0;11;1
data,1280613600000,14;7715;87.0,0;11;1
data,1280613600000,14;6701;87.0,0;11;1
data,1280613600000,14;7730;88.0,0;11;1
data,1280613600000,14;6329;88.0,0;11;1
data,1280613600000,14;7753;89.0,0;11;1
data,1280613600000,14;7760;89.0,0;11;1
data,1280613600000,14;7768;90.0,0;11;1
data,1280613600000,14;123;91.0,0;11;1
data,1280613600000,14;7779;92.0,0;11;1
data,1280613600000,14;7788;93.0,0;11;1
data,1280613600000,14;3662;94.0,0;11;1
data,1280613600000,14;7814;94.0,0;11;1
data,1280613600000,14;5287;94.0,0;11;1
data,1280613600000,14;7835;95.0,0;11;1
data,1283292000000,14;7857;95.0,0;11;1
data,1285884000000,14;2539;95.0,0;11;1
data,1285884000000,14;7870;95.0,0;11;1
data,1285884000000,14;2922;96.0,0;11;1
data,1285884000000,14;7885;97.0,0;11;1
data,1285884000000,14;925;98.0,0;11;1
data,1285884000000,14;3423;99.0,0;11;1
data,1285884000000,14;7911;100.0,0;11;1
data,1285884000000,14;1661;100.0,0;11;1
data,1285884000000,14;5989;100.0,0;11;2
data,1285884000000,14;2801;100.0,0;11;2
data,1285884000000,14;4808;100.0,0;11;2
data,1285884000000,14;7321;100.0,0;11;2
data,1285884000000,14;2724;100.0,0;11;2
data,1285884000000,14;3830;100.0,0;11;2
data,1285884000000,14;7980;100.0,0;11;2
data,1285884000000,14;1019;100.0,0;11;2
data,1288566000000,14;4076;100.0,0;11;2
data,1288566000000,14;2553;100.0,0;11;2
data,1288566000000,14;3579;100.0,0;11;2
data,1288566000000,14;4453;100.0,0;11;2
data,1288566000000,14;7927;100.0,0;11;2
data,1288566000000,14;8041;100.0,0;11;2
data,1288566000000,14;8050;100.0,0;11;2
data,1288566000000,14;2982;100.0,0;11;2
data,1291158000000,14;6315;100.0,0;11;2
data,1291158000000,14;3769;100.0,0;11;2
data,1291158000000,14;8086;100.0,0;11;2
data,1291158000000,14;3276;100.0,0;11;2
data,1291158000000,14;8101;100.0,0;11;2
data,1291158000000,14;4628;100.0,0;11;2
data,1291158000000,14;4360;100.0,0;11;2
data,1291158000000,14;5658;100.0,0;11;2
data,1291158000000,14;8142;100.0,0;11;2
data,1291158000000,14;5642;100.0,0;11;2
data,1291158000000,14;5301;100.0,0;11;2
data,1291158000000,14;2419;100.0,0;11;2
data,1291158000000,14;8184;100.0,0;11;2
data,1291158000000,14;2742;100.0,0;11;2
data,1291158000000,14;7817;100.0,0;11;2
data,1291158000000,14;5303;100.0,0;11;2
data,1291158000000,14;8221;100.0,0;11;2
data,1291158000000,14;2013;100.0,0;11;2
data,1291158000000,14;8238;100.0,0;11;2
data,1291158000000,14;5264;100.0,0;11;2
data,1291158000000,14;3285;100.0,0;11;2
data,1293836400000,14;4598;100.0,0;11;2
data,1293836400000,14;3817;100.0,0;11;2
data,1293836400000,14;8303;100.0,0;11;2
data,1293836400000,14;8050;100.0,0;11;2
data,1293836400000,14;2741;100.0,0;11;2
data,1293836400000,14;2542;100.0,0;11;2
data,1293836400000,14;888;100.0,0;11;2
data,1293836400000,14;5314;101.0,0;11;2
data,1293836400000,14;8339;102.0,0;11;2
data,1293836400000,14;2685;102.0,0;11;2
data,1293836400000,14;6744;102.0,0;11;2
data,1293836400000,14;8369;102.0,0;11;2
data,1293836400000,14;8376;102.0,0;11;2
data,1293836400000,14;4264;102.0,0;11;2
data,1293836400000,14;4816;102.0,0;11;2
data,1293836400000,14;3477;102.0,0;11;2
data,1293836400000,14;8405;103.0,0;11;2
data,1293836400000,14;2247;103.0,0;11;2
data,1293836400000,14;4191;103.0,0;11;2
data,1296514800000,14;1866;103.0,0;11;2
data,1296514800000,14;2695;104.0,0;11;2
data,1298934000000,14;4775;104.0,0;11;2
data,1298934000000,14;8456;104.0,0;11;2
data,1298934000000,14;6679;104.0,0;11;2
data,1298934000000,14;109;104.0,0;11;2
data,1304596135526,14;5443;104.0,0;11;2
data,1246399200000,14;2659;104.0,0;12;2
data,1246399200000,14;8503;104.0,0;12;2
data,1246399200000,14;1130;104.0,0;12;2
data,1246399200000,14;643;104.0,0;12;2
data,1246399200000,14;5905;104.0,0;12;2
data,1246399200000,14;2389;104.0,0;12;2
data,1246399200000,14;3273;104.0,0;12;2
data,1246399200000,14;5064;104.0,0;12;2
data,1251756000000,14;8370;104.0,0;12;2
data,1251756000000,14;6343;104.0,0;12;2
data,1251756000000,14;2624;104.0,0;12;2
data,1251756000000,14;8304;105.0,0;12;2
data,1251756000000,14;4131;106.0,0;12;2
data,1251756000000,14;5068;106.0,0;12;2
data,1251756000000,14;7852;106.0,0;12;2
data,1254348000000,14;8599;106.0,0;12;2
data,1254348000000,14;8614;106.0,0;12;2
data,1254348000000,14;3517;106.0,0;12;2
data,1254348000000,14;8633;106.0,0;12;2
data,1254348000000,14;8640;106.0,0;12;2
data,1254348000000,15;4131;107.0,0;12;2
data,1257030000000,15;4131;108.0,0;12;2
data,1257030000000,15;8661;108.0,0;12;2
data,1257030000000,16;4131;109.0,0;12;2
data,1259622000000,16;4131;110.0,0;12;2
data,1212271200000,16;5275;110.0,0;13;2
data,1212271200000,16;8687;111.0,0;13;2
data,1212271200000,16;6842;111.0,0;13;2
data,1212271200000,16;8706;111.0,0;13;2
data,1212271200000,16;8714;111.0,0;13;2
data,1212271200000,16;5053;111.0,0;13;2
data,1212271200000,16;5210;111.0,0;13;2
data,1212271200000,16;1010;112.0,0;13;2
data,1212271200000,16;3082;112.0,0;13;2
data,1212271200000,16;8759;113.0,0;13;2
data,1212271200000,16;6204;114.0,0;13;2
data,1212271200000,16;8775;114.0,0;13;2
data,1212271200000,16;2663;115.0,0;13;2
data,1212271200000,16;5887;116.0,0;13;2
data,1212271200000,16;8304;116.0,0;13;2
data,1212271200000,17;90;116.0,0;13;2
data,1212271200000,17;7412;116.0,0;13;2
data,1212271200000,17;2986;117.0,0;13;2
data,1212271200000,17;6722;118.0,0;13;2
data,1212271200000,17;2818;118.0,0;13;2
