New Run at  08/10/2018 21:08:45
, Time, RandomReward; M_Master_LCBIntervalReward, ClusterID;UserID;M_Master_LCBIntervalModelUsed,
data,1238536800000,0;7;0.0,144;1
data,1238536800000,0;39;0.0,144;1
data,1238536800000,0;60;0.0,144;1
data,1238536800000,0;92;0.0,144;1
data,1238536800000,0;112;0.0,144;1
data,1241128800000,0;133;0.0,144;1
data,1241128800000,0;153;0.0,144;1
data,1241128800000,0;188;0.0,144;1
data,1241128800000,0;215;0.0,144;1
data,1241128800000,0;245;0.0,144;1
data,1233442800000,0;251;0.0,100;2
data,1233442800000,0;276;0.0,100;2
data,1233442800000,0;298;0.0,100;2
data,1233442800000,0;334;0.0,100;2
data,1235862000000,0;354;0.0,100;2
data,1235862000000,0;381;0.0,100;2
data,1235862000000,0;410;0.0,100;2
data,1246399200000,0;431;0.0,100;2
data,1246399200000,0;444;0.0,100;2
data,1246399200000,0;478;0.0,100;2
data,1249077600000,0;504;0.0,100;2
data,1249077600000,0;141;0.0,100;2
data,1251756000000,0;548;0.0,100;2
data,1251756000000,0;561;0.0,100;2
data,1251756000000,0;596;0.0,100;2
data,1251756000000,0;603;0.0,100;2
data,1254348000000,0;643;0.0,100;2
data,1254348000000,0;654;0.0,100;2
data,1254348000000,0;683;0.0,100;2
data,1257030000000,0;694;0.0,100;2
data,1264978800000,0;724;0.0,100;2
data,1264978800000,0;745;0.0,100;2
data,1264978800000,0;784;0.0,100;2
data,1264978800000,0;789;0.0,100;2
data,1267398000000,0;828;0.0,100;2
data,1267398000000,0;835;0.0,100;2
data,1272664800000,0;853;0.0,100;2
data,1280613600000,0;897;0.0,100;2
data,1280613600000,0;904;0.0,100;2
data,1280613600000,0;929;0.0,100;2
data,1280613600000,0;85;0.0,100;2
data,1283292000000,0;971;0.0,100;2
data,1285884000000,0;991;0.0,100;2
data,1288566000000,0;1016;0.0,100;2
data,1288566000000,0;1028;0.0,100;2
data,1172703600000,0;1063;0.0,128;3
data,1172703600000,0;1075;0.0,128;3
data,1172703600000,0;1090;1.0,128;3
data,1172703600000,0;1115;2.0,128;3
data,1172703600000,0;1147;2.0,128;3
data,1172703600000,0;1179;2.0,128;3
data,1172703600000,0;1195;2.0,128;3
data,1175378400000,0;1211;2.0,128;3
data,1175378400000,0;1229;3.0,128;3
data,1175378400000,0;1274;3.0,128;3
data,1175378400000,0;1279;3.0,128;3
data,1177970400000,0;1312;3.0,128;3
data,1177970400000,0;1334;3.0,128;3
data,1177970400000,0;1354;3.0,128;3
data,1177970400000,0;1372;3.0,128;3
data,1180648800000,0;849;3.0,128;3
data,1180648800000,0;916;3.0,128;3
data,1180648800000,0;1451;3.0,128;3
data,1180648800000,0;1475;3.0,128;3
data,1180648800000,0;1482;4.0,128;3
data,1180648800000,0;186;5.0,128;3
data,1180648800000,0;1529;5.0,128;3
data,1180648800000,0;1556;5.0,128;3
data,1180648800000,0;1564;6.0,128;3
data,1180648800000,0;1596;6.0,128;3
data,1183240800000,0;436;6.0,128;3
data,1185919200000,0;1650;6.0,128;3
data,1188597600000,0;1671;6.0,128;3
data,1188597600000,0;1685;6.0,128;3
data,1188597600000,0;1706;6.0,128;3
data,1191189600000,1;1720;6.0,128;3
data,1191189600000,1;1739;6.0,128;3
data,1191189600000,1;1768;6.0,128;3
data,1191189600000,1;1778;7.0,128;3
data,1191189600000,1;1810;7.0,128;3
data,1191189600000,1;1835;7.0,128;3
data,1191189600000,1;1846;7.0,128;3
data,1191189600000,1;1866;8.0,128;3
data,1191189600000,1;1905;8.0,128;3
data,1191189600000,1;1931;8.0,128;3
data,1191189600000,1;1946;8.0,128;3
data,1191189600000,1;1957;8.0,128;3
data,1191189600000,1;1975;8.0,128;3
data,1191189600000,1;1997;8.0,128;3
data,1191189600000,1;2011;9.0,128;3
data,1191189600000,1;2037;9.0,128;3
data,1191189600000,1;2059;9.0,128;3
data,1191189600000,1;2083;9.0,128;3
data,1193871600000,1;2103;9.0,128;3
data,1193871600000,1;2135;9.0,128;3
data,1196463600000,1;2161;9.0,128;3
data,1196463600000,1;1055;9.0,128;3
data,1196463600000,1;2193;9.0,128;3
data,1196463600000,1;51;9.0,128;3
data,1196463600000,1;2214;10.0,128;3
data,1196463600000,1;2083;10.0,128;3
data,1196463600000,1;2269;10.0,128;3
data,1207000800000,1;2294;10.0,128;3
data,1209592800000,1;362;11.0,128;3
data,1259622000000,1;1414;12.0,128;3
data,1207000800000,1;2334;12.0,159;4
data,1207000800000,2;2360;12.0,159;4
data,1207000800000,2;356;12.0,159;4
data,1207000800000,2;2414;12.0,159;4
data,1207000800000,2;2433;12.0,159;4
data,1207000800000,2;2448;12.0,159;4
data,1207000800000,2;1253;12.0,159;4
data,1207000800000,2;2480;12.0,159;4
data,1207000800000,2;2505;12.0,159;4
data,1207000800000,2;2539;12.0,159;4
data,1207000800000,2;2553;12.0,159;4
data,1207000800000,2;2573;12.0,159;4
data,1207000800000,2;2590;12.0,159;4
data,1207000800000,2;2623;12.0,159;4
data,1207000800000,2;2634;12.0,159;4
data,1207000800000,2;62;12.0,159;4
data,1207000800000,2;2661;12.0,159;4
data,1207000800000,2;2684;12.0,159;4
data,1207000800000,2;2711;12.0,159;4
data,1207000800000,2;233;12.0,159;4
data,1207000800000,2;1973;12.0,159;4
data,1207000800000,2;2772;12.0,159;4
data,1207000800000,2;2784;12.0,159;4
data,1207000800000,2;2805;12.0,159;4
data,1207000800000,2;1279;12.0,159;4
data,1207000800000,2;2840;12.0,159;4
data,1207000800000,2;2334;12.0,159;4
data,1207000800000,2;2877;12.0,159;4
data,1220220000000,2;2908;12.0,159;4
data,1228086000000,2;2924;12.0,159;4
data,1228086000000,2;2945;12.0,159;4
data,1228086000000,2;2962;12.0,159;4
data,1228086000000,3;2970;12.0,159;4
data,1257030000000,3;2988;12.0,159;4
data,1280613600000,3;3009;12.0,159;4
data,1280613600000,3;3033;12.0,159;4
data,1283292000000,3;1799;12.0,159;4
data,1193871600000,3;3073;12.0,122;8
data,1193871600000,3;3095;12.0,122;8
data,1193871600000,4;3118;12.0,122;8
data,1193871600000,4;3084;12.0,122;8
data,1193871600000,4;3154;12.0,122;8
data,1193871600000,4;3171;12.0,122;8
data,1193871600000,4;3184;12.0,122;8
data,1193871600000,4;92;12.0,122;8
data,1193871600000,5;372;12.0,122;8
data,1193871600000,6;3244;12.0,122;8
data,1193871600000,6;3251;12.0,122;8
data,1193871600000,6;971;12.0,122;8
data,1193871600000,6;3297;12.0,122;8
data,1193871600000,6;3307;12.0,122;8
data,1193871600000,6;3324;12.0,122;8
data,1193871600000,6;3353;12.0,122;8
data,1193871600000,6;3375;12.0,122;8
data,1193871600000,6;3379;12.0,122;8
data,1193871600000,6;975;12.0,122;8
data,1193871600000,6;3428;12.0,122;8
data,1193871600000,6;2543;13.0,122;8
data,1193871600000,6;3450;13.0,122;8
data,1193871600000,6;3472;13.0,122;8
data,1193871600000,7;1792;14.0,122;8
data,1193871600000,7;3516;14.0,122;8
data,1193871600000,7;3523;15.0,122;8
data,1193871600000,7;3545;15.0,122;8
data,1193871600000,7;3558;15.0,122;8
data,1193871600000,7;3579;15.0,122;8
data,1193871600000,7;3594;16.0,122;8
data,1193871600000,7;3620;16.0,122;8
data,1193871600000,7;751;16.0,122;8
data,1193871600000,7;3652;16.0,122;8
data,1193871600000,7;3680;16.0,122;8
data,1193871600000,7;3681;17.0,122;8
data,1193871600000,7;3710;17.0,122;8
data,1193871600000,7;3723;17.0,122;8
data,1193871600000,7;3729;18.0,122;8
data,1193871600000,7;3743;19.0,122;8
data,1193871600000,7;3769;19.0,122;8
data,1193871600000,7;1090;20.0,122;8
data,1193871600000,7;3803;20.0,122;8
data,1193871600000,7;2631;20.0,122;8
data,1193871600000,7;1088;21.0,122;8
data,1193871600000,7;3845;22.0,122;8
data,1193871600000,7;3868;22.0,122;8
data,1193871600000,7;614;22.0,122;8
data,1193871600000,7;3894;22.0,122;8
data,1193871600000,7;3915;22.0,122;8
data,1193871600000,7;3928;23.0,122;8
data,1193871600000,7;1013;23.0,122;8
data,1193871600000,7;2168;23.0,122;8
data,1193871600000,7;3996;23.0,122;8
data,1193871600000,7;4005;23.0,122;8
data,1193871600000,7;3487;23.0,122;8
data,1193871600000,7;4036;24.0,122;8
data,1193871600000,7;4062;24.0,122;8
data,1196463600000,7;4073;24.0,122;8
data,1199142000000,7;1713;25.0,122;8
data,1207000800000,7;4114;25.0,122;8
data,1207000800000,7;4123;25.0,122;8
data,1209592800000,7;4153;25.0,122;8
data,1209592800000,7;4165;25.0,122;8
data,1209592800000,7;4185;25.0,122;8
data,1209592800000,7;4206;25.0,122;8
data,1209592800000,7;4211;25.0,122;8
data,1209592800000,7;4229;25.0,122;8
data,1209592800000,7;3594;26.0,122;8
data,1209592800000,7;4263;26.0,122;8
data,1209592800000,7;4281;26.0,122;8
data,1209592800000,8;2708;26.0,122;8
data,1209592800000,8;4313;26.0,122;8
data,1209592800000,8;4339;26.0,122;8
data,1209592800000,8;4359;26.0,122;8
data,1209592800000,8;717;26.0,122;8
data,1209592800000,9;592;26.0,122;8
data,1209592800000,10;4399;26.0,122;8
data,1209592800000,10;4409;26.0,122;8
data,1209592800000,10;2069;27.0,122;8
data,1209592800000,10;4441;27.0,122;8
data,1209592800000,10;4454;27.0,122;8
data,1209592800000,10;3794;28.0,122;8
data,1209592800000,10;4494;28.0,122;8
data,1209592800000,10;4501;28.0,122;8
data,1209592800000,10;4521;28.0,122;8
data,1209592800000,10;4522;29.0,122;8
data,1209592800000,10;1279;30.0,122;8
data,1209592800000,10;2013;30.0,122;8
data,1209592800000,10;4580;30.0,122;8
data,1209592800000,10;3743;31.0,122;8
data,1209592800000,10;4610;31.0,122;8
data,1209592800000,10;4637;31.0,122;8
data,1209592800000,10;4642;32.0,122;8
data,1209592800000,10;4272;32.0,122;8
data,1209592800000,10;4674;32.0,122;8
data,1209592800000,10;4695;32.0,122;8
data,1209592800000,10;888;32.0,122;8
data,1209592800000,10;4729;32.0,122;8
data,1209592800000,10;4739;32.0,122;8
data,1209592800000,10;4754;33.0,122;8
data,1209592800000,10;971;33.0,122;8
data,1209592800000,10;4789;34.0,122;8
data,1209592800000,10;4814;34.0,122;8
data,1209592800000,10;4830;34.0,122;8
data,1209592800000,10;4837;34.0,122;8
data,1209592800000,11;2630;34.0,122;8
data,1209592800000,11;4100;35.0,122;8
data,1209592800000,11;4882;35.0,122;8
data,1209592800000,11;4887;35.0,122;8
data,1209592800000,11;3625;35.0,122;8
data,1209592800000,11;3415;36.0,122;8
data,1212271200000,11;4927;37.0,122;8
data,1285884000000,11;4947;37.0,122;8
data,1291158000000,11;842;37.0,122;8
data,1172703600000,11;3738;37.0,80;9
data,1185919200000,11;4986;37.0,80;9
data,1185919200000,11;210;37.0,80;9
data,1185919200000,11;5023;37.0,80;9
data,1185919200000,11;2427;37.0,80;9
data,1185919200000,11;5053;37.0,80;9
data,1185919200000,11;787;37.0,80;9
data,1201820400000,11;5076;37.0,80;9
data,1201820400000,11;229;37.0,80;9
data,1201820400000,11;5116;37.0,80;9
data,1207000800000,12;4891;37.0,80;9
data,1209592800000,12;4066;37.0,80;9
data,1220220000000,12;5162;37.0,80;9
data,1222812000000,12;3196;37.0,80;9
data,1225494000000,12;5192;37.0,28;10
data,1235862000000,12;5197;37.0,28;10
data,1238536800000,12;5230;37.0,28;10
data,1241128800000,12;3280;37.0,28;10
data,1243807200000,12;1623;37.0,28;10
data,1243807200000,12;5264;37.0,28;10
data,1243807200000,12;5287;37.0,28;10
data,1243807200000,12;5298;37.0,28;10
data,1243807200000,12;1664;37.0,28;10
data,1243807200000,12;5331;37.0,28;10
data,1243807200000,12;5333;37.0,28;10
data,1243807200000,12;5357;37.0,28;10
data,1243807200000,12;5369;37.0,28;10
data,1243807200000,12;5376;37.0,28;10
data,1243807200000,12;2435;37.0,28;10
data,1243807200000,12;5408;37.0,28;10
data,1243807200000,12;5424;37.0,28;10
data,1246399200000,12;5428;37.0,28;10
data,1249077600000,12;5444;37.0,28;10
data,1249077600000,12;5451;37.0,28;10
data,1262300400000,12;5471;37.0,28;10
data,1264978800000,12;334;37.0,37;11
data,1264978800000,12;5504;37.0,37;11
data,1264978800000,12;5527;37.0,37;11
data,1264978800000,12;5535;37.0,37;11
data,1264978800000,12;5551;37.0,37;11
data,1264978800000,12;5571;37.0,37;11
data,1264978800000,12;1505;37.0,37;11
data,1264978800000,12;1853;37.0,37;11
data,1264978800000,12;4349;37.0,37;11
data,1264978800000,12;5629;37.0,37;11
data,1264978800000,12;5645;37.0,37;11
data,1264978800000,12;5653;37.0,37;11
data,1264978800000,12;2879;37.0,37;11
data,1264978800000,12;3859;37.0,37;11
data,1264978800000,12;5691;37.0,37;11
data,1264978800000,12;4814;37.0,37;11
data,1264978800000,12;5708;37.0,37;11
data,1264978800000,12;3390;37.0,37;11
data,1264978800000,12;3379;37.0,37;11
data,1264978800000,12;720;38.0,37;11
data,1264978800000,12;5762;38.0,37;11
data,1264978800000,12;5778;38.0,37;11
data,1264978800000,12;5789;38.0,37;11
data,1264978800000,12;5805;38.0,37;11
data,1264978800000,12;1346;39.0,37;11
data,1264978800000,12;5839;39.0,37;11
data,1264978800000,12;5847;40.0,37;11
data,1264978800000,12;5861;40.0,37;11
data,1264978800000,12;5875;40.0,37;11
data,1264978800000,12;5895;40.0,37;11
data,1264978800000,12;664;40.0,37;11
data,1264978800000,12;4860;41.0,37;11
data,1264978800000,12;1312;41.0,37;11
data,1264978800000,12;5964;41.0,37;11
data,1264978800000,12;5971;41.0,37;11
data,1264978800000,12;4186;41.0,37;11
data,1264978800000,12;6006;41.0,37;11
data,1264978800000,12;6018;41.0,37;11
data,1264978800000,12;4497;41.0,37;11
data,1264978800000,12;1857;41.0,37;11
data,1264978800000,12;2655;41.0,37;11
data,1264978800000,12;4527;41.0,37;11
data,1264978800000,12;6074;41.0,37;11
data,1264978800000,12;3604;41.0,37;11
data,1264978800000,13;366;41.0,37;11
data,1264978800000,13;6106;42.0,37;11
data,1264978800000,13;6116;43.0,37;11
data,1264978800000,13;6125;44.0,37;11
data,1264978800000,13;2213;44.0,37;11
data,1264978800000,13;6159;45.0,37;11
data,1264978800000,13;4258;46.0,37;11
data,1264978800000,14;6192;46.0,37;11
data,1264978800000,14;6199;47.0,37;11
data,1264978800000,14;4570;47.0,37;11
data,1264978800000,14;6232;47.0,37;11
data,1264978800000,14;6240;47.0,37;11
data,1264978800000,14;3794;47.0,37;11
data,1264978800000,14;5975;47.0,37;11
data,1264978800000,14;5594;47.0,37;11
data,1264978800000,14;915;48.0,37;11
data,1264978800000,14;6302;48.0,37;11
data,1264978800000,14;6310;49.0,37;11
data,1264978800000,14;6329;49.0,37;11
data,1264978800000,14;2009;49.0,37;11
data,1264978800000,14;5123;49.0,37;11
data,1264978800000,14;6359;50.0,37;11
data,1264978800000,14;111;51.0,37;11
data,1264978800000,14;6386;52.0,37;11
data,1264978800000,14;501;52.0,37;11
data,1264978800000,14;6414;52.0,37;11
data,1264978800000,14;3819;52.0,37;11
data,1264978800000,14;6445;52.0,37;11
data,1264978800000,14;4722;52.0,37;11
data,1264978800000,14;6464;52.0,37;11
data,1264978800000,14;6477;52.0,37;11
data,1264978800000,14;6488;52.0,37;11
data,1264978800000,14;1597;52.0,37;11
data,1264978800000,14;2174;53.0,37;11
data,1264978800000,15;1613;53.0,37;11
data,1264978800000,15;6534;53.0,37;11
data,1264978800000,15;3298;53.0,37;11
data,1264978800000,15;1143;53.0,37;11
data,1264978800000,16;6575;54.0,37;11
data,1264978800000,16;4500;54.0,37;11
data,1264978800000,16;4000;55.0,37;11
data,1264978800000,16;5481;55.0,37;11
data,1264978800000,16;6620;56.0,37;11
data,1264978800000,16;2615;56.0,37;11
data,1264978800000,16;4479;56.0,37;11
data,1264978800000,16;6663;56.0,37;11
data,1264978800000,16;6679;56.0,37;11
data,1264978800000,16;6686;56.0,37;11
data,1264978800000,16;6700;56.0,37;11
data,1264978800000,16;4521;56.0,37;11
data,1264978800000,16;3219;56.0,37;11
data,1264978800000,16;78;56.0,37;11
data,1264978800000,16;4290;57.0,37;11
data,1264978800000,16;6766;57.0,37;11
data,1264978800000,16;6768;58.0,37;11
data,1264978800000,16;6123;58.0,37;11
data,1264978800000,16;1880;58.0,37;11
data,1264978800000,16;1335;58.0,37;11
data,1264978800000,16;513;59.0,37;11
data,1264978800000,16;6824;59.0,37;11
data,1264978800000,16;3907;59.0,37;11
data,1264978800000,16;4817;59.0,37;11
data,1264978800000,16;6875;59.0,37;11
data,1264978800000,16;6880;59.0,37;11
data,1264978800000,16;6896;59.0,37;11
data,1264978800000,16;4224;60.0,37;11
data,1264978800000,16;4744;60.0,37;11
data,1264978800000,16;5287;60.0,37;11
data,1264978800000,16;6942;60.0,37;11
data,1264978800000,16;1473;60.0,37;11
data,1264978800000,16;6965;61.0,37;11
data,1264978800000,16;666;61.0,37;11
data,1264978800000,16;6999;61.0,37;11
data,1264978800000,16;7007;61.0,37;11
data,1264978800000,16;5075;61.0,37;11
data,1264978800000,16;3794;61.0,37;11
data,1264978800000,16;979;62.0,37;11
data,1264978800000,16;7050;63.0,37;11
data,1264978800000,16;4434;64.0,37;11
data,1264978800000,16;7077;64.0,37;11
data,1264978800000,17;2594;64.0,37;11
data,1264978800000,17;529;64.0,37;11
data,1264978800000,17;5393;64.0,37;11
data,1264978800000,17;5311;64.0,37;11
data,1264978800000,17;6654;64.0,37;11
data,1264978800000,17;689;65.0,37;11
data,1264978800000,17;4100;66.0,37;11
data,1264978800000,17;7153;66.0,37;11
data,1264978800000,17;7162;66.0,37;11
data,1264978800000,17;7176;66.0,37;11
data,1264978800000,17;7186;66.0,37;11
data,1267398000000,17;7192;67.0,37;11
data,1267398000000,17;6777;67.0,37;11
data,1267398000000,17;1350;67.0,37;11
data,1267398000000,17;7220;67.0,37;11
data,1267398000000,17;1057;68.0,37;11
data,1267398000000,17;1594;68.0,37;11
data,1267398000000,17;6128;68.0,37;11
data,1267398000000,17;7258;68.0,37;11
data,1267398000000,17;253;69.0,37;11
data,1267398000000,17;7277;69.0,37;11
data,1267398000000,17;5230;69.0,37;11
data,1267398000000,18;7302;69.0,37;11
data,1270072800000,18;7304;70.0,37;11
data,1270072800000,18;3266;70.0,37;11
data,1272664800000,18;7332;70.0,37;11
data,1272664800000,18;4434;71.0,37;11
data,1272664800000,18;5722;71.0,37;11
data,1272664800000,18;5513;71.0,37;11
data,1272664800000,18;1555;71.0,37;11
data,1272664800000,18;7398;71.0,37;11
data,1272664800000,18;2539;71.0,37;11
data,1272664800000,18;1187;71.0,37;11
data,1272664800000,18;2013;71.0,37;11
data,1272664800000,18;7444;71.0,37;11
data,1272664800000,18;7459;71.0,37;11
data,1272664800000,18;1161;71.0,37;11
data,1272664800000,18;7483;71.0,37;11
data,1272664800000,18;7493;71.0,37;11
data,1272664800000,18;7499;71.0,37;11
data,1272664800000,18;5657;71.0,37;11
data,1272664800000,18;1069;71.0,37;11
data,1272664800000,18;7206;71.0,37;11
data,1272664800000,18;2559;71.0,37;11
data,1272664800000,18;7557;71.0,37;11
data,1272664800000,18;1953;71.0,37;11
data,1272664800000,18;6777;71.0,37;11
data,1272664800000,18;579;71.0,37;11
data,1272664800000,18;3311;71.0,37;11
data,1272664800000,18;2242;71.0,37;11
data,1272664800000,18;7616;71.0,37;11
data,1272664800000,18;2395;72.0,37;11
data,1272664800000,18;822;72.0,37;11
data,1272664800000,18;2034;73.0,37;11
data,1272664800000,18;411;74.0,37;11
data,1275343200000,18;1597;74.0,37;11
data,1275343200000,18;7681;74.0,37;11
data,1277935200000,18;5622;74.0,37;11
data,1277935200000,18;5605;74.0,37;11
data,1280613600000,18;7715;74.0,37;11
data,1280613600000,18;3111;74.0,37;11
data,1280613600000,18;7730;75.0,37;11
data,1280613600000,18;6329;75.0,37;11
data,1280613600000,18;5861;75.0,37;11
data,1280613600000,18;6464;75.0,37;11
data,1280613600000,18;7772;75.0,37;11
data,1280613600000,19;123;76.0,37;11
data,1280613600000,19;6612;76.0,37;11
data,1280613600000,19;7793;76.0,37;11
data,1280613600000,19;3662;77.0,37;11
data,1280613600000,19;7815;77.0,37;11
data,1280613600000,19;5287;77.0,37;11
data,1280613600000,19;7835;78.0,37;11
data,1283292000000,19;4668;78.0,37;11
data,1285884000000,19;2539;78.0,37;11
data,1285884000000,19;7870;78.0,37;11
data,1285884000000,19;2922;79.0,37;11
data,1285884000000,19;7885;80.0,37;11
data,1285884000000,19;925;81.0,37;11
data,1285884000000,19;3423;82.0,37;11
data,1285884000000,19;7911;83.0,37;11
data,1285884000000,19;7925;83.0,37;11
data,1285884000000,19;2763;83.0,37;11
data,1285884000000,19;3687;83.0,37;11
data,1285884000000,19;4808;83.0,37;11
data,1285884000000,19;187;84.0,37;11
data,1285884000000,19;1882;84.0,37;11
data,1285884000000,19;684;84.0,37;11
data,1285884000000,19;488;84.0,37;11
data,1285884000000,19;1549;85.0,37;11
data,1288566000000,19;1838;85.0,37;11
data,1288566000000,19;8005;86.0,37;11
data,1288566000000,19;8014;86.0,37;11
data,1288566000000,19;3134;86.0,37;11
data,1288566000000,19;8033;86.0,37;11
data,1288566000000,19;8047;86.0,37;11
data,1288566000000,19;3856;86.0,37;11
data,1288566000000,19;4131;87.0,37;11
data,1291158000000,19;939;87.0,37;11
data,1291158000000,19;3769;87.0,37;11
data,1291158000000,19;2435;88.0,37;11
data,1291158000000,19;8099;88.0,37;11
data,1291158000000,19;5205;88.0,37;11
data,1291158000000,19;8117;88.0,37;11
data,1291158000000,19;4360;88.0,37;11
data,1291158000000,19;8134;88.0,37;11
data,1291158000000,19;3872;88.0,37;11
data,1291158000000,19;5903;88.0,37;11
data,1291158000000,19;4596;89.0,37;11
data,1291158000000,19;8171;90.0,37;11
data,1291158000000,19;4182;91.0,37;11
data,1291158000000,19;8195;91.0,37;11
data,1291158000000,19;1391;91.0,37;11
data,1291158000000,19;5210;91.0,37;11
data,1291158000000,19;8218;92.0,37;11
data,1291158000000,19;4719;92.0,37;11
data,1291158000000,19;3853;93.0,37;11
data,1291158000000,20;5264;93.0,37;11
data,1291158000000,20;8263;94.0,37;11
data,1293836400000,20;8276;94.0,37;11
data,1293836400000,20;8291;94.0,37;11
data,1293836400000,20;5292;94.0,37;11
data,1293836400000,20;8304;95.0,37;11
data,1293836400000,20;8263;96.0,37;11
data,1293836400000,20;8320;96.0,37;11
data,1293836400000,20;8329;96.0,37;11
data,1293836400000,20;1350;96.0,37;11
data,1293836400000,20;8339;97.0,37;11
data,1293836400000,20;5647;97.0,37;11
data,1293836400000,20;4154;97.0,37;11
data,1293836400000,21;8367;98.0,37;11
data,1293836400000,21;8376;98.0,37;11
data,1293836400000,21;4517;99.0,37;11
data,1293836400000,21;8390;99.0,37;11
data,1293836400000,21;3477;99.0,37;11
data,1293836400000,21;3874;99.0,37;11
data,1293836400000,21;2247;99.0,37;11
data,1293836400000,21;3061;99.0,37;11
data,1296514800000,21;1866;99.0,37;11
data,1296514800000,21;2695;100.0,37;11
data,1298934000000,21;4775;100.0,37;11
data,1298934000000,21;8449;100.0,37;11
data,1298934000000,21;5647;100.0,37;11
data,1298934000000,21;109;100.0,37;11
data,1304596135526,21;346;100.0,37;11
data,1246399200000,21;8491;100.0,34;12
data,1246399200000,21;8503;100.0,34;12
data,1246399200000,21;3579;100.0,34;12
data,1246399200000,21;5264;100.0,34;12
data,1246399200000,21;6941;100.0,34;12
data,1246399200000,21;8364;100.0,34;12
data,1246399200000,21;7778;100.0,34;12
data,1246399200000,21;5064;100.0,34;12
data,1251756000000,21;8370;100.0,34;12
data,1251756000000,21;4712;100.0,34;12
data,1251756000000,21;7846;100.0,34;12
data,1251756000000,21;8304;101.0,34;12
data,1251756000000,21;4131;102.0,34;12
data,1251756000000,21;5068;102.0,34;12
data,1251756000000,21;7852;102.0,34;12
data,1254348000000,21;8603;102.0,34;12
data,1254348000000,21;8615;102.0,34;12
data,1254348000000,22;3517;102.0,34;12
data,1254348000000,22;1184;102.0,34;12
data,1254348000000,22;2400;102.0,34;12
data,1254348000000,22;4131;103.0,34;12
data,1257030000000,22;4131;104.0,34;12
data,1257030000000,22;4131;105.0,34;12
data,1257030000000,22;4131;106.0,34;12
data,1259622000000,23;4131;107.0,34;12
data,1212271200000,23;6482;107.0,158;13
data,1212271200000,23;8691;107.0,158;13
data,1212271200000,23;2348;107.0,158;13
data,1212271200000,23;7863;107.0,158;13
data,1212271200000,23;8715;107.0,158;13
data,1212271200000,23;5453;107.0,158;13
data,1212271200000,23;8734;107.0,158;13
data,1212271200000,23;1010;108.0,158;13
data,1212271200000,24;3082;108.0,158;13
data,1212271200000,24;8759;109.0,158;13
data,1212271200000,24;6204;110.0,158;13
data,1212271200000,24;8775;110.0,158;13
data,1212271200000,24;2663;111.0,158;13
data,1212271200000,24;5887;112.0,158;13
data,1212271200000,24;4205;113.0,158;13
data,1212271200000,24;90;113.0,158;13
data,1212271200000,24;8808;113.0,158;13
data,1212271200000,24;2986;114.0,158;13
data,1212271200000,24;6722;115.0,158;13
data,1212271200000,24;2818;115.0,158;13
data,1212271200000,24;3254;116.0,158;13
data,1212271200000,24;2517;117.0,158;13
data,1212271200000,24;1975;118.0,158;13
data,1212271200000,25;2843;119.0,158;13
data,1212271200000,25;8872;119.0,158;13
data,1212271200000,25;4778;120.0,158;13
data,1212271200000,25;5917;120.0,158;13
data,1212271200000,25;7583;120.0,158;13
data,1212271200000,25;8000;120.0,158;13
data,1212271200000,25;631;121.0,158;13
data,1212271200000,25;6160;122.0,158;13
data,1212271200000,25;5369;122.0,158;13
data,1212271200000,25;4339;123.0,158;13
data,1212271200000,25;2983;124.0,158;13
data,1212271200000,25;4987;125.0,158;13
data,1212271200000,25;356;126.0,158;13
data,1212271200000,25;8942;127.0,158;13
data,1212271200000,25;7574;127.0,158;13
data,1212271200000,25;8957;128.0,158;13
data,1212271200000,25;3859;128.0,158;13
data,1212271200000,25;8973;129.0,158;13
data,1212271200000,25;7318;130.0,158;13
data,1212271200000,25;3779;131.0,158;13
data,1212271200000,25;6968;132.0,158;13
data,1212271200000,25;4389;132.0,158;13
data,1212271200000,25;7208;133.0,158;13
data,1212271200000,25;2622;133.0,158;13
data,1214863200000,25;2909;133.0,158;13
data,1214863200000,25;2229;134.0,158;13
data,1214863200000,25;8311;134.0,158;13
data,1214863200000,25;4686;134.0,158;13
data,1214863200000,25;175;134.0,158;13
data,1217541600000,25;9072;134.0,158;13
data,1217541600000,25;3696;134.0,158;13
data,1217541600000,25;4551;134.0,158;13
data,1217541600000,25;2199;135.0,158;13
data,1217541600000,25;8203;135.0,158;13
data,1217541600000,25;4098;135.0,158;13
data,1217541600000,25;222;135.0,158;13
data,1217541600000,25;8111;136.0,158;13
data,1217541600000,25;9126;137.0,158;13
data,1217541600000,25;9132;137.0,158;13
data,1217541600000,25;5036;137.0,158;13
data,1217541600000,25;1439;137.0,158;13
data,1217541600000,25;7712;137.0,158;13
data,1217541600000,25;2400;138.0,158;13
data,1217541600000,26;6266;138.0,158;13
data,1217541600000,26;1135;138.0,158;13
data,1217541600000,26;9186;138.0,158;13
data,1217541600000,26;9205;138.0,158;13
data,1217541600000,26;7077;138.0,158;13
data,1217541600000,26;5716;138.0,158;13
data,1217541600000,26;9217;138.0,158;13
data,1217541600000,26;9223;138.0,158;13
data,1217541600000,26;6163;138.0,158;13
data,1217541600000,26;442;138.0,158;13
data,1217541600000,26;9234;138.0,158;13
data,1217541600000,26;1213;138.0,158;13
data,1217541600000,26;9252;138.0,158;13
data,1217541600000,26;3009;138.0,158;13
data,1217541600000,26;9266;138.0,158;13
data,1217541600000,26;9185;138.0,158;13
