New Run at  07/14/2017 15:41:53
, Time, RandomReward; Master_LCBIntervalReward; 
data,1270072800000,1403;11;10821
data,1270072800000,1403;3099;10821
data,1270072800000,1403;10510;10821
data,1270072800000,1403;149;10822
data,1270072800000,1403;4737;10822
data,1270072800000,1403;1092;10822
data,1270072800000,1403;3512;10823
data,1270072800000,1403;12184;10823
data,1270072800000,1403;9064;10823
data,1270072800000,1403;5022;10824
data,1270072800000,1403;9136;10824
data,1270072800000,1403;6761;10824
data,1270072800000,1403;11110;10824
data,1270072800000,1403;943;10824
data,1270072800000,1403;3243;10825
data,1270072800000,1403;12301;10825
data,1270072800000,1403;6887;10826
data,1270072800000,1403;6887;10827
data,1270072800000,1403;7430;10827
data,1270072800000,1403;6800;10827
data,1272664800000,1403;5278;10827
data,1272664800000,1403;2789;10828
data,1272664800000,1403;7719;10828
data,1272664800000,1403;6188;10828
data,1272664800000,1403;8576;10828
data,1272664800000,1403;7523;10828
data,1272664800000,1403;1731;10829
data,1272664800000,1403;2888;10829
data,1272664800000,1403;5301;10830
data,1272664800000,1403;9136;10830
data,1275343200000,1403;3839;10831
data,1275343200000,1403;4959;10831
data,1275343200000,1403;7769;10831
data,1275343200000,1403;1020;10831
data,1275343200000,1403;1264;10831
data,1275343200000,1403;556;10831
data,1275343200000,1403;7808;10831
data,1275343200000,1403;6323;10831
data,1275343200000,1403;1317;10831
data,1275343200000,1403;10340;10831
data,1275343200000,1403;5098;10831
data,1275343200000,1403;5912;10831
data,1275343200000,1403;541;10832
data,1275343200000,1403;8093;10832
data,1275343200000,1403;4170;10832
data,1275343200000,1403;1083;10833
data,1277935200000,1403;11642;10834
data,1277935200000,1403;2742;10834
data,1277935200000,1403;3026;10834
data,1277935200000,1403;327;10834
data,1277935200000,1403;10129;10834
data,1277935200000,1403;12520;10834
data,1277935200000,1403;8550;10834
data,1277935200000,1403;541;10835
data,1277935200000,1403;2646;10835
data,1277935200000,1403;11429;10835
data,1277935200000,1403;8492;10835
data,1280613600000,1403;6232;10835
data,1280613600000,1403;10964;10835
data,1280613600000,1403;10658;10835
data,1280613600000,1403;967;10835
data,1280613600000,1403;3823;10836
data,1280613600000,1403;9983;10836
data,1280613600000,1403;327;10836
data,1280613600000,1403;306;10837
data,1280613600000,1403;3045;10838
data,1280613600000,1403;8162;10838
data,1280613600000,1403;11940;10839
data,1280613600000,1403;11940;10840
data,1280613600000,1403;1724;10840
data,1280613600000,1403;12190;10840
data,1280613600000,1403;543;10840
data,1280613600000,1403;1704;10841
data,1280613600000,1403;2380;10842
data,1280613600000,1403;1813;10843
data,1280613600000,1403;335;10843
data,1280613600000,1403;1704;10844
data,1283292000000,1403;6964;10844
data,1283292000000,1403;6565;10844
data,1283292000000,1403;5856;10845
data,1283292000000,1403;1925;10846
data,1283292000000,1403;9978;10847
data,1283292000000,1403;6656;10847
data,1283292000000,1403;7117;10847
data,1283292000000,1403;1139;10847
data,1283292000000,1403;9198;10847
data,1283292000000,1403;2350;10847
data,1283292000000,1403;10003;10848
data,1283292000000,1403;4190;10848
data,1283292000000,1403;5540;10849
data,1283292000000,1403;8928;10850
data,1283292000000,1403;316;10851
data,1283292000000,1403;8983;10851
data,1283292000000,1403;9466;10851
data,1283292000000,1403;3656;10851
data,1283292000000,1403;2377;10851
data,1283292000000,1403;244;10851
data,1285884000000,1403;11855;10852
data,1285884000000,1403;2785;10853
data,1285884000000,1403;541;10854
data,1285884000000,1403;2057;10855
data,1285884000000,1403;3243;10856
data,1285884000000,1403;5592;10856
data,1285884000000,1403;6661;10857
data,1285884000000,1403;1481;10857
data,1288566000000,1403;4023;10857
data,1288566000000,1403;5145;10857
data,1288566000000,1403;4475;10858
data,1288566000000,1403;4475;10859
data,1288566000000,1403;2419;10859
data,1288566000000,1403;4475;10860
data,1288566000000,1403;9676;10860
data,1288566000000,1403;4189;10860
data,1291158000000,1403;5022;10861
data,1291158000000,1403;2297;10861
data,1291158000000,1403;1092;10861
data,1291158000000,1403;5022;10862
data,1293836400000,1403;6034;10863
data,1293836400000,1403;11835;10863
data,1293836400000,1403;8413;10864
data,1293836400000,1403;6702;10865
data,1293836400000,1403;4933;10865
data,1296514800000,1403;5534;10866
data,1296514800000,1403;5665;10866
data,1296514800000,1403;10421;10867
data,1296514800000,1403;2377;10867
data,1296514800000,1404;2241;10868
data,1296514800000,1404;18;10869
data,1296514800000,1404;4428;10869
data,1296514800000,1404;9653;10869
data,1296514800000,1404;9763;10870
data,1296514800000,1404;5540;10871
data,1296514800000,1404;5134;10871
data,1296514800000,1405;6702;10872
data,1296514800000,1405;7529;10872
data,1296514800000,1405;9194;10873
data,1296514800000,1405;7160;10874
data,1296514800000,1405;3278;10874
data,1296514800000,1405;9752;10874
data,1296514800000,1405;9100;10874
data,1296514800000,1405;11881;10874
data,1296514800000,1405;6887;10875
data,1296514800000,1405;3963;10875
data,1296514800000,1405;8796;10876
data,1296514800000,1405;5602;10876
data,1296514800000,1405;10256;10876
data,1296514800000,1405;2241;10877
data,1296514800000,1405;8148;10877
data,1296514800000,1405;11314;10877
data,1296514800000,1405;97;10877
data,1296514800000,1405;6673;10877
data,1296514800000,1405;18;10878
data,1296514800000,1405;4475;10879
data,1296514800000,1405;2681;10879
data,1296514800000,1405;661;10879
data,1296514800000,1405;12184;10879
data,1296514800000,1405;3409;10879
data,1296514800000,1405;5763;10879
data,1296514800000,1405;9185;10879
data,1296514800000,1405;4751;10879
data,1296514800000,1405;12331;10880
data,1296514800000,1405;2603;10880
data,1296514800000,1405;3262;10880
data,1296514800000,1405;10550;10880
data,1296514800000,1406;6994;10880
data,1298934000000,1406;5716;10880
data,1298934000000,1406;4813;10880
data,1298934000000,1406;1515;10880
data,1298934000000,1406;327;10880
data,1298934000000,1406;4732;10881
data,1298934000000,1406;9637;10881
data,1298934000000,1406;5985;10881
data,1298934000000,1406;7874;10881
data,1298934000000,1406;2353;10881
data,1298934000000,1406;4668;10881
data,1298934000000,1406;1758;10881
data,1298934000000,1406;6139;10881
data,1304698315267,1406;9804;10881
data,1304698315254,1406;10438;10881
data,1304698315262,1406;3377;10881
data,1304698320545,1406;7057;10881
data,1304698320539,1406;8863;10881
data,1304698323163,1406;6604;10882
data,1304698323178,1407;2716;10882
data,1304698323189,1407;4495;10883
data,1304698323185,1407;5007;10884
data,1304698323175,1407;11670;10884
data,1304698323169,1407;3578;10884
data,1304698323184,1407;2238;10884
data,1304698323194,1407;3315;10885
data,1304698323165,1407;5656;10886
data,1304698325020,1407;3262;10886
data,1304698325011,1407;9407;10886
data,1304698325035,1407;10822;10886
data,1304698325022,1407;7808;10886
data,1304698326892,1407;2663;10886
data,1304698326892,1407;12363;10886
data,1304698326914,1407;6622;10886
data,1304698326903,1407;6823;10886
data,1304698326913,1407;4725;10886
data,1304698326908,1407;8369;10886
data,1304698326916,1407;2583;10886
data,1304698326890,1407;3659;10887
data,1304698326893,1407;7226;10887
data,1304698326910,1407;5656;10888
data,1304698326925,1407;3315;10889
data,1304698326897,1407;1410;10889
data,1304698326902,1407;10088;10889
data,1304698326921,1407;541;10890
data,1304698326922,1407;4495;10891
data,1304698326905,1407;466;10892
data,1304698326898,1407;3679;10892
data,1304698326911,1408;3823;10893
data,1304698326921,1408;5007;10894
data,1304698326918,1408;11657;10894
data,1304698326917,1408;8413;10895
data,1304698326899,1408;9100;10895
data,1304698332026,1408;6777;10895
data,1304698332038,1408;3963;10895
data,1304698332036,1408;1044;10896
data,1304698332047,1408;6222;10897
data,1304698333396,1408;9716;10897
data,1304698333395,1408;6863;10898
data,1304698336730,1408;12120;10899
data,1304698336716,1408;12021;10899
data,1304698336717,1408;3579;10899
data,1304698336723,1408;11429;10899
data,1304698336718,1408;3299;10899
data,1304698336717,1408;331;10900
data,1304698336725,1408;4744;10900
data,1304698336732,1408;8736;10900
data,1304698336727,1408;4668;10900
data,1304698341541,1408;7197;10901
data,1304698341552,1408;2527;10901
data,1304698341548,1408;10400;10901
data,1304698341560,1408;5247;10901
data,1304698341558,1408;12120;10902
data,1304698341543,1408;8235;10902
data,1304698341535,1408;8753;10902
data,1304698341561,1408;556;10902
data,1304698341549,1408;1906;10902
data,1304698341555,1408;1044;10903
data,1304698341539,1408;1195;10903
data,1304698341555,1408;5779;10903
data,1304698341551,1408;8913;10903
data,1304698341534,1408;5038;10903
data,1304698341553,1408;9347;10903
data,1304698341534,1408;1928;10903
data,1304698341542,1408;11559;10903
data,1304698341556,1408;4274;10903
data,1304698341565,1408;3681;10903
data,1304698341544,1408;11925;10903
data,1304698341552,1408;6907;10903
data,1304698341540,1408;6863;10904
data,1304698342749,1408;458;10904
data,1304698342750,1408;7523;10904
data,1304698344440,1408;8029;10904
data,1304698344437,1408;3823;10905
data,1304698345465,1408;8150;10905
data,1304698345464,1408;8492;10905
data,1304698345470,1408;8634;10905
data,1304698345976,1408;2989;10905
data,1304698345450,1408;3650;10905
data,1304698346487,1408;10842;10905
data,1304698351345,1408;3401;10905
data,1304698351336,1408;571;10905
data,1304698351341,1408;1490;10905
data,1304698351339,1408;5247;10905
data,1304698352964,1408;11520;10905
data,1304698352970,1408;18;10906
data,1304698352969,1408;1836;10906
data,1304698352971,1408;3315;10907
data,1304698352960,1408;12306;10907
data,1304698352962,1408;1044;10908
data,1304698352968,1408;6950;10909
data,1304698355801,1408;11965;10909
data,1304698355794,1408;6703;10909
data,1304698355792,1408;2251;10909
data,1167606000000,1408;2377;10909
data,1172703600000,1408;12437;10909
data,1188597600000,1408;6760;10909
data,1204326000000,1408;1406;10909
data,1204326000000,1408;12213;10909
data,1204326000000,1408;4277;10909
data,1204326000000,1408;4497;10909
data,1204326000000,1408;478;10909
data,1204326000000,1408;3459;10909
data,1204326000000,1408;5514;10909
data,1204326000000,1408;5926;10909
data,1204326000000,1408;2100;10909
data,1204326000000,1408;6878;10909
data,1204326000000,1408;3283;10909
data,1204326000000,1408;6705;10909
data,1204326000000,1408;5043;10909
data,1204326000000,1408;9627;10909
data,1204326000000,1408;1352;10909
data,1204326000000,1408;4666;10909
data,1204326000000,1408;351;10909
data,1204326000000,1408;1669;10909
data,1204326000000,1408;11380;10909
data,1204326000000,1408;579;10909
data,1204326000000,1408;9563;10909
data,1204326000000,1408;11298;10909
data,1204326000000,1408;5140;10909
data,1204326000000,1408;1853;10909
data,1204326000000,1408;4794;10909
data,1204326000000,1408;4543;10909
data,1204326000000,1408;9955;10909
data,1204326000000,1408;11641;10909
data,1204326000000,1409;4934;10909
data,1207000800000,1409;12362;10909
data,1207000800000,1409;4693;10909
data,1207000800000,1409;12226;10909
data,1207000800000,1409;10424;10909
data,1207000800000,1409;587;10909
data,1209592800000,1409;681;10909
data,1209592800000,1409;2610;10909
data,1209592800000,1409;9818;10909
data,1209592800000,1409;10601;10909
data,1212271200000,1409;9301;10909
data,1220220000000,1409;4650;10909
data,1220220000000,1409;4372;10909
data,1220220000000,1409;9647;10909
data,1222812000000,1409;11380;10909
data,1222812000000,1409;1291;10909
data,1222812000000,1409;6400;10909
data,1222812000000,1409;3743;10909
data,1222812000000,1409;8382;10909
data,1222812000000,1409;2582;10909
data,1222812000000,1409;8145;10909
data,1222812000000,1409;6359;10909
data,1222812000000,1409;3681;10909
data,1222812000000,1409;12481;10910
data,1222812000000,1409;6714;10910
data,1222812000000,1409;4336;10911
data,1222812000000,1409;10229;10911
data,1222812000000,1409;4362;10911
data,1222812000000,1409;1798;10911
data,1222812000000,1410;268;10911
data,1222812000000,1410;9548;10911
data,1222812000000,1410;4100;10911
data,1222812000000,1410;6887;10912
data,1222812000000,1410;3367;10913
data,1225494000000,1410;1285;10914
data,1225494000000,1410;4886;10915
data,1225494000000,1410;8093;10916
data,1225494000000,1410;244;10916
data,1225494000000,1410;7231;10917
data,1225494000000,1410;9176;10918
data,1225494000000,1410;5251;10919
data,1225494000000,1410;3512;10920
data,1225494000000,1410;2218;10920
data,1225494000000,1410;1265;10921
data,1225494000000,1410;2844;10922
data,1225494000000,1410;552;10923
data,1225494000000,1410;1058;10924
data,1225494000000,1410;4653;10924
data,1225494000000,1410;7566;10924
data,1225494000000,1410;12096;10924
data,1225494000000,1410;2136;10925
data,1225494000000,1410;3578;10926
data,1225494000000,1410;9763;10927
data,1225494000000,1410;18;10928
data,1225494000000,1410;6456;10929
data,1225494000000,1410;3500;10929
data,1225494000000,1410;3403;10929
data,1225494000000,1410;4497;10929
data,1225494000000,1410;5943;10930
data,1228086000000,1410;12470;10931
data,1230764400000,1410;3442;10931
data,1230764400000,1410;3233;10932
data,1230764400000,1410;8027;10933
data,1230764400000,1410;10401;10934
data,1233442800000,1410;3566;10934
data,1241128800000,1410;6823;10935
data,1241128800000,1410;7586;10935
data,1243807200000,1410;9317;10936
data,1243807200000,1410;12076;10936
data,1243807200000,1410;7230;10937
data,1243807200000,1410;7439;10938
data,1243807200000,1410;8418;10938
data,1243807200000,1410;1285;10939
data,1243807200000,1410;12374;10940
data,1270072800000,1410;9172;10941
data,1275343200000,1410;4597;10942
data,1180648800000,1410;7440;10942
data,1180648800000,1410;5162;10942
data,1180648800000,1410;3775;10942
data,1180648800000,1410;5342;10942
data,1180648800000,1410;5463;10942
data,1180648800000,1410;4044;10942
data,1180648800000,1410;9903;10943
data,1180648800000,1410;7297;10944
data,1180648800000,1410;6762;10945
data,1180648800000,1410;9676;10945
data,1180648800000,1410;11539;10945
data,1180648800000,1410;6292;10945
data,1180648800000,1410;9167;10946
data,1180648800000,1410;3552;10947
data,1180648800000,1410;5069;10948
data,1180648800000,1410;5745;10949
data,1180648800000,1410;11664;10950
data,1180648800000,1410;2657;10951
data,1180648800000,1410;2571;10951
data,1180648800000,1410;7142;10952
data,1180648800000,1410;2106;10953
data,1180648800000,1410;6544;10954
data,1180648800000,1410;12126;10955
data,1180648800000,1410;667;10955
data,1180648800000,1410;7258;10955
data,1180648800000,1410;8440;10956
data,1180648800000,1410;10844;10956
data,1183240800000,1410;673;10957
data,1183240800000,1410;3238;10958
data,1183240800000,1410;6663;10959
data,1183240800000,1410;9432;10959
data,1183240800000,1410;2749;10959
data,1183240800000,1410;5203;10960
data,1183240800000,1410;12021;10960
data,1183240800000,1410;346;10960
data,1183240800000,1410;11752;10961
data,1183240800000,1410;5209;10961
data,1183240800000,1410;6160;10962
data,1185919200000,1410;1116;10963
data,1185919200000,1411;2;10963
data,1185919200000,1411;9645;10964
data,1185919200000,1411;10405;10964
data,1185919200000,1411;7406;10964
data,1185919200000,1411;11530;10965
data,1185919200000,1412;3789;10965
data,1185919200000,1412;7060;10966
data,1185919200000,1412;2268;10966
data,1188597600000,1412;9471;10966
data,1188597600000,1412;6340;10967
data,1188597600000,1412;641;10968
data,1196463600000,1412;6248;10968
data,1196463600000,1412;11490;10969
data,1230764400000,1412;11767;10969
data,1230764400000,1412;4168;10969
data,1243807200000,1412;5307;10969
data,1243807200000,1412;4365;10969
data,1243807200000,1412;6534;10969
data,1243807200000,1412;942;10969
data,1243807200000,1412;8959;10969
data,1243807200000,1412;4668;10969
data,1243807200000,1412;1474;10969
data,1243807200000,1412;9169;10969
data,1243807200000,1412;7895;10969
data,1243807200000,1412;118;10969
data,1243807200000,1412;9903;10969
data,1243807200000,1412;11095;10969
data,1243807200000,1412;11539;10969
data,1243807200000,1412;9682;10969
data,1243807200000,1412;10333;10970
data,1243807200000,1412;4276;10970
data,1243807200000,1412;579;10970
data,1243807200000,1412;3037;10970
data,1243807200000,1412;7466;10970
data,1243807200000,1412;8312;10970
data,1243807200000,1412;6047;10970
data,1243807200000,1412;4551;10970
data,1243807200000,1412;5627;10970
data,1243807200000,1412;8311;10970
data,1243807200000,1412;12117;10970
data,1243807200000,1412;7404;10970
data,1243807200000,1413;10544;10970
data,1243807200000,1414;8939;10970
data,1243807200000,1414;2199;10970
data,1243807200000,1415;3233;10970
data,1243807200000,1415;7890;10970
data,1243807200000,1415;8884;10970
data,1243807200000,1415;5455;10970
data,1243807200000,1415;9046;10970
data,1243807200000,1415;2485;10971
data,1243807200000,1415;10683;10971
data,1243807200000,1415;1193;10971
data,1243807200000,1415;5432;10971
data,1243807200000,1415;3479;10971
data,1243807200000,1415;6316;10971
data,1243807200000,1415;6449;10971
data,1243807200000,1415;9682;10971
data,1243807200000,1415;3503;10972
data,1243807200000,1415;969;10972
data,1243807200000,1415;2785;10972
data,1243807200000,1415;10007;10972
data,1243807200000,1415;1531;10972
data,1243807200000,1415;2601;10972
data,1243807200000,1415;7446;10972
data,1243807200000,1415;5333;10972
data,1243807200000,1415;9763;10972
data,1243807200000,1415;9615;10972
data,1243807200000,1415;1604;10972
data,1243807200000,1415;10177;10973
data,1243807200000,1415;9046;10973
data,1243807200000,1415;5001;10973
data,1243807200000,1415;1145;10973
data,1243807200000,1415;9965;10973
data,1243807200000,1415;5608;10973
data,1243807200000,1415;12190;10973
data,1243807200000,1415;12331;10974
data,1243807200000,1415;1726;10974
data,1243807200000,1415;12225;10974
data,1243807200000,1415;294;10975
data,1243807200000,1415;309;10975
data,1243807200000,1415;8783;10975
data,1243807200000,1415;4185;10976
data,1243807200000,1415;3416;10976
data,1243807200000,1415;6555;10977
data,1243807200000,1415;2803;10977
data,1243807200000,1415;8791;10978
data,1243807200000,1415;3416;10978
data,1243807200000,1415;12261;10978
data,1243807200000,1415;6950;10979
data,1243807200000,1415;5516;10979
data,1243807200000,1415;7483;10980
data,1243807200000,1415;9615;10980
data,1243807200000,1415;6630;10980
data,1243807200000,1416;10999;10981
data,1243807200000,1416;9372;10981
data,1243807200000,1416;8491;10981
data,1243807200000,1416;3854;10982
data,1243807200000,1416;8820;10982
data,1243807200000,1417;8665;10982
data,1243807200000,1417;2280;10982
data,1243807200000,1417;6470;10983
data,1243807200000,1417;7293;10984
data,1243807200000,1417;7644;10985
data,1275343200000,1417;6805;10985
data,1275343200000,1417;4959;10985
data,1283292000000,1417;2347;10985
data,1283292000000,1417;6874;10985
data,1283292000000,1417;4142;10985
data,1283292000000,1417;5658;10985
data,1283292000000,1417;11546;10985
data,1283292000000,1417;10167;10985
data,1283292000000,1417;10601;10985
data,1283292000000,1417;8872;10985
data,1283292000000,1417;12030;10985
data,1283292000000,1417;9887;10985
data,1283292000000,1417;10683;10985
data,1283292000000,1417;3887;10985
data,1283292000000,1417;1992;10985
data,1283292000000,1417;10390;10985
data,1283292000000,1417;11561;10985
data,1283292000000,1417;1539;10985
data,1283292000000,1417;6034;10985
data,1283292000000,1417;7797;10985
data,1283292000000,1417;8932;10985
data,1283292000000,1417;8570;10985
data,1285884000000,1417;3101;10985
data,1285884000000,1417;2286;10985
data,1285884000000,1417;6695;10985
data,1285884000000,1417;4429;10986
data,1285884000000,1417;10054;10986
data,1285884000000,1417;7921;10986
data,1285884000000,1417;6227;10986
data,1285884000000,1417;3140;10986
data,1285884000000,1417;3387;10986
data,1285884000000,1417;10903;10986
data,1285884000000,1417;9195;10987
data,1288566000000,1417;7426;10987
data,1288566000000,1417;6311;10987
data,1288566000000,1417;985;10987
data,1288566000000,1417;10866;10987
data,1288566000000,1417;5398;10987
data,1288566000000,1417;10720;10987
data,1288566000000,1417;2153;10987
data,1288566000000,1417;4483;10987
data,1288566000000,1417;2438;10987
data,1288566000000,1417;1169;10987
data,1288566000000,1417;5647;10987
data,1288566000000,1417;10653;10987
data,1288566000000,1417;1317;10987
data,1288566000000,1417;1531;10987
data,1288566000000,1417;10032;10987
data,1288566000000,1417;2213;10987
data,1288566000000,1417;8307;10987
data,1288566000000,1417;7677;10987
data,1291158000000,1417;9457;10988
data,1291158000000,1417;8960;10988
data,1291158000000,1417;11816;10988
data,1291158000000,1417;7849;10988
data,1291158000000,1417;11000;10988
data,1291158000000,1417;3967;10988
data,1291158000000,1417;3743;10988
data,1291158000000,1417;2238;10988
data,1291158000000,1417;9007;10988
data,1291158000000,1417;11884;10988
data,1291158000000,1417;8215;10988
data,1291158000000,1417;6575;10988
data,1291158000000,1417;9572;10989
data,1291158000000,1417;2388;10989
data,1291158000000,1417;575;10989
data,1291158000000,1417;1627;10989
data,1291158000000,1417;4758;10989
data,1291158000000,1417;3985;10990
data,1291158000000,1417;8869;10990
data,1291158000000,1417;11792;10990
data,1291158000000,1417;1313;10990
data,1291158000000,1417;12057;10990
data,1291158000000,1417;8279;10990
data,1291158000000,1418;8073;10990
data,1291158000000,1418;4906;10990
data,1291158000000,1418;942;10990
data,1291158000000,1418;4882;10990
data,1291158000000,1418;3739;10990
data,1291158000000,1418;7921;10990
data,1293836400000,1418;2612;10991
data,1293836400000,1418;1604;10991
data,1293836400000,1418;3597;10992
data,1293836400000,1418;415;10992
data,1293836400000,1418;10278;10992
data,1293836400000,1418;6808;10992
data,1293836400000,1418;8572;10992
data,1293836400000,1418;11431;10992
data,1293836400000,1418;2719;10992
data,1293836400000,1418;786;10992
data,1293836400000,1418;4061;10992
data,1293836400000,1418;10387;10993
data,1293836400000,1418;6005;10994
data,1293836400000,1418;245;10994
data,1293836400000,1418;967;10995
data,1293836400000,1418;7591;10996
data,1293836400000,1418;10324;10996
data,1293836400000,1418;10964;10996
data,1293836400000,1419;10846;10997
data,1293836400000,1419;1924;10997
data,1293836400000,1419;9169;10997
data,1293836400000,1419;3312;10998
data,1293836400000,1419;8928;10999
data,1293836400000,1419;4734;10999
data,1293836400000,1420;5895;10999
data,1293836400000,1420;9265;10999
data,1293836400000,1420;3773;11000
data,1293836400000,1420;5800;11000
data,1293836400000,1420;11294;11001
data,1293836400000,1420;8978;11001
data,1293836400000,1420;3687;11001
data,1293836400000,1420;3243;11002
data,1296514800000,1420;992;11002
data,1296514800000,1420;4264;11002
data,1296514800000,1420;4215;11003
data,1296514800000,1420;4865;11003
data,1296514800000,1420;8573;11003
data,1296514800000,1420;6883;11003
data,1296514800000,1420;802;11004
data,1296514800000,1420;1321;11004
data,1298934000000,1421;8623;11004
data,1298934000000,1421;8361;11004
data,1298934000000,1421;10007;11005
data,1298934000000,1421;9086;11005
data,1298934000000,1421;6146;11005
data,1298934000000,1421;5525;11005
data,1298934000000,1421;2031;11005
data,1298934000000,1421;3446;11006
data,1298934000000,1421;10481;11006
data,1298934000000,1421;6790;11006
data,1298934000000,1421;11835;11006
data,1304608249814,1421;4674;11006
data,1304608250280,1421;5082;11006
data,1304608250881,1421;5841;11007
data,1304608250114,1421;4707;11008
data,1304608250946,1421;3849;11009
data,1304608250130,1421;6064;11009
data,1304608250896,1422;396;11010
data,1304608252311,1422;10583;11010
data,1304608252028,1423;5841;11011
data,1304608252978,1423;4707;11012
data,1304608252045,1423;396;11013
data,1304608252095,1423;3849;11014
data,1304608254884,1424;11782;11014
data,1304608255750,1424;2558;11014
data,1304608255217,1424;396;11015
data,1304608255666,1424;12068;11015
data,1304608255550,1424;7197;11016
data,1304608255533,1424;5782;11016
data,1304608255084,1425;520;11016
data,1304608255400,1425;5841;11017
data,1304608255958,1425;7256;11017
data,1304608255781,1425;3986;11017
data,1304608255600,1425;8290;11017
data,1304608255924,1425;10236;11017
data,1304608259002,1425;7197;11018
data,1304608260853,1425;11870;11018
data,1304608261660,1425;8566;11018
data,1304608261677,1425;3401;11018
data,1304608261643,1425;5991;11019
data,1304608261610,1425;1385;11019
data,1304608261562,1425;4962;11019
data,1304608262418,1425;3870;11019
data,1304608262384,1425;1828;11020
data,1304608262334,1425;5522;11021
data,1304608262401,1425;292;11021
data,1304608262368,1425;7197;11022
data,1304608262301,1425;4109;11022
data,1304608263700,1425;7257;11022
data,1304608263100,1425;4707;11023
data,1304608264216,1425;9604;11023
data,1304608264991,1425;3698;11023
data,1304608265882,1425;396;11024
data,1304608265948,1425;5991;11025
data,1304608266065,1425;7197;11026
data,1304608266098,1425;9133;11027
data,1304608266731,1425;11867;11027
data,1304608266148,1425;801;11028
data,1304608266131,1426;2333;11029
data,1304608267222,1426;10969;11029
data,1304608269628,1426;9133;11030
data,1304608269678,1426;10903;11030
data,1304608269028,1426;4992;11030
data,1304608270710,1427;5162;11030
data,1304608271126,1427;10595;11030
data,1304608271742,1427;8291;11031
data,1304608272349,1427;3381;11031
data,1304608274414,1427;1378;11031
data,1304608274264,1427;2122;11031
data,1304608274497,1427;5463;11031
data,1304608277611,1427;4707;11032
data,1304608277048,1427;3659;11032
data,1304608277228,1427;4279;11032
data,1304608277344,1427;8474;11032
data,1304608278951,1427;6883;11032
data,1304608278792,1427;2376;11032
data,1304608279151,1427;12432;11032
data,1304608279018,1427;10809;11032
data,1304608280957,1427;5522;11033
data,1304608281797,1427;7725;11033
data,1304608281172,1427;9646;11033
data,1304608282497,1427;21;11033
data,1304608284528,1427;2716;11033
data,1304608287875,1427;9133;11034
data,1304608287908,1427;4616;11034
data,1304608287859,1427;8872;11034
data,1304608288459,1427;3337;11034
data,1304608288425,1427;4707;11035
data,1304608289158,1427;11602;11035
data,1304608290200,1427;5522;11036
data,1304608290729,1427;7197;11037
data,1304608290305,1427;2333;11038
data,1304608291396,1427;434;11038
data,1304608292616,1427;396;11039
data,1222812000000,1427;335;11039
data,1222812000000,1427;6443;11039
data,1222812000000,1427;2049;11039
data,1222812000000,1427;766;11040
data,1222812000000,1427;2546;11040
data,1222812000000,1427;1453;11040
data,1222812000000,1427;3430;11040
data,1222812000000,1427;9195;11040
data,1222812000000,1427;1523;11040
data,1251756000000,1427;5836;11040
data,1251756000000,1427;5731;11040
data,1251756000000,1427;4545;11040
data,1251756000000,1427;5905;11040
data,1251756000000,1427;8211;11040
data,1251756000000,1427;373;11040
data,1251756000000,1427;2026;11040
data,1251756000000,1427;4962;11040
data,1251756000000,1427;2226;11040
data,1259622000000,1427;1817;11041
data,1259622000000,1427;5072;11042
data,1259622000000,1427;2355;11042
data,1259622000000,1427;7912;11042
data,1259622000000,1427;3742;11043
data,1259622000000,1427;5076;11043
data,1259622000000,1427;6548;11044
data,1259622000000,1427;2705;11044
data,1259622000000,1427;7806;11045
data,1259622000000,1427;5054;11046
data,1259622000000,1427;12172;11046
data,1259622000000,1427;4819;11047
data,1259622000000,1427;2043;11048
data,1259622000000,1427;6899;11048
data,1259622000000,1427;12217;11049
data,1259622000000,1427;10001;11049
data,1259622000000,1427;1332;11050
data,1259622000000,1427;11861;11051
data,1259622000000,1428;3086;11052
data,1259622000000,1428;12312;11052
data,1259622000000,1428;11190;11053
data,1259622000000,1428;5536;11054
data,1259622000000,1428;566;11055
data,1259622000000,1428;11049;11056
data,1259622000000,1428;6767;11057
data,1259622000000,1428;10793;11058
data,1259622000000,1428;5930;11058
data,1259622000000,1428;3146;11058
data,1259622000000,1428;9897;11059
data,1259622000000,1429;9216;11059
data,1259622000000,1429;2238;11060
data,1259622000000,1429;5794;11061
data,1259622000000,1429;8650;11062
data,1259622000000,1429;8989;11063
data,1262300400000,1429;11904;11064
data,1262300400000,1429;6943;11065
data,1262300400000,1429;10882;11065
data,1262300400000,1429;2759;11065
data,1262300400000,1429;9216;11065
data,1262300400000,1429;8899;11065
data,1264978800000,1429;3848;11065
data,1264978800000,1429;6109;11065
data,1264978800000,1429;8075;11065
data,1264978800000,1430;10990;11065
data,1264978800000,1430;277;11065
data,1264978800000,1430;4064;11065
data,1264978800000,1430;5833;11065
data,1264978800000,1430;9367;11065
data,1264978800000,1430;1784;11065
data,1264978800000,1430;2674;11065
data,1267398000000,1430;11446;11065
data,1267398000000,1430;7217;11066
data,1267398000000,1430;5673;11066
data,1267398000000,1430;11462;11066
data,1267398000000,1430;10413;11066
data,1267398000000,1430;9760;11066
data,1267398000000,1430;3151;11067
data,1267398000000,1430;4835;11067
data,1267398000000,1430;64;11067
data,1267398000000,1430;1597;11068
data,1267398000000,1430;12241;11069
data,1267398000000,1430;3951;11069
data,1267398000000,1430;6111;11069
data,1267398000000,1430;1332;11070
data,1267398000000,1430;10793;11071
data,1267398000000,1430;10600;11071
