New Run at  07/14/2017 15:34:22
, Time, RandomReward; Master_ActiveReward; 
data,1183240800000,2413;2416;18398
data,1204326000000,2413;6417;18398
data,1243807200000,2413;6163;18398
data,1243807200000,2413;2573;18398
data,1275343200000,2413;2043;18398
data,1275343200000,2413;11113;18398
data,1275343200000,2413;654;18398
data,1275343200000,2413;10091;18398
data,1275343200000,2413;3209;18399
data,1275343200000,2413;3684;18399
data,1277935200000,2413;11094;18399
data,1277935200000,2413;2212;18400
data,1277935200000,2413;5617;18400
data,1277935200000,2413;3511;18400
data,1277935200000,2413;654;18400
data,1277935200000,2413;5551;18400
data,1277935200000,2413;4706;18400
data,1207000800000,2413;11020;18400
data,1207000800000,2413;6560;18400
data,1207000800000,2413;4685;18400
data,1207000800000,2413;7007;18400
data,1207000800000,2413;4752;18400
data,1207000800000,2413;12173;18400
data,1207000800000,2413;9930;18400
data,1207000800000,2413;1345;18400
data,1207000800000,2413;10319;18400
data,1207000800000,2413;5424;18400
data,1207000800000,2413;11998;18400
data,1207000800000,2413;2988;18400
data,1207000800000,2414;6513;18400
data,1207000800000,2414;9373;18400
data,1207000800000,2415;3849;18400
data,1207000800000,2415;8781;18400
data,1207000800000,2415;2723;18400
data,1207000800000,2415;11549;18401
data,1207000800000,2415;2121;18401
data,1207000800000,2415;11814;18401
data,1207000800000,2415;3464;18401
data,1207000800000,2415;3405;18401
data,1207000800000,2415;6150;18401
data,1207000800000,2415;6807;18401
data,1207000800000,2415;5303;18401
data,1207000800000,2415;6093;18401
data,1207000800000,2415;8411;18401
data,1207000800000,2415;7139;18401
data,1207000800000,2415;6801;18401
data,1207000800000,2415;7715;18401
data,1207000800000,2415;3603;18401
data,1207000800000,2415;11312;18401
data,1207000800000,2415;6477;18401
data,1207000800000,2415;1305;18401
data,1207000800000,2415;823;18401
data,1207000800000,2415;4951;18401
data,1207000800000,2415;8809;18401
data,1209592800000,2415;12477;18401
data,1209592800000,2415;1923;18401
data,1209592800000,2415;5568;18401
data,1209592800000,2415;7436;18401
data,1209592800000,2415;4778;18402
data,1209592800000,2415;9412;18402
data,1209592800000,2415;7161;18402
data,1209592800000,2416;303;18403
data,1209592800000,2416;5263;18403
data,1209592800000,2416;10238;18403
data,1209592800000,2416;5432;18403
data,1209592800000,2416;9519;18403
data,1209592800000,2416;4942;18403
data,1209592800000,2416;6394;18403
data,1209592800000,2416;27;18403
data,1209592800000,2416;9793;18403
data,1209592800000,2416;8442;18403
data,1209592800000,2416;5126;18403
data,1209592800000,2416;8752;18403
data,1209592800000,2416;4763;18403
data,1209592800000,2416;12372;18403
data,1209592800000,2416;2104;18403
data,1209592800000,2417;430;18403
data,1209592800000,2417;2924;18403
data,1212271200000,2417;11032;18403
data,1212271200000,2417;9234;18403
data,1212271200000,2417;7932;18403
data,1212271200000,2417;11520;18403
data,1212271200000,2417;98;18403
data,1212271200000,2417;11733;18403
data,1212271200000,2417;9362;18403
data,1212271200000,2417;3195;18403
data,1212271200000,2417;1372;18403
data,1212271200000,2417;11800;18403
data,1212271200000,2417;2239;18403
data,1214863200000,2417;5168;18403
data,1214863200000,2417;11037;18403
data,1214863200000,2417;10929;18403
data,1214863200000,2417;9127;18404
data,1214863200000,2417;6049;18404
data,1207000800000,2417;879;18404
data,1207000800000,2417;1853;18404
data,1207000800000,2417;11518;18404
data,1207000800000,2417;7533;18404
data,1207000800000,2417;3461;18404
data,1209592800000,2417;1285;18404
data,1209592800000,2417;12365;18404
data,1209592800000,2417;10197;18404
data,1209592800000,2417;5369;18404
data,1209592800000,2417;7314;18404
data,1209592800000,2418;12154;18404
data,1209592800000,2418;3197;18404
data,1214863200000,2418;1970;18404
data,1214863200000,2418;2784;18404
data,1220220000000,2418;4695;18404
data,1277935200000,2418;9765;18404
data,1241128800000,2418;2442;18404
data,1241128800000,2418;3706;18404
data,1246399200000,2418;341;18404
data,1246399200000,2418;5031;18404
data,1246399200000,2418;10411;18404
data,1246399200000,2418;6766;18404
data,1246399200000,2418;1195;18404
data,1246399200000,2418;3391;18404
data,1246399200000,2418;8303;18404
data,1246399200000,2418;6890;18404
data,1246399200000,2418;1210;18404
data,1246399200000,2418;7359;18404
data,1246399200000,2418;5285;18404
data,1246399200000,2418;2767;18404
data,1246399200000,2418;7289;18404
data,1246399200000,2418;6493;18404
data,1246399200000,2418;11398;18404
data,1246399200000,2418;4294;18404
data,1246399200000,2418;6353;18404
data,1246399200000,2418;7258;18404
data,1246399200000,2418;8370;18404
data,1246399200000,2418;9184;18405
data,1246399200000,2418;12199;18405
data,1246399200000,2418;553;18405
data,1246399200000,2418;7915;18405
data,1246399200000,2418;6346;18405
data,1246399200000,2418;2467;18405
data,1246399200000,2418;8860;18405
data,1246399200000,2418;10508;18405
data,1246399200000,2418;3211;18405
data,1246399200000,2418;6307;18405
data,1246399200000,2419;7914;18405
data,1246399200000,2419;8276;18405
data,1246399200000,2419;233;18405
data,1246399200000,2419;3516;18405
data,1246399200000,2419;8489;18405
data,1246399200000,2419;5355;18405
data,1246399200000,2419;7942;18406
data,1246399200000,2419;8356;18406
data,1246399200000,2419;7812;18406
data,1246399200000,2419;10978;18406
data,1246399200000,2419;2011;18406
data,1246399200000,2419;10582;18406
data,1246399200000,2419;189;18406
data,1246399200000,2419;7289;18406
data,1246399200000,2419;6957;18406
data,1246399200000,2419;4522;18406
data,1246399200000,2419;5774;18406
data,1246399200000,2419;2653;18406
data,1246399200000,2419;8370;18406
data,1249077600000,2419;10163;18406
data,1262300400000,2419;10239;18406
data,1264978800000,2419;12220;18406
data,1272664800000,2419;1588;18406
data,1272664800000,2419;947;18406
data,1243807200000,2419;5365;18406
data,1243807200000,2419;4840;18407
data,1243807200000,2419;2986;18407
data,1243807200000,2419;10741;18407
data,1243807200000,2419;5311;18407
data,1243807200000,2419;5811;18407
data,1243807200000,2419;3192;18407
data,1243807200000,2419;7629;18408
data,1243807200000,2419;10391;18409
data,1243807200000,2419;10894;18409
data,1243807200000,2419;1632;18409
data,1243807200000,2419;1016;18409
data,1214863200000,2419;1066;18409
data,1214863200000,2419;5337;18409
data,1214863200000,2419;6521;18409
data,1214863200000,2419;11803;18409
data,1214863200000,2419;8209;18409
data,1257030000000,2419;2784;18409
data,1259622000000,2419;11242;18409
data,1270072800000,2419;8988;18409
data,1270072800000,2420;5019;18409
data,1270072800000,2420;12125;18409
data,1270072800000,2420;4999;18409
data,1270072800000,2420;4237;18409
data,1285884000000,2420;7262;18409
data,1285884000000,2420;470;18409
data,1285884000000,2420;4378;18409
data,1230764400000,2420;42;18409
data,1230764400000,2420;7786;18409
data,1230764400000,2420;9572;18409
data,1230764400000,2420;10761;18409
data,1230764400000,2420;10197;18409
data,1230764400000,2420;755;18409
data,1230764400000,2420;1024;18409
data,1230764400000,2420;11815;18409
data,1230764400000,2420;3390;18409
data,1230764400000,2421;12102;18409
data,1230764400000,2421;2961;18409
data,1230764400000,2421;3029;18409
data,1230764400000,2421;4840;18409
data,1230764400000,2421;12326;18409
data,1230764400000,2421;2313;18409
data,1233442800000,2421;3903;18409
data,1233442800000,2421;9434;18409
data,1233442800000,2421;6531;18409
data,1235862000000,2422;7065;18409
data,1235862000000,2422;1544;18409
data,1235862000000,2422;9140;18409
data,1235862000000,2422;7408;18409
data,1235862000000,2422;4355;18409
data,1238536800000,2422;5230;18409
data,1238536800000,2422;11848;18409
data,1241128800000,2422;2885;18409
data,1241128800000,2422;8615;18409
data,1241128800000,2422;12039;18409
data,1241128800000,2422;2803;18409
data,1243807200000,2422;1653;18409
data,1243807200000,2422;6516;18409
data,1243807200000,2422;9947;18409
data,1243807200000,2422;10080;18409
data,1246399200000,2422;8211;18409
data,1246399200000,2422;9228;18409
data,1251756000000,2422;2993;18409
data,1257030000000,2422;10308;18409
data,1259622000000,2422;4650;18409
data,1259622000000,2422;10959;18409
data,1259622000000,2422;7082;18410
data,1259622000000,2422;2623;18410
data,1259622000000,2422;9562;18410
data,1259622000000,2422;1611;18411
data,1259622000000,2422;7396;18412
data,1259622000000,2422;1173;18413
data,1259622000000,2422;10463;18414
data,1259622000000,2422;1240;18415
data,1259622000000,2422;9003;18416
data,1259622000000,2422;12477;18416
data,1259622000000,2422;7288;18416
data,1262300400000,2422;6537;18416
data,1262300400000,2422;3849;18416
data,1262300400000,2422;6736;18417
data,1262300400000,2422;9545;18417
data,1262300400000,2422;8335;18418
data,1262300400000,2422;8335;18419
data,1262300400000,2422;7571;18419
data,1262300400000,2422;4104;18419
data,1264978800000,2422;8335;18420
data,1264978800000,2422;3549;18421
data,1264978800000,2422;8314;18421
data,1264978800000,2422;5416;18421
data,1264978800000,2422;8848;18422
data,1264978800000,2422;6341;18423
data,1264978800000,2422;6353;18423
data,1264978800000,2422;8335;18424
data,1264978800000,2422;12384;18425
data,1267398000000,2422;217;18426
data,1267398000000,2422;3549;18427
data,1267398000000,2422;3549;18428
data,1267398000000,2422;1034;18428
data,1267398000000,2422;10880;18429
data,1267398000000,2422;10008;18430
data,1267398000000,2422;3472;18430
data,1267398000000,2422;8335;18431
data,1267398000000,2422;8335;18432
data,1267398000000,2422;3549;18433
data,1267398000000,2422;3549;18434
data,1267398000000,2422;5942;18435
data,1267398000000,2422;7827;18435
data,1275343200000,2422;4654;18436
data,1275343200000,2422;1372;18436
data,1275343200000,2422;9998;18436
data,1275343200000,2422;4654;18437
data,1275343200000,2422;10247;18437
data,1275343200000,2422;3782;18437
data,1275343200000,2422;5831;18437
data,1275343200000,2422;4763;18437
data,1277935200000,2422;3510;18438
data,1277935200000,2422;7364;18438
data,1277935200000,2422;3510;18439
data,1277935200000,2422;6762;18439
data,1277935200000,2422;3549;18440
data,1277935200000,2422;6560;18441
data,1277935200000,2422;5493;18441
data,1277935200000,2422;9485;18441
data,1280613600000,2422;172;18441
data,1280613600000,2422;7241;18441
data,1280613600000,2422;8335;18442
data,1283292000000,2422;1278;18442
data,1283292000000,2422;11329;18443
data,1283292000000,2422;3549;18444
data,1283292000000,2422;11458;18445
data,1283292000000,2422;8762;18446
data,1283292000000,2422;7215;18447
data,1283292000000,2422;11795;18447
data,1283292000000,2422;901;18448
data,1283292000000,2422;8833;18449
data,1283292000000,2422;8921;18450
data,1283292000000,2422;11261;18451
data,1283292000000,2422;6773;18452
data,1283292000000,2423;5716;18453
data,1283292000000,2423;8762;18454
data,1283292000000,2423;1811;18455
data,1283292000000,2423;7007;18455
data,1283292000000,2423;100;18456
data,1283292000000,2423;8794;18456
data,1283292000000,2423;2156;18457
data,1283292000000,2423;12199;18458
data,1283292000000,2423;3510;18459
data,1283292000000,2423;5835;18460
data,1283292000000,2423;4229;18460
data,1283292000000,2423;10228;18461
data,1283292000000,2423;8041;18462
data,1283292000000,2423;4315;18463
data,1283292000000,2424;1715;18463
data,1283292000000,2424;4625;18463
data,1283292000000,2424;1403;18463
data,1283292000000,2424;9130;18464
data,1283292000000,2424;12083;18464
data,1283292000000,2424;8335;18465
data,1283292000000,2424;9590;18465
data,1283292000000,2424;1240;18466
data,1283292000000,2424;3510;18467
data,1283292000000,2424;1240;18468
data,1283292000000,2424;3549;18469
data,1283292000000,2424;3044;18470
data,1285884000000,2424;4654;18471
data,1285884000000,2424;382;18472
data,1285884000000,2424;8762;18473
data,1285884000000,2424;9521;18474
data,1285884000000,2424;3237;18474
data,1285884000000,2424;1409;18475
data,1285884000000,2424;3549;18476
data,1285884000000,2424;4654;18477
data,1285884000000,2424;4654;18478
data,1285884000000,2424;1240;18479
data,1285884000000,2424;6074;18480
data,1288566000000,2424;261;18480
data,1288566000000,2424;5905;18480
data,1291158000000,2424;8335;18481
data,1291158000000,2424;9006;18482
data,1291158000000,2424;8335;18483
data,1293836400000,2424;5905;18483
data,1298934000000,2424;2723;18484
data,1298934000000,2424;4926;18485
data,1298934000000,2424;2723;18486
data,1298934000000,2424;10827;18486
data,1298934000000,2424;5405;18486
data,1304705114219,2425;9310;18486
data,1304705143272,2425;2723;18487
data,1304705198360,2425;2723;18488
data,1254348000000,2425;331;18488
data,1254348000000,2425;7021;18488
data,1254348000000,2425;7139;18488
data,1254348000000,2425;6125;18488
data,1254348000000,2425;7757;18488
data,1254348000000,2425;405;18488
data,1257030000000,2425;4100;18488
data,1257030000000,2425;11635;18488
data,1259622000000,2425;5355;18488
data,1259622000000,2425;11487;18488
data,1259622000000,2425;2467;18488
data,1259622000000,2425;12352;18488
data,1259622000000,2425;10661;18488
data,1259622000000,2425;5931;18488
data,1259622000000,2425;5364;18488
data,1262300400000,2425;2399;18488
data,1277935200000,2425;2011;18488
data,1280613600000,2425;9320;18488
data,1280613600000,2425;12455;18488
data,1283292000000,2425;10996;18488
data,1283292000000,2425;7854;18488
data,1293836400000,2425;11464;18488
data,1249077600000,2425;8957;18489
data,1249077600000,2425;4517;18490
data,1249077600000,2425;6755;18490
data,1251756000000,2425;5248;18490
data,1251756000000,2425;1473;18490
data,1251756000000,2425;9460;18491
data,1251756000000,2426;1709;18492
data,1251756000000,2426;6855;18492
data,1251756000000,2426;7208;18493
data,1251756000000,2427;8175;18493
data,1251756000000,2427;10690;18493
data,1251756000000,2427;7870;18493
data,1251756000000,2427;3515;18493
data,1251756000000,2427;5667;18493
data,1251756000000,2427;8857;18494
data,1251756000000,2427;2395;18495
data,1251756000000,2427;411;18495
data,1251756000000,2427;11615;18495
data,1251756000000,2427;5614;18496
data,1251756000000,2427;4517;18497
data,1251756000000,2427;1906;18498
data,1251756000000,2427;12090;18498
data,1254348000000,2427;2821;18499
data,1249077600000,2427;7950;18499
data,1257030000000,2427;10308;18499
data,1257030000000,2427;9065;18499
data,1257030000000,2427;5;18499
data,1259622000000,2427;9097;18499
data,1259622000000,2427;4410;18499
data,1259622000000,2428;2011;18499
data,1259622000000,2428;999;18499
data,1259622000000,2428;8069;18499
data,1259622000000,2428;12250;18499
data,1259622000000,2428;10966;18499
data,1262300400000,2429;2682;18499
data,1280613600000,2429;2522;18499
data,1264978800000,2429;5281;18499
data,1264978800000,2429;9366;18500
data,1264978800000,2429;9896;18500
data,1264978800000,2429;673;18500
data,1270072800000,2429;3760;18500
data,1270072800000,2429;979;18501
data,1275343200000,2429;6033;18501
data,1275343200000,2429;1178;18501
data,1277935200000,2429;9010;18501
data,1277935200000,2429;12375;18501
data,1277935200000,2429;4469;18501
data,1277935200000,2429;6824;18501
data,1277935200000,2429;3307;18501
data,1277935200000,2429;6288;18501
data,1277935200000,2429;2769;18501
data,1280613600000,2429;7007;18501
data,1280613600000,2429;10155;18501
data,1283292000000,2429;7980;18502
data,1283292000000,2429;7951;18502
data,1285884000000,2429;7760;18503
data,1288566000000,2429;6133;18503
data,1288566000000,2429;6817;18503
data,1291158000000,2430;410;18503
data,1249077600000,2430;12135;18503
data,1254348000000,2431;2597;18503
data,1254348000000,2431;5224;18503
data,1254348000000,2431;12202;18503
data,1254348000000,2431;694;18503
data,1257030000000,2431;8583;18503
data,1257030000000,2431;6516;18503
data,1257030000000,2431;5104;18503
data,1257030000000,2431;5531;18504
data,1257030000000,2431;2034;18505
data,1257030000000,2431;7760;18506
data,1257030000000,2432;572;18507
data,1257030000000,2432;11147;18508
data,1257030000000,2432;5737;18508
data,1257030000000,2432;8304;18509
data,1257030000000,2432;4434;18510
data,1257030000000,2432;10269;18510
data,1257030000000,2432;4800;18510
data,1257030000000,2432;9259;18511
data,1257030000000,2432;8132;18511
data,1257030000000,2432;2034;18512
data,1257030000000,2432;4686;18512
data,1257030000000,2432;4762;18512
data,1257030000000,2432;3932;18512
data,1257030000000,2432;10049;18512
data,1257030000000,2432;4224;18513
data,1257030000000,2432;2681;18513
data,1257030000000,2433;11686;18513
data,1257030000000,2434;11678;18513
data,1257030000000,2434;1549;18514
data,1257030000000,2434;1549;18515
data,1257030000000,2434;10628;18515
data,1257030000000,2434;6336;18515
data,1257030000000,2434;4434;18516
data,1257030000000,2434;2034;18517
data,1257030000000,2434;1549;18518
data,1257030000000,2434;4258;18519
data,1257030000000,2434;11314;18519
data,1257030000000,2434;2395;18520
data,1257030000000,2435;5899;18520
data,1257030000000,2435;12325;18520
data,1257030000000,2435;11893;18520
data,1257030000000,2435;3727;18520
data,1257030000000,2435;10789;18520
data,1257030000000,2435;1473;18521
data,1257030000000,2435;696;18521
data,1257030000000,2435;8786;18522
data,1257030000000,2435;1549;18523
data,1257030000000,2435;6020;18523
data,1257030000000,2435;10294;18523
data,1257030000000,2435;5946;18523
data,1257030000000,2435;6714;18523
data,1257030000000,2435;6485;18523
data,1257030000000,2435;3521;18523
data,1257030000000,2435;8369;18523
data,1257030000000,2435;10373;18524
data,1257030000000,2435;5125;18525
data,1257030000000,2435;1075;18525
data,1257030000000,2435;5249;18525
data,1257030000000,2435;6516;18525
data,1257030000000,2435;572;18526
data,1257030000000,2435;3037;18526
data,1257030000000,2435;2419;18526
data,1257030000000,2435;8015;18526
data,1257030000000,2435;4971;18526
data,1257030000000,2435;5086;18526
data,1257030000000,2435;4316;18526
data,1257030000000,2435;11113;18527
data,1257030000000,2435;4519;18527
data,1257030000000,2435;4224;18528
data,1257030000000,2435;4873;18528
data,1257030000000,2435;6199;18529
data,1257030000000,2435;7574;18529
data,1257030000000,2435;10424;18529
data,1257030000000,2435;218;18530
data,1257030000000,2435;6045;18531
data,1257030000000,2435;3722;18531
data,1257030000000,2435;957;18531
data,1257030000000,2435;5667;18531
data,1257030000000,2435;1906;18532
data,1257030000000,2435;10543;18533
data,1257030000000,2435;1549;18534
data,1257030000000,2435;3874;18535
data,1257030000000,2435;6843;18535
data,1257030000000,2435;1362;18535
data,1257030000000,2435;572;18536
data,1257030000000,2435;6199;18537
data,1257030000000,2435;1473;18538
data,1257030000000,2435;1822;18539
data,1257030000000,2435;10373;18540
data,1257030000000,2435;8005;18541
data,1257030000000,2435;6033;18542
data,1257030000000,2435;23;18542
data,1257030000000,2435;4434;18543
data,1259622000000,2435;572;18544
data,1259622000000,2435;513;18545
data,1259622000000,2435;3868;18545
data,1259622000000,2435;5923;18545
data,1259622000000,2435;5903;18545
data,1259622000000,2435;3164;18545
data,1259622000000,2435;3890;18545
data,1259622000000,2435;1545;18545
data,1259622000000,2435;9849;18545
data,1259622000000,2435;218;18546
data,1259622000000,2435;1549;18547
data,1259622000000,2435;6125;18547
data,1259622000000,2435;12479;18547
data,1259622000000,2435;572;18548
data,1259622000000,2435;5356;18549
data,1259622000000,2435;4224;18550
data,1259622000000,2435;2435;18551
data,1259622000000,2435;1906;18552
data,1259622000000,2435;5499;18552
data,1259622000000,2435;10880;18552
data,1259622000000,2435;2821;18553
data,1259622000000,2435;529;18553
data,1259622000000,2435;8487;18553
data,1259622000000,2435;2724;18553
data,1259622000000,2435;8171;18554
data,1259622000000,2435;6230;18555
data,1259622000000,2435;9067;18555
data,1259622000000,2435;1273;18555
data,1259622000000,2435;11113;18556
data,1259622000000,2435;11113;18557
data,1259622000000,2435;1148;18557
data,1259622000000,2435;10261;18557
data,1259622000000,2435;4726;18557
data,1259622000000,2435;8556;18557
data,1259622000000,2435;979;18558
data,1259622000000,2435;6767;18558
data,1259622000000,2435;10827;18558
data,1259622000000,2435;7050;18559
data,1259622000000,2435;6419;18559
data,1259622000000,2436;659;18560
data,1259622000000,2436;4662;18560
data,1259622000000,2436;3242;18560
data,1259622000000,2436;9067;18560
data,1259622000000,2436;5975;18560
data,1259622000000,2436;9841;18561
data,1259622000000,2436;5883;18562
data,1259622000000,2436;2416;18563
data,1259622000000,2436;8656;18563
data,1259622000000,2436;2395;18564
data,1259622000000,2436;4434;18565
data,1259622000000,2436;9841;18566
data,1259622000000,2436;7753;18567
data,1259622000000,2436;2395;18568
data,1259622000000,2436;5499;18568
data,1259622000000,2436;8775;18568
data,1259622000000,2436;1549;18569
data,1259622000000,2436;5249;18569
data,1259622000000,2436;2832;18570
data,1259622000000,2436;102;18570
data,1259622000000,2436;8713;18570
data,1259622000000,2436;5883;18571
data,1259622000000,2436;9372;18571
data,1259622000000,2436;1822;18572
data,1259622000000,2436;4985;18572
data,1259622000000,2436;1549;18573
data,1259622000000,2436;4517;18574
data,1259622000000,2436;1404;18574
data,1259622000000,2436;11113;18575
data,1259622000000,2436;7499;18575
data,1259622000000,2436;5665;18575
data,1259622000000,2436;5883;18576
data,1259622000000,2436;12016;18576
data,1259622000000,2436;10942;18576
data,1259622000000,2436;7050;18577
data,1259622000000,2436;910;18578
data,1259622000000,2436;3105;18579
data,1259622000000,2436;6045;18580
data,1259622000000,2436;935;18581
data,1259622000000,2436;4517;18582
data,1259622000000,2436;8005;18583
data,1259622000000,2436;9412;18583
data,1259622000000,2436;3105;18584
data,1259622000000,2436;3449;18585
data,1259622000000,2436;6161;18585
data,1259622000000,2436;1549;18586
data,1259622000000,2436;8171;18587
data,1259622000000,2436;7574;18587
data,1259622000000,2436;3105;18588
data,1259622000000,2436;2821;18589
data,1259622000000,2436;3352;18589
data,1259622000000,2436;666;18589
data,1259622000000,2436;5661;18589
data,1259622000000,2436;572;18590
data,1259622000000,2437;8263;18591
data,1259622000000,2437;572;18592
data,1259622000000,2437;1473;18593
data,1259622000000,2437;9491;18593
data,1259622000000,2437;8171;18594
data,1259622000000,2437;5883;18595
data,1259622000000,2437;7523;18595
data,1259622000000,2437;2724;18595
data,1259622000000,2437;8973;18595
data,1259622000000,2437;5594;18595
data,1259622000000,2437;1374;18595
data,1259622000000,2437;7192;18595
data,1259622000000,2437;1129;18595
data,1259622000000,2437;1336;18595
data,1259622000000,2437;1307;18595
data,1259622000000,2437;4453;18595
data,1259622000000,2437;6045;18596
data,1259622000000,2437;6045;18597
data,1259622000000,2437;10443;18597
data,1259622000000,2437;5129;18597
data,1259622000000,2437;7536;18597
data,1259622000000,2437;10730;18597
data,1259622000000,2437;7801;18597
data,1259622000000,2438;10984;18597
data,1259622000000,2438;12437;18597
data,1259622000000,2438;4668;18597
data,1259622000000,2438;1921;18597
data,1259622000000,2438;218;18598
data,1259622000000,2438;5831;18598
data,1259622000000,2438;9698;18598
data,1259622000000,2438;509;18598
data,1259622000000,2438;4744;18598
data,1259622000000,2438;6161;18598
data,1259622000000,2438;5235;18598
data,1259622000000,2438;1906;18599
data,1259622000000,2438;1362;18599
data,1259622000000,2438;4896;18599
data,1259622000000,2438;1211;18600
data,1259622000000,2438;1211;18601
data,1259622000000,2438;1597;18601
data,1259622000000,2439;7208;18602
data,1259622000000,2439;2174;18603
data,1259622000000,2439;7616;18603
data,1262300400000,2439;5837;18603
data,1262300400000,2439;2179;18603
data,1262300400000,2439;5321;18603
data,1262300400000,2439;8461;18603
data,1262300400000,2439;10008;18603
data,1262300400000,2439;2901;18603
data,1262300400000,2439;8499;18603
data,1262300400000,2439;6097;18604
data,1262300400000,2439;957;18604
data,1262300400000,2439;6989;18605
data,1262300400000,2439;5614;18606
data,1262300400000,2439;8489;18606
data,1262300400000,2439;9267;18607
data,1262300400000,2439;833;18607
data,1262300400000,2439;4404;18608
data,1262300400000,2439;6359;18608
data,1262300400000,2439;5836;18608
data,1262300400000,2439;4263;18608
data,1262300400000,2439;8713;18608
data,1262300400000,2439;6192;18609
data,1262300400000,2439;5614;18610
data,1262300400000,2439;9496;18611
data,1262300400000,2439;11094;18611
data,1262300400000,2439;8492;18611
data,1262300400000,2439;6192;18612
data,1262300400000,2439;5614;18613
data,1262300400000,2439;1497;18614
data,1262300400000,2440;6097;18615
data,1262300400000,2440;2048;18615
data,1262300400000,2440;8687;18615
data,1262300400000,2440;9868;18615
data,1262300400000,2440;3368;18615
data,1262300400000,2440;12135;18615
data,1262300400000,2440;1497;18616
data,1262300400000,2440;11113;18617
data,1262300400000,2440;7081;18617
data,1262300400000,2440;2214;18618
data,1262300400000,2440;5614;18619
data,1264978800000,2440;3034;18619
data,1264978800000,2440;1838;18619
data,1264978800000,2440;8356;18619
data,1264978800000,2440;6516;18619
data,1264978800000,2440;2832;18620
data,1264978800000,2440;4509;18620
data,1264978800000,2440;11487;18620
data,1264978800000,2440;4598;18621
data,1264978800000,2440;2832;18622
data,1264978800000,2440;2063;18622
data,1264978800000,2440;9489;18622
data,1264978800000,2440;4396;18623
data,1264978800000,2440;11830;18623
data,1264978800000,2440;1995;18624
data,1264978800000,2440;1485;18625
data,1264978800000,2440;1485;18626
data,1264978800000,2440;4469;18626
data,1264978800000,2440;4500;18626
data,1264978800000,2440;4190;18627
data,1264978800000,2440;1597;18627
data,1264978800000,2440;4840;18628
data,1264978800000,2440;5225;18628
data,1264978800000,2440;5836;18628
data,1264978800000,2440;3482;18628
data,1264978800000,2440;1057;18629
data,1264978800000,2440;11697;18629
data,1264978800000,2440;6020;18629
data,1264978800000,2440;4762;18629
data,1264978800000,2440;6889;18629
data,1264978800000,2440;11023;18629
data,1264978800000,2440;2874;18629
data,1264978800000,2440;2599;18630
data,1264978800000,2440;2034;18631
data,1264978800000,2440;6589;18632
data,1264978800000,2440;2832;18633
data,1264978800000,2440;4125;18633
data,1264978800000,2440;7915;18634
data,1264978800000,2440;8304;18635
data,1264978800000,2440;6279;18635
data,1264978800000,2440;957;18635
data,1264978800000,2440;9119;18636
data,1264978800000,2440;4139;18636
data,1264978800000,2440;9905;18637
data,1264978800000,2440;4668;18637
data,1264978800000,2440;1572;18637
data,1264978800000,2440;6033;18638
data,1264978800000,2440;3173;18639
data,1264978800000,2440;6993;18639
data,1264978800000,2440;5487;18639
data,1264978800000,2440;7915;18640
data,1264978800000,2440;4598;18641
data,1264978800000,2440;7730;18642
data,1264978800000,2440;2459;18643
data,1264978800000,2440;5453;18643
data,1264978800000,2440;9259;18644
data,1264978800000,2440;9047;18644
data,1264978800000,2440;8417;18644
data,1267398000000,2440;7730;18645
data,1267398000000,2440;10730;18645
data,1267398000000,2440;1206;18645
data,1267398000000,2440;1070;18646
data,1267398000000,2440;8232;18646
data,1267398000000,2440;6620;18647
data,1267398000000,2440;8023;18647
data,1267398000000,2440;4837;18647
data,1267398000000,2440;3173;18648
data,1267398000000,2440;1832;18648
data,1267398000000,2440;11113;18649
data,1267398000000,2441;3913;18649
data,1267398000000,2441;1285;18650
data,1267398000000,2441;6097;18651
data,1267398000000,2441;6020;18651
data,1267398000000,2441;5836;18651
data,1267398000000,2441;4706;18651
data,1267398000000,2441;10786;18651
data,1267398000000,2441;4258;18652
data,1267398000000,2441;6230;18653
data,1267398000000,2441;11812;18654
data,1267398000000,2441;2763;18655
data,1267398000000,2441;8936;18655
data,1267398000000,2441;8024;18655
data,1267398000000,2441;1412;18655
data,1267398000000,2441;1572;18655
data,1267398000000,2441;3874;18656
data,1267398000000,2441;6045;18657
data,1267398000000,2441;6199;18658
data,1267398000000,2441;4991;18658
data,1267398000000,2441;4840;18659
data,1267398000000,2441;12223;18659
data,1267398000000,2441;2009;18660
data,1267398000000,2441;170;18661
data,1267398000000,2441;5559;18661
data,1267398000000,2441;6542;18661
data,1267398000000,2441;5903;18661
data,1267398000000,2441;9998;18661
data,1267398000000,2441;5790;18661
data,1267398000000,2441;887;18661
data,1267398000000,2441;10772;18661
data,1267398000000,2441;5033;18661
data,1267398000000,2441;5614;18662
data,1267398000000,2442;4224;18663
data,1267398000000,2442;935;18664
data,1267398000000,2442;8973;18664
data,1267398000000,2442;4190;18665
data,1267398000000,2442;1285;18666
data,1267398000000,2442;2435;18667
data,1267398000000,2442;11592;18667
data,1267398000000,2442;2330;18667
data,1267398000000,2442;1572;18667
data,1267398000000,2442;7697;18667
data,1267398000000,2442;4224;18668
data,1267398000000,2442;7730;18669
data,1267398000000,2442;11113;18670
data,1267398000000,2442;6620;18671
data,1267398000000,2442;7162;18671
data,1267398000000,2442;4224;18672
data,1267398000000,2442;1473;18673
data,1267398000000,2442;7788;18673
data,1267398000000,2442;935;18674
data,1267398000000,2442;8489;18674
data,1267398000000,2442;7730;18675
