New Run at  07/14/2017 15:34:22
, Time, RandomReward; Master_ActiveReward; 
data,1238536800000,0;7;0
data,1238536800000,0;39;0
data,1238536800000,0;60;0
data,1238536800000,0;92;0
data,1238536800000,0;112;0
data,1241128800000,0;133;0
data,1241128800000,1;153;0
data,1241128800000,1;188;0
data,1241128800000,1;215;0
data,1241128800000,1;245;0
data,1233442800000,1;251;0
data,1233442800000,1;276;0
data,1233442800000,1;298;0
data,1233442800000,1;334;0
data,1235862000000,1;354;0
data,1235862000000,1;381;0
data,1235862000000,1;410;0
data,1246399200000,1;431;0
data,1246399200000,1;444;0
data,1246399200000,1;478;0
data,1249077600000,1;504;0
data,1249077600000,1;141;0
data,1251756000000,1;548;0
data,1251756000000,1;561;0
data,1251756000000,1;596;0
data,1251756000000,1;603;0
data,1254348000000,1;643;0
data,1254348000000,1;654;0
data,1254348000000,1;683;0
data,1257030000000,1;694;0
data,1264978800000,1;724;0
data,1264978800000,1;745;0
data,1264978800000,1;784;0
data,1264978800000,1;789;0
data,1267398000000,2;828;0
data,1267398000000,2;835;0
data,1272664800000,2;853;0
data,1280613600000,2;897;0
data,1280613600000,2;904;0
data,1280613600000,2;929;0
data,1280613600000,2;85;0
data,1283292000000,3;971;0
data,1285884000000,3;991;0
data,1288566000000,3;1016;0
data,1288566000000,3;1028;0
data,1172703600000,3;1063;0
data,1172703600000,3;1075;0
data,1172703600000,3;1090;1
data,1172703600000,3;1115;2
data,1172703600000,3;1147;2
data,1172703600000,3;1179;2
data,1172703600000,3;1195;2
data,1175378400000,3;1211;2
data,1175378400000,3;1229;3
data,1175378400000,3;1274;3
data,1175378400000,3;1279;3
data,1177970400000,3;1312;3
data,1177970400000,3;1334;3
data,1177970400000,3;1354;3
data,1177970400000,3;1372;3
data,1180648800000,3;849;3
data,1180648800000,3;916;3
data,1180648800000,3;1451;3
data,1180648800000,3;1475;3
data,1180648800000,3;1482;4
data,1180648800000,3;186;5
data,1180648800000,3;1529;5
data,1180648800000,3;1556;5
data,1180648800000,3;1564;6
data,1180648800000,3;1596;6
data,1183240800000,3;436;6
data,1185919200000,3;1650;6
data,1188597600000,3;1671;6
data,1188597600000,3;1685;6
data,1188597600000,3;1706;6
data,1191189600000,3;1720;6
data,1191189600000,3;1739;6
data,1191189600000,3;1768;6
data,1191189600000,3;1778;7
data,1191189600000,3;1810;7
data,1191189600000,3;1835;7
data,1191189600000,3;1846;7
data,1191189600000,3;1866;8
data,1191189600000,3;1905;8
data,1191189600000,3;1931;8
data,1191189600000,3;1946;8
data,1191189600000,3;1957;8
data,1191189600000,3;1975;8
data,1191189600000,3;1997;8
data,1191189600000,3;2011;9
data,1191189600000,3;2037;9
data,1191189600000,3;2059;9
data,1191189600000,3;2083;9
data,1193871600000,3;2103;9
data,1193871600000,3;2135;9
data,1196463600000,4;2161;9
data,1196463600000,4;1055;9
data,1196463600000,4;2193;9
data,1196463600000,4;51;9
data,1196463600000,4;2214;10
data,1196463600000,4;2083;10
data,1196463600000,4;2269;10
data,1207000800000,4;2294;10
data,1209592800000,4;362;11
data,1259622000000,4;1414;12
data,1207000800000,4;2334;12
data,1207000800000,4;2360;12
data,1207000800000,4;356;12
data,1207000800000,4;2414;12
data,1207000800000,4;2433;12
data,1207000800000,4;2448;12
data,1207000800000,4;1253;12
data,1207000800000,4;2480;12
data,1207000800000,4;2505;12
data,1207000800000,4;2539;12
data,1207000800000,4;2553;12
data,1207000800000,4;2573;12
data,1207000800000,4;2590;12
data,1207000800000,4;2623;12
data,1207000800000,5;2634;12
data,1207000800000,5;62;12
data,1207000800000,5;2661;12
data,1207000800000,5;2684;12
data,1207000800000,5;2711;12
data,1207000800000,5;233;12
data,1207000800000,5;1973;12
data,1207000800000,5;2772;12
data,1207000800000,5;2784;12
data,1207000800000,5;2805;12
data,1207000800000,5;1279;12
data,1207000800000,5;2840;12
data,1207000800000,5;2334;12
data,1207000800000,5;2877;12
data,1220220000000,5;2908;12
data,1228086000000,5;2924;12
data,1228086000000,5;2945;12
data,1228086000000,5;2962;12
data,1228086000000,5;2970;12
data,1257030000000,5;2988;12
data,1280613600000,5;3009;12
data,1280613600000,5;3033;12
data,1283292000000,5;1799;12
data,1193871600000,5;3073;12
data,1193871600000,5;3095;12
data,1193871600000,5;3118;12
data,1193871600000,5;3084;12
data,1193871600000,6;3154;12
data,1193871600000,6;3171;12
data,1193871600000,6;3184;12
data,1193871600000,6;92;12
data,1193871600000,6;372;12
data,1193871600000,6;3244;12
data,1193871600000,6;3251;12
data,1193871600000,6;971;12
data,1193871600000,6;3297;12
data,1193871600000,6;3307;12
data,1193871600000,6;3324;12
data,1193871600000,6;3353;12
data,1193871600000,6;3375;12
data,1193871600000,6;3379;12
data,1193871600000,6;975;12
data,1193871600000,6;3428;12
data,1193871600000,6;2543;13
data,1193871600000,7;3450;13
data,1193871600000,7;3472;13
data,1193871600000,7;1792;14
data,1193871600000,7;3516;14
data,1193871600000,7;3523;15
data,1193871600000,7;3545;15
data,1193871600000,7;3558;15
data,1193871600000,7;3579;15
data,1193871600000,7;3594;16
data,1193871600000,7;3620;16
data,1193871600000,7;751;16
data,1193871600000,7;3652;16
data,1193871600000,7;3680;16
data,1193871600000,7;3681;17
data,1193871600000,7;3710;17
data,1193871600000,7;3723;17
data,1193871600000,7;3729;18
data,1193871600000,8;3743;19
data,1193871600000,8;3769;19
data,1193871600000,8;1090;20
data,1193871600000,9;3803;20
data,1193871600000,9;2631;20
data,1193871600000,10;1088;21
data,1193871600000,10;3845;22
data,1193871600000,10;3868;22
data,1193871600000,10;614;22
data,1193871600000,10;3894;22
data,1193871600000,10;3915;22
data,1193871600000,10;3928;23
data,1193871600000,10;1013;23
data,1193871600000,10;2168;23
data,1193871600000,10;3996;23
data,1193871600000,10;4005;23
data,1193871600000,10;3487;23
data,1193871600000,10;4036;24
data,1193871600000,10;4062;24
data,1196463600000,10;4073;24
data,1199142000000,10;1713;25
data,1207000800000,10;4114;25
data,1207000800000,10;4123;25
data,1209592800000,10;4153;25
data,1209592800000,10;4165;25
data,1209592800000,10;4185;25
data,1209592800000,10;4206;25
data,1209592800000,10;4211;25
data,1209592800000,10;4229;25
data,1209592800000,10;3594;26
data,1209592800000,10;4263;26
data,1209592800000,10;4281;26
data,1209592800000,11;2708;26
data,1209592800000,11;4313;26
data,1209592800000,11;4339;26
data,1209592800000,11;4359;26
data,1209592800000,11;717;26
data,1209592800000,11;592;26
data,1209592800000,11;4399;26
data,1209592800000,11;4409;26
data,1209592800000,11;2069;27
data,1209592800000,11;4441;27
data,1209592800000,11;4454;27
data,1209592800000,11;3794;28
data,1209592800000,11;4494;28
data,1209592800000,11;4501;28
data,1209592800000,11;4521;28
data,1209592800000,11;4522;29
data,1209592800000,11;1279;30
data,1209592800000,11;2013;30
data,1209592800000,12;4580;30
data,1209592800000,12;3743;31
data,1209592800000,12;4610;31
data,1209592800000,12;4637;31
data,1209592800000,12;4642;32
data,1209592800000,12;4272;32
data,1209592800000,12;4674;32
data,1209592800000,12;4695;32
data,1209592800000,12;888;32
data,1209592800000,12;4729;32
data,1209592800000,12;4739;32
data,1209592800000,12;4754;33
data,1209592800000,12;971;33
data,1209592800000,12;4789;34
data,1209592800000,12;4814;34
data,1209592800000,12;4830;34
data,1209592800000,12;4837;34
data,1209592800000,12;2630;34
data,1209592800000,12;4100;35
data,1209592800000,12;4882;35
data,1209592800000,12;4887;35
data,1209592800000,12;3625;35
data,1209592800000,12;3415;36
data,1212271200000,12;4927;37
data,1285884000000,12;4947;37
data,1291158000000,12;842;37
data,1172703600000,12;3738;37
data,1185919200000,12;4986;37
data,1185919200000,12;210;37
data,1185919200000,12;5023;37
data,1185919200000,12;2427;37
data,1185919200000,13;5053;37
data,1185919200000,13;787;37
data,1201820400000,13;5076;37
data,1201820400000,13;229;37
data,1201820400000,13;5116;37
data,1207000800000,13;4891;37
data,1209592800000,13;4066;37
data,1220220000000,13;5162;37
data,1222812000000,13;3196;37
data,1225494000000,13;5192;37
data,1235862000000,13;5197;37
data,1238536800000,13;5230;37
data,1241128800000,13;3280;37
data,1243807200000,13;1623;37
data,1243807200000,13;5264;37
data,1243807200000,13;5287;37
data,1243807200000,13;5298;37
data,1243807200000,13;1664;37
data,1243807200000,13;5331;37
data,1243807200000,13;5333;37
data,1243807200000,13;5357;37
data,1243807200000,13;5369;37
data,1243807200000,13;5376;37
data,1243807200000,13;2435;37
data,1243807200000,13;5408;37
data,1243807200000,13;5424;37
data,1246399200000,13;5428;37
data,1249077600000,13;5444;37
data,1249077600000,13;5451;37
data,1262300400000,13;5471;37
data,1264978800000,13;334;37
data,1264978800000,13;5504;37
data,1264978800000,13;5527;37
data,1264978800000,13;5535;37
data,1264978800000,13;5551;37
data,1264978800000,13;5571;37
data,1264978800000,13;1505;37
data,1264978800000,13;1853;37
data,1264978800000,13;4349;37
data,1264978800000,13;5629;37
data,1264978800000,13;5645;37
data,1264978800000,13;5653;37
data,1264978800000,13;2879;37
data,1264978800000,13;3859;37
data,1264978800000,13;5691;37
data,1264978800000,13;4814;37
data,1264978800000,13;5708;37
data,1264978800000,13;3390;37
data,1264978800000,13;3379;37
data,1264978800000,13;720;38
data,1264978800000,13;5762;38
data,1264978800000,13;5778;38
data,1264978800000,13;5789;38
data,1264978800000,13;5805;38
data,1264978800000,13;1346;39
data,1264978800000,13;5839;39
data,1264978800000,13;5847;40
data,1264978800000,13;5861;40
data,1264978800000,13;5875;40
data,1264978800000,13;5895;40
data,1264978800000,13;664;40
data,1264978800000,13;4860;41
data,1264978800000,13;1312;41
data,1264978800000,13;5964;41
data,1264978800000,13;5971;41
data,1264978800000,13;4186;41
data,1264978800000,13;6006;41
data,1264978800000,13;6018;41
data,1264978800000,13;4497;41
data,1264978800000,13;1857;41
data,1264978800000,13;2655;41
data,1264978800000,13;4527;41
data,1264978800000,13;6074;41
data,1264978800000,13;3604;41
data,1264978800000,13;366;41
data,1264978800000,13;6106;42
data,1264978800000,13;6116;43
data,1264978800000,13;6125;44
data,1264978800000,13;2213;44
data,1264978800000,13;6159;45
data,1264978800000,13;4258;46
data,1264978800000,13;6192;46
data,1264978800000,13;6199;47
data,1264978800000,13;4570;47
data,1264978800000,13;6232;47
data,1264978800000,13;6240;47
data,1264978800000,13;3794;47
data,1264978800000,13;5975;47
data,1264978800000,13;5594;47
data,1264978800000,13;915;48
data,1264978800000,13;6302;48
data,1264978800000,13;6310;49
data,1264978800000,13;6329;49
data,1264978800000,13;2009;49
data,1264978800000,13;5123;49
data,1264978800000,13;6359;50
data,1264978800000,13;111;51
data,1264978800000,14;6386;52
data,1264978800000,14;501;52
data,1264978800000,14;6414;52
data,1264978800000,14;3819;52
data,1264978800000,14;6445;52
data,1264978800000,14;4722;52
data,1264978800000,14;6464;52
data,1264978800000,14;6477;52
data,1264978800000,14;6488;52
data,1264978800000,14;1597;52
data,1264978800000,14;2174;53
data,1264978800000,14;1613;53
data,1264978800000,14;6534;53
data,1264978800000,14;3298;53
data,1264978800000,14;1143;53
data,1264978800000,14;6575;54
data,1264978800000,14;4500;54
data,1264978800000,14;4000;55
data,1264978800000,14;5481;55
data,1264978800000,14;6620;56
data,1264978800000,14;2615;56
data,1264978800000,14;4479;56
data,1264978800000,14;6663;56
data,1264978800000,14;6679;56
data,1264978800000,15;6686;56
data,1264978800000,15;6700;56
data,1264978800000,15;4521;56
data,1264978800000,15;3219;56
data,1264978800000,15;78;56
data,1264978800000,16;4290;57
data,1264978800000,16;6766;57
data,1264978800000,16;6768;58
data,1264978800000,16;6123;58
data,1264978800000,16;1880;58
data,1264978800000,16;1335;58
data,1264978800000,16;513;59
data,1264978800000,16;6824;59
data,1264978800000,16;3907;59
data,1264978800000,16;4817;59
data,1264978800000,16;6875;59
data,1264978800000,16;6880;59
data,1264978800000,17;6896;59
data,1264978800000,17;4224;60
data,1264978800000,17;4744;60
data,1264978800000,17;5287;60
data,1264978800000,17;6942;60
data,1264978800000,17;1473;60
data,1264978800000,17;6965;61
data,1264978800000,17;666;61
data,1264978800000,17;6999;61
data,1264978800000,17;7007;61
data,1264978800000,17;5075;61
data,1264978800000,17;3794;61
data,1264978800000,18;979;62
data,1264978800000,18;7050;63
data,1264978800000,18;4434;64
data,1264978800000,18;7077;64
data,1264978800000,18;2594;64
data,1264978800000,18;529;64
data,1264978800000,18;5393;64
data,1264978800000,18;5311;64
data,1264978800000,18;6654;64
data,1264978800000,18;689;65
data,1264978800000,19;4100;66
data,1264978800000,19;7153;66
data,1264978800000,19;7162;66
data,1264978800000,19;7176;66
data,1264978800000,19;7186;66
data,1267398000000,19;7192;67
data,1267398000000,19;6777;67
data,1267398000000,19;1350;67
data,1267398000000,19;7220;67
data,1267398000000,19;1057;68
data,1267398000000,19;1594;68
data,1267398000000,19;6128;68
data,1267398000000,19;7258;68
data,1267398000000,19;253;69
data,1267398000000,19;7277;69
data,1267398000000,19;5230;69
data,1267398000000,19;7302;69
data,1270072800000,19;7304;70
data,1270072800000,19;3266;70
data,1272664800000,19;7332;70
data,1272664800000,19;4434;71
data,1272664800000,19;5722;71
data,1272664800000,19;5513;71
data,1272664800000,19;1555;71
data,1272664800000,19;7398;71
data,1272664800000,19;2539;71
data,1272664800000,19;1187;71
data,1272664800000,19;2013;71
data,1272664800000,19;7444;71
data,1272664800000,19;7459;71
data,1272664800000,19;1161;71
data,1272664800000,19;7483;71
data,1272664800000,19;7493;71
data,1272664800000,19;7499;71
data,1272664800000,19;5657;71
data,1272664800000,19;1069;71
data,1272664800000,19;7206;71
data,1272664800000,20;2559;71
data,1272664800000,20;7557;71
data,1272664800000,20;1953;71
data,1272664800000,20;6777;71
data,1272664800000,20;579;71
data,1272664800000,20;3311;71
data,1272664800000,20;2242;71
data,1272664800000,20;7616;71
data,1272664800000,20;2395;72
data,1272664800000,20;822;72
data,1272664800000,20;2034;73
data,1272664800000,20;411;74
data,1275343200000,20;1597;74
data,1275343200000,20;7681;74
data,1277935200000,20;5622;74
data,1277935200000,20;5605;74
data,1280613600000,20;7715;74
data,1280613600000,20;3111;74
data,1280613600000,20;7730;75
data,1280613600000,20;6329;75
data,1280613600000,20;5861;75
data,1280613600000,20;6464;75
data,1280613600000,20;7772;75
data,1280613600000,21;123;76
data,1280613600000,21;6612;76
data,1280613600000,21;7793;76
data,1280613600000,21;3662;77
data,1280613600000,21;7815;77
data,1280613600000,21;5287;77
data,1280613600000,21;7835;78
data,1283292000000,21;4668;78
data,1285884000000,21;2539;78
data,1285884000000,21;7870;78
data,1285884000000,21;2922;79
data,1285884000000,21;7885;80
data,1285884000000,21;925;81
data,1285884000000,21;3423;82
data,1285884000000,21;7911;83
data,1285884000000,21;7925;83
data,1285884000000,21;2763;83
data,1285884000000,21;3687;83
data,1285884000000,21;4808;83
data,1285884000000,21;187;84
data,1285884000000,21;1882;84
data,1285884000000,21;684;84
data,1285884000000,21;488;84
data,1285884000000,21;1549;85
data,1288566000000,21;1838;85
data,1288566000000,21;8005;86
data,1288566000000,21;8014;86
data,1288566000000,21;3134;86
data,1288566000000,21;8033;86
data,1288566000000,21;8047;86
data,1288566000000,21;3856;86
data,1288566000000,21;4131;87
data,1291158000000,21;939;87
data,1291158000000,21;3769;87
data,1291158000000,21;2435;88
data,1291158000000,21;8099;88
data,1291158000000,21;5205;88
data,1291158000000,21;8117;88
data,1291158000000,21;4360;88
data,1291158000000,21;8134;88
data,1291158000000,21;3872;88
data,1291158000000,21;5903;88
data,1291158000000,21;4596;89
data,1291158000000,21;8171;90
data,1291158000000,21;4182;91
data,1291158000000,21;8195;91
data,1291158000000,21;1391;91
data,1291158000000,22;5210;91
data,1291158000000,22;8218;92
data,1291158000000,22;4719;92
data,1291158000000,22;3853;93
data,1291158000000,22;5264;93
data,1291158000000,22;8263;94
data,1293836400000,22;8276;94
data,1293836400000,22;8291;94
data,1293836400000,22;5292;94
data,1293836400000,22;8304;95
data,1293836400000,22;8263;96
data,1293836400000,22;8320;96
data,1293836400000,22;8329;96
data,1293836400000,22;1350;96
data,1293836400000,22;8339;97
data,1293836400000,22;5647;97
data,1293836400000,22;4154;97
data,1293836400000,22;8367;98
data,1293836400000,22;8376;98
data,1293836400000,22;4517;99
data,1293836400000,22;8390;99
data,1293836400000,22;3477;99
data,1293836400000,22;3874;99
data,1293836400000,22;2247;99
data,1293836400000,22;3061;99
data,1296514800000,22;1866;99
data,1296514800000,22;2695;100
data,1298934000000,22;4775;100
data,1298934000000,22;8449;100
data,1298934000000,22;5647;100
data,1298934000000,23;109;100
data,1304596135526,23;346;100
data,1246399200000,23;8491;100
data,1246399200000,23;8503;100
data,1246399200000,23;3579;100
data,1246399200000,23;5264;100
data,1246399200000,23;6941;100
data,1246399200000,23;8364;100
data,1246399200000,23;7778;100
data,1246399200000,23;5064;100
data,1251756000000,24;8370;100
data,1251756000000,24;4712;100
data,1251756000000,24;7846;100
data,1251756000000,24;8304;101
data,1251756000000,24;4131;102
data,1251756000000,24;5068;102
data,1251756000000,24;7852;102
data,1254348000000,24;8603;102
data,1254348000000,24;8615;102
data,1254348000000,24;3517;102
data,1254348000000,24;1184;102
data,1254348000000,24;2400;102
data,1254348000000,24;4131;103
data,1257030000000,24;4131;104
data,1257030000000,24;4131;105
data,1257030000000,24;4131;106
data,1259622000000,24;4131;107
data,1212271200000,24;6482;107
data,1212271200000,24;8691;107
data,1212271200000,24;2348;107
data,1212271200000,24;7863;107
data,1212271200000,24;8715;107
data,1212271200000,24;5453;107
data,1212271200000,24;8734;107
data,1212271200000,24;1010;108
data,1212271200000,24;3082;108
data,1212271200000,24;8759;109
data,1212271200000,24;6204;110
data,1212271200000,24;8775;110
data,1212271200000,24;2663;111
data,1212271200000,24;5887;112
data,1212271200000,24;4205;113
data,1212271200000,24;90;113
data,1212271200000,24;8808;113
data,1212271200000,24;2986;114
data,1212271200000,24;6722;115
data,1212271200000,24;2818;115
data,1212271200000,24;3254;116
data,1212271200000,24;2517;117
data,1212271200000,24;1975;118
data,1212271200000,24;2843;119
data,1212271200000,24;8872;119
data,1212271200000,24;4778;120
data,1212271200000,24;5917;120
data,1212271200000,24;7583;120
data,1212271200000,24;8000;120
data,1212271200000,24;631;121
data,1212271200000,24;6160;122
data,1212271200000,24;5369;122
data,1212271200000,24;4339;123
data,1212271200000,24;2983;124
data,1212271200000,24;4987;125
data,1212271200000,24;356;126
data,1212271200000,24;8942;127
data,1212271200000,24;7574;127
data,1212271200000,24;8957;128
data,1212271200000,24;3859;128
data,1212271200000,24;8973;129
data,1212271200000,24;7318;130
data,1212271200000,24;3779;131
data,1212271200000,24;6968;132
data,1212271200000,24;4389;132
data,1212271200000,24;7208;133
data,1212271200000,24;2622;133
data,1214863200000,24;2909;133
data,1214863200000,24;2229;134
data,1214863200000,24;8311;134
data,1214863200000,24;4686;134
data,1214863200000,24;175;134
data,1217541600000,24;9072;134
data,1217541600000,24;3696;134
data,1217541600000,24;4551;134
data,1217541600000,24;2199;135
data,1217541600000,24;8203;135
data,1217541600000,24;4098;135
data,1217541600000,24;222;135
data,1217541600000,24;8111;136
data,1217541600000,24;9126;137
data,1217541600000,24;9132;137
data,1217541600000,24;5036;137
data,1217541600000,24;1439;137
data,1217541600000,24;7712;137
data,1217541600000,24;2400;138
data,1217541600000,24;6266;138
data,1217541600000,24;1135;138
data,1217541600000,24;9186;138
data,1217541600000,24;9205;138
data,1217541600000,24;7077;138
data,1217541600000,24;5716;138
data,1217541600000,24;9217;138
data,1217541600000,24;9223;138
data,1217541600000,24;6163;138
data,1217541600000,24;442;138
data,1217541600000,24;9234;138
data,1217541600000,24;1213;138
data,1217541600000,24;9252;138
data,1217541600000,24;3009;138
data,1217541600000,24;9266;138
data,1217541600000,24;9185;138
data,1217541600000,24;2008;139
data,1217541600000,24;6189;140
data,1217541600000,24;3223;140
data,1217541600000,24;7903;140
data,1217541600000,24;4524;140
data,1217541600000,24;9310;140
data,1217541600000,24;175;140
data,1217541600000,24;9324;140
data,1217541600000,25;3082;140
data,1217541600000,25;4646;140
data,1217541600000,26;9342;140
data,1217541600000,26;9348;140
data,1217541600000,26;444;140
data,1217541600000,26;9362;140
data,1217541600000,26;7476;140
data,1217541600000,26;7151;140
data,1217541600000,26;8602;140
data,1217541600000,26;5298;140
data,1217541600000,26;9400;140
data,1217541600000,26;9412;140
data,1217541600000,26;9424;140
data,1217541600000,26;9428;140
data,1217541600000,26;1016;140
data,1217541600000,26;7972;140
data,1217541600000,26;5076;140
data,1217541600000,26;9459;140
data,1217541600000,26;9461;140
data,1217541600000,26;9472;140
data,1217541600000,26;9476;141
data,1220220000000,26;6050;141
data,1304596176284,26;2514;141
data,1304596177553,26;9499;141
data,1304596187726,26;9506;141
data,1304596191912,26;833;141
data,1304596194417,26;3981;141
data,1304596197640,26;9519;141
data,1304596214214,26;5330;141
data,1304596215240,26;7212;141
data,1304596223989,26;9534;141
data,1304596226144,26;9538;141
data,1209592800000,26;8993;141
data,1209592800000,26;1653;142
data,1209592800000,26;9562;142
data,1209592800000,26;9115;142
data,1212271200000,26;8975;142
data,1214863200000,26;5631;143
data,1222812000000,26;9578;143
data,1228086000000,26;8713;143
data,1228086000000,26;8554;143
data,1275343200000,26;9594;143
data,1275343200000,26;9602;143
data,1277935200000,26;3013;143
data,1277935200000,26;9494;143
data,1277935200000,26;5274;143
data,1277935200000,26;5033;143
data,1277935200000,26;9640;143
data,1277935200000,26;1908;143
data,1277935200000,26;2674;143
data,1280613600000,26;3510;143
data,1280613600000,26;2167;143
data,1280613600000,26;2806;143
data,1280613600000,26;2004;143
data,1285884000000,26;656;143
data,1285884000000,26;2724;143
data,1285884000000,26;5763;143
data,1285884000000,26;1946;143
data,1285884000000,26;6266;143
data,1285884000000,26;2879;143
data,1285884000000,26;938;143
data,1285884000000,26;8158;143
data,1285884000000,26;9544;143
data,1285884000000,26;5568;143
data,1285884000000,26;8020;143
data,1285884000000,26;1013;143
data,1285884000000,26;41;143
data,1285884000000,26;6805;143
data,1285884000000,26;8430;143
data,1285884000000,26;9535;143
data,1285884000000,26;9760;143
data,1285884000000,26;8445;143
data,1285884000000,26;8409;143
data,1285884000000,26;9776;143
data,1285884000000,26;1416;143
data,1285884000000,26;3409;143
data,1288566000000,26;8308;143
data,1288566000000,26;5647;143
data,1288566000000,26;2634;143
data,1288566000000,26;5946;143
data,1288566000000,26;3582;143
data,1288566000000,26;9809;143
data,1288566000000,26;9813;143
data,1288566000000,26;4833;143
data,1288566000000,26;8749;143
data,1291158000000,26;876;143
data,1291158000000,26;9562;143
data,1291158000000,26;9838;143
data,1291158000000,26;9848;143
data,1291158000000,26;446;143
data,1293836400000,26;9863;143
data,1293836400000,26;6805;143
data,1296514800000,26;5577;143
data,1296514800000,26;7202;144
data,1298934000000,26;9886;144
data,1304596239074,26;5527;144
data,1304596242695,26;8946;144
data,1304596260969,26;7524;144
data,1304596272248,26;9908;144
data,1304596273351,26;7275;144
data,1157061600000,26;9923;144
data,1157061600000,26;787;144
data,1157061600000,26;9594;144
data,1157061600000,26;2308;144
data,1157061600000,26;816;144
data,1157061600000,26;9947;144
data,1157061600000,26;9951;144
data,1157061600000,26;9602;144
data,1157061600000,26;9077;144
data,1157061600000,26;9685;144
data,1157061600000,26;6718;144
data,1157061600000,26;7734;144
data,1157061600000,26;9989;144
data,1157061600000,26;2348;144
data,1157061600000,26;2616;144
data,1157061600000,26;10008;144
data,1157061600000,26;1082;144
data,1157061600000,26;153;144
data,1157061600000,26;10025;144
data,1164927600000,26;8895;144
data,1164927600000,26;7950;145
data,1267398000000,26;10032;146
data,1285884000000,26;3197;146
data,1288566000000,26;7985;146
data,1249077600000,26;1994;146
data,1249077600000,26;7077;146
data,1249077600000,26;2395;146
data,1249077600000,26;2973;146
data,1249077600000,26;8615;146
data,1249077600000,26;9083;146
data,1249077600000,26;1161;146
data,1249077600000,26;8759;146
data,1249077600000,26;6328;146
data,1249077600000,26;8655;146
data,1249077600000,26;5423;146
data,1249077600000,26;3852;147
data,1249077600000,26;5304;147
data,1249077600000,26;10108;147
data,1249077600000,26;7389;147
data,1249077600000,26;2555;147
data,1249077600000,26;7321;147
data,1249077600000,26;9320;147
data,1249077600000,26;460;147
data,1249077600000,26;3558;147
data,1249077600000,26;10141;147
data,1249077600000,26;2435;147
data,1249077600000,26;1772;147
data,1249077600000,27;7687;147
data,1249077600000,27;596;147
data,1249077600000,27;7721;147
data,1249077600000,27;8780;147
data,1251756000000,27;10174;147
data,1264978800000,27;5479;147
data,1199142000000,28;3390;147
data,1199142000000,28;2822;147
data,1199142000000,28;6246;147
data,1199142000000,28;10199;147
data,1199142000000,28;7864;147
data,1199142000000,28;4377;147
data,1199142000000,28;10213;147
data,1199142000000,28;3923;147
data,1199142000000,28;9166;147
data,1199142000000,28;10225;147
data,1201820400000,28;10232;147
data,1228086000000,28;9195;147
data,1228086000000,28;4378;147
data,1228086000000,28;5330;147
data,1228086000000,28;1669;147
data,1228086000000,28;397;147
data,1228086000000,28;10165;147
data,1228086000000,28;1767;147
data,1228086000000,28;3206;147
data,1228086000000,28;4162;147
data,1228086000000,28;10281;147
data,1243807200000,28;5405;147
data,1243807200000,28;1234;147
data,1257030000000,28;3374;147
data,1257030000000,28;878;147
data,1257030000000,28;2142;147
data,1257030000000,28;10298;147
data,1257030000000,28;1504;147
data,1267398000000,28;9521;147
data,1272664800000,28;5264;147
data,1275343200000,28;10318;147
data,1275343200000,28;7631;147
data,1214863200000,28;5642;148
data,1214863200000,28;5642;149
data,1214863200000,28;10159;149
data,1217541600000,28;10341;149
data,1217541600000,28;1904;150
data,1217541600000,28;8243;151
data,1217541600000,28;5642;152
data,1217541600000,28;7419;153
data,1217541600000,28;4580;154
data,1217541600000,28;10360;154
data,1217541600000,28;10364;154
data,1217541600000,28;3803;155
data,1220220000000,28;5890;155
data,1220220000000,28;2416;155
data,1220220000000,28;1025;155
data,1222812000000,28;2498;156
data,1228086000000,28;8243;157
data,1230764400000,28;4580;158
data,1230764400000,28;9077;158
data,1230764400000,28;2013;158
data,1235862000000,28;8243;159
data,1235862000000,28;9881;160
data,1246399200000,28;2787;160
data,1246399200000,28;10422;161
data,1233442800000,28;9717;161
data,1233442800000,28;2435;162
data,1233442800000,28;10440;162
data,1233442800000,28;2214;162
data,1233442800000,28;446;162
data,1233442800000,28;709;162
data,1233442800000,28;4916;162
data,1233442800000,28;2174;162
data,1233442800000,28;9722;162
data,1233442800000,28;10461;162
data,1233442800000,28;10463;162
data,1233442800000,28;7950;162
data,1233442800000,28;10470;162
data,1262300400000,28;2039;162
data,1277935200000,28;3068;162
data,1280613600000,28;9224;162
data,1293836400000,29;6143;162
data,1209592800000,29;10494;162
data,1212271200000,29;5559;162
data,1212271200000,29;10504;162
data,1212271200000,29;10505;162
data,1212271200000,29;3161;162
data,1214863200000,29;10513;162
data,1222812000000,29;9424;162
data,1222812000000,29;7194;162
data,1222812000000,29;5942;162
data,1222812000000,29;3551;162
data,1222812000000,29;8442;162
data,1222812000000,29;10454;162
data,1225494000000,29;10547;162
data,1225494000000,29;8308;162
data,1225494000000,30;10552;162
data,1225494000000,30;9720;162
data,1283292000000,30;2313;162
data,1283292000000,30;6321;162
data,1283292000000,30;4486;162
data,1283292000000,30;10565;162
data,1283292000000,30;1832;162
data,1291158000000,30;4982;162
data,1291158000000,30;10582;162
data,1291158000000,30;3483;162
data,1291158000000,30;1757;162
data,1291158000000,30;10594;162
data,1291158000000,30;10597;162
data,1293836400000,30;1525;163
data,1293836400000,30;6950;164
data,1293836400000,30;1525;165
data,1296514800000,30;7151;166
data,1296514800000,30;236;167
data,1296514800000,31;1274;168
data,1296514800000,31;5106;168
data,1296514800000,31;6950;169
data,1296514800000,31;9476;170
data,1296514800000,31;6533;171
