New Run at  10/31/2017 20:28:11
, Time, RandomReward; UniformAdTSReward, ClusterID;UserID;UniformAdTSModelUsed,
data,1288566000000,16;6466;103,14;87
data,1288566000000,16;2368;104,14;87
data,1288566000000,16;4467;104,14;87
data,1288566000000,16;6506;104,14;87
data,1288566000000,16;4479;105,14;87
data,1288566000000,17;1032;106,14;87
data,1288566000000,17;4392;107,14;87
data,1288566000000,17;5553;108,14;87
data,1288566000000,17;6544;109,14;87
data,1288566000000,17;2603;109,14;87
data,1288566000000,17;6569;110,14;87
data,1288566000000,17;4972;110,14;87
data,1288566000000,17;4494;111,14;87
data,1288566000000,17;6605;112,14;87
data,1288566000000,17;2488;112,14;87
data,1288566000000,17;918;112,14;87
data,1288566000000,17;1332;113,14;87
data,1288566000000,17;6662;113,14;87
data,1288566000000,18;6666;113,14;87
data,1288566000000,18;5791;113,14;87
data,1288566000000,18;6693;113,14;87
data,1288566000000,18;6698;114,14;87
data,1288566000000,18;3163;114,14;87
data,1288566000000,18;6728;115,14;87
data,1288566000000,18;4399;115,14;87
data,1288566000000,18;6109;115,14;87
data,1288566000000,18;1491;116,14;87
data,1288566000000,18;6786;116,14;87
data,1288566000000,18;6787;117,14;87
data,1288566000000,18;50;118,14;87
data,1288566000000,18;3431;118,14;87
data,1288566000000,18;2401;118,14;87
data,1288566000000,18;6834;118,14;87
data,1288566000000,18;2113;118,14;87
data,1288566000000,18;3842;118,14;87
data,1288566000000,18;6856;119,14;87
data,1288566000000,18;5359;119,14;87
data,1288566000000,18;1608;119,14;87
data,1288566000000,18;6901;119,14;87
data,1288566000000,18;6906;119,14;87
data,1288566000000,18;6919;119,14;87
data,1288566000000,18;5976;119,14;87
data,1288566000000,18;1929;120,14;87
data,1288566000000,18;6962;120,14;87
data,1288566000000,18;6963;121,14;87
data,1288566000000,18;6210;121,14;87
data,1288566000000,18;5566;122,14;87
data,1288566000000,18;7006;122,14;87
data,1288566000000,18;1787;122,14;87
data,1288566000000,19;7034;122,14;87
data,1288566000000,19;5906;122,14;87
data,1288566000000,19;4356;122,14;87
data,1288566000000,19;5518;123,14;87
data,1288566000000,19;1468;124,14;87
data,1288566000000,19;7090;125,14;87
data,1288566000000,19;6075;125,14;87
data,1288566000000,19;7112;126,14;87
data,1288566000000,19;2999;126,14;87
data,1288566000000,19;5232;126,14;87
data,1288566000000,19;776;127,14;87
data,1288566000000,19;3742;127,14;87
data,1288566000000,19;3482;127,14;87
data,1288566000000,19;7184;127,14;87
data,1288566000000,19;7198;127,14;87
data,1288566000000,19;3580;128,14;87
data,1288566000000,19;7212;129,14;87
data,1288566000000,19;5053;129,14;87
data,1288566000000,19;7243;129,14;87
data,1288566000000,19;3746;130,14;87
data,1288566000000,19;7277;130,14;87
data,1288566000000,19;5291;131,14;87
data,1288566000000,19;7294;131,14;87
data,1288566000000,19;1009;132,14;87
data,1288566000000,19;5379;132,14;87
data,1288566000000,19;4649;132,14;87
data,1288566000000,19;2799;133,14;87
data,1288566000000,19;7345;133,14;87
data,1288566000000,20;7367;133,14;87
data,1288566000000,20;633;133,14;87
data,1288566000000,20;6039;133,14;87
data,1288566000000,20;475;133,14;87
data,1288566000000,20;7403;133,14;87
data,1288566000000,20;7407;133,14;87
data,1288566000000,20;2337;133,14;87
data,1288566000000,20;7431;134,14;87
data,1288566000000,20;7453;134,14;87
data,1288566000000,20;3652;135,14;87
data,1288566000000,21;2602;135,14;87
data,1288566000000,21;273;136,14;87
data,1288566000000,21;1516;137,14;87
data,1288566000000,21;7499;137,14;87
data,1288566000000,21;7506;138,14;87
data,1288566000000,22;7515;139,14;87
data,1288566000000,22;359;139,14;87
data,1288566000000,22;7536;139,14;87
data,1288566000000,22;4467;139,14;87
data,1288566000000,22;7550;140,14;87
data,1288566000000,22;5528;140,14;87
data,1288566000000,22;7574;141,14;87
data,1288566000000,22;7586;141,14;87
data,1288566000000,22;7598;142,14;87
data,1288566000000,22;4715;142,14;87
data,1291158000000,22;7618;143,14;87
data,1291158000000,22;6728;144,14;87
data,1291158000000,22;4609;145,14;87
data,1291158000000,22;1667;145,14;87
data,1291158000000,22;781;145,14;87
data,1291158000000,22;6837;146,14;87
data,1291158000000,22;1712;147,14;87
data,1291158000000,22;4674;148,14;87
data,1291158000000,22;7699;149,14;87
data,1291158000000,22;7715;149,14;87
data,1291158000000,22;7090;150,14;87
data,1291158000000,22;5066;150,14;87
data,1291158000000,22;3780;150,14;87
data,1291158000000,22;7760;150,14;87
data,1291158000000,22;1332;151,14;87
data,1291158000000,22;7777;152,14;87
data,1291158000000,22;6171;152,14;87
data,1291158000000,22;200;153,14;87
data,1291158000000,22;7811;153,14;87
data,1291158000000,22;3746;154,14;87
data,1291158000000,22;3834;155,14;87
data,1291158000000,22;7830;156,14;87
data,1291158000000,23;7840;157,14;87
data,1291158000000,23;7863;157,14;87
data,1291158000000,23;7865;158,14;87
data,1291158000000,23;4995;158,14;87
data,1291158000000,23;7890;158,14;87
data,1293836400000,23;5380;158,14;87
data,1293836400000,23;3675;158,14;87
data,1293836400000,23;7916;159,14;87
data,1293836400000,23;4597;159,14;87
data,1293836400000,23;7937;159,14;87
data,1293836400000,23;5573;159,14;87
data,1293836400000,23;4257;159,14;87
data,1293836400000,23;4753;160,14;87
data,1298934000000,23;7978;160,14;87
data,1298934000000,23;6296;160,14;87
data,1298934000000,23;7987;161,14;87
data,1298934000000,23;475;161,14;87
data,1298934000000,23;3834;162,14;87
data,1298934000000,23;1485;162,14;87
data,1304685894582,23;4399;162,14;87
data,1304685894554,23;3250;162,14;87
data,1304685901631,23;4613;162,14;87
data,1304685901600,23;8046;162,14;87
data,1304685903263,23;8052;163,14;87
data,1304685903276,23;3140;163,14;87
data,1304685907430,23;8065;164,14;87
data,1285884000000,23;8077;164,14;91
data,1285884000000,23;8084;165,14;91
data,1285884000000,23;8099;165,14;91
data,1285884000000,23;3799;165,14;91
data,1285884000000,23;1332;165,14;91
data,1249077600000,23;8124;166,14;157
data,1249077600000,23;1487;167,14;157
data,1249077600000,23;3163;168,14;157
data,1249077600000,23;2726;169,14;157
data,1249077600000,23;3997;170,14;157
data,1249077600000,23;3834;171,14;157
data,1249077600000,23;539;172,14;157
data,1249077600000,23;708;173,14;157
data,1249077600000,23;1929;174,14;157
data,1249077600000,23;3652;175,14;157
data,1249077600000,23;8201;175,14;157
data,1249077600000,23;4479;176,14;157
data,1249077600000,23;6963;177,14;157
data,1249077600000,23;7407;178,14;157
data,1249077600000,23;1516;179,14;157
data,1249077600000,23;5213;179,14;157
data,1249077600000,23;3617;180,14;157
data,1249077600000,23;8256;181,14;157
data,1249077600000,23;7212;182,14;157
data,1249077600000,23;2113;183,14;157
data,1249077600000,23;8278;184,14;157
data,1249077600000,23;8286;185,14;157
data,1249077600000,23;5518;186,14;157
data,1249077600000,23;5873;187,14;157
data,1249077600000,23;8319;188,14;157
data,1249077600000,23;1885;189,14;157
data,1249077600000,24;5232;190,14;157
data,1249077600000,24;7978;191,14;157
data,1249077600000,25;3225;192,14;157
data,1249077600000,25;3742;193,14;157
data,1249077600000,25;2989;194,14;157
data,1249077600000,25;8380;195,14;157
data,1249077600000,25;4872;196,14;157
data,1249077600000,25;894;197,14;157
data,1249077600000,25;6007;198,14;157
data,1228086000000,25;1446;198,14;166
data,1228086000000,25;6728;199,14;166
data,1228086000000,25;3417;200,14;166
data,1228086000000,25;2113;201,14;166
data,1228086000000,25;248;202,14;166
data,1228086000000,25;3652;203,14;166
data,1228086000000,25;753;204,14;166
data,1228086000000,25;1885;205,14;166
data,1228086000000,25;3700;206,14;166
data,1228086000000,25;4494;207,14;166
data,1228086000000,25;3673;208,14;166
data,1228086000000,25;2144;209,14;166
data,1228086000000,25;6168;210,14;166
data,1228086000000,25;8286;211,14;166
data,1228086000000,25;3746;212,14;166
data,1228086000000,25;8201;213,14;166
data,1228086000000,26;776;214,14;166
data,1228086000000,26;8319;214,14;166
data,1228086000000,26;1354;214,14;166
data,1228086000000,26;3041;215,14;166
data,1228086000000,26;8556;216,14;166
data,1230764400000,26;8052;216,14;166
data,1238536800000,26;3311;216,14;166
data,1238536800000,26;3834;217,14;166
data,1280613600000,26;8591;217,14;166
data,1280613600000,27;8592;218,14;166
data,1280613600000,27;776;219,14;166
data,1280613600000,27;3417;220,14;166
data,1280613600000,27;2989;221,14;166
data,1280613600000,28;5359;221,14;166
data,1280613600000,28;1797;222,14;166
data,1280613600000,28;7539;222,14;166
data,1280613600000,28;4841;223,14;166
data,1277935200000,28;8651;223,14;286
data,1275343200000,29;1144;224,14;654
data,1275343200000,29;8675;224,14;654
data,1275343200000,29;1204;224,14;654
data,1251756000000,29;7878;224,14;923
data,1251756000000,30;4079;224,14;923
data,1251756000000,30;7935;225,14;923
data,1251756000000,30;2816;226,14;923
data,1251756000000,30;4083;226,14;923
data,1251756000000,30;8722;226,14;923
data,1251756000000,30;7431;226,14;923
data,1251756000000,30;6168;227,14;923
data,1251756000000,30;3025;227,14;923
data,1251756000000,30;8669;228,14;923
data,1251756000000,30;3765;229,14;923
data,1251756000000,30;7157;229,14;923
data,1251756000000,30;8769;229,14;923
data,1251756000000,30;2368;230,14;923
data,1251756000000,30;5605;230,14;923
data,1251756000000,30;8790;231,14;923
data,1251756000000,30;3574;231,14;923
data,1251756000000,30;6118;232,14;923
data,1251756000000,30;3765;233,14;923
data,1251756000000,30;6130;234,14;923
data,1251756000000,30;1516;234,14;923
data,1251756000000,30;8838;235,14;923
data,1251756000000,30;2726;235,14;923
data,1251756000000,30;8849;235,14;923
data,1251756000000,30;1520;235,14;923
data,1251756000000,30;8337;236,14;923
data,1251756000000,30;8875;236,14;923
data,1251756000000,30;7935;237,14;923
data,1254348000000,30;3834;238,14;923
data,1254348000000,30;5372;238,14;923
data,1254348000000,30;4841;239,14;923
data,1254348000000,30;8545;239,14;923
data,1254348000000,30;7431;239,14;923
data,1254348000000,30;3471;240,14;923
data,1254348000000,30;7978;240,14;923
data,1254348000000,30;1082;240,14;923
data,1254348000000,30;6754;240,14;923
data,1254348000000,30;3924;241,14;923
data,1254348000000,30;2144;242,14;923
data,1254348000000,30;1491;243,14;923
data,1254348000000,30;3019;244,14;923
data,1254348000000,30;633;245,14;923
data,1254348000000,30;4872;245,14;923
data,1254348000000,30;7134;246,14;923
data,1254348000000,30;2427;246,14;923
data,1254348000000,30;3163;246,14;923
data,1254348000000,30;2603;246,14;923
data,1254348000000,30;3862;246,14;923
data,1254348000000,30;9043;246,14;923
data,1254348000000,30;1144;247,14;923
data,1254348000000,30;8838;248,14;923
data,1254348000000,30;9070;248,14;923
data,1254348000000,30;5380;249,14;923
data,1254348000000,30;9088;249,14;923
data,1254348000000,30;4001;250,14;923
data,1254348000000,30;7935;251,14;923
data,1254348000000,30;2101;252,14;923
data,1254348000000,30;2368;253,14;923
data,1254348000000,30;6130;254,14;923
data,1254348000000,30;3746;255,14;923
data,1254348000000,30;505;256,14;923
data,1254348000000,30;8114;257,14;923
data,1257030000000,30;3765;258,14;923
data,1257030000000,31;6746;258,14;923
data,1257030000000,31;3243;259,14;923
data,1257030000000,32;9167;259,14;923
data,1257030000000,32;1556;259,14;923
data,1257030000000,32;5052;260,14;923
data,1257030000000,32;4467;261,14;923
data,1257030000000,32;9183;262,14;923
data,1257030000000,32;6856;262,14;923
data,1257030000000,32;7243;262,14;923
data,1257030000000,32;812;263,14;923
data,1257030000000,32;9209;263,14;923
data,1257030000000,32;3502;263,14;923
data,1257030000000,32;2175;263,14;923
data,1257030000000,32;848;264,14;923
data,1257030000000,32;2410;264,14;923
data,1257030000000,32;9235;265,14;923
data,1257030000000,32;9238;265,14;923
data,1257030000000,32;6919;266,14;923
data,1257030000000,32;1237;266,14;923
data,1257030000000,32;9263;266,14;923
data,1259622000000,32;4714;266,14;923
data,1259622000000,32;781;267,14;923
data,1259622000000,32;9278;268,14;923
data,1259622000000,32;1491;269,14;923
data,1259622000000,32;5041;270,14;923
data,1259622000000,32;5701;271,14;923
data,1259622000000,32;7660;271,14;923
data,1259622000000,32;753;272,14;923
data,1259622000000,32;5380;273,14;923
data,1259622000000,32;753;274,14;923
data,1259622000000,32;1712;275,14;923
data,1259622000000,32;9260;275,14;923
data,1259622000000,32;6838;275,14;923
data,1259622000000,32;9337;276,14;923
data,1259622000000,32;3417;277,14;923
data,1259622000000,32;2190;278,14;923
data,1259622000000,32;1522;278,14;923
data,1259622000000,32;9030;279,14;923
data,1259622000000,32;3328;280,14;923
data,1259622000000,32;3700;281,14;923
data,1259622000000,32;9183;282,14;923
data,1259622000000,32;9030;283,14;923
data,1259622000000,32;1481;284,14;923
data,1259622000000,32;9411;284,14;923
data,1259622000000,32;2825;284,14;923
data,1259622000000,32;5052;285,14;923
data,1259622000000,32;466;286,14;923
data,1259622000000,32;9435;286,14;923
data,1259622000000,32;4167;286,14;923
data,1262300400000,32;746;286,14;923
data,1262300400000,32;1440;286,14;923
data,1262300400000,32;6096;287,14;923
data,1262300400000,32;9468;287,14;923
data,1262300400000,32;9471;287,14;923
data,1262300400000,32;248;288,14;923
data,1262300400000,32;8114;289,14;923
data,1262300400000,32;1491;290,14;923
data,1262300400000,32;7336;290,14;923
data,1262300400000,32;222;290,14;923
data,1262300400000,32;612;291,14;923
data,1262300400000,32;2508;291,14;923
data,1262300400000,32;9522;292,14;923
data,1262300400000,32;2530;292,14;923
data,1262300400000,32;5367;293,14;923
data,1262300400000,32;129;294,14;923
data,1262300400000,32;1516;294,14;923
data,1262300400000,32;7618;295,14;923
data,1262300400000,32;916;296,14;923
data,1262300400000,32;3924;297,14;923
data,1262300400000,32;5854;298,14;923
data,1262300400000,32;7987;299,14;923
data,1262300400000,32;3765;300,14;923
data,1262300400000,32;9030;301,14;923
data,1262300400000,32;6698;301,14;923
data,1262300400000,32;3872;302,14;923
data,1262300400000,32;7098;302,14;923
data,1262300400000,32;9235;303,14;923
data,1262300400000,32;1797;304,14;923
data,1262300400000,32;7598;305,14;923
data,1262300400000,32;5380;306,14;923
data,1262300400000,32;359;306,14;923
data,1262300400000,32;9653;307,14;923
data,1262300400000,32;6544;308,14;923
data,1262300400000,32;5213;308,14;923
data,1262300400000,32;2190;309,14;923
data,1262300400000,32;9678;309,14;923
data,1262300400000,32;869;310,14;923
data,1264978800000,32;4299;310,14;923
data,1264978800000,32;1974;310,14;923
data,1264978800000,32;812;311,14;923
data,1264978800000,32;4871;312,14;923
