New Run at  10/31/2017 20:28:11
, Time, RandomReward; UniformAdTSReward, ClusterID;UserID;UniformAdTSModelUsed,
data,1304598192310,85;8678;1008,44;154
data,1304598192204,85;1354;1008,44;154
data,1304598192239,85;4399;1008,44;154
data,1304598194797,86;4715;1008,44;154
data,1304598195699,86;7975;1008,44;154
data,1304598195478,86;4163;1008,44;154
data,1304598195525,86;10229;1008,44;154
data,1304598195633,86;4455;1008,44;154
data,1304598199407,86;2910;1008,44;154
data,1304598199495,86;6007;1008,44;154
data,1304598199341,86;6727;1008,44;154
data,1304598199549,86;7811;1008,44;154
data,1304598202073,86;4494;1008,44;154
data,1304598204028,86;948;1008,44;154
data,1304598206259,86;9158;1008,44;154
data,1304598208161,86;7034;1008,44;154
data,1304598209705,86;11686;1009,44;154
data,1304598209435,86;10118;1009,44;154
data,1304598210325,86;2307;1009,44;154
data,1304598210263,86;1446;1009,44;154
data,1304598212761,86;9817;1009,44;154
data,1272664800000,86;5041;1010,44;214
data,1272664800000,86;248;1010,44;214
data,1272664800000,86;5041;1011,44;214
data,1272664800000,86;5518;1011,44;214
data,1272664800000,86;612;1011,44;214
data,1272664800000,86;5041;1012,44;214
data,1272664800000,86;539;1012,44;214
data,1272664800000,86;4964;1012,44;214
data,1272664800000,86;5041;1013,44;214
data,1283292000000,86;2221;1013,44;214
data,1285884000000,86;5380;1013,44;214
data,1285884000000,86;5041;1014,44;214
data,1285884000000,86;5638;1014,44;214
data,1285884000000,86;5041;1015,44;214
data,1285884000000,86;5041;1016,44;214
data,1285884000000,86;5041;1017,44;214
data,1285884000000,86;432;1017,44;214
data,1285884000000,86;9762;1017,44;214
data,1285884000000,86;5041;1018,44;214
data,1285884000000,86;7591;1018,44;214
data,1285884000000,86;1885;1019,44;214
data,1285884000000,86;6491;1019,44;214
data,1285884000000,86;1308;1019,44;214
data,1285884000000,86;5854;1020,44;214
data,1288566000000,86;5041;1021,44;214
data,1288566000000,86;3881;1022,44;214
data,1288566000000,86;5380;1022,44;214
data,1288566000000,86;5041;1023,44;214
data,1288566000000,86;11641;1024,44;214
data,1288566000000,86;11788;1024,44;214
data,1288566000000,86;10051;1024,44;214
data,1288566000000,86;5041;1025,44;214
data,1288566000000,86;1797;1026,44;214
data,1288566000000,86;9043;1026,44;214
data,1288566000000,86;6248;1026,44;214
data,1288566000000,86;5041;1027,44;214
data,1288566000000,86;786;1027,44;214
data,1291158000000,86;3117;1027,44;214
data,1291158000000,86;776;1027,44;214
data,1291158000000,86;3096;1027,44;214
data,1233442800000,86;5713;1027,44;223
data,1233442800000,86;10256;1028,44;223
data,1233442800000,86;1929;1028,44;223
data,1233442800000,87;4871;1029,44;223
data,1233442800000,87;8678;1029,44;223
data,1233442800000,87;4662;1029,44;223
data,1233442800000,87;3138;1030,44;223
data,1233442800000,88;8771;1030,44;223
data,1233442800000,89;3765;1031,44;223
data,1233442800000,89;3567;1031,44;223
data,1233442800000,89;4833;1031,44;223
data,1233442800000,89;3635;1031,44;223
data,1233442800000,89;6218;1031,44;223
data,1235862000000,89;9762;1032,44;223
data,1235862000000,89;7506;1033,44;223
data,1235862000000,89;4594;1033,44;223
data,1235862000000,89;6544;1033,44;223
data,1235862000000,90;12087;1033,44;223
data,1238536800000,90;5041;1034,44;223
data,1238536800000,90;9151;1035,44;223
data,1238536800000,90;8838;1035,44;223
data,1238536800000,91;9209;1035,44;223
data,1238536800000,91;9278;1036,44;223
data,1238536800000,91;4971;1036,44;223
data,1238536800000,91;5566;1037,44;223
data,1238536800000,91;8669;1038,44;223
data,1238536800000,91;10256;1039,44;223
data,1238536800000,92;4077;1039,44;223
data,1238536800000,92;4841;1040,44;223
data,1238536800000,92;5041;1041,44;223
data,1238536800000,92;9954;1041,44;223
data,1238536800000,92;4209;1041,44;223
data,1238536800000,92;9263;1042,44;223
data,1238536800000,92;12321;1042,44;223
data,1238536800000,92;9278;1043,44;223
data,1238536800000,92;9411;1043,44;223
data,1241128800000,92;5917;1043,44;223
data,1241128800000,92;2144;1043,44;223
data,1241128800000,92;4155;1044,44;223
data,1243807200000,92;8669;1045,44;223
data,1243807200000,92;2959;1046,44;223
data,1243807200000,92;7125;1046,44;223
data,1243807200000,92;5605;1047,44;223
data,1243807200000,92;6171;1047,44;223
data,1243807200000,92;4038;1047,44;223
data,1243807200000,92;1797;1048,44;223
data,1246399200000,92;5638;1048,44;223
data,1246399200000,92;8669;1049,44;223
data,1246399200000,92;8669;1050,44;223
data,1246399200000,92;3117;1051,44;223
data,1246399200000,92;3834;1051,44;223
data,1246399200000,92;248;1051,44;223
data,1246399200000,92;4494;1051,44;223
data,1246399200000,92;9278;1052,44;223
data,1249077600000,92;1651;1052,44;223
data,1249077600000,92;8552;1053,44;223
data,1249077600000,92;1363;1053,44;223
data,1249077600000,93;4964;1054,44;223
data,1249077600000,93;3138;1055,44;223
data,1249077600000,93;7212;1055,44;223
data,1249077600000,93;4841;1056,44;223
data,1249077600000,93;4841;1057,44;223
data,1249077600000,93;2452;1057,44;223
data,1249077600000,93;4001;1058,44;223
data,1249077600000,93;10255;1058,44;223
data,1249077600000,93;3019;1059,44;223
data,1249077600000,93;7682;1059,44;223
data,1249077600000,93;5459;1059,44;223
data,1249077600000,93;967;1059,44;223
data,1249077600000,93;8552;1060,44;223
data,1249077600000,93;102;1061,44;223
data,1249077600000,93;3002;1062,44;223
data,1251756000000,93;5380;1062,44;223
data,1251756000000,93;11430;1062,44;223
data,1251756000000,93;3881;1063,44;223
data,1251756000000,93;6746;1064,44;223
data,1251756000000,94;3746;1064,44;223
data,1251756000000,94;5730;1064,44;223
data,1251756000000,94;4270;1064,44;223
data,1251756000000,94;2603;1064,44;223
data,1251756000000,94;1516;1064,44;223
data,1251756000000,94;3645;1064,44;223
data,1251756000000,95;3437;1064,44;223
data,1251756000000,95;6067;1064,44;223
data,1251756000000,95;2959;1065,44;223
data,1251756000000,95;2851;1065,44;223
data,1251756000000,95;8849;1065,44;223
data,1251756000000,95;1797;1066,44;223
data,1251756000000,95;5854;1067,44;223
data,1251756000000,95;6121;1067,44;223
data,1251756000000,95;466;1068,44;223
data,1251756000000,95;6746;1069,44;223
data,1254348000000,95;8556;1069,44;223
data,1254348000000,95;8376;1069,44;223
data,1254348000000,95;7614;1070,44;223
data,1254348000000,96;3002;1071,44;223
data,1254348000000,96;8201;1071,44;223
data,1254348000000,96;2847;1072,44;223
data,1254348000000,96;4877;1072,44;223
data,1254348000000,96;1819;1072,44;223
data,1254348000000,96;8677;1072,44;223
data,1254348000000,96;11644;1072,44;223
data,1254348000000,96;440;1072,44;223
data,1254348000000,96;3998;1072,44;223
data,1254348000000,96;6771;1072,44;223
data,1254348000000,96;5232;1072,44;223
data,1254348000000,96;9278;1073,44;223
data,1254348000000,96;9362;1073,44;223
data,1254348000000,96;7745;1073,44;223
data,1254348000000,96;9762;1074,44;223
data,1254348000000,96;245;1074,44;223
data,1254348000000,96;9837;1074,44;223
data,1254348000000,96;9263;1075,44;223
data,1254348000000,96;2359;1075,44;223
data,1254348000000,96;7924;1075,44;223
data,1254348000000,96;1974;1075,44;223
data,1254348000000,96;9278;1076,44;223
data,1257030000000,96;466;1077,44;223
data,1257030000000,96;9278;1078,44;223
data,1257030000000,96;4358;1079,44;223
data,1257030000000,96;1594;1079,44;223
data,1257030000000,96;2580;1079,44;223
data,1257030000000,97;3502;1079,44;223
data,1257030000000,97;5854;1080,44;223
data,1257030000000,97;7506;1081,44;223
data,1257030000000,97;11891;1081,44;223
data,1257030000000,97;6130;1082,44;223
data,1257030000000,97;3117;1083,44;223
data,1257030000000,97;1869;1084,44;223
data,1257030000000,97;10289;1084,44;223
data,1257030000000,97;9928;1084,44;223
data,1257030000000,97;1204;1084,44;223
data,1257030000000,97;5016;1084,44;223
data,1259622000000,97;2817;1084,44;223
data,1259622000000,97;4181;1084,44;223
data,1259622000000,97;4924;1084,44;223
data,1259622000000,97;4971;1084,44;223
data,1259622000000,97;2299;1084,44;223
data,1259622000000,97;2175;1084,44;223
data,1259622000000,97;12006;1085,44;223
data,1259622000000,97;4642;1085,44;223
data,1259622000000,97;505;1085,44;223
data,1259622000000,97;4052;1085,44;223
data,1259622000000,97;7840;1086,44;223
data,1259622000000,97;5063;1086,44;223
data,1259622000000,98;4836;1086,44;223
data,1259622000000,98;3746;1086,44;223
data,1259622000000,98;11080;1086,44;223
data,1259622000000,98;8129;1087,44;223
data,1259622000000,98;9942;1087,44;223
data,1259622000000,98;8675;1087,44;223
data,1259622000000,98;2959;1088,44;223
data,1259622000000,98;691;1089,44;223
data,1259622000000,98;8675;1089,44;223
data,1259622000000,98;7482;1089,44;223
data,1259622000000,98;2959;1090,44;223
data,1259622000000,98;7699;1091,44;223
data,1259622000000,98;10099;1092,44;223
data,1259622000000,98;4570;1092,44;223
data,1259622000000,98;3700;1092,44;223
data,1259622000000,98;5134;1093,44;223
data,1259622000000,98;1772;1094,44;223
data,1259622000000,98;8623;1094,44;223
data,1259622000000,98;4714;1095,44;223
data,1259622000000,98;245;1095,44;223
data,1259622000000,98;1885;1096,44;223
data,1259622000000,98;6726;1096,44;223
data,1259622000000,98;2840;1097,44;223
data,1262300400000,99;5041;1098,44;223
data,1262300400000,99;1787;1099,44;223
data,1262300400000,99;9762;1100,44;223
data,1262300400000,99;6147;1100,44;223
data,1262300400000,99;5386;1100,44;223
data,1262300400000,99;11561;1100,44;223
data,1262300400000,99;1354;1100,44;223
data,1262300400000,99;5878;1100,44;223
data,1262300400000,99;3060;1100,44;223
data,1262300400000,99;10661;1101,44;223
data,1262300400000,99;876;1101,44;223
data,1262300400000,99;9362;1101,44;223
data,1262300400000,99;7515;1101,44;223
data,1262300400000,99;4398;1101,44;223
data,1262300400000,99;3460;1102,44;223
data,1264978800000,99;3019;1103,44;223
data,1264978800000,99;3172;1103,44;223
data,1264978800000,99;11454;1103,44;223
data,1264978800000,99;12162;1103,44;223
data,1264978800000,99;3019;1104,44;223
data,1264978800000,99;9028;1105,44;223
data,1264978800000,99;9337;1105,44;223
data,1264978800000,99;1123;1106,44;223
data,1264978800000,99;8256;1106,44;223
data,1264978800000,99;3573;1106,44;223
data,1264978800000,99;6262;1106,44;223
data,1264978800000,99;466;1107,44;223
data,1264978800000,99;9278;1108,44;223
data,1264978800000,99;2489;1108,44;223
data,1264978800000,99;3000;1108,44;223
data,1264978800000,99;1929;1108,44;223
data,1264978800000,99;5348;1108,44;223
data,1264978800000,99;6350;1108,44;223
data,1264978800000,99;1481;1108,44;223
data,1264978800000,99;3881;1109,44;223
data,1264978800000,99;9235;1110,44;223
data,1264978800000,99;3570;1111,44;223
data,1264978800000,99;4392;1111,44;223
data,1264978800000,99;3529;1111,44;223
data,1264978800000,99;6186;1111,44;223
data,1264978800000,99;7469;1111,44;223
data,1264978800000,99;1332;1111,44;223
data,1264978800000,99;6256;1112,44;223
data,1264978800000,99;3331;1112,44;223
data,1264978800000,99;2493;1113,44;223
data,1264978800000,99;3495;1113,44;223
data,1264978800000,100;11994;1113,44;223
data,1264978800000,100;8750;1113,44;223
data,1264978800000,100;1060;1114,44;223
data,1264978800000,100;10543;1114,44;223
data,1264978800000,100;6884;1115,44;223
data,1264978800000,100;3924;1115,44;223
data,1264978800000,100;6569;1116,44;223
data,1267398000000,100;2368;1116,44;223
data,1267398000000,100;9028;1117,44;223
data,1267398000000,100;9036;1117,44;223
data,1267398000000,100;7134;1117,44;223
data,1267398000000,100;7326;1117,44;223
data,1267398000000,100;2008;1117,44;223
data,1267398000000,100;6366;1118,44;223
data,1267398000000,100;9420;1118,44;223
data,1267398000000,100;8669;1119,44;223
data,1267398000000,100;5213;1120,44;223
data,1267398000000,100;9653;1121,44;223
data,1267398000000,100;1144;1122,44;223
data,1267398000000,100;2268;1122,44;223
data,1267398000000,100;1885;1123,44;223
data,1267398000000,100;1446;1123,44;223
data,1267398000000,100;10118;1123,44;223
data,1267398000000,100;4964;1124,44;223
data,1267398000000,100;3737;1124,44;223
data,1267398000000,100;4494;1124,44;223
data,1267398000000,100;10230;1124,44;223
data,1267398000000,100;7416;1124,44;223
data,1267398000000,100;9837;1124,44;223
data,1267398000000,100;11471;1124,44;223
data,1267398000000,100;1209;1124,44;223
data,1267398000000,100;3187;1124,44;223
data,1267398000000,100;2546;1124,44;223
data,1267398000000,100;1481;1124,44;223
data,1267398000000,100;5548;1124,44;223
data,1267398000000,100;1926;1124,44;223
data,1267398000000,100;6901;1124,44;223
data,1270072800000,100;2823;1124,44;223
data,1270072800000,101;2278;1124,44;223
data,1270072800000,101;1841;1125,44;223
data,1270072800000,101;2489;1125,44;223
data,1270072800000,101;1446;1125,44;223
data,1270072800000,102;11634;1125,44;223
data,1270072800000,102;3693;1126,44;223
data,1270072800000,102;3830;1126,44;223
data,1270072800000,102;5854;1127,44;223
data,1270072800000,102;8380;1127,44;223
data,1270072800000,102;812;1128,44;223
data,1270072800000,102;9052;1129,44;223
data,1270072800000,102;5433;1129,44;223
data,1270072800000,102;5232;1129,44;223
data,1270072800000,102;10668;1130,44;223
data,1270072800000,102;10661;1131,44;223
data,1270072800000,102;2272;1131,44;223
data,1270072800000,102;3346;1131,44;223
data,1270072800000,102;10255;1131,44;223
data,1270072800000,102;2414;1131,44;223
data,1270072800000,102;5176;1131,44;223
data,1270072800000,102;9471;1131,44;223
data,1270072800000,102;3002;1132,44;223
data,1270072800000,102;4681;1132,44;223
data,1270072800000,102;3573;1132,44;223
data,1270072800000,103;8234;1133,44;223
data,1270072800000,103;4873;1133,44;223
data,1270072800000,103;4753;1134,44;223
data,1270072800000,103;3243;1134,44;223
data,1272664800000,103;660;1134,44;223
data,1272664800000,103;10449;1134,44;223
data,1272664800000,103;7468;1134,44;223
data,1272664800000,103;5126;1135,44;223
data,1272664800000,103;372;1135,44;223
data,1272664800000,103;6096;1136,44;223
data,1272664800000,103;2632;1137,44;223
data,1272664800000,103;4163;1137,44;223
data,1272664800000,103;10767;1137,44;223
data,1272664800000,103;8124;1137,44;223
data,1272664800000,103;12403;1137,44;223
data,1272664800000,103;5311;1137,44;223
data,1272664800000,103;11686;1138,44;223
data,1272664800000,103;12350;1138,44;223
data,1272664800000,103;2493;1139,44;223
data,1272664800000,103;2337;1139,44;223
data,1275343200000,103;12326;1139,44;223
data,1275343200000,103;9151;1140,44;223
data,1275343200000,104;1869;1141,44;223
data,1275343200000,104;4431;1141,44;223
data,1275343200000,104;7234;1141,44;223
data,1275343200000,104;12178;1141,44;223
data,1275343200000,104;3338;1141,44;223
data,1275343200000,104;8669;1142,44;223
data,1275343200000,104;3854;1142,44;223
data,1275343200000,104;3117;1143,44;223
data,1275343200000,104;10523;1143,44;223
data,1275343200000,104;753;1143,44;223
data,1275343200000,104;12262;1143,44;223
data,1275343200000,104;3673;1143,44;223
data,1275343200000,105;234;1143,44;223
data,1275343200000,105;6026;1143,44;223
data,1275343200000,105;5052;1143,44;223
data,1275343200000,105;1606;1143,44;223
data,1275343200000,105;9435;1144,44;223
data,1275343200000,105;10007;1145,44;223
data,1275343200000,105;7653;1145,44;223
data,1275343200000,105;1552;1145,44;223
data,1275343200000,105;916;1145,44;223
data,1275343200000,105;11226;1145,44;223
data,1275343200000,105;1091;1145,44;223
data,1275343200000,105;4163;1145,44;223
data,1275343200000,105;2510;1145,44;223
data,1275343200000,105;8313;1145,44;223
data,1275343200000,105;9028;1146,44;223
data,1275343200000,105;7864;1147,44;223
data,1275343200000,105;10051;1147,44;223
data,1275343200000,105;7730;1147,44;223
data,1277935200000,105;4827;1147,44;223
data,1277935200000,105;6262;1147,44;223
data,1277935200000,105;8750;1147,44;223
data,1277935200000,105;5041;1148,44;223
data,1277935200000,105;5126;1149,44;223
data,1277935200000,105;10283;1149,44;223
data,1277935200000,106;1708;1149,44;223
data,1277935200000,106;9052;1150,44;223
data,1277935200000,106;9852;1150,44;223
data,1277935200000,106;2438;1151,44;223
data,1277935200000,106;2855;1151,44;223
data,1277935200000,106;9762;1152,44;223
data,1277935200000,106;5461;1153,44;223
data,1277935200000,107;5969;1154,44;223
data,1277935200000,107;1708;1154,44;223
data,1277935200000,107;11252;1155,44;223
data,1277935200000,107;4568;1155,44;223
data,1277935200000,107;2864;1155,44;223
data,1277935200000,107;2458;1155,44;223
data,1277935200000,107;8312;1155,44;223
data,1277935200000,107;8556;1155,44;223
data,1277935200000,107;6746;1156,44;223
data,1277935200000,107;5892;1156,44;223
data,1277935200000,107;9614;1156,44;223
data,1277935200000,107;1663;1157,44;223
data,1277935200000,107;6009;1157,44;223
data,1277935200000,107;3060;1157,44;223
data,1277935200000,107;3417;1157,44;223
data,1277935200000,107;11202;1157,44;223
data,1277935200000,107;3834;1157,44;223
data,1277935200000,107;8319;1157,44;223
data,1277935200000,107;9030;1157,44;223
data,1277935200000,107;8101;1158,44;223
data,1277935200000,107;6009;1158,44;223
data,1277935200000,107;6605;1158,44;223
data,1277935200000,107;10471;1158,44;223
data,1277935200000,107;1731;1158,44;223
data,1277935200000,108;8669;1159,44;223
data,1277935200000,108;1760;1159,44;223
data,1277935200000,108;7098;1159,44;223
data,1277935200000,108;5139;1159,44;223
data,1277935200000,108;7811;1159,44;223
data,1277935200000,108;1516;1159,44;223
data,1277935200000,108;10097;1159,44;223
data,1277935200000,108;8114;1159,44;223
data,1277935200000,108;259;1159,44;223
data,1277935200000,108;6506;1160,44;223
data,1277935200000,108;5041;1161,44;223
data,1277935200000,108;10256;1162,44;223
data,1277935200000,108;10283;1162,44;223
data,1277935200000,108;1009;1163,44;223
data,1277935200000,108;8101;1164,44;223
data,1277935200000,108;7026;1164,44;223
data,1277935200000,108;6746;1165,44;223
data,1277935200000,108;948;1165,44;223
data,1277935200000,108;10775;1166,44;223
data,1277935200000,108;2190;1166,44;223
data,1277935200000,108;2513;1166,44;223
data,1277935200000,108;4919;1166,44;223
data,1277935200000,108;7924;1166,44;223
data,1277935200000,108;5528;1167,44;223
data,1277935200000,108;8077;1167,44;223
data,1277935200000,108;8240;1167,44;223
data,1277935200000,108;9639;1167,44;223
data,1277935200000,108;8201;1167,44;223
data,1277935200000,108;4025;1167,44;223
data,1277935200000,108;117;1168,44;223
data,1277935200000,108;6605;1168,44;223
data,1277935200000,108;2680;1169,44;223
data,1277935200000,108;2438;1170,44;223
data,1277935200000,108;529;1170,44;223
data,1277935200000,108;8380;1170,44;223
data,1277935200000,108;1446;1170,44;223
data,1277935200000,108;5126;1171,44;223
data,1280613600000,108;11475;1171,44;223
data,1280613600000,108;8380;1171,44;223
data,1280613600000,108;11686;1172,44;223
data,1280613600000,108;5213;1173,44;223
data,1280613600000,109;12428;1173,44;223
data,1280613600000,109;4995;1174,44;223
data,1280613600000,109;6834;1174,44;223
data,1280613600000,109;3502;1174,44;223
data,1280613600000,109;110;1175,44;223
data,1280613600000,109;5815;1176,44;223
data,1280613600000,109;4883;1176,44;223
data,1280613600000,109;5126;1177,44;223
data,1280613600000,109;11181;1177,44;223
data,1280613600000,109;3000;1177,44;223
data,1280613600000,109;10555;1177,44;223
data,1280613600000,110;9468;1177,44;223
data,1280613600000,111;2151;1177,44;223
data,1280613600000,111;2513;1177,44;223
data,1280613600000,111;5459;1177,44;223
data,1280613600000,111;10802;1178,44;223
data,1280613600000,111;10255;1178,44;223
data,1280613600000,111;4710;1178,44;223
data,1280613600000,111;140;1178,44;223
data,1280613600000,111;8685;1178,44;223
data,1280613600000,111;5134;1179,44;223
data,1280613600000,111;11018;1180,44;223
data,1280613600000,111;6067;1180,44;223
data,1280613600000,111;612;1180,44;223
data,1280613600000,111;6210;1181,44;223
data,1280613600000,111;5213;1182,44;223
data,1280613600000,111;4467;1183,44;223
data,1280613600000,111;3502;1183,44;223
data,1280613600000,111;3834;1183,44;223
data,1280613600000,111;4479;1183,44;223
data,1280613600000,111;5665;1184,44;223
data,1280613600000,111;1237;1184,44;223
data,1280613600000,111;11475;1184,44;223
data,1280613600000,111;3799;1184,44;223
data,1280613600000,111;2393;1184,44;223
data,1280613600000,111;2488;1184,44;223
data,1280613600000,111;581;1184,44;223
data,1280613600000,111;6962;1185,44;223
data,1280613600000,111;2101;1185,44;223
data,1280613600000,111;5126;1186,44;223
data,1280613600000,111;2123;1187,44;223
data,1280613600000,111;4873;1187,44;223
data,1280613600000,111;6746;1188,44;223
data,1280613600000,111;1859;1188,44;223
data,1280613600000,111;4903;1188,44;223
data,1280613600000,111;3002;1189,44;223
data,1280613600000,111;5213;1190,44;223
data,1280613600000,111;1885;1191,44;223
data,1280613600000,111;1144;1192,44;223
data,1280613600000,111;1912;1192,44;223
data,1280613600000,111;8427;1193,44;223
data,1283292000000,111;14;1194,44;223
data,1283292000000,111;1869;1195,44;223
data,1283292000000,111;2959;1196,44;223
data,1283292000000,111;1617;1196,44;223
data,1283292000000,111;8756;1196,44;223
data,1283292000000,111;772;1197,44;223
data,1283292000000,111;10332;1197,44;223
data,1283292000000,111;7134;1197,44;223
data,1283292000000,111;2639;1198,44;223
data,1283292000000,111;1143;1198,44;223
data,1283292000000,111;5854;1199,44;223
data,1283292000000,111;3821;1199,44;223
data,1283292000000,111;5357;1200,44;223
data,1283292000000,111;2746;1201,44;223
data,1283292000000,111;5854;1202,44;223
data,1283292000000,111;9639;1202,44;223
data,1283292000000,111;12007;1203,44;223
data,1283292000000,111;4398;1203,44;223
data,1283292000000,111;3652;1203,44;223
data,1283292000000,111;2510;1203,44;223
data,1283292000000,111;9978;1203,44;223
data,1283292000000,111;11565;1203,44;223
data,1283292000000,111;6666;1204,44;223
data,1283292000000,111;4971;1204,44;223
data,1283292000000,111;8980;1204,44;223
data,1283292000000,111;6846;1205,44;223
data,1283292000000,111;6147;1205,44;223
data,1283292000000,111;2438;1206,44;223
data,1283292000000,111;3742;1206,44;223
data,1283292000000,111;5528;1207,44;223
data,1283292000000,111;1338;1207,44;223
data,1283292000000,111;3566;1207,44;223
data,1283292000000,111;1446;1207,44;223
data,1283292000000,111;9151;1208,44;223
data,1283292000000,111;9852;1208,44;223
data,1283292000000,111;3108;1208,44;223
data,1283292000000,111;9135;1208,44;223
data,1283292000000,111;8669;1209,44;223
data,1283292000000,111;11744;1209,44;223
data,1283292000000,111;4878;1210,44;223
data,1283292000000,111;12076;1210,44;223
data,1283292000000,111;5297;1210,44;223
data,1283292000000,111;5605;1211,44;223
data,1283292000000,111;8669;1212,44;223
data,1283292000000,111;10062;1213,44;223
data,1283292000000,111;466;1214,44;223
data,1283292000000,111;4509;1214,44;223
data,1283292000000,111;10118;1214,44;223
data,1283292000000,111;1060;1215,44;223
data,1283292000000,111;9866;1215,44;223
data,1283292000000,111;10302;1215,44;223
data,1283292000000,111;1363;1215,44;223
data,1283292000000,112;466;1216,44;223
data,1283292000000,112;2900;1217,44;223
data,1283292000000,112;9278;1218,44;223
data,1283292000000,112;2139;1218,44;223
data,1283292000000,112;5854;1219,44;223
data,1283292000000,112;2694;1220,44;223
data,1283292000000,112;10062;1221,44;223
data,1283292000000,112;5605;1222,44;223
data,1283292000000,112;3746;1222,44;223
data,1285884000000,112;5854;1223,44;223
data,1285884000000,112;4972;1224,44;223
data,1285884000000,112;5361;1225,44;223
data,1285884000000,112;1332;1225,44;223
data,1285884000000,112;5311;1225,44;223
data,1285884000000,112;6009;1225,44;223
data,1285884000000,112;7978;1225,44;223
data,1285884000000,112;967;1225,44;223
data,1285884000000,112;6728;1225,44;223
data,1285884000000,112;3730;1225,44;223
data,1285884000000,112;5213;1226,44;223
data,1285884000000,112;5576;1226,44;223
data,1285884000000,112;1237;1226,44;223
data,1285884000000,112;3002;1227,44;223
data,1285884000000,112;5689;1228,44;223
data,1285884000000,112;7504;1228,44;223
data,1285884000000,112;6666;1229,44;223
data,1285884000000,112;5518;1229,44;223
data,1285884000000,112;5213;1230,44;223
data,1285884000000,112;7924;1230,44;223
data,1285884000000,113;342;1230,44;223
data,1285884000000,113;6009;1230,44;223
data,1285884000000,113;7468;1230,44;223
data,1285884000000,113;10118;1230,44;223
data,1285884000000,113;9762;1231,44;223
data,1285884000000,113;6096;1232,44;223
data,1285884000000,113;3181;1232,44;223
data,1285884000000,113;10767;1232,44;223
data,1285884000000,113;5213;1233,44;223
data,1285884000000,113;1772;1234,44;223
data,1285884000000,113;2237;1234,44;223
data,1285884000000,113;14;1235,44;223
data,1285884000000,113;10792;1235,44;223
data,1285884000000,113;6096;1236,44;223
data,1285884000000,113;2144;1236,44;223
data,1285884000000,113;5689;1237,44;223
data,1285884000000,113;10062;1238,44;223
data,1285884000000,113;3780;1238,44;223
data,1285884000000,113;3155;1238,44;223
data,1285884000000,113;2139;1238,44;223
data,1285884000000,113;4524;1238,44;223
data,1285884000000,113;7634;1238,44;223
data,1285884000000,113;14;1239,44;223
data,1285884000000,113;11018;1240,44;223
data,1285884000000,113;248;1240,44;223
data,1285884000000,113;12453;1240,44;223
data,1285884000000,113;3924;1240,44;223
data,1285884000000,113;8201;1240,44;223
data,1285884000000,113;11839;1240,44;223
data,1285884000000,113;9459;1240,44;223
data,1285884000000,113;3163;1240,44;223
data,1285884000000,114;6544;1240,44;223
data,1285884000000,114;1226;1240,44;223
data,1285884000000,114;304;1241,44;223
data,1288566000000,114;9278;1242,44;223
data,1288566000000,114;2546;1242,44;223
data,1288566000000,114;2196;1243,44;223
data,1288566000000,114;87;1243,44;223
data,1288566000000,114;102;1244,44;223
data,1288566000000,114;6079;1244,44;223
data,1288566000000,114;11600;1244,44;223
data,1288566000000,114;4241;1244,44;223
data,1288566000000,114;9234;1245,44;223
data,1288566000000,114;4879;1246,44;223
data,1288566000000,114;8490;1246,44;223
data,1288566000000,114;3117;1247,44;223
data,1288566000000,114;4378;1247,44;223
data,1288566000000,114;3117;1248,44;223
data,1288566000000,114;6218;1248,44;223
data,1288566000000,114;12081;1248,44;223
data,1288566000000,114;6218;1248,44;223
data,1288566000000,114;10767;1248,44;223
data,1288566000000,114;4155;1249,44;223
data,1288566000000,114;10492;1250,44;223
data,1288566000000,114;9942;1250,44;223
data,1288566000000,114;11854;1251,44;223
data,1288566000000,114;5380;1251,44;223
data,1288566000000,114;6350;1251,44;223
data,1288566000000,114;9452;1251,44;223
data,1288566000000,114;4199;1251,44;223
data,1288566000000,114;10905;1251,44;223
data,1288566000000,114;10181;1251,44;223
data,1288566000000,114;11228;1252,44;223
data,1288566000000,115;1363;1252,44;223
data,1288566000000,115;12278;1252,44;223
data,1288566000000,115;9278;1253,44;223
data,1288566000000,115;12379;1253,44;223
data,1288566000000,115;10023;1254,44;223
data,1288566000000,115;5518;1254,44;223
data,1288566000000,116;7534;1254,44;223
data,1288566000000,116;7404;1254,44;223
data,1288566000000,116;2732;1254,44;223
data,1288566000000,116;1237;1254,44;223
data,1288566000000,116;4243;1255,44;223
data,1288566000000,116;7515;1255,44;223
data,1288566000000,116;12326;1255,44;223
data,1288566000000,116;10607;1256,44;223
data,1288566000000,116;8554;1257,44;223
data,1288566000000,116;107;1257,44;223
data,1288566000000,116;5854;1258,44;223
data,1288566000000,116;6727;1259,44;223
data,1288566000000,116;4307;1259,44;223
data,1288566000000,116;12437;1259,44;223
data,1288566000000,116;2535;1259,44;223
data,1288566000000,116;5361;1260,44;223
data,1288566000000,116;5878;1260,44;223
data,1288566000000,116;9263;1261,44;223
data,1288566000000,116;9263;1262,44;223
data,1288566000000,116;3964;1262,44;223
data,1288566000000,116;9278;1263,44;223
data,1288566000000,116;248;1263,44;223
data,1288566000000,116;3002;1264,44;223
data,1288566000000,116;5029;1265,44;223
data,1291158000000,116;2221;1266,44;223
data,1291158000000,116;5041;1267,44;223
data,1291158000000,116;10407;1267,44;223
data,1291158000000,116;153;1267,44;223
data,1291158000000,116;12254;1267,44;223
data,1291158000000,116;6155;1267,44;223
data,1291158000000,116;2893;1267,44;223
