New Run at  11/01/2017 01:11:48
, Time, RandomReward; CLUBReward, ClusterID;UserID;CLUBModelUsed,
data,1254348000000,37;3570;197,923;923
data,1254348000000,37;9048;197,923;923
data,1254348000000,37;1144;198,923;923
data,1254348000000,37;9067;198,923;923
data,1254348000000,37;9073;198,923;923
data,1254348000000,37;5380;199,923;923
data,1254348000000,37;9088;199,923;923
data,1254348000000,37;9095;199,923;923
data,1254348000000,37;6305;199,923;923
data,1254348000000,37;6260;199,923;923
data,1254348000000,37;2368;200,923;923
data,1254348000000,37;6130;201,923;923
data,1254348000000,37;3746;202,923;923
data,1254348000000,37;8244;202,923;923
data,1254348000000,37;8114;203,923;923
data,1257030000000,37;3765;204,923;923
data,1257030000000,37;1013;204,923;923
data,1257030000000,37;3373;204,923;923
data,1257030000000,37;9167;204,923;923
data,1257030000000,37;3807;204,923;923
data,1257030000000,37;5052;205,923;923
data,1257030000000,37;4467;206,923;923
data,1257030000000,38;9183;207,923;923
data,1257030000000,38;3079;208,923;923
data,1257030000000,38;4971;208,923;923
data,1257030000000,39;812;209,923;923
data,1257030000000,39;9209;209,923;923
data,1257030000000,39;6955;209,923;923
data,1257030000000,39;5479;209,923;923
data,1257030000000,39;3903;209,923;923
data,1257030000000,39;1129;209,923;923
data,1257030000000,39;9235;210,923;923
data,1257030000000,39;9238;210,923;923
data,1257030000000,39;6919;211,923;923
data,1257030000000,39;1237;211,923;923
data,1257030000000,39;9263;211,923;923
data,1259622000000,39;4714;211,923;923
data,1259622000000,39;113;211,923;923
data,1259622000000,39;9278;212,923;923
data,1259622000000,39;1491;213,923;923
data,1259622000000,39;5041;214,923;923
data,1259622000000,39;5701;215,923;923
data,1259622000000,39;5740;216,923;923
data,1259622000000,39;753;217,923;923
data,1259622000000,39;5380;218,923;923
data,1259622000000,39;753;219,923;923
data,1259622000000,39;1712;220,923;923
data,1259622000000,39;5813;220,923;923
data,1259622000000,39;6838;220,923;923
data,1259622000000,39;9337;221,923;923
data,1259622000000,39;3417;222,923;923
data,1259622000000,40;2190;223,923;923
data,1259622000000,40;9362;223,923;923
data,1259622000000,40;1488;223,923;923
data,1259622000000,40;3328;224,923;923
data,1259622000000,40;3700;225,923;923
data,1259622000000,40;3157;225,923;923
data,1259622000000,40;9030;226,923;923
data,1259622000000,40;1481;227,923;923
data,1259622000000,40;9411;227,923;923
data,1259622000000,40;3570;228,923;923
data,1259622000000,40;5052;229,923;923
data,1259622000000,40;466;230,923;923
data,1259622000000,40;4673;230,923;923
data,1259622000000,40;7987;231,923;923
data,1262300400000,40;9448;232,923;923
data,1262300400000,40;6366;233,923;923
data,1262300400000,40;9459;233,923;923
data,1262300400000,40;9468;233,923;923
data,1262300400000,40;3411;234,923;923
data,1262300400000,40;248;235,923;923
data,1262300400000,40;1857;235,923;923
data,1262300400000,41;1491;236,923;923
data,1262300400000,41;1277;236,923;923
data,1262300400000,41;4481;236,923;923
data,1262300400000,41;612;237,923;923
data,1262300400000,41;8338;237,923;923
data,1262300400000,41;9522;238,923;923
data,1262300400000,41;7924;239,923;923
data,1262300400000,41;5367;240,923;923
data,1262300400000,41;129;241,923;923
data,1262300400000,41;1516;241,923;923
data,1262300400000,41;7618;242,923;923
data,1262300400000,41;916;243,923;923
data,1262300400000,41;3924;244,923;923
data,1262300400000,41;9580;244,923;923
data,1262300400000,41;7987;245,923;923
data,1262300400000,41;3765;246,923;923
data,1262300400000,41;9030;247,923;923
data,1262300400000,41;6698;247,923;923
data,1262300400000,41;3872;248,923;923
data,1262300400000,41;6366;249,923;923
data,1262300400000,41;9235;250,923;923
data,1262300400000,41;1797;251,923;923
data,1262300400000,41;7598;252,923;923
data,1262300400000,41;5380;253,923;923
data,1262300400000,41;2438;254,923;923
data,1262300400000,41;9653;255,923;923
data,1262300400000,41;6544;256,923;923
data,1262300400000,41;5213;256,923;923
data,1262300400000,41;2190;257,923;923
data,1262300400000,41;9678;257,923;923
data,1262300400000,41;869;258,923;923
data,1264978800000,41;7245;258,923;923
data,1264978800000,41;1974;258,923;923
