New Run at  08/03/2017 21:33:53
, Time, RandomReward; Master_UniformLCBReward; 
data,1217541600000,245;8422;2521
data,1217541600000,245;11123;2521
data,1217541600000,245;1453;2521
data,1217541600000,245;1090;2522
data,1217541600000,245;11832;2522
data,1217541600000,245;5081;2522
data,1217541600000,245;2205;2522
data,1217541600000,246;9836;2522
data,1217541600000,246;7553;2522
data,1217541600000,246;4990;2522
data,1217541600000,246;11577;2522
data,1217541600000,246;216;2522
data,1217541600000,246;12196;2522
data,1217541600000,246;878;2523
data,1217541600000,246;4080;2523
data,1217541600000,246;10630;2523
data,1217541600000,246;8631;2523
data,1217541600000,246;7185;2524
data,1217541600000,246;8025;2525
data,1217541600000,246;3567;2525
data,1217541600000,246;820;2525
data,1217541600000,246;6092;2525
data,1217541600000,246;11230;2525
data,1217541600000,246;7460;2526
data,1217541600000,246;272;2526
data,1217541600000,246;2824;2527
data,1217541600000,246;4524;2527
data,1217541600000,247;8480;2527
data,1217541600000,247;5856;2527
data,1217541600000,247;957;2528
data,1217541600000,247;2454;2528
data,1217541600000,247;8484;2528
data,1217541600000,247;10178;2528
data,1217541600000,247;8017;2528
data,1217541600000,247;911;2528
data,1217541600000,247;3087;2528
data,1217541600000,247;9770;2528
data,1217541600000,247;2554;2528
data,1217541600000,247;5834;2528
data,1217541600000,247;3574;2528
data,1217541600000,247;1658;2528
data,1217541600000,248;11940;2528
data,1217541600000,248;1735;2528
data,1217541600000,248;471;2528
data,1217541600000,248;12030;2528
data,1217541600000,248;2272;2528
data,1217541600000,248;603;2529
data,1217541600000,249;9618;2529
data,1217541600000,249;7805;2529
data,1217541600000,249;5179;2530
data,1217541600000,249;8143;2531
data,1217541600000,249;12513;2531
data,1217541600000,249;4566;2531
data,1217541600000,249;4947;2532
data,1217541600000,249;10529;2532
data,1217541600000,249;6414;2532
data,1217541600000,249;5575;2532
data,1217541600000,249;38;2532
data,1217541600000,249;8537;2532
data,1217541600000,249;880;2533
data,1217541600000,249;1855;2534
data,1217541600000,249;7879;2535
data,1217541600000,249;5316;2535
data,1217541600000,249;7569;2535
data,1217541600000,249;7084;2535
data,1217541600000,249;3641;2536
data,1217541600000,250;2982;2537
data,1217541600000,250;8748;2537
data,1217541600000,250;1039;2537
data,1217541600000,250;7565;2537
data,1217541600000,250;5417;2537
data,1217541600000,250;1158;2537
data,1217541600000,250;11474;2537
data,1217541600000,250;3716;2537
data,1217541600000,250;2312;2538
data,1217541600000,250;2659;2539
data,1217541600000,250;1908;2540
data,1217541600000,250;10409;2540
data,1217541600000,250;12362;2540
data,1217541600000,250;375;2541
data,1217541600000,250;3183;2541
data,1217541600000,250;5995;2541
data,1217541600000,250;8480;2541
data,1217541600000,250;5972;2541
data,1217541600000,250;5420;2541
data,1217541600000,250;9783;2541
data,1217541600000,250;5417;2541
data,1217541600000,250;6011;2541
data,1217541600000,250;9433;2542
data,1217541600000,250;2068;2543
data,1217541600000,250;9041;2543
data,1217541600000,250;5351;2543
data,1217541600000,250;5753;2543
data,1217541600000,250;6831;2543
data,1217541600000,250;9524;2543
data,1217541600000,250;9783;2543
data,1217541600000,251;4164;2544
data,1217541600000,251;9308;2544
data,1217541600000,251;6757;2545
data,1217541600000,251;10930;2545
data,1217541600000,252;8124;2545
data,1217541600000,252;8529;2545
data,1217541600000,252;637;2546
data,1217541600000,252;4685;2546
data,1217541600000,252;12395;2546
data,1217541600000,252;3025;2546
data,1217541600000,252;3708;2547
data,1217541600000,252;5794;2548
data,1217541600000,252;2743;2548
data,1217541600000,252;6072;2548
data,1217541600000,252;10886;2548
data,1220220000000,252;5081;2548
data,1220220000000,252;7185;2549
data,1220220000000,252;11259;2550
data,1220220000000,253;1306;2550
data,1220220000000,253;4156;2550
data,1220220000000,253;1409;2550
data,1220220000000,253;3888;2550
data,1220220000000,253;5342;2550
data,1220220000000,253;8909;2551
data,1220220000000,253;10886;2551
data,1220220000000,253;8126;2551
data,1220220000000,253;9583;2551
data,1220220000000,253;9128;2551
data,1220220000000,253;1654;2552
data,1220220000000,253;12238;2552
data,1220220000000,253;1667;2552
data,1220220000000,253;10959;2552
data,1220220000000,253;2524;2552
data,1220220000000,253;43;2552
data,1220220000000,253;7311;2552
data,1220220000000,253;6296;2552
data,1220220000000,253;6414;2552
data,1220220000000,253;10990;2552
data,1220220000000,253;4891;2553
data,1220220000000,253;820;2553
data,1220220000000,253;10959;2553
data,1220220000000,253;10194;2553
data,1220220000000,253;6130;2553
data,1220220000000,254;5305;2554
data,1220220000000,254;7558;2555
data,1220220000000,254;12376;2555
data,1220220000000,254;7833;2556
data,1220220000000,254;4882;2557
data,1220220000000,254;12370;2557
data,1220220000000,254;11565;2557
data,1220220000000,254;7341;2558
data,1220220000000,254;2717;2559
data,1220220000000,255;9211;2559
data,1220220000000,255;4618;2559
data,1220220000000,255;11497;2559
data,1220220000000,255;9783;2559
data,1220220000000,255;10138;2560
data,1220220000000,255;7185;2561
data,1220220000000,255;5351;2561
data,1220220000000,255;1908;2562
data,1220220000000,256;4955;2562
data,1220220000000,256;4555;2562
data,1220220000000,256;2922;2562
data,1220220000000,256;3744;2562
data,1222812000000,256;5420;2562
data,1222812000000,256;3358;2562
data,1222812000000,256;2537;2562
data,1222812000000,256;3234;2563
data,1222812000000,256;6586;2563
data,1222812000000,256;6539;2564
data,1222812000000,256;5623;2564
data,1222812000000,256;11895;2564
data,1222812000000,256;6919;2564
data,1222812000000,256;12196;2564
data,1222812000000,256;264;2564
data,1222812000000,256;4863;2564
data,1222812000000,256;6357;2564
data,1222812000000,256;9902;2564
data,1222812000000,256;5308;2564
data,1222812000000,256;2864;2564
data,1222812000000,256;4227;2564
data,1222812000000,256;4045;2564
data,1222812000000,256;7200;2564
data,1222812000000,256;6919;2564
data,1222812000000,256;2684;2565
data,1222812000000,256;7918;2565
data,1222812000000,256;5253;2565
data,1225494000000,256;8749;2565
data,1225494000000,256;12510;2565
data,1225494000000,256;5995;2565
data,1225494000000,256;10425;2566
data,1225494000000,256;2441;2566
data,1225494000000,256;5939;2566
data,1225494000000,256;4073;2566
data,1225494000000,256;3721;2566
data,1225494000000,256;11417;2566
data,1225494000000,256;593;2566
data,1225494000000,256;12303;2566
data,1225494000000,256;10342;2567
data,1225494000000,256;10783;2567
data,1225494000000,256;7712;2567
data,1225494000000,256;2922;2567
data,1225494000000,256;5081;2567
data,1225494000000,256;5921;2567
data,1225494000000,256;5703;2567
data,1225494000000,256;5316;2567
data,1225494000000,256;9603;2567
data,1225494000000,257;414;2567
data,1225494000000,257;11700;2567
data,1225494000000,257;5254;2567
data,1225494000000,257;2398;2567
data,1225494000000,257;1608;2568
data,1225494000000,257;10930;2568
data,1225494000000,257;11888;2568
data,1225494000000,257;4892;2568
data,1225494000000,257;3745;2569
data,1225494000000,257;3438;2569
data,1225494000000,257;9019;2569
data,1225494000000,257;3043;2569
data,1225494000000,257;7930;2569
data,1225494000000,257;11776;2569
data,1225494000000,257;5845;2570
data,1225494000000,257;4665;2570
data,1225494000000,257;9050;2570
data,1225494000000,257;5852;2570
data,1225494000000,257;3355;2571
data,1228086000000,257;1588;2571
data,1228086000000,257;11889;2571
data,1228086000000,257;10801;2571
data,1228086000000,257;8124;2571
data,1228086000000,257;1215;2571
data,1228086000000,257;3579;2571
data,1228086000000,257;8398;2571
data,1230764400000,257;8394;2571
data,1230764400000,257;11020;2571
data,1230764400000,257;11440;2571
data,1230764400000,257;11299;2571
data,1230764400000,257;5992;2571
data,1230764400000,257;3277;2571
data,1230764400000,257;815;2571
data,1230764400000,257;5407;2571
data,1230764400000,257;6528;2571
data,1230764400000,257;10367;2572
data,1230764400000,257;12349;2572
data,1230764400000,257;5162;2572
data,1233442800000,257;12290;2572
data,1233442800000,257;4115;2572
data,1233442800000,257;1819;2572
data,1233442800000,257;11377;2572
data,1233442800000,257;736;2572
data,1233442800000,258;5088;2572
data,1233442800000,258;4533;2573
data,1235862000000,258;5578;2573
data,1235862000000,258;6561;2573
data,1235862000000,258;10816;2573
data,1235862000000,259;9267;2573
data,1235862000000,259;2782;2574
data,1235862000000,259;321;2574
data,1235862000000,259;5313;2574
data,1235862000000,259;1588;2574
data,1241128800000,259;4073;2574
data,1270072800000,259;9064;2574
data,1270072800000,260;5308;2574
data,1270072800000,261;6886;2574
data,1272664800000,261;238;2574
data,1277935200000,261;3880;2574
data,1280613600000,261;2322;2574
data,1304602782051,261;781;2574
data,1304602797914,261;1288;2574
data,1304602797969,261;171;2574
data,1304602797831,261;694;2574
data,1304602805414,261;4555;2574
data,1304602821590,261;4544;2574
data,1154383200000,261;7703;2574
data,1157061600000,261;11798;2574
data,1157061600000,261;5409;2574
data,1159653600000,261;12211;2574
data,1170284400000,261;10361;2574
data,1175378400000,261;8397;2574
data,1175378400000,261;3277;2574
data,1177970400000,261;9073;2574
data,1177970400000,261;6146;2574
data,1177970400000,261;8071;2574
data,1180648800000,261;6528;2574
data,1183240800000,261;4863;2574
data,1185919200000,261;1986;2574
data,1185919200000,262;1039;2574
data,1185919200000,262;5656;2574
data,1204326000000,262;7296;2574
data,1204326000000,262;268;2574
data,1214863200000,262;2598;2574
data,1214863200000,262;4696;2574
data,1214863200000,262;7248;2574
data,1214863200000,262;4243;2574
data,1214863200000,262;2080;2574
data,1214863200000,262;11230;2574
data,1217541600000,262;1491;2574
data,1217541600000,262;5977;2574
data,1217541600000,262;2391;2574
data,1217541600000,262;11130;2574
data,1217541600000,262;3703;2574
data,1217541600000,262;1010;2574
data,1217541600000,262;8649;2574
data,1217541600000,262;7830;2574
data,1217541600000,262;10495;2574
data,1220220000000,262;10342;2574
data,1220220000000,262;82;2574
data,1220220000000,262;6856;2574
data,1220220000000,262;145;2574
data,1220220000000,262;3234;2574
data,1220220000000,262;6581;2574
data,1220220000000,262;1969;2574
data,1220220000000,262;10990;2575
data,1220220000000,262;6296;2575
data,1220220000000,262;1343;2575
data,1220220000000,262;5778;2575
data,1220220000000,262;8089;2575
data,1220220000000,262;5699;2575
data,1220220000000,262;10194;2575
data,1220220000000,262;8981;2575
data,1220220000000,262;3221;2576
data,1220220000000,262;7802;2576
data,1220220000000,262;4229;2576
data,1220220000000,262;7281;2576
data,1220220000000,263;7460;2576
data,1220220000000,263;3322;2576
data,1220220000000,263;4947;2576
data,1220220000000,263;2454;2576
data,1220220000000,263;3362;2576
data,1220220000000,263;11379;2576
data,1220220000000,263;11397;2576
data,1220220000000,263;5512;2576
data,1220220000000,263;7130;2576
data,1220220000000,263;6454;2576
data,1220220000000,263;11501;2576
data,1220220000000,263;2205;2576
data,1220220000000,264;10028;2576
data,1220220000000,264;4955;2576
data,1220220000000,264;5254;2576
data,1220220000000,264;5407;2576
data,1220220000000,264;12341;2576
data,1220220000000,265;2080;2576
data,1220220000000,265;5253;2576
data,1220220000000,265;9302;2576
data,1220220000000,265;4891;2576
data,1220220000000,265;11910;2576
data,1220220000000,265;4102;2576
data,1220220000000,265;7972;2576
data,1220220000000,265;4787;2576
data,1220220000000,265;5121;2576
data,1220220000000,265;3299;2576
data,1220220000000,265;11785;2576
data,1220220000000,265;10295;2576
data,1220220000000,265;8033;2576
data,1220220000000,265;7378;2576
data,1220220000000,265;2305;2576
data,1220220000000,265;7830;2576
data,1220220000000,265;6539;2576
data,1220220000000,265;9308;2576
data,1220220000000,265;414;2576
data,1220220000000,266;1033;2576
data,1220220000000,266;3373;2576
data,1220220000000,266;5305;2576
data,1220220000000,266;3725;2576
data,1220220000000,266;5429;2576
data,1220220000000,266;6755;2576
data,1220220000000,266;3793;2576
data,1220220000000,266;11440;2576
data,1220220000000,266;11214;2576
data,1220220000000,266;6454;2576
data,1220220000000,266;1294;2576
data,1220220000000,266;5409;2576
data,1220220000000,266;371;2576
data,1220220000000,267;781;2576
data,1220220000000,267;7715;2576
data,1220220000000,267;820;2576
data,1220220000000,267;4665;2576
data,1220220000000,267;4613;2576
data,1220220000000,267;1257;2576
data,1220220000000,267;5845;2576
data,1220220000000,267;4433;2576
data,1220220000000,267;6755;2576
data,1220220000000,267;4756;2576
data,1220220000000,267;9227;2576
data,1220220000000,267;3910;2576
data,1220220000000,267;5343;2577
data,1220220000000,267;2459;2577
data,1220220000000,267;10119;2577
data,1220220000000,267;7558;2577
data,1220220000000,267;8380;2577
data,1220220000000,267;1969;2577
data,1220220000000,267;9152;2577
data,1220220000000,267;4787;2577
data,1220220000000,267;542;2577
data,1220220000000,267;7016;2577
data,1220220000000,267;3888;2577
data,1220220000000,267;1451;2577
data,1220220000000,267;9683;2577
data,1220220000000,267;5390;2577
data,1220220000000,267;272;2577
data,1220220000000,267;6842;2577
data,1220220000000,267;3098;2577
data,1220220000000,267;3910;2577
data,1220220000000,267;10783;2577
data,1220220000000,267;1362;2577
data,1220220000000,268;1969;2577
data,1220220000000,268;1158;2577
data,1220220000000,268;6757;2577
data,1220220000000,268;6149;2577
data,1220220000000,268;10814;2577
data,1220220000000,268;9478;2577
data,1220220000000,268;11440;2577
data,1220220000000,268;8143;2577
data,1220220000000,268;1451;2577
data,1220220000000,268;9009;2577
data,1220220000000,268;5091;2577
data,1220220000000,268;8822;2577
data,1220220000000,268;5668;2577
data,1220220000000,268;623;2577
data,1220220000000,268;4920;2577
data,1220220000000,268;2659;2578
data,1220220000000,268;1285;2578
data,1220220000000,268;4439;2578
data,1220220000000,268;1368;2578
data,1220220000000,268;10630;2578
data,1220220000000,268;8397;2578
data,1220220000000,268;8216;2578
data,1220220000000,268;3940;2578
data,1220220000000,268;3963;2578
data,1220220000000,268;7235;2578
data,1220220000000,268;5929;2579
data,1220220000000,268;10253;2579
data,1220220000000,268;603;2580
data,1220220000000,268;5577;2580
data,1220220000000,268;10138;2581
data,1220220000000,269;11672;2581
data,1220220000000,269;2061;2581
data,1220220000000,269;5463;2581
data,1220220000000,269;7946;2582
data,1220220000000,269;10930;2583
data,1220220000000,269;2879;2584
data,1220220000000,269;2462;2585
data,1220220000000,269;313;2585
data,1220220000000,269;8918;2585
data,1220220000000,269;6780;2586
data,1220220000000,269;9109;2586
data,1220220000000,269;11167;2586
data,1220220000000,269;11909;2586
data,1220220000000,269;11501;2586
data,1220220000000,269;11231;2586
data,1220220000000,269;3355;2586
data,1220220000000,269;11746;2586
data,1220220000000,269;2817;2586
data,1220220000000,269;12075;2586
data,1222812000000,269;3725;2586
data,1230764400000,269;7593;2586
data,1233442800000,269;1168;2586
data,1235862000000,269;9862;2586
data,1235862000000,269;6454;2586
data,1235862000000,269;10131;2586
data,1235862000000,269;1608;2586
data,1238536800000,269;2015;2587
data,1238536800000,269;4788;2587
data,1238536800000,269;4358;2587
data,1238536800000,269;8246;2588
data,1238536800000,269;11312;2588
data,1238536800000,269;3661;2589
data,1238536800000,269;9438;2589
data,1241128800000,269;7460;2589
data,1243807200000,269;2398;2589
data,1243807200000,269;4387;2589
data,1243807200000,269;1349;2590
data,1243807200000,269;8107;2590
data,1243807200000,269;985;2590
data,1243807200000,269;8216;2590
data,1243807200000,269;10344;2590
data,1243807200000,269;6309;2590
data,1243807200000,269;7003;2590
data,1246399200000,269;1042;2591
data,1246399200000,269;8909;2591
data,1246399200000,269;7155;2592
data,1246399200000,269;795;2592
data,1246399200000,269;5319;2592
data,1246399200000,269;9018;2592
data,1246399200000,269;1185;2592
data,1246399200000,269;9428;2592
data,1246399200000,269;5942;2592
data,1246399200000,269;8682;2592
data,1249077600000,269;5323;2592
data,1249077600000,269;7650;2592
data,1249077600000,269;9276;2592
data,1249077600000,269;704;2592
data,1249077600000,269;3716;2592
data,1249077600000,269;10300;2592
data,1249077600000,269;8482;2592
data,1249077600000,269;10295;2592
data,1249077600000,269;2304;2592
data,1249077600000,269;985;2592
data,1249077600000,269;6878;2592
data,1249077600000,269;7146;2592
data,1249077600000,269;6878;2592
data,1249077600000,269;4687;2592
data,1249077600000,269;1074;2593
data,1249077600000,269;8057;2593
data,1249077600000,269;9956;2593
data,1249077600000,269;10801;2593
data,1249077600000,269;11576;2593
data,1249077600000,269;5195;2594
data,1249077600000,269;9276;2594
data,1249077600000,270;9061;2595
data,1249077600000,270;4433;2595
data,1249077600000,270;2598;2595
data,1249077600000,270;4167;2595
data,1249077600000,270;5578;2595
data,1249077600000,270;2982;2595
data,1249077600000,270;1113;2595
data,1251756000000,270;5863;2595
data,1251756000000,270;1062;2595
data,1251756000000,270;2855;2595
data,1251756000000,270;1090;2595
data,1251756000000,270;1805;2595
data,1251756000000,270;588;2595
data,1251756000000,270;5701;2595
data,1251756000000,270;4810;2595
data,1251756000000,270;8649;2595
data,1251756000000,270;6130;2596
data,1251756000000,270;3350;2597
data,1251756000000,270;3311;2597
data,1251756000000,270;6148;2598
data,1251756000000,270;8493;2599
data,1251756000000,270;7378;2599
data,1254348000000,270;1892;2599
data,1254348000000,270;11239;2599
data,1254348000000,270;8085;2599
data,1254348000000,270;5763;2599
data,1254348000000,270;1819;2599
data,1254348000000,270;3074;2599
data,1254348000000,270;9722;2599
data,1254348000000,270;8795;2599
data,1254348000000,270;8482;2599
data,1254348000000,270;7319;2600
data,1254348000000,270;11497;2600
data,1254348000000,270;3559;2600
data,1254348000000,270;420;2600
data,1254348000000,270;12356;2600
data,1254348000000,270;2684;2600
data,1254348000000,270;4276;2601
data,1254348000000,270;3316;2601
data,1254348000000,270;11292;2601
data,1254348000000,270;9341;2601
data,1254348000000,270;4943;2601
data,1254348000000,270;10783;2601
data,1254348000000,270;3910;2601
data,1254348000000,270;1368;2601
data,1254348000000,270;5834;2601
data,1254348000000,270;8378;2601
data,1254348000000,270;8373;2601
data,1257030000000,270;5787;2601
data,1257030000000,270;9117;2601
data,1257030000000,270;3228;2601
data,1257030000000,270;5350;2602
data,1257030000000,270;7141;2602
data,1257030000000,270;2910;2602
data,1257030000000,270;5575;2602
data,1257030000000,270;6222;2603
data,1257030000000,270;1468;2603
data,1257030000000,270;8129;2603
data,1257030000000,270;2307;2604
data,1257030000000,270;9229;2604
data,1257030000000,270;1212;2604
data,1257030000000,270;2609;2604
data,1257030000000,270;10420;2604
data,1257030000000,270;7947;2604
data,1257030000000,270;521;2604
data,1257030000000,270;8350;2604
data,1259622000000,270;10938;2604
data,1259622000000,270;9382;2604
data,1259622000000,270;3362;2604
data,1259622000000,270;8143;2604
data,1259622000000,270;3512;2605
data,1259622000000,270;986;2605
data,1259622000000,270;6539;2605
data,1259622000000,270;10310;2605
data,1259622000000,270;4977;2606
data,1259622000000,270;4838;2607
data,1259622000000,270;8259;2607
data,1259622000000,270;9394;2607
data,1259622000000,270;9348;2607
data,1259622000000,270;12148;2607
data,1259622000000,270;6919;2608
data,1259622000000,270;542;2608
data,1259622000000,270;11471;2609
data,1259622000000,270;7958;2609
data,1259622000000,270;10396;2609
data,1259622000000,270;936;2609
data,1259622000000,270;10408;2610
data,1259622000000,270;2322;2610
data,1259622000000,270;1684;2610
data,1259622000000,270;1969;2610
data,1259622000000,270;12077;2610
data,1259622000000,270;12250;2610
data,1259622000000,270;7760;2610
data,1259622000000,270;10701;2610
data,1259622000000,270;2782;2610
data,1259622000000,270;7341;2611
data,1259622000000,270;4882;2612
data,1259622000000,270;1730;2612
data,1259622000000,270;10552;2613
data,1259622000000,270;9546;2613
data,1259622000000,270;1732;2613
data,1262300400000,270;11587;2614
data,1262300400000,270;3887;2615
data,1262300400000,270;3205;2615
data,1262300400000,270;3721;2615
data,1262300400000,270;5323;2615
data,1262300400000,270;5031;2615
data,1262300400000,270;10241;2615
data,1262300400000,270;10351;2615
data,1262300400000,270;1582;2615
data,1262300400000,270;420;2615
data,1262300400000,270;3903;2615
data,1262300400000,270;1425;2615
data,1262300400000,270;8170;2616
data,1262300400000,270;4597;2616
data,1262300400000,270;4707;2617
data,1262300400000,270;1009;2617
data,1262300400000,270;9172;2617
data,1262300400000,270;5601;2618
data,1262300400000,270;8285;2618
data,1262300400000,270;702;2618
data,1262300400000,270;1667;2618
data,1262300400000,270;6612;2618
data,1262300400000,270;1010;2618
data,1262300400000,270;5301;2618
data,1262300400000,271;129;2619
data,1264978800000,271;7558;2619
data,1264978800000,271;6001;2619
data,1270072800000,271;3777;2619
data,1270072800000,271;8144;2619
data,1270072800000,271;5822;2619
data,1270072800000,271;6204;2620
data,1270072800000,271;4559;2620
data,1270072800000,271;9228;2620
data,1270072800000,271;4328;2620
data,1270072800000,271;542;2620
data,1270072800000,271;12483;2620
data,1270072800000,271;11754;2620
data,1270072800000,272;10412;2620
data,1270072800000,272;4706;2620
data,1270072800000,272;12006;2620
data,1270072800000,272;10693;2621
data,1270072800000,272;704;2621
data,1270072800000,272;5961;2621
data,1270072800000,272;2119;2622
data,1270072800000,273;5954;2623
data,1270072800000,273;3208;2623
data,1270072800000,273;4379;2623
data,1270072800000,273;8412;2623
data,1270072800000,273;9582;2623
data,1270072800000,273;3025;2623
data,1270072800000,273;3567;2623
data,1270072800000,273;7712;2623
data,1270072800000,273;2889;2623
data,1270072800000,273;12364;2624
data,1270072800000,273;9773;2624
data,1270072800000,273;10630;2624
data,1270072800000,273;9152;2624
data,1270072800000,273;5615;2624
data,1270072800000,273;9956;2624
data,1270072800000,273;9649;2624
data,1270072800000,273;1840;2625
data,1270072800000,273;9782;2625
data,1270072800000,273;12077;2625
data,1270072800000,273;12250;2625
data,1270072800000,273;9267;2625
data,1270072800000,273;8006;2625
data,1272664800000,273;7618;2625
data,1272664800000,273;9117;2625
data,1272664800000,273;8192;2625
data,1272664800000,273;6125;2625
data,1272664800000,273;8006;2625
data,1272664800000,273;325;2625
data,1272664800000,273;808;2626
data,1272664800000,273;7386;2626
data,1275343200000,273;9433;2626
data,1275343200000,273;7888;2626
data,1275343200000,273;12211;2626
data,1277935200000,273;10513;2626
data,1277935200000,273;4696;2626
data,1277935200000,273;9228;2626
data,1277935200000,273;1265;2626
data,1277935200000,273;10084;2626
data,1277935200000,273;6712;2626
data,1277935200000,273;7248;2626
data,1277935200000,273;10433;2626
data,1277935200000,273;10207;2627
data,1277935200000,273;7084;2627
data,1280613600000,273;4664;2627
data,1280613600000,273;9722;2627
data,1280613600000,273;7916;2627
data,1283292000000,273;9222;2627
data,1283292000000,273;3157;2627
data,1283292000000,273;4605;2628
data,1283292000000,273;1718;2629
data,1283292000000,273;10383;2630
data,1283292000000,273;12218;2631
data,1283292000000,273;3025;2631
data,1283292000000,273;7801;2632
data,1283292000000,273;5574;2632
data,1285884000000,273;11324;2632
data,1285884000000,273;7608;2632
data,1285884000000,273;1436;2632
data,1285884000000,273;12020;2632
data,1285884000000,273;6628;2632
data,1288566000000,273;9012;2632
data,1288566000000,273;6305;2632
data,1288566000000,273;11549;2632
data,1288566000000,273;5644;2633
data,1288566000000,273;4661;2633
data,1288566000000,273;5778;2633
data,1288566000000,273;6829;2633
data,1288566000000,273;8017;2633
data,1288566000000,273;12148;2633
data,1288566000000,273;6984;2633
data,1288566000000,273;2673;2633
data,1288566000000,273;7296;2633
data,1288566000000,273;10054;2633
data,1288566000000,273;8029;2633
data,1291158000000,273;5620;2633
data,1291158000000,273;2469;2634
data,1291158000000,273;10886;2634
data,1291158000000,273;1256;2634
data,1291158000000,273;8482;2634
data,1291158000000,273;2110;2635
data,1291158000000,273;5703;2635
data,1291158000000,273;5312;2635
data,1291158000000,273;615;2635
data,1291158000000,273;6505;2635
data,1291158000000,273;2727;2636
data,1291158000000,273;985;2636
data,1291158000000,273;2625;2637
data,1291158000000,273;11461;2637
data,1291158000000,273;534;2637
data,1291158000000,273;10342;2637
data,1291158000000,273;4853;2637
data,1291158000000,273;2441;2637
data,1291158000000,273;7097;2638
data,1293836400000,273;6695;2638
data,1293836400000,273;4889;2638
data,1293836400000,273;12245;2638
data,1293836400000,273;3790;2638
data,1293836400000,273;8017;2638
data,1293836400000,273;7543;2638
data,1293836400000,273;6947;2638
data,1293836400000,273;7040;2639
data,1293836400000,273;6414;2640
data,1293836400000,273;6838;2640
data,1293836400000,273;11109;2640
data,1293836400000,273;8386;2640
data,1293836400000,273;8450;2641
data,1293836400000,273;11410;2641
data,1293836400000,273;7845;2641
data,1293836400000,273;3903;2641
data,1293836400000,273;4773;2641
data,1293836400000,273;5563;2641
data,1293836400000,273;11746;2641
data,1293836400000,273;12252;2641
data,1293836400000,273;9805;2641
data,1293836400000,273;5179;2642
data,1293836400000,274;1163;2642
data,1293836400000,274;5186;2642
data,1293836400000,274;9949;2642
data,1293836400000,274;6505;2642
data,1293836400000,274;3398;2642
data,1293836400000,274;457;2642
data,1293836400000,274;6984;2642
data,1293836400000,274;3804;2642
data,1293836400000,274;1146;2642
data,1293836400000,274;11746;2642
data,1293836400000,274;6149;2642
data,1293836400000,274;2872;2642
data,1293836400000,274;8873;2643
data,1293836400000,274;4862;2643
data,1293836400000,274;325;2643
data,1293836400000,274;3074;2643
data,1293836400000,274;4367;2644
data,1293836400000,274;5164;2644
data,1293836400000,274;11700;2645
data,1293836400000,274;7593;2645
data,1293836400000,274;8324;2645
data,1293836400000,274;7334;2645
data,1293836400000,274;9082;2645
data,1293836400000,274;11801;2645
data,1293836400000,274;7010;2645
data,1293836400000,274;540;2646
data,1293836400000,274;3057;2646
data,1293836400000,275;3536;2647
data,1293836400000,275;1608;2647
data,1293836400000,275;10746;2647
data,1293836400000,275;7260;2647
data,1293836400000,275;2824;2647
data,1293836400000,275;10888;2648
data,1293836400000,275;8107;2648
data,1296514800000,275;4313;2648
data,1296514800000,275;9791;2648
data,1296514800000,275;8113;2648
data,1296514800000,275;1966;2648
data,1296514800000,275;9747;2648
data,1296514800000,275;9487;2648
data,1296514800000,275;7136;2649
data,1296514800000,275;9308;2649
data,1296514800000,275;10083;2649
data,1296514800000,275;9371;2650
data,1296514800000,275;6954;2650
data,1296514800000,275;817;2650
data,1296514800000,275;5254;2650
data,1296514800000,275;9122;2651
data,1296514800000,275;6984;2651
data,1296514800000,275;5327;2651
data,1296514800000,276;9222;2651
data,1296514800000,276;1168;2651
data,1296514800000,276;12020;2651
data,1296514800000,276;11137;2651
data,1296514800000,276;8259;2651
data,1296514800000,276;7817;2651
data,1296514800000,276;3696;2652
data,1296514800000,276;1323;2652
data,1296514800000,276;8006;2652
data,1296514800000,276;7467;2652
data,1296514800000,276;8649;2652
data,1296514800000,276;3963;2652
data,1296514800000,276;10442;2653
data,1296514800000,276;2234;2653
data,1296514800000,276;4776;2654
data,1296514800000,276;12002;2654
data,1296514800000,276;4863;2654
data,1296514800000,276;4924;2654
data,1296514800000,276;11969;2654
data,1296514800000,276;7248;2654
data,1296514800000,276;11711;2655
data,1296514800000,276;2905;2655
data,1296514800000,276;11975;2656
data,1296514800000,276;9447;2656
data,1298934000000,276;3894;2656
data,1298934000000,276;9949;2656
data,1298934000000,276;3261;2657
data,1298934000000,276;9562;2658
data,1298934000000,276;9862;2658
data,1298934000000,276;12055;2658
data,1298934000000,276;12370;2658
data,1298934000000,277;4920;2658
data,1298934000000,277;2352;2659
data,1298934000000,277;3311;2659
data,1298934000000,277;9433;2659
data,1298934000000,277;11188;2659
data,1298934000000,277;1036;2659
data,1298934000000,277;936;2659
data,1298934000000,277;5699;2659
data,1298934000000,277;445;2660
data,1298934000000,277;2239;2660
data,1304603386690,277;10054;2660
data,1304603394762,277;11090;2660
data,1304603394606,277;193;2660
data,1304603394781,277;12075;2660
data,1304603402331,277;5210;2660
data,1304603407027,277;5942;2660
data,1304603412222,277;1285;2660
data,1304603412327,277;11741;2660
data,1304603412269,277;1786;2660
data,1304603418737,277;3394;2661
data,1304603418454,278;8509;2662
data,1304603422420,278;5483;2663
data,1304603425880,278;3744;2663
data,1304603427620,278;4302;2663
data,1304603432226,278;313;2663
data,1304603433789,278;3836;2663
data,1304603434360,278;6040;2663
data,1214863200000,278;11899;2663
data,1214863200000,278;8252;2663
data,1214863200000,278;9016;2664
