New Run at  08/03/2017 16:50:19
, Time, RandomReward; Uniform_LinUCBReward; 
data,1191189600000,0;11;0
data,1191189600000,0;32;0
data,1191189600000,0;62;0
data,1191189600000,0;84;0
data,1193871600000,0;117;0
data,1196463600000,0;140;0
data,1199142000000,0;171;0
data,1199142000000,0;197;0
data,1199142000000,0;202;0
data,1199142000000,0;227;0
data,1199142000000,0;250;0
data,1199142000000,1;293;0
data,1199142000000,1;313;0
data,1199142000000,1;328;0
data,1201820400000,1;368;0
data,1204326000000,1;377;0
data,1204326000000,1;413;0
data,1204326000000,1;423;0
data,1204326000000,1;441;1
data,1204326000000,1;486;1
data,1204326000000,1;502;1
data,1204326000000,1;528;1
data,1204326000000,1;547;1
data,1204326000000,1;570;1
data,1204326000000,1;593;1
data,1204326000000,1;627;1
data,1207000800000,1;2;1
data,1207000800000,1;681;1
data,1207000800000,1;696;1
data,1207000800000,1;723;1
data,1207000800000,1;740;1
data,1207000800000,1;758;1
data,1207000800000,1;778;1
data,1207000800000,1;823;1
data,1207000800000,1;827;1
data,1207000800000,1;860;1
data,1207000800000,1;882;1
data,1207000800000,1;313;1
data,1207000800000,1;930;1
data,1207000800000,1;940;1
data,1207000800000,1;971;1
data,1207000800000,1;993;1
data,1207000800000,1;1029;1
data,1207000800000,1;1033;1
data,1209592800000,1;1062;1
data,1209592800000,1;1097;1
data,1209592800000,2;1104;1
data,1209592800000,2;1123;2
data,1209592800000,2;193;2
data,1209592800000,2;1181;2
data,1209592800000,2;1203;2
data,1209592800000,2;1227;2
data,1209592800000,3;1237;3
data,1209592800000,3;1264;3
data,1209592800000,3;1285;3
data,1209592800000,3;1313;3
data,1212271200000,3;1343;3
data,1212271200000,3;1366;3
data,1212271200000,3;1382;3
data,1212271200000,3;1412;3
data,1212271200000,3;1431;3
data,1212271200000,3;1464;3
data,1212271200000,3;1469;3
data,1212271200000,3;1509;3
data,1212271200000,3;1525;3
data,1212271200000,3;1552;3
data,1212271200000,4;1509;3
data,1212271200000,4;1594;3
data,1212271200000,4;1608;3
data,1212271200000,4;1644;3
data,1212271200000,4;1669;3
data,1212271200000,5;1674;3
data,1212271200000,5;918;3
data,1212271200000,5;1717;3
data,1212271200000,6;1743;3
data,1212271200000,6;1771;3
data,1212271200000,6;259;3
data,1212271200000,6;1808;3
data,1212271200000,6;1819;4
data,1212271200000,6;1851;4
data,1212271200000,6;1878;4
data,1214863200000,7;1890;4
data,1214863200000,7;1926;4
data,1214863200000,7;1929;5
data,1214863200000,7;1969;5
data,1214863200000,7;1974;6
data,1214863200000,7;2009;6
data,1214863200000,7;2036;6
data,1214863200000,7;2051;6
data,1214863200000,7;1446;7
data,1214863200000,7;2087;7
data,1214863200000,7;2113;7
data,1214863200000,7;2136;7
data,1214863200000,7;2144;8
data,1214863200000,7;2183;8
data,1217541600000,7;2190;9
data,1217541600000,7;2226;9
data,1217541600000,7;2183;9
data,1217541600000,7;2249;10
data,1217541600000,7;2268;11
data,1217541600000,7;2296;11
data,1217541600000,7;2307;12
data,1217541600000,7;1332;13
data,1217541600000,7;2347;14
data,1217541600000,7;2368;15
data,1217541600000,7;2393;15
data,1217541600000,7;2410;16
data,1217541600000,8;2452;16
data,1217541600000,8;2466;16
data,1220220000000,8;1042;16
data,1220220000000,8;2492;16
data,1220220000000,8;2510;17
data,1220220000000,8;1712;18
data,1220220000000,8;2546;19
data,1220220000000,8;2580;19
data,1220220000000,8;2603;19
data,1220220000000,8;2609;20
data,1220220000000,8;2650;20
data,1220220000000,8;2673;20
data,1220220000000,8;394;21
data,1220220000000,8;1096;21
data,1220220000000,8;2726;21
data,1220220000000,8;2753;21
data,1220220000000,8;2763;21
data,1220220000000,8;2788;21
data,1222812000000,8;2799;22
data,1222812000000,8;2816;23
data,1222812000000,8;916;24
data,1222812000000,8;2860;24
data,1222812000000,8;1338;24
data,1222812000000,8;2906;24
data,1222812000000,8;2910;25
data,1222812000000,8;2938;25
data,1222812000000,8;2959;25
data,1222812000000,9;2968;26
data,1222812000000,9;2989;27
data,1222812000000,9;2510;28
data,1222812000000,10;598;28
data,1222812000000,10;3041;29
data,1222812000000,10;385;29
data,1222812000000,10;3079;30
data,1225494000000,10;3113;30
data,1225494000000,10;1525;30
data,1225494000000,10;3140;30
data,1228086000000,10;3163;30
data,1228086000000,10;3195;30
data,1228086000000,10;3216;30
data,1228086000000,10;3225;30
data,1230764400000,10;328;30
data,1230764400000,10;3274;30
data,1230764400000,10;3283;30
data,1233442800000,10;3311;30
data,1233442800000,10;3322;31
data,1233442800000,10;1929;32
data,1233442800000,10;3373;32
data,1235862000000,10;3394;32
data,1235862000000,10;529;32
data,1235862000000,10;3417;33
data,1235862000000,10;369;34
data,1235862000000,10;3473;34
data,1235862000000,10;3477;34
data,1235862000000,11;1204;34
data,1235862000000,11;3526;34
data,1238536800000,11;3529;35
data,1238536800000,11;547;35
data,1238536800000,11;3566;35
data,1238536800000,11;3589;35
data,1238536800000,11;2968;36
data,1241128800000,11;3618;37
data,1241128800000,11;3157;37
data,1241128800000,11;3652;38
data,1241128800000,11;3673;39
data,1241128800000,11;3700;39
data,1241128800000,11;3732;39
data,1241128800000,11;3742;39
data,1243807200000,11;3746;40
data,1243807200000,11;3765;41
data,1243807200000,11;3780;41
data,1243807200000,11;3810;41
data,1246399200000,11;3821;41
data,1246399200000,11;3834;42
data,1246399200000,11;636;43
data,1246399200000,11;3880;43
data,1246399200000,11;3888;43
data,1246399200000,11;3903;43
data,1246399200000,11;3924;43
data,1246399200000,11;3934;44
data,1246399200000,11;3964;44
data,1246399200000,11;2307;45
data,1249077600000,11;753;46
data,1249077600000,11;4001;47
data,1249077600000,11;4038;47
data,1249077600000,11;4052;47
data,1249077600000,11;4076;47
data,1249077600000,11;4095;47
data,1249077600000,11;4099;48
data,1249077600000,11;4117;49
data,1251756000000,11;4132;50
data,1251756000000,11;4155;50
data,1251756000000,11;4167;51
data,1251756000000,11;4181;52
data,1251756000000,12;3673;53
data,1251756000000,12;4209;54
data,1254348000000,12;4225;55
data,1254348000000,12;4250;55
data,1254348000000,12;4258;56
data,1254348000000,12;2860;56
data,1254348000000,12;939;57
data,1254348000000,12;2588;58
data,1254348000000,12;200;59
data,1254348000000,12;2414;59
data,1254348000000,12;4358;60
data,1254348000000,12;1102;61
data,1254348000000,12;4398;61
data,1257030000000,12;342;61
data,1257030000000,13;3589;61
data,1257030000000,13;4455;61
data,1257030000000,13;2216;61
data,1257030000000,13;4479;62
data,1259622000000,13;4494;63
data,1259622000000,13;4509;64
data,1259622000000,13;4524;65
data,1259622000000,13;4547;65
data,1259622000000,13;2249;66
data,1259622000000,13;3810;66
data,1259622000000,13;4603;66
data,1259622000000,13;4613;66
data,1259622000000,13;4629;67
data,1262300400000,13;4648;67
data,1262300400000,13;4661;67
data,1264978800000,13;4674;68
data,1264978800000,13;2467;68
data,1264978800000,13;4715;68
data,1267398000000,13;423;68
data,1267398000000,13;4737;68
data,1267398000000,13;2136;68
data,1270072800000,13;2546;69
data,1270072800000,13;4798;69
data,1270072800000,13;4802;70
data,1270072800000,13;582;70
data,1272664800000,13;4836;70
data,1272664800000,13;4850;70
data,1272664800000,13;2969;70
data,1272664800000,13;4888;70
data,1272664800000,13;4903;70
data,1272664800000,13;1135;70
data,1272664800000,13;4924;70
data,1272664800000,13;4936;71
data,1275343200000,13;1969;71
data,1275343200000,13;776;72
data,1275343200000,13;2144;73
data,1275343200000,14;5001;73
data,1275343200000,14;75;74
data,1277935200000,14;5029;75
data,1277935200000,14;5052;75
data,1277935200000,14;5063;75
data,1277935200000,14;5082;75
data,1280613600000,14;5096;75
data,1280613600000,14;5114;75
data,1280613600000,14;5126;76
data,1280613600000,14;5138;77
data,1280613600000,14;5172;77
data,1280613600000,14;5176;77
data,1280613600000,14;1674;77
data,1280613600000,14;5200;78
data,1283292000000,14;5213;79
data,1285884000000,14;5232;79
data,1285884000000,14;1042;79
data,1285884000000,14;2837;79
data,1285884000000,14;612;80
data,1285884000000,14;5297;80
data,1285884000000,14;5311;80
data,1285884000000,14;5320;81
data,1285884000000,14;2840;81
data,1285884000000,14;5311;81
data,1285884000000,14;5380;81
data,1285884000000,14;5386;81
data,1285884000000,15;5410;81
data,1285884000000,15;1436;81
data,1285884000000,15;5430;81
data,1285884000000,15;5449;81
data,1285884000000,15;5459;82
data,1285884000000,15;2196;82
data,1285884000000,15;3373;82
data,1285884000000,16;1974;83
data,1285884000000,16;5518;84
data,1285884000000,16;4479;85
data,1285884000000,16;3580;86
data,1285884000000,16;5348;86
data,1285884000000,16;5566;87
data,1285884000000,16;1468;88
data,1285884000000,16;5596;88
data,1285884000000,16;5622;88
data,1285884000000,16;2541;88
data,1285884000000,16;5638;89
data,1285884000000,16;5656;90
data,1285884000000,16;4798;90
data,1285884000000,16;5689;90
data,1285884000000,16;5701;91
data,1285884000000,16;1412;91
data,1285884000000,16;5724;92
data,1285884000000,17;4123;92
data,1285884000000,17;3738;92
data,1285884000000,17;5772;93
data,1285884000000,17;5786;94
data,1285884000000,17;2938;94
data,1285884000000,17;4903;94
data,1285884000000,17;2831;94
data,1285884000000,17;5854;94
data,1285884000000,17;2539;94
data,1285884000000,17;5873;94
data,1285884000000,17;5878;95
data,1285884000000,17;5892;96
data,1285884000000,17;5917;96
data,1285884000000,17;3460;96
data,1285884000000,17;1258;96
data,1285884000000,17;5966;96
data,1285884000000,17;5974;96
data,1285884000000,17;4117;97
data,1285884000000,17;6007;97
data,1285884000000,17;6009;98
data,1285884000000,17;6039;98
data,1285884000000,17;2856;99
data,1285884000000,17;3373;99
data,1285884000000,17;6067;100
data,1285884000000,17;2368;101
data,1285884000000,17;6097;101
data,1285884000000,17;6112;101
data,1285884000000,18;6128;101
data,1285884000000,18;6130;102
data,1285884000000,18;1481;102
data,1285884000000,18;2249;103
data,1285884000000,18;6168;104
data,1285884000000,18;1819;105
data,1285884000000,18;6210;105
data,1285884000000,18;1187;105
data,1285884000000,18;2609;106
data,1288566000000,18;2588;107
data,1288566000000,19;6255;107
data,1288566000000,19;6284;107
data,1288566000000,19;6294;107
data,1288566000000,19;6301;107
data,1288566000000,19;2588;108
data,1288566000000,19;1418;108
data,1288566000000,19;161;108
data,1288566000000,19;6357;109
data,1288566000000,19;4299;109
data,1288566000000,19;6391;109
data,1288566000000,19;2816;110
data,1288566000000,19;6409;110
data,1288566000000,19;6423;111
data,1288566000000,19;6444;111
data,1288566000000,19;753;112
data,1288566000000,19;456;112
data,1288566000000,19;2368;113
data,1288566000000,19;4467;113
data,1288566000000,19;6502;113
data,1288566000000,19;4479;114
data,1288566000000,19;1032;115
data,1288566000000,19;4392;116
data,1288566000000,19;5553;117
data,1288566000000,19;6544;118
data,1288566000000,19;2603;118
data,1288566000000,19;6569;119
data,1288566000000,19;4972;119
data,1288566000000,20;4494;120
data,1288566000000,20;6605;121
data,1288566000000,20;6625;121
data,1288566000000,20;918;121
data,1288566000000,21;1332;122
data,1288566000000,21;2129;122
data,1288566000000,21;6666;122
data,1288566000000,21;5320;123
data,1288566000000,21;2938;123
data,1288566000000,21;6698;124
data,1288566000000,21;4001;125
data,1288566000000,21;6728;126
data,1288566000000,21;4399;126
data,1288566000000,21;6323;126
data,1288566000000,21;1491;127
data,1288566000000,21;5460;127
data,1288566000000,21;6787;128
data,1288566000000,21;50;129
data,1288566000000,21;3431;129
data,1288566000000,21;6817;130
data,1288566000000,21;6834;130
data,1288566000000,21;2113;130
data,1288566000000,21;6846;131
data,1288566000000,21;6856;132
data,1288566000000,21;5359;132
data,1288566000000,21;1608;132
data,1288566000000,21;6901;132
data,1288566000000,21;6295;132
data,1288566000000,21;6919;132
data,1288566000000,21;6942;132
data,1288566000000,21;1929;133
data,1288566000000,21;6962;133
data,1288566000000,21;6963;134
data,1288566000000,21;6210;134
data,1288566000000,21;3140;134
data,1288566000000,21;7006;134
data,1288566000000,21;1787;134
data,1288566000000,21;7034;134
data,1288566000000,21;5906;134
data,1288566000000,21;7063;134
data,1288566000000,21;5518;135
data,1288566000000,21;1468;136
data,1288566000000,22;3881;136
data,1288566000000,23;6075;136
data,1288566000000,23;7112;137
data,1288566000000,23;2133;137
data,1288566000000,23;5232;137
data,1288566000000,23;776;138
data,1288566000000,23;3742;138
data,1288566000000,23;7175;138
data,1288566000000,23;7184;138
data,1288566000000,23;7189;139
data,1288566000000,23;3580;140
data,1288566000000,23;7212;141
data,1288566000000,23;7240;141
data,1288566000000,23;7243;141
data,1288566000000,23;3746;142
data,1288566000000,23;5629;142
data,1288566000000,23;5291;143
data,1288566000000,23;7294;143
data,1288566000000,23;1009;144
data,1288566000000,23;7309;145
data,1288566000000,23;7326;145
data,1288566000000,23;2799;146
data,1288566000000,23;7341;146
data,1288566000000,23;7367;146
data,1288566000000,24;5629;146
data,1288566000000,24;6039;146
data,1288566000000,24;2999;146
data,1288566000000,24;1226;146
data,1288566000000,24;7407;146
data,1288566000000,24;2337;146
data,1288566000000,24;7431;147
data,1288566000000,24;7447;147
data,1288566000000,24;3652;148
data,1288566000000,24;2602;148
data,1288566000000,24;273;149
data,1288566000000,24;1516;150
data,1288566000000,24;7504;150
data,1288566000000,25;7506;151
data,1288566000000,25;7515;152
data,1288566000000,25;2817;152
data,1288566000000,26;7536;152
data,1288566000000,26;7539;153
data,1288566000000,27;7550;154
data,1288566000000,27;876;154
data,1288566000000,27;7574;155
data,1288566000000,27;7591;155
data,1288566000000,27;4971;155
data,1288566000000,27;7617;155
data,1291158000000,27;7618;156
data,1291158000000,27;6728;157
data,1291158000000,27;4609;158
data,1291158000000,28;7654;158
data,1291158000000,28;781;158
data,1291158000000,28;6837;159
data,1291158000000,28;1712;160
data,1291158000000,28;4674;161
data,1291158000000,28;7699;162
data,1291158000000,28;7715;162
data,1291158000000,28;7730;162
data,1291158000000,28;5066;162
data,1291158000000,28;3780;162
data,1291158000000,28;3316;162
data,1291158000000,28;1332;163
data,1291158000000,28;7784;163
data,1291158000000,28;6171;163
data,1291158000000,28;200;164
data,1291158000000,28;3431;164
data,1291158000000,28;3746;165
data,1291158000000,28;3834;166
data,1291158000000,29;7830;167
data,1291158000000,29;7840;168
data,1291158000000,29;3810;168
data,1291158000000,29;7865;169
data,1291158000000,29;7878;170
data,1291158000000,29;7897;170
data,1293836400000,30;5380;170
data,1293836400000,30;7909;170
data,1293836400000,30;7916;171
data,1293836400000,30;7927;171
data,1293836400000,30;3346;171
data,1293836400000,30;5573;171
data,1293836400000,30;7958;171
data,1293836400000,30;4753;172
data,1298934000000,30;7978;172
data,1298934000000,30;5999;172
data,1298934000000,30;4455;172
data,1298934000000,30;7455;172
data,1298934000000,30;3834;173
data,1298934000000,30;1485;173
data,1304685894582,30;4399;173
data,1304685894554,30;3250;173
data,1304685901631,30;4613;173
data,1304685901600,30;8046;173
data,1304685903263,30;8052;174
data,1304685903276,30;3140;174
data,1304685907430,30;8065;175
data,1285884000000,30;4715;175
data,1285884000000,30;389;175
data,1285884000000,30;4233;175
data,1285884000000,30;3799;175
data,1285884000000,30;1332;175
data,1249077600000,30;8124;176
data,1249077600000,30;1487;177
data,1249077600000,30;3163;178
data,1249077600000,30;2726;179
data,1249077600000,30;3997;180
data,1249077600000,30;3834;181
data,1249077600000,30;539;182
data,1249077600000,30;708;183
data,1249077600000,30;1929;184
data,1249077600000,30;3652;185
data,1249077600000,30;8201;185
data,1249077600000,30;4479;186
data,1249077600000,30;6963;187
data,1249077600000,30;7407;188
data,1249077600000,30;1516;189
data,1249077600000,30;5213;189
data,1249077600000,30;3617;190
data,1249077600000,30;8256;191
data,1249077600000,30;2144;191
data,1249077600000,30;2113;192
data,1249077600000,30;8278;193
data,1249077600000,30;8286;194
data,1249077600000,30;5518;195
data,1249077600000,30;8312;195
data,1249077600000,30;8319;196
data,1249077600000,30;1885;197
data,1249077600000,30;5232;198
data,1249077600000,30;7978;199
data,1249077600000,30;3225;200
data,1249077600000,30;3742;201
data,1249077600000,30;2989;202
data,1249077600000,30;8380;203
data,1249077600000,30;4872;204
data,1249077600000,31;894;205
data,1249077600000,32;6007;206
data,1228086000000,32;1446;206
data,1228086000000,32;6728;207
data,1228086000000,32;3417;208
data,1228086000000,32;2113;209
data,1228086000000,32;248;210
data,1228086000000,32;3652;211
data,1228086000000,32;753;212
data,1228086000000,32;1885;213
data,1228086000000,32;3700;214
data,1228086000000,32;4494;215
data,1228086000000,32;3673;216
data,1228086000000,32;2144;217
data,1228086000000,32;6168;218
data,1228086000000,32;8286;219
data,1228086000000,33;3746;220
data,1228086000000,33;8201;221
data,1228086000000,33;776;222
data,1228086000000,33;8319;222
data,1228086000000,33;1354;222
data,1228086000000,33;3041;223
data,1228086000000,33;8556;224
data,1230764400000,33;8052;224
data,1238536800000,33;3311;224
data,1238536800000,33;3834;225
data,1280613600000,33;1481;225
data,1280613600000,33;8597;225
data,1280613600000,33;776;226
data,1280613600000,33;3417;227
data,1280613600000,33;2989;228
data,1280613600000,33;5359;228
data,1280613600000,33;1797;229
data,1280613600000,33;7431;229
data,1280613600000,33;4841;230
data,1277935200000,33;8651;230
data,1275343200000,33;4159;230
data,1275343200000,33;8675;230
data,1275343200000,33;1204;230
data,1251756000000,33;8685;231
data,1251756000000,33;7574;231
data,1251756000000,33;3708;231
data,1251756000000,34;2816;232
data,1251756000000,34;5242;233
data,1251756000000,34;6366;234
data,1251756000000,34;2400;234
data,1251756000000,34;6168;235
data,1251756000000,34;8736;236
data,1251756000000,34;8669;237
data,1251756000000,34;3765;238
data,1251756000000,34;3176;238
data,1251756000000,34;8769;238
data,1251756000000,34;2368;239
data,1251756000000,34;5605;239
data,1251756000000,34;8790;240
data,1251756000000,34;3002;241
data,1251756000000,34;6118;242
data,1251756000000,34;3765;243
data,1251756000000,34;6130;244
data,1251756000000,34;2438;245
data,1251756000000,34;8838;246
data,1251756000000,34;2746;247
data,1251756000000,34;8849;247
data,1251756000000,35;5242;248
data,1251756000000,35;8337;249
data,1251756000000,35;8878;249
data,1251756000000,35;3473;249
data,1254348000000,35;3834;250
data,1254348000000,35;7245;250
data,1254348000000,35;4841;251
data,1254348000000,35;342;251
data,1254348000000,35;8918;251
data,1254348000000,35;8927;251
data,1254348000000,35;5242;252
data,1254348000000,35;117;253
data,1254348000000,35;1257;253
data,1254348000000,35;3924;254
data,1254348000000,35;2144;255
data,1254348000000,35;1491;256
data,1254348000000,35;3019;257
data,1254348000000,35;8999;257
data,1254348000000,35;4872;257
data,1254348000000,35;7134;258
data,1254348000000,35;1180;258
data,1254348000000,35;3163;258
data,1254348000000,35;2603;258
data,1254348000000,35;3570;259
data,1254348000000,35;7742;260
data,1254348000000,35;9052;260
data,1254348000000,35;8838;261
data,1254348000000,35;14;262
data,1254348000000,35;5380;263
data,1254348000000,35;5689;263
data,1254348000000,35;4001;264
data,1254348000000,35;1554;264
data,1254348000000,35;2101;265
data,1254348000000,35;2368;266
data,1254348000000,35;6130;267
data,1254348000000,35;3746;268
data,1254348000000,35;505;269
data,1254348000000,35;8114;270
data,1257030000000,35;3765;271
data,1257030000000,35;5668;271
data,1257030000000,35;3243;272
data,1257030000000,35;4673;272
data,1257030000000,35;9168;273
data,1257030000000,35;1947;273
data,1257030000000,35;4467;274
data,1257030000000,35;9183;275
data,1257030000000,35;6856;275
data,1257030000000,35;4971;275
data,1257030000000,36;812;276
data,1257030000000,36;9209;276
data,1257030000000,36;3502;276
data,1257030000000,36;7060;276
data,1257030000000,36;848;277
data,1257030000000,36;2410;277
data,1257030000000,36;9235;278
data,1257030000000,36;9238;278
data,1257030000000,36;6919;279
data,1257030000000,36;6067;280
data,1257030000000,36;9263;280
data,1259622000000,36;4714;280
data,1259622000000,36;781;281
data,1259622000000,36;9278;282
data,1259622000000,36;1491;283
data,1259622000000,37;5041;284
data,1259622000000,37;5701;285
data,1259622000000,37;5740;286
data,1259622000000,37;753;287
data,1259622000000,37;5380;288
data,1259622000000,37;753;289
data,1259622000000,37;1712;290
data,1259622000000,37;5813;290
data,1259622000000,37;6838;290
data,1259622000000,37;9337;291
data,1259622000000,37;3417;292
data,1259622000000,37;2190;293
data,1259622000000,37;9362;293
data,1259622000000,37;9030;294
data,1259622000000,38;3328;295
data,1259622000000,39;3700;296
data,1259622000000,39;9183;297
data,1259622000000,39;9030;298
data,1259622000000,39;1481;299
data,1259622000000,39;9411;299
data,1259622000000,39;3570;300
data,1259622000000,39;1300;300
data,1259622000000,39;466;301
data,1259622000000,39;4673;301
data,1259622000000,39;4167;301
data,1262300400000,39;1550;301
data,1262300400000,39;9452;301
data,1262300400000,39;6096;302
data,1262300400000,39;9468;302
data,1262300400000,39;3411;303
data,1262300400000,39;248;304
data,1262300400000,39;8114;305
data,1262300400000,39;1491;306
data,1262300400000,39;9502;306
data,1262300400000,39;222;306
data,1262300400000,39;612;307
data,1262300400000,39;2508;307
data,1262300400000,39;9522;308
data,1262300400000,39;7924;309
data,1262300400000,39;5367;310
data,1262300400000,39;129;311
data,1262300400000,39;1516;311
data,1262300400000,39;7618;312
data,1262300400000,39;916;313
data,1262300400000,39;3924;314
data,1262300400000,39;5854;315
data,1262300400000,40;7987;316
data,1262300400000,40;3765;317
data,1262300400000,40;9030;318
data,1262300400000,41;2758;318
data,1262300400000,41;3872;319
data,1262300400000,41;6366;320
data,1262300400000,41;9235;321
data,1262300400000,41;1797;322
data,1262300400000,41;9641;322
data,1262300400000,42;5380;323
data,1262300400000,42;2438;324
data,1262300400000,42;9653;325
data,1262300400000,42;6544;326
data,1262300400000,42;5213;326
data,1262300400000,42;2190;327
data,1262300400000,42;9678;327
data,1262300400000,42;869;328
data,1264978800000,42;7245;328
data,1264978800000,42;1974;328
data,1264978800000,42;812;329
data,1264978800000,42;4871;330
data,1264978800000,42;7376;331
data,1264978800000,42;5126;332
data,1264978800000,42;4132;332
data,1264978800000,42;4594;333
data,1264978800000,42;4594;334
data,1264978800000,42;3041;335
data,1264978800000,42;1363;335
data,1264978800000,42;6716;335
data,1267398000000,42;2144;336
data,1267398000000,42;2190;337
data,1267398000000,42;6168;338
data,1267398000000,42;9762;339
data,1267398000000,42;8556;340
data,1267398000000,42;8052;341
data,1267398000000,42;8101;342
data,1267398000000,42;1354;343
data,1267398000000,42;1354;344
data,1267398000000,42;2438;345
data,1267398000000,42;3328;346
data,1267398000000,42;5459;347
data,1267398000000,42;2368;348
data,1267398000000,42;248;349
data,1270072800000,42;3742;349
data,1270072800000,42;9830;349
data,1270072800000,42;4163;349
data,1270072800000,42;2139;350
data,1270072800000,42;5596;351
data,1270072800000,42;5772;352
data,1270072800000,42;9852;353
data,1270072800000,42;9864;353
data,1270072800000,42;9866;354
data,1270072800000,42;9874;355
data,1270072800000,42;5459;356
data,1270072800000,42;612;357
data,1270072800000,42;3881;357
data,1270072800000,42;8201;358
data,1270072800000,42;7664;358
data,1270072800000,42;2831;359
data,1270072800000,42;5638;360
data,1270072800000,43;4392;361
data,1270072800000,43;2268;362
data,1270072800000,43;328;362
data,1270072800000,43;8517;362
data,1270072800000,43;9942;363
data,1270072800000,43;9574;363
data,1270072800000,43;6357;364
data,1270072800000,43;140;364
data,1270072800000,43;1637;364
data,1270072800000,43;8488;364
data,1270072800000,43;9653;365
data,1270072800000,43;848;366
data,1270072800000,43;4322;366
data,1270072800000,43;89;366
data,1270072800000,43;7819;366
data,1270072800000,43;10007;367
data,1270072800000,43;10012;368
data,1270072800000,43;1663;368
data,1270072800000,43;10023;369
data,1270072800000,43;1802;369
data,1270072800000,43;8556;370
data,1270072800000,43;5518;371
data,1270072800000,43;8591;371
data,1270072800000,43;6009;372
data,1270072800000,43;7888;372
data,1270072800000,43;10062;372
data,1270072800000,43;248;373
data,1270072800000,43;2968;374
data,1270072800000,43;3765;375
data,1270072800000,43;3765;376
data,1270072800000,43;5476;376
data,1270072800000,43;3566;376
data,1270072800000,43;5854;377
data,1272664800000,43;10107;378
data,1272664800000,43;8075;378
data,1272664800000,43;1606;378
data,1272664800000,43;3502;378
data,1272664800000,43;8556;379
data,1272664800000,43;5361;380
data,1272664800000,43;2144;381
data,1272664800000,43;4888;381
data,1272664800000,43;342;381
data,1272664800000,43;1098;381
data,1272664800000,44;3934;382
data,1272664800000,44;3243;383
data,1272664800000,44;10164;384
data,1272664800000,44;5518;385
data,1272664800000,44;6248;385
data,1272664800000,44;3187;385
data,1272664800000,44;9942;386
data,1272664800000,44;9377;386
data,1272664800000,44;6838;386
data,1272664800000,44;2654;386
data,1272664800000,44;9052;386
data,1272664800000,44;6300;386
data,1272664800000,44;894;387
data,1272664800000,44;8552;388
data,1272664800000,44;2466;389
data,1272664800000,44;10229;390
data,1272664800000,44;1032;390
data,1272664800000,44;6834;391
data,1272664800000,44;8380;392
data,1275343200000,44;273;393
data,1275343200000,44;2968;394
data,1275343200000,44;612;395
data,1275343200000,44;5372;395
data,1275343200000,44;6009;396
data,1275343200000,44;10256;397
data,1275343200000,44;10007;398
data,1275343200000,44;5041;399
data,1275343200000,44;7026;400
data,1275343200000,44;5525;400
data,1275343200000,44;2144;401
data,1275343200000,44;4378;401
data,1275343200000,44;10289;402
data,1275343200000,44;2221;402
data,1275343200000,44;3019;403
data,1275343200000,44;5789;403
data,1275343200000,44;10168;403
data,1275343200000,44;5892;404
data,1275343200000,44;2339;404
data,1275343200000,44;2237;404
data,1275343200000,44;4772;404
data,1275343200000,44;3328;405
data,1275343200000,44;4038;405
data,1275343200000,44;8008;406
data,1275343200000,44;10339;406
data,1275343200000,44;3742;406
data,1275343200000,44;3799;407
data,1275343200000,44;3411;408
data,1275343200000,44;2368;409
data,1275343200000,44;10351;410
data,1275343200000,44;3350;411
data,1275343200000,44;3328;412
data,1275343200000,44;5997;412
data,1275343200000,44;3437;413
data,1275343200000,44;812;414
data,1275343200000,44;3041;415
data,1275343200000,44;1363;415
data,1275343200000,44;4964;415
data,1275343200000,44;6228;416
data,1275343200000,44;10407;416
data,1275343200000,44;2067;416
data,1275343200000,44;2368;417
data,1275343200000,44;371;417
data,1275343200000,44;4132;417
data,1275343200000,44;10428;418
data,1275343200000,44;691;419
data,1275343200000,44;2144;420
data,1277935200000,44;5840;421
data,1277935200000,44;869;422
data,1277935200000,44;10449;423
data,1277935200000,44;588;423
data,1277935200000,44;4871;424
data,1277935200000,44;5772;425
data,1277935200000,44;2817;425
data,1277935200000,44;1317;425
data,1277935200000,45;10471;425
data,1277935200000,45;10475;425
data,1277935200000,45;10480;425
data,1277935200000,45;5566;426
data,1277935200000,45;633;427
data,1277935200000,45;10492;427
data,1277935200000,45;10500;427
data,1277935200000,45;9030;428
data,1277935200000,45;5176;428
data,1277935200000,45;82;429
data,1280613600000,45;7004;429
data,1280613600000,45;10523;429
data,1280613600000,45;8675;429
data,1280613600000,45;1552;429
data,1280613600000,45;6746;429
data,1280613600000,45;10533;429
data,1280613600000,45;2531;430
data,1280613600000,46;1974;430
data,1280613600000,46;776;431
data,1280613600000,46;1603;431
data,1280613600000,46;10547;432
data,1280613600000,46;6856;432
data,1280613600000,46;3779;433
data,1280613600000,46;248;434
data,1280613600000,46;5796;434
data,1280613600000,46;5029;434
data,1280613600000,46;6544;435
data,1280613600000,46;7536;436
data,1280613600000,46;10584;436
data,1280613600000,46;8234;436
data,1280613600000,46;4166;436
data,1280613600000,46;1491;437
data,1280613600000,46;10595;437
data,1280613600000,46;2368;438
data,1280613600000,47;6255;438
data,1280613600000,47;394;439
data,1280613600000,47;10612;439
data,1280613600000,47;4060;440
data,1283292000000,47;9678;440
data,1283292000000,47;9095;440
data,1283292000000,47;753;441
data,1283292000000,47;4972;441
data,1283292000000,47;2368;442
data,1283292000000,47;753;443
data,1283292000000,47;4681;443
data,1283292000000,48;8675;443
data,1283292000000,48;2144;444
data,1283292000000,48;6009;445
